##Temp./?C,Time/min,DSC/(uV/mg),Mass/%,Gas Flow(purge2)/(ml/min),Gas Flow(protective)/(ml/min),DTG/(%/min),Sensit./(uV/mW)
784.979,74.6603,-2.48861,13.27583,0.00E+00,70,-0.10967,1
785.479,74.7102,-2.48662,13.27068,0.00E+00,70,-0.11647,1
785.979,74.76008,-2.48421,13.26435,0.00E+00,70,-0.12574,1
786.479,74.80995,-2.48215,13.25839,0.00E+00,70,-0.1376,1
786.979,74.85984,-2.47985,13.25361,0.00E+00,70,-0.15179,1
787.479,74.90968,-2.47721,13.2484,0.00E+00,70,-0.16749,1
787.979,74.95961,-2.47502,13.24233,0.00E+00,70,-0.18331,1
788.479,75.00961,-2.47039,13.23743,0.00E+00,70,-0.19724,1
788.979,75.05964,-2.46905,13.23065,0.00E+00,70,-0.20691,1
789.479,75.10961,-2.46688,13.21993,0.00E+00,70,-0.20999,1
789.979,75.15964,-2.4644,13.21212,0.00E+00,70,-0.20475,1
790.479,75.20965,-2.46289,13.19216,0.00E+00,70,-0.19053,1
790.979,75.25956,-2.46017,13.12254,0.00E+00,70,-0.16804,1
791.479,75.30947,-2.45726,13.08567,0.00E+00,70,-0.13938,1
791.979,75.35938,-2.45422,13.10115,0.00E+00,70,-0.10765,1
792.479,75.40926,-2.44937,13.12094,0.00E+00,70,-7.63E-02,1
792.979,75.45912,-2.44754,13.14363,0.00E+00,70,-4.84E-02,1
793.479,75.509,-2.44324,13.15895,0.00E+00,70,-2.57E-02,1
793.979,75.55881,-2.43966,13.15603,0.00E+00,70,-7.42E-03,1
794.479,75.60864,-2.43774,13.15587,0.00E+00,70,8.11E-03,1
794.979,75.65845,-2.43591,13.15792,0.00E+00,70,1.53E-02,1
795.479,75.70826,-2.43502,13.15476,0.00E+00,70,4.46E-03,1
795.979,75.75805,-2.4315,13.14949,0.00E+00,70,-1.87E-02,1
796.479,75.80789,-2.42852,13.14363,0.00E+00,70,-3.60E-02,1
796.979,75.8576,-2.42609,13.14176,0.00E+00,70,-3.92E-02,1
797.479,75.90741,-2.42337,13.14187,0.00E+00,70,-3.27E-02,1
