##Temp./?C,Time/min,DSC/(uV/mg),Mass/%,Gas Flow(purge2)/(ml/min),Gas Flow(protective)/(ml/min),DTG/(%/min),Sensit./(uV/mW)
221.979,18.22891,-0.99726,96.18287,0.00E+00,70,-0.6813,1
222.479,18.27845,-1.00147,96.15193,0.00E+00,70,-0.68755,1
222.979,18.32802,-1.00391,96.11996,0.00E+00,70,-0.69192,1
223.479,18.37772,-1.00674,96.07528,0.00E+00,70,-0.69464,1
223.979,18.42746,-1.00951,96.03721,0.00E+00,70,-0.69616,1
224.479,18.47722,-1.01285,96.01137,0.00E+00,70,-0.69708,1
224.979,18.52701,-1.01707,95.96545,0.00E+00,70,-0.69813,1
225.479,18.57681,-1.02057,95.93355,0.00E+00,70,-0.69999,1
225.979,18.62656,-1.02335,95.90691,0.00E+00,70,-0.7032,1
226.479,18.67623,-1.02697,95.87587,0.00E+00,70,-0.70806,1
226.979,18.72589,-1.02989,95.84245,0.00E+00,70,-0.71462,1
227.479,18.77555,-1.03313,95.80735,0.00E+00,70,-0.72265,1
227.979,18.82522,-1.03618,95.77139,0.00E+00,70,-0.73171,1
228.479,18.87491,-1.03966,95.7361,0.00E+00,70,-0.74131,1
228.979,18.92468,-1.04414,95.69436,0.00E+00,70,-0.75098,1
229.479,18.97448,-1.04698,95.65019,0.00E+00,70,-0.76038,1
229.979,19.02426,-1.05096,95.61825,0.00E+00,70,-0.76932,1
230.479,19.07404,-1.05518,95.57272,0.00E+00,70,-0.77783,1
230.979,19.12386,-1.05818,95.53509,0.00E+00,70,-0.78602,1
231.479,19.17365,-1.06168,95.50722,0.00E+00,70,-0.79407,1
231.979,19.22342,-1.06489,95.46132,0.00E+00,70,-0.80217,1
232.479,19.27325,-1.06816,95.41815,0.00E+00,70,-0.81047,1
232.979,19.32311,-1.07209,95.38441,0.00E+00,70,-0.81907,1
233.479,19.37295,-1.0753,95.33772,0.00E+00,70,-0.82809,1
233.979,19.42283,-1.07909,95.296,0.00E+00,70,-0.8377,1
234.479,19.47274,-1.08369,95.26168,0.00E+00,70,-0.84808,1
234.979,19.52264,-1.08671,95.20664,0.00E+00,70,-0.85945,1
235.479,19.57253,-1.08986,95.16695,0.00E+00,70,-0.87202,1
235.979,19.62243,-1.0938,95.12977,0.00E+00,70,-0.88594,1
236.479,19.67233,-1.09748,95.08325,0.00E+00,70,-0.90118,1
236.979,19.72225,-1.10126,95.04651,0.00E+00,70,-0.91756,1
237.479,19.77219,-1.10364,95.00186,0.00E+00,70,-0.93478,1
237.979,19.82215,-1.1077,94.9546,0.00E+00,70,-0.95239,1
238.479,19.87213,-1.1116,94.89707,0.00E+00,70,-0.97,1
238.979,19.92213,-1.11468,94.84411,0.00E+00,70,-0.98727,1
239.479,19.97215,-1.11879,94.79894,0.00E+00,70,-1.00405,1
239.979,20.02222,-1.12215,94.74818,0.00E+00,70,-1.02035,1
240.479,20.07232,-1.12601,94.69303,0.00E+00,70,-1.0363,1
240.979,20.12241,-1.13036,94.646,0.00E+00,70,-1.05209,1
241.479,20.17251,-1.13443,94.59144,0.00E+00,70,-1.06793,1
241.979,20.22259,-1.13721,94.53425,0.00E+00,70,-1.08394,1
242.479,20.27259,-1.14098,94.49182,0.00E+00,70,-1.10015,1
242.979,20.32255,-1.14563,94.4297,0.00E+00,70,-1.11653,1
243.479,20.37249,-1.14974,94.37052,0.00E+00,70,-1.13304,1
243.979,20.4224,-1.15295,94.31807,0.00E+00,70,-1.14963,1
244.479,20.47236,-1.15665,94.25325,0.00E+00,70,-1.16635,1
244.979,20.52238,-1.16109,94.19666,0.00E+00,70,-1.18327,1
245.479,20.57244,-1.16441,94.13934,0.00E+00,70,-1.20051,1
245.979,20.62255,-1.16858,94.0768,0.00E+00,70,-1.21816,1
246.479,20.67265,-1.17235,94.01638,0.00E+00,70,-1.23619,1
246.979,20.72266,-1.17582,93.95623,0.00E+00,70,-1.25444,1
247.479,20.77266,-1.17934,93.89608,0.00E+00,70,-1.27271,1
247.979,20.82268,-1.18354,93.83688,0.00E+00,70,-1.29068,1
248.479,20.87267,-1.18745,93.76796,0.00E+00,70,-1.30805,1
248.979,20.92271,-1.19093,93.69166,0.00E+00,70,-1.32461,1
249.479,20.97281,-1.19542,93.62765,0.00E+00,70,-1.34034,1
249.979,21.02293,-1.19995,93.55161,0.00E+00,70,-1.35535,1
250.479,21.07308,-1.20414,93.48499,0.00E+00,70,-1.36993,1
250.979,21.12325,-1.20836,93.42842,0.00E+00,70,-1.3844,1
251.479,21.17346,-1.21221,93.35751,0.00E+00,70,-1.39908,1
251.979,21.22374,-1.21707,93.28236,0.00E+00,70,-1.41415,1
252.479,21.27398,-1.22087,93.21207,0.00E+00,70,-1.42962,1
252.979,21.32419,-1.22466,93.14499,0.00E+00,70,-1.44539,1
253.479,21.37436,-1.22875,93.06826,0.00E+00,70,-1.46125,1
253.979,21.42447,-1.23215,92.99324,0.00E+00,70,-1.477,1
254.479,21.47448,-1.23652,92.91969,0.00E+00,70,-1.49247,1
254.979,21.52445,-1.24071,92.84228,0.00E+00,70,-1.50763,1
255.479,21.57437,-1.24543,92.76603,0.00E+00,70,-1.52253,1
255.979,21.62428,-1.24992,92.69211,0.00E+00,70,-1.53738,1
256.479,21.67421,-1.25356,92.61059,0.00E+00,70,-1.55246,1
256.979,21.72412,-1.25788,92.53444,0.00E+00,70,-1.56809,1
257.479,21.77405,-1.26182,92.46341,0.00E+00,70,-1.58467,1
257.979,21.82408,-1.26734,92.38405,0.00E+00,70,-1.6026,1
258.479,21.87412,-1.27079,92.29758,0.00E+00,70,-1.62223,1
258.979,21.92419,-1.27414,92.21234,0.00E+00,70,-1.64384,1
259.479,21.97438,-1.27922,92.13779,0.00E+00,70,-1.66763,1
259.979,22.02466,-1.28339,92.05203,0.00E+00,70,-1.69354,1
260.479,22.07493,-1.2876,91.97182,0.00E+00,70,-1.72121,1
260.979,22.12521,-1.29104,91.89203,0.00E+00,70,-1.75011,1
261.479,22.17551,-1.2949,91.80386,0.00E+00,70,-1.77948,1
261.979,22.22575,-1.29879,91.70971,0.00E+00,70,-1.80842,1
262.479,22.27594,-1.30239,91.61059,0.00E+00,70,-1.83613,1
262.979,22.32612,-1.30604,91.5138,0.00E+00,70,-1.86192,1
263.479,22.3763,-1.31017,91.41825,0.00E+00,70,-1.88536,1
263.979,22.42649,-1.31444,91.32372,0.00E+00,70,-1.90624,1
264.479,22.4767,-1.31843,91.22978,0.00E+00,70,-1.92461,1
264.979,22.5269,-1.32204,91.1286,0.00E+00,70,-1.94073,1
265.479,22.57712,-1.32622,91.03009,0.00E+00,70,-1.95499,1
265.979,22.62734,-1.33004,90.92988,0.00E+00,70,-1.96784,1
266.479,22.67755,-1.33379,90.83042,0.00E+00,70,-1.97972,1
266.979,22.72775,-1.33801,90.72969,0.00E+00,70,-1.99105,1
267.479,22.77796,-1.342,90.63012,0.00E+00,70,-2.00219,1
267.979,22.82816,-1.34567,90.53546,0.00E+00,70,-2.01346,1
268.479,22.8784,-1.35018,90.43178,0.00E+00,70,-2.0252,1
268.979,22.92863,-1.35338,90.32892,0.00E+00,70,-2.03778,1
269.479,22.9788,-1.35715,90.23002,0.00E+00,70,-2.05168,1
269.979,23.02893,-1.36147,90.1219,0.00E+00,70,-2.06746,1
270.479,23.07905,-1.36603,90.00957,0.00E+00,70,-2.0858,1
270.979,23.12905,-1.36992,89.91436,0.00E+00,70,-2.10725,1
271.479,23.17903,-1.37259,89.815,0.00E+00,70,-2.13228,1
271.979,23.22912,-1.3774,89.70754,0.00E+00,70,-2.16107,1
272.479,23.27925,-1.38125,89.61252,0.00E+00,70,-2.1933,1
272.979,23.32944,-1.38473,89.51099,0.00E+00,70,-2.2282,1
273.479,23.37973,-1.38927,89.38048,0.00E+00,70,-2.26461,1
273.979,23.43011,-1.39304,89.26353,0.00E+00,70,-2.30104,1
274.479,23.4805,-1.39691,89.1552,0.00E+00,70,-2.33586,1
274.979,23.53086,-1.40021,89.0401,0.00E+00,70,-2.36769,1
275.479,23.58122,-1.40377,88.9055,0.00E+00,70,-2.39558,1
275.979,23.63158,-1.40838,88.77309,0.00E+00,70,-2.41907,1
276.479,23.68184,-1.41235,88.65129,0.00E+00,70,-2.43828,1
276.979,23.73206,-1.41657,88.52136,0.00E+00,70,-2.45389,1
277.479,23.78234,-1.42,88.39664,0.00E+00,70,-2.46696,1
277.979,23.83265,-1.42472,88.27807,0.00E+00,70,-2.47864,1
278.479,23.88298,-1.42845,88.15569,0.00E+00,70,-2.4901,1
278.979,23.93337,-1.43218,88.04337,0.00E+00,70,-2.50235,1
279.479,23.98379,-1.43637,87.90809,0.00E+00,70,-2.51611,1
279.979,24.03414,-1.4396,87.77727,0.00E+00,70,-2.53183,1
280.479,24.08439,-1.44444,87.64844,0.00E+00,70,-2.54967,1
280.979,24.13465,-1.44774,87.52736,0.00E+00,70,-2.56969,1
281.479,24.18488,-1.45125,87.4004,0.00E+00,70,-2.59171,1
281.979,24.23513,-1.45596,87.27341,0.00E+00,70,-2.6155,1
282.479,24.28549,-1.46015,87.13994,0.00E+00,70,-2.6408,1
282.979,24.3359,-1.46297,87.00125,0.00E+00,70,-2.66725,1
283.479,24.38626,-1.46735,86.86814,0.00E+00,70,-2.69452,1
283.979,24.43665,-1.47119,86.73478,0.00E+00,70,-2.72238,1
284.479,24.48698,-1.47475,86.59528,0.00E+00,70,-2.75055,1
284.979,24.53719,-1.47888,86.45418,0.00E+00,70,-2.77881,1
285.479,24.58744,-1.4819,86.31523,0.00E+00,70,-2.807,1
285.979,24.63779,-1.48596,86.17072,0.00E+00,70,-2.83484,1
286.479,24.6881,-1.49003,86.02575,0.00E+00,70,-2.86186,1
286.979,24.73854,-1.49403,85.88999,0.00E+00,70,-2.88772,1
287.479,24.78906,-1.4982,85.75544,0.00E+00,70,-2.912,1
287.979,24.8395,-1.5019,85.59166,0.00E+00,70,-2.93448,1
288.479,24.88981,-1.50549,85.43377,0.00E+00,70,-2.95533,1
288.979,24.94014,-1.50932,85.2721,0.00E+00,70,-2.9752,1
289.479,24.99034,-1.51405,85.12458,0.00E+00,70,-2.99502,1
289.979,25.04051,-1.51719,84.98212,0.00E+00,70,-3.01599,1
290.479,25.09071,-1.52082,84.83977,0.00E+00,70,-3.03931,1
290.979,25.14097,-1.52448,84.68905,0.00E+00,70,-3.06593,1
291.479,25.19124,-1.52915,84.53911,0.00E+00,70,-3.09637,1
291.979,25.24153,-1.53285,84.38724,0.00E+00,70,-3.13072,1
292.479,25.29184,-1.53587,84.22789,0.00E+00,70,-3.16865,1
292.979,25.34215,-1.53994,84.07323,0.00E+00,70,-3.20959,1
293.479,25.39246,-1.54311,83.9099,0.00E+00,70,-3.25291,1
293.979,25.44277,-1.54738,83.73465,0.00E+00,70,-3.29802,1
294.479,25.49315,-1.55082,83.56299,0.00E+00,70,-3.34443,1
294.979,25.54346,-1.55382,83.39333,0.00E+00,70,-3.39144,1
295.479,25.59382,-1.55823,83.22886,0.00E+00,70,-3.43843,1
295.979,25.64425,-1.56174,83.06887,0.00E+00,70,-3.48441,1
296.479,25.6946,-1.56448,82.89155,0.00E+00,70,-3.52805,1
296.979,25.74486,-1.56797,82.71775,0.00E+00,70,-3.56814,1
297.479,25.79516,-1.57219,82.52503,0.00E+00,70,-3.60387,1
297.979,25.84542,-1.57537,82.32968,0.00E+00,70,-3.63478,1
298.479,25.89559,-1.57894,82.12961,0.00E+00,70,-3.66124,1
298.979,25.94585,-1.58219,81.93558,0.00E+00,70,-3.68439,1
299.479,25.99618,-1.58578,81.73523,0.00E+00,70,-3.70576,1
299.979,26.04652,-1.58921,81.56718,0.00E+00,70,-3.72699,1
300.479,26.09692,-1.59276,81.41008,0.00E+00,70,-3.74953,1
300.979,26.14727,-1.59535,81.24531,0.00E+00,70,-3.77424,1
301.479,26.19756,-1.59847,81.05481,0.00E+00,70,-3.80145,1
301.979,26.2478,-1.60155,80.83886,0.00E+00,70,-3.83105,1
302.479,26.29803,-1.60656,80.59537,0.00E+00,70,-3.86277,1
302.979,26.34817,-1.60996,80.41583,0.00E+00,70,-3.89619,1
303.479,26.39836,-1.61205,80.24804,0.00E+00,70,-3.93116,1
303.979,26.44854,-1.61468,80.08098,0.00E+00,70,-3.96746,1
304.479,26.49875,-1.61808,79.86937,0.00E+00,70,-4.00492,1
304.979,26.54897,-1.62152,79.64437,0.00E+00,70,-4.04319,1
305.479,26.59924,-1.62371,79.42357,0.00E+00,70,-4.08178,1
305.979,26.64959,-1.62646,79.24122,0.00E+00,70,-4.12004,1
306.479,26.70003,-1.62951,79.05147,0.00E+00,70,-4.15723,1
306.979,26.75047,-1.63266,78.83517,0.00E+00,70,-4.19264,1
307.479,26.80089,-1.63588,78.59049,0.00E+00,70,-4.22584,1
307.979,26.85131,-1.63808,78.37149,0.00E+00,70,-4.25674,1
308.479,26.90164,-1.64181,78.17209,0.00E+00,70,-4.2856,1
308.979,26.95195,-1.64451,77.95816,0.00E+00,70,-4.31305,1
309.479,27.00228,-1.64652,77.73067,0.00E+00,70,-4.33999,1
309.979,27.05267,-1.64952,77.52476,0.00E+00,70,-4.36743,1
310.479,27.1031,-1.65239,77.29635,0.00E+00,70,-4.3964,1
310.979,27.1536,-1.6544,77.07007,0.00E+00,70,-4.42787,1
311.479,27.20408,-1.65846,76.85667,0.00E+00,70,-4.46253,1
311.979,27.25443,-1.66044,76.62342,0.00E+00,70,-4.50075,1
312.479,27.30469,-1.66401,76.40786,0.00E+00,70,-4.54253,1
312.979,27.35487,-1.66607,76.18699,0.00E+00,70,-4.5875,1
313.479,27.40497,-1.66796,75.95927,0.00E+00,70,-4.63479,1
313.979,27.45512,-1.67238,75.72384,0.00E+00,70,-4.6834,1
314.479,27.50542,-1.67339,75.485,0.00E+00,70,-4.73216,1
314.979,27.55579,-1.67566,75.24553,0.00E+00,70,-4.77975,1
315.479,27.60619,-1.67815,74.99314,0.00E+00,70,-4.82511,1
315.979,27.65659,-1.68208,74.74437,0.00E+00,70,-4.86757,1
316.479,27.70684,-1.68311,74.49293,0.00E+00,70,-4.90682,1
316.979,27.75702,-1.68503,74.25267,0.00E+00,70,-4.94311,1
317.479,27.80713,-1.68763,73.99996,0.00E+00,70,-4.97698,1
317.979,27.85726,-1.68951,73.75074,0.00E+00,70,-5.00921,1
318.479,27.90744,-1.69108,73.49971,0.00E+00,70,-5.04064,1
318.979,27.95767,-1.69194,73.24779,0.00E+00,70,-5.07207,1
319.479,28.00792,-1.69515,72.98766,0.00E+00,70,-5.10419,1
319.979,28.05821,-1.69614,72.726,0.00E+00,70,-5.13753,1
320.479,28.10846,-1.69785,72.47627,0.00E+00,70,-5.17234,1
320.979,28.15873,-1.70008,72.21972,0.00E+00,70,-5.20864,1
321.479,28.2091,-1.7011,71.95204,0.00E+00,70,-5.24622,1
321.979,28.25949,-1.70345,71.69956,0.00E+00,70,-5.28446,1
322.479,28.30987,-1.70434,71.42102,0.00E+00,70,-5.32264,1
322.979,28.36033,-1.70668,71.16264,0.00E+00,70,-5.3601,1
323.479,28.41073,-1.70824,70.88605,0.00E+00,70,-5.3962,1
323.979,28.46099,-1.70954,70.58872,0.00E+00,70,-5.43065,1
324.479,28.51126,-1.71146,70.32298,0.00E+00,70,-5.4637,1
324.979,28.56153,-1.71283,70.05484,0.00E+00,70,-5.49581,1
325.479,28.61174,-1.71474,69.7796,0.00E+00,70,-5.52769,1
325.979,28.66197,-1.71599,69.49667,0.00E+00,70,-5.56011,1
326.479,28.71223,-1.71752,69.21118,0.00E+00,70,-5.59368,1
326.979,28.76243,-1.71956,68.93528,0.00E+00,70,-5.62861,1
327.479,28.81262,-1.7202,68.66419,0.00E+00,70,-5.66484,1
327.979,28.86284,-1.72137,68.39057,0.00E+00,70,-5.702,1
328.479,28.91306,-1.72313,68.1056,0.00E+00,70,-5.73952,1
328.979,28.96328,-1.72527,67.79409,0.00E+00,70,-5.7769,1
329.479,29.01361,-1.72606,67.48851,0.00E+00,70,-5.81396,1
329.979,29.06393,-1.72676,67.19691,0.00E+00,70,-5.85067,1
330.479,29.11425,-1.72799,66.90519,0.00E+00,70,-5.88735,1
330.979,29.16459,-1.72906,66.61665,0.00E+00,70,-5.92447,1
331.479,29.21495,-1.73019,66.3251,0.00E+00,70,-5.96242,1
331.979,29.26526,-1.73077,66.02761,0.00E+00,70,-6.00128,1
332.479,29.31555,-1.73211,65.71845,0.00E+00,70,-6.04089,1
332.979,29.3658,-1.7325,65.41569,0.00E+00,70,-6.08067,1
333.479,29.41607,-1.73396,65.1065,0.00E+00,70,-6.11992,1
333.979,29.46635,-1.73401,64.79893,0.00E+00,70,-6.15782,1
334.479,29.51666,-1.73472,64.49072,0.00E+00,70,-6.19369,1
334.979,29.56701,-1.73621,64.16452,0.00E+00,70,-6.22714,1
335.479,29.61742,-1.73628,63.84749,0.00E+00,70,-6.25815,1
335.979,29.66777,-1.73605,63.53071,0.00E+00,70,-6.28702,1
336.479,29.71807,-1.73675,63.21062,0.00E+00,70,-6.31447,1
336.979,29.76831,-1.73634,62.89937,0.00E+00,70,-6.34136,1
337.479,29.8185,-1.73682,62.58383,0.00E+00,70,-6.36866,1
337.979,29.86864,-1.73677,62.26107,0.00E+00,70,-6.3972,1
338.479,29.91874,-1.73696,61.93748,0.00E+00,70,-6.42761,1
338.979,29.96885,-1.73611,61.61665,0.00E+00,70,-6.46028,1
339.479,30.019,-1.73686,61.30167,0.00E+00,70,-6.49529,1
339.979,30.06911,-1.73711,60.98496,0.00E+00,70,-6.53242,1
340.479,30.11924,-1.73611,60.65158,0.00E+00,70,-6.57138,1
340.979,30.16943,-1.73537,60.31198,0.00E+00,70,-6.61181,1
341.479,30.21963,-1.73453,59.97863,0.00E+00,70,-6.6533,1
341.979,30.26981,-1.73427,59.64247,0.00E+00,70,-6.69551,1
342.479,30.32002,-1.73384,59.30826,0.00E+00,70,-6.73825,1
342.979,30.37026,-1.73299,58.96741,0.00E+00,70,-6.78136,1
343.479,30.42051,-1.73196,58.63915,0.00E+00,70,-6.82465,1
343.979,30.47076,-1.73102,58.28746,0.00E+00,70,-6.86806,1
344.479,30.52103,-1.73028,57.94294,0.00E+00,70,-6.91161,1
344.979,30.57135,-1.72793,57.59183,0.00E+00,70,-6.9555,1
345.479,30.62162,-1.72611,57.23262,0.00E+00,70,-7.00001,1
345.979,30.67187,-1.72575,56.87947,0.00E+00,70,-7.04567,1
346.479,30.72209,-1.72442,56.52152,0.00E+00,70,-7.09308,1
346.979,30.77225,-1.72212,56.1753,0.00E+00,70,-7.1427,1
347.479,30.8223,-1.72085,55.82498,0.00E+00,70,-7.19481,1
347.979,30.87232,-1.71976,55.46865,0.00E+00,70,-7.24951,1
348.479,30.92234,-1.71815,55.10569,0.00E+00,70,-7.30659,1
348.979,30.9724,-1.71573,54.73846,0.00E+00,70,-7.36564,1
349.479,31.0226,-1.7139,54.36139,0.00E+00,70,-7.42621,1
349.979,31.07292,-1.71233,53.9849,0.00E+00,70,-7.48785,1
350.479,31.12333,-1.70945,53.60775,0.00E+00,70,-7.55021,1
350.979,31.17373,-1.70615,53.21756,0.00E+00,70,-7.61318,1
351.479,31.22407,-1.70413,52.82971,0.00E+00,70,-7.6768,1
351.979,31.27433,-1.70205,52.45048,0.00E+00,70,-7.74137,1
352.479,31.32456,-1.69853,52.07122,0.00E+00,70,-7.80721,1
352.979,31.3748,-1.69509,51.6854,0.00E+00,70,-7.87454,1
353.479,31.42508,-1.69287,51.27649,0.00E+00,70,-7.9435,1
353.979,31.47543,-1.68943,50.86275,0.00E+00,70,-8.01413,1
354.479,31.5258,-1.68552,50.46987,0.00E+00,70,-8.08624,1
354.979,31.57618,-1.68299,50.05404,0.00E+00,70,-8.15972,1
355.479,31.62654,-1.67988,49.65055,0.00E+00,70,-8.23438,1
355.979,31.67688,-1.67505,49.24113,0.00E+00,70,-8.3101,1
356.479,31.72725,-1.67161,48.80919,0.00E+00,70,-8.38675,1
356.979,31.77761,-1.66778,48.38454,0.00E+00,70,-8.46411,1
357.479,31.82796,-1.66436,47.96415,0.00E+00,70,-8.54188,1
357.979,31.87832,-1.66197,47.53108,0.00E+00,70,-8.6199,1
358.479,31.9287,-1.65881,47.08943,0.00E+00,70,-8.6979,1
358.979,31.979,-1.65553,46.65442,0.00E+00,70,-8.77552,1
359.479,32.02929,-1.65278,46.20929,0.00E+00,70,-8.85269,1
359.979,32.0796,-1.64889,45.75532,0.00E+00,70,-8.9292,1
360.479,32.1299,-1.64422,45.30889,0.00E+00,70,-9.00478,1
360.979,32.18018,-1.63958,44.85424,0.00E+00,70,-9.07905,1
361.479,32.23052,-1.6352,44.39812,0.00E+00,70,-9.15169,1
361.979,32.28091,-1.63193,43.94169,0.00E+00,70,-9.2221,1
362.479,32.33129,-1.62709,43.46132,0.00E+00,70,-9.28958,1
362.979,32.38168,-1.62195,42.98363,0.00E+00,70,-9.35347,1
363.479,32.43216,-1.61787,42.51689,0.00E+00,70,-9.41321,1
363.979,32.48266,-1.6134,42.03861,0.00E+00,70,-9.46809,1
364.479,32.5331,-1.60914,41.54926,0.00E+00,70,-9.51747,1
364.979,32.58355,-1.6054,41.06918,0.00E+00,70,-9.56093,1
365.479,32.63396,-1.60102,40.58277,0.00E+00,70,-9.598,1
365.979,32.68426,-1.59624,40.09964,0.00E+00,70,-9.62822,1
366.479,32.73448,-1.59255,39.60802,0.00E+00,70,-9.65123,1
366.979,32.78477,-1.58845,39.1127,0.00E+00,70,-9.66657,1
367.479,32.8351,-1.58425,38.62597,0.00E+00,70,-9.67358,1
367.979,32.88549,-1.58053,38.13032,0.00E+00,70,-9.67141,1
368.479,32.93594,-1.57731,37.64281,0.00E+00,70,-9.65904,1
368.979,32.98641,-1.57456,37.15909,0.00E+00,70,-9.63534,1
369.479,33.03678,-1.57201,36.66699,0.00E+00,70,-9.59923,1
369.979,33.08706,-1.56921,36.17166,0.00E+00,70,-9.54975,1
370.479,33.13718,-1.56582,35.6786,0.00E+00,70,-9.48633,1
370.979,33.18731,-1.56307,35.19503,0.00E+00,70,-9.40839,1
371.479,33.23745,-1.56186,34.71423,0.00E+00,70,-9.31595,1
371.979,33.28755,-1.561,34.24733,0.00E+00,70,-9.20933,1
372.479,33.33768,-1.55927,33.78203,0.00E+00,70,-9.08877,1
372.979,33.38791,-1.55864,33.32311,0.00E+00,70,-8.95444,1
373.479,33.43807,-1.55791,32.87741,0.00E+00,70,-8.80693,1
373.979,33.48823,-1.55753,32.43278,0.00E+00,70,-8.64604,1
374.479,33.53842,-1.55808,32.00731,0.00E+00,70,-8.47138,1
374.979,33.58858,-1.55768,31.56907,0.00E+00,70,-8.28291,1
375.479,33.63866,-1.55887,31.14224,0.00E+00,70,-8.08072,1
375.979,33.68869,-1.56,30.72937,0.00E+00,70,-7.86474,1
376.479,33.73863,-1.56246,30.33733,0.00E+00,70,-7.63558,1
376.979,33.78852,-1.564,29.96073,0.00E+00,70,-7.39367,1
377.479,33.83837,-1.56654,29.59601,0.00E+00,70,-7.13981,1
377.979,33.88824,-1.57138,29.24387,0.00E+00,70,-6.8744,1
378.479,33.9381,-1.57502,28.90142,0.00E+00,70,-6.59855,1
378.979,33.98798,-1.57873,28.56787,0.00E+00,70,-6.31279,1
379.479,34.03784,-1.58437,28.2626,0.00E+00,70,-6.01846,1
379.979,34.08771,-1.59097,27.96468,0.00E+00,70,-5.71647,1
380.479,34.13754,-1.59725,27.67801,0.00E+00,70,-5.40888,1
380.979,34.1874,-1.60391,27.41311,0.00E+00,70,-5.09752,1
381.479,34.23725,-1.61251,27.16865,0.00E+00,70,-4.78537,1
381.979,34.28716,-1.62084,26.92737,0.00E+00,70,-4.47543,1
382.479,34.337,-1.62971,26.71159,0.00E+00,70,-4.17202,1
382.979,34.38673,-1.63835,26.52103,0.00E+00,70,-3.87873,1
383.479,34.43634,-1.64769,26.35695,0.00E+00,70,-3.59855,1
383.979,34.48581,-1.65422,26.20382,0.00E+00,70,-3.33352,1
384.479,34.53515,-1.66161,26.06107,0.00E+00,70,-3.0846,1
384.979,34.58459,-1.65699,25.93112,0.00E+00,70,-2.85085,1
385.479,34.6343,-1.64575,25.79432,0.00E+00,70,-2.63111,1
385.979,34.68435,-1.65163,25.67089,0.00E+00,70,-2.42441,1
386.479,34.73484,-1.67196,25.55196,0.00E+00,70,-2.22968,1
386.979,34.78577,-1.69196,25.44344,0.00E+00,70,-2.04652,1
387.479,34.837,-1.72397,25.34649,0.00E+00,70,-1.87534,1
387.979,34.88843,-1.76036,25.27389,0.00E+00,70,-1.71682,1
388.479,34.94,-1.78825,25.19744,0.00E+00,70,-1.57172,1
388.979,34.99165,-1.81161,25.12029,0.00E+00,70,-1.44103,1
389.479,35.04334,-1.83326,25.05378,0.00E+00,70,-1.32549,1
389.979,35.09498,-1.85263,25.0068,0.00E+00,70,-1.22562,1
390.479,35.14655,-1.86969,24.9547,0.00E+00,70,-1.14133,1
390.979,35.19793,-1.89011,24.90894,0.00E+00,70,-1.07215,1
391.479,35.24914,-1.90677,24.85313,0.00E+00,70,-1.01684,1
391.979,35.3002,-1.92278,24.81629,0.00E+00,70,-0.97382,1
392.479,35.35116,-1.93683,24.76728,0.00E+00,70,-0.94121,1
392.979,35.40204,-1.94969,24.73687,0.00E+00,70,-0.917,1
393.479,35.45291,-1.95913,24.68469,0.00E+00,70,-0.89917,1
393.979,35.50366,-1.9705,24.63868,0.00E+00,70,-0.88588,1
394.479,35.55435,-1.97898,24.5934,0.00E+00,70,-0.8755,1
394.979,35.60494,-1.98709,24.54999,0.00E+00,70,-0.86682,1
395.479,35.65549,-1.99392,24.50464,0.00E+00,70,-0.85903,1
395.979,35.70599,-2.00163,24.45162,0.00E+00,70,-0.8517,1
396.479,35.75644,-2.00738,24.42326,0.00E+00,70,-0.84473,1
396.979,35.80684,-2.01331,24.37438,0.00E+00,70,-0.8382,1
397.479,35.8572,-2.01748,24.32744,0.00E+00,70,-0.83224,1
397.979,35.90745,-2.02246,24.30049,0.00E+00,70,-0.8269,1
398.479,35.95762,-2.02649,24.25619,0.00E+00,70,-0.82211,1
398.979,36.00784,-2.0315,24.20772,0.00E+00,70,-0.81763,1
399.479,36.05804,-2.03506,24.17846,0.00E+00,70,-0.81313,1
399.979,36.10824,-2.03815,24.13488,0.00E+00,70,-0.80829,1
400.479,36.1585,-2.04133,24.08922,0.00E+00,70,-0.80284,1
400.979,36.20879,-2.04365,24.04703,0.00E+00,70,-0.7967,1
401.479,36.25906,-2.04636,23.99441,0.00E+00,70,-0.78996,1
401.979,36.30942,-2.04814,23.96721,0.00E+00,70,-0.78289,1
402.479,36.35978,-2.05077,23.93104,0.00E+00,70,-0.77582,1
402.979,36.41014,-2.05219,23.88687,0.00E+00,70,-0.76907,1
403.479,36.46054,-2.05365,23.85547,0.00E+00,70,-0.76288,1
403.979,36.51093,-2.05532,23.81533,0.00E+00,70,-0.75729,1
404.479,36.56129,-2.05613,23.77855,0.00E+00,70,-0.75223,1
404.979,36.6117,-2.05821,23.74045,0.00E+00,70,-0.74748,1
405.479,36.66218,-2.06103,23.70739,0.00E+00,70,-0.74281,1
405.979,36.71263,-2.06306,23.66068,0.00E+00,70,-0.73808,1
406.479,36.76307,-2.06565,23.62175,0.00E+00,70,-0.73322,1
406.979,36.81352,-2.06644,23.58996,0.00E+00,70,-0.72829,1
407.479,36.86393,-2.0688,23.54922,0.00E+00,70,-0.72346,1
407.979,36.91425,-2.07089,23.51259,0.00E+00,70,-0.71892,1
408.479,36.96454,-2.07225,23.48377,0.00E+00,70,-0.71477,1
408.979,37.01481,-2.07551,23.44935,0.00E+00,70,-0.71103,1
409.479,37.065,-2.07825,23.41326,0.00E+00,70,-0.70754,1
