Time (s),Temperature (K),Mass (mg),,,,
2172.5274,674.129,1.942158378,,,,
2175.5436,674.629,1.937908524,,,,
2178.5652,675.129,1.935711716,,,,
2181.5868,675.629,1.932790446,,,,
2184.6084,676.129,1.929223056,,,,
2187.6324,676.629,1.926687035,,,,
2190.6558,677.129,1.923445127,,,,
2193.6774,677.629,1.920474591,,,,
2196.702,678.129,1.917397444,,,,
2199.7308,678.629,1.914727353,,,,
2202.7578,679.129,1.91095482,,,,
2205.7842,679.629,1.907810639,,,,
2208.8112,680.129,1.905243119,,,,
2211.8358,680.629,1.901952753,,,,
2214.855,681.129,1.898994331,,,,
2217.8724,681.629,1.896666684,,,,
2220.8886,682.129,1.893886753,,,,
2223.9,682.629,1.890971944,,,,
2226.9084,683.129,1.887746997,,,,
2229.9168,683.629,1.88531274,,,,
2232.9264,684.129,1.882296975,,,,
2235.9342,684.629,1.878777237,,,,
2238.9456,685.129,1.877024636,,,,
2241.9588,685.629,1.873723771,,,,
2244.9714,686.129,1.870656316,,,,
2247.984,686.629,1.867171306,,,,
2250.9978,687.129,1.865064147,,,,
2254.0092,687.629,1.862677541,,,,
2257.0164,688.129,1.860835292,,,,
2260.023,688.629,1.858281503,,,,
2263.0308,689.129,1.855995853,,,,
2266.0362,689.629,1.853811967,,,,
2269.0452,690.129,1.8514294,,,,
2272.0602,690.629,1.848601817,,,,
2275.0764,691.129,1.845947072,,,,
2278.0908,691.629,1.842794006,,,,
2281.1088,692.129,1.84002619,,,,
2284.125,692.629,1.83767512,,,,
2287.1394,693.129,1.834859653,,,,
2290.155,693.629,1.832082144,,,,
2293.1694,694.129,1.830114709,,,,
2296.1844,694.629,1.828024511,,,,
2299.2006,695.129,1.825768744,,,,
2302.215,695.629,1.823164073,,,,
2305.2312,696.129,1.820856617,,,,
2308.2486,696.629,1.818396515,,,,
2311.2654,697.129,1.815250718,,,,
2314.2816,697.629,1.812352062,,,,
2317.296,698.129,1.810665689,,,,
2320.3116,698.629,1.80775088,,,,
2323.3272,699.129,1.805785868,,,,
2326.341,699.629,1.803437222,,,,
2329.3542,700.129,1.801000542,,,,
2332.3704,700.629,1.798652703,,,,
2335.3836,701.129,1.795656322,,,,
2338.395,701.629,1.793105763,,,,
2341.41,702.129,1.791049486,,,,
2344.4244,702.629,1.788789681,,,,
2347.434,703.129,1.785934638,,,,
2350.443,703.629,1.783340467,,,,
2353.4508,704.129,1.781413414,,,,
2356.4556,704.629,1.778308807,,,,
2359.4604,705.129,1.775783286,,,,
2362.4706,705.629,1.773642205,,,,
2365.4832,706.129,1.771700615,,,,
2368.497,706.629,1.76910079,,,,
2371.5084,707.129,1.766145598,,,,
2374.5168,707.629,1.763560311,,,,
2377.524,708.129,1.761529878,,,,
2380.5306,708.629,1.758835558,,,,
2383.5372,709.129,1.756410993,,,,
2386.5498,709.629,1.754829614,,,,
2389.5648,710.129,1.752449469,,,,
2392.5792,710.629,1.750063671,,,,
2395.593,711.129,1.748222229,,,,
2398.6056,711.629,1.745430183,,,,
2401.617,712.129,1.743104151,,,,
2404.632,712.629,1.740967917,,,,
2407.6482,713.129,1.738620079,,,,
2410.6656,713.629,1.736077596,,,,
2413.6884,714.129,1.733738642,,,,
2416.7112,714.629,1.732107189,,,,
2419.731,715.129,1.729840923,,,,
2422.7514,715.629,1.727778993,,,,
2425.7712,716.129,1.724881144,,,,
2428.7874,716.629,1.722362892,,,,
2431.8042,717.129,1.720531949,,,,
2434.8198,717.629,1.718035503,,,,
2437.8342,718.129,1.715990533,,,,
2440.8486,718.629,1.714421269,,,,
2443.8636,719.129,1.71230038,,,,
2446.8768,719.629,1.71002523,,,,
2449.8906,720.129,1.708206402,,,,
2452.9062,720.629,1.706034632,,,,
2455.9218,721.129,1.704022775,,,,
2458.9374,721.629,1.702576274,,,,
2461.9566,722.129,1.699729308,,,,
2464.9746,722.629,1.698080087,,,,
2467.992,723.129,1.696664276,,,,
2471.01,723.629,1.694890677,,,,
2474.0286,724.129,1.692797248,,,,
2477.0442,724.629,1.690908155,,,,
2480.0622,725.129,1.688637043,,,,
2483.0832,725.629,1.686659108,,,,
2486.1078,726.129,1.685072076,,,,
2489.133,726.629,1.682910804,,,,
2492.1624,727.129,1.681070978,,,,
2495.193,727.629,1.679196422,,,,
2498.2212,728.129,1.6774099,,,,
2501.2422,728.629,1.674519321,,,,
2504.2614,729.129,1.673102703,,,,
2507.277,729.629,1.671733736,,,,
2510.2884,730.129,1.670027979,,,,
2513.2986,730.629,1.667999163,,,,
2516.3142,731.129,1.666053534,,,,
2519.3316,731.629,1.664510115,,,,
2522.3496,732.129,1.66156623,,,,
2525.3694,732.629,1.65999212,,,,
2528.3916,733.129,1.658661921,,,,
2531.4144,733.629,1.656883476,,,,
2534.4336,734.129,1.655612234,,,,
2537.4528,734.629,1.653354853,,,,
2540.4714,735.129,1.651267077,,,,
2543.49,735.629,1.649822192,,,,
2546.5062,736.129,1.647465469,,,,
2549.5248,736.629,1.645873591,,,,
2552.5482,737.129,1.644581351,,,,
2555.571,737.629,1.642312662,,,,
2558.5926,738.129,1.64052614,,,,
2561.6148,738.629,1.638716196,,,,
2564.64,739.129,1.63726808,,,,
2567.6622,739.629,1.635761813,,,,
2570.688,740.129,1.63444292,,,,
2573.7192,740.629,1.63278643,,,,
2576.7546,741.129,1.630739845,,,,
2579.7894,741.629,1.629471835,,,,
2582.8272,742.129,1.628453388,,,,
2585.8668,742.629,1.62737356,,,,
2588.904,743.129,1.625263978,,,,
2591.9424,743.629,1.62363091,,,,
2594.9844,744.129,1.621909,,,,
2598.0234,744.629,1.620389003,,,,
2601.06,745.129,1.618768049,,,,
2604.0996,745.629,1.61703887,,,,
2607.135,746.129,1.615010861,,,,
2610.1662,746.629,1.613217071,,,,
2613.1992,747.129,1.6119216,,,,
2616.2298,747.629,1.610710125,,,,
2619.2568,748.129,1.609365388,,,,
2622.2856,748.629,1.607650747,,,,
2625.3132,749.129,1.606263204,,,,
2628.3384,749.629,1.604826395,,,,
2631.363,750.129,1.603352434,,,,
2634.3822,750.629,1.601817091,,,,
2637.3924,751.129,1.599491867,,,,
2640.3984,751.629,1.598559838,,,,
2643.3984,752.129,1.597248215,,,,
2646.3954,752.629,1.59625319,,,,
2649.3942,753.129,1.594918952,,,,
2652.3936,753.629,1.593652557,,,,
2655.396,754.129,1.592394238,,,,
2658.402,754.629,1.590703019,,,,
2661.4038,755.129,1.589563425,,,,
2664.405,755.629,1.588426254,,,,
2667.4092,756.129,1.587008021,,,,
2670.4074,756.629,1.585752125,,,,
2673.4038,757.129,1.584768407,,,,
2676.402,757.629,1.583333213,,,,
2679.4014,758.129,1.581297935,,,,
2682.3954,758.629,1.580392559,,,,
2685.393,759.129,1.579343422,,,,
2688.3894,759.629,1.578165061,,,,
2691.3876,760.129,1.577153075,,,,
2694.3828,760.629,1.575824491,,,,
2697.381,761.129,1.574272188,,,,
2700.381,761.629,1.572664964,,,,
2703.3786,762.129,1.571861352,,,,
2706.3744,762.629,1.570293704,,,,
2709.3714,763.129,1.568845587,,,,
2712.3684,763.629,1.567779489,,,,
2715.3624,764.129,1.566773965,,,,
2718.3606,764.629,1.565663446,,,,
2721.3576,765.129,1.564444702,,,,
2724.3582,765.629,1.563444832,,,,
2727.363,766.129,1.563110465,,,,
2730.3714,766.629,1.56154847,,,,
2733.3792,767.129,1.559755487,,,,
2736.393,767.629,1.559106944,,,,
2739.4044,768.129,1.55803923,,,,
2742.4122,768.629,1.556843101,,,,
2745.4182,769.129,1.555604166,,,,
2748.4254,769.629,1.554098706,,,,
2751.429,770.129,1.552828273,,,,
2754.4314,770.629,1.55177752,,,,
2757.4338,771.129,1.550816416,,,,
2760.4368,771.629,1.549437758,,,,
2763.441,772.129,1.548564688,,,,
2766.4494,772.629,1.547259526,,,,
2769.4596,773.129,1.545105523,,,,
2772.4716,773.629,1.542882063,,,,
2775.4842,774.129,1.542022723,,,,
2778.495,774.629,1.54010617,,,,
2781.5028,775.129,1.537457885,,,,
2784.5106,775.629,1.534854022,,,,
2787.5154,776.129,1.532284079,,,,
2790.519,776.629,1.530341681,,,,
2793.522,777.129,1.529219048,,,,
2796.5244,777.629,1.528093991,,,,
2799.525,778.129,1.526897054,,,,
2802.5268,778.629,1.525824495,,,,
2805.5298,779.129,1.524646941,,,,
2808.5334,779.629,1.522853958,,,,
2811.5418,780.129,1.521333153,,,,
2814.5544,780.629,1.520775875,,,,
2817.5706,781.129,1.519805079,,,,
2820.5868,781.629,1.518813285,,,,
2823.6048,782.129,1.517768994,,,,
2826.6198,782.629,1.516386297,,,,
2829.6312,783.129,1.514934142,,,,
2832.639,783.629,1.513537715,,,,
2835.6456,784.129,1.512323817,,,,
2838.6534,784.629,1.512289088,,,,
2841.6642,785.129,1.510768283,,,,
2844.675,785.629,1.509181251,,,,
2847.6888,786.129,1.508661125,,,,
2850.7038,786.629,1.507596642,,,,
2853.7176,787.129,1.506545889,,,,
2856.7248,787.629,1.506205061,,,,
2859.7356,788.129,1.505477368,,,,
2862.7452,788.629,1.504643874,,,,
2865.7524,789.129,1.503981601,,,,
2868.759,789.629,1.502966384,,,,
2871.771,790.129,1.502229808,,,,
2874.7794,790.629,1.501479501,,,,
2877.7878,791.129,1.50057574,,,,
2880.7956,791.629,1.499802819,,,,
2883.804,792.129,1.498735106,,,,
2886.8112,792.629,1.497219147,,,,
2889.8178,793.129,1.495964867,,,,
2892.825,793.629,1.494799428,,,,
2895.8334,794.129,1.493029867,,,,
2898.8382,794.629,1.490732102,,,,
2901.84,795.129,1.489520627,,,,
2904.8418,795.629,1.488639481,,,,
2907.84,796.129,1.488557101,,,,
2910.837,796.629,1.487699377,,,,
2913.8352,797.129,1.486906264,,,,
2916.8352,797.629,1.485692366,,,,
2919.8358,798.129,1.484736109,,,,
2922.84,798.629,1.48369424,,,,
2925.8478,799.129,1.482605528,,,,
2928.861,799.629,1.481413437,,,,
2931.8766,800.129,1.48003074,,,,
2934.8916,800.629,1.47883138,,,,
2937.906,801.129,1.477052127,,,,
2940.9156,801.629,1.475414212,,,,
2943.9192,802.129,1.47486178,,,,
2946.918,802.629,1.473774683,,,,
2949.9156,803.129,1.472807926,,,,
2952.909,803.629,1.471762827,,,,
2955.9024,804.129,1.470498854,,,,
2958.8958,804.629,1.469490907,,,,
2961.8898,805.129,1.468423194,,,,
2964.8844,805.629,1.46690885,,,,
2967.8844,806.129,1.466250615,,,,
2970.8862,806.629,1.465219246,,,,
2973.8922,807.129,1.464094998,,,,
2976.9,807.629,1.462784182,,,,
2979.9078,808.129,1.461927265,,,,
2982.9132,808.629,1.461086501,,,,
2985.9192,809.129,1.460529223,,,,
2988.9216,809.629,1.459211946,,,,
2991.924,810.129,1.457180706,,,,
2994.9294,810.629,1.456146914,,,,
2997.9402,811.129,1.455304535,,,,
3000.9504,811.629,1.454064792,,,,
3003.9654,812.129,1.452688557,,,,
3006.9786,812.629,1.451537655,,,,
3009.9882,813.129,1.450451366,,,,
3012.9894,813.629,1.449528222,,,,
3015.99,814.129,1.448716534,,,,
3018.9888,814.629,1.447800659,,,,
3021.9888,815.129,1.446904975,,,,
3024.99,815.629,1.446003638,,,,
3027.999,816.129,1.4451023,,,,
3031.0068,816.629,1.444184002,,,,
3034.0134,817.129,1.442634929,,,,
3037.02,817.629,1.441080203,,,,
3040.0278,818.129,1.440591575,,,,
3043.0332,818.629,1.439398676,,,,
3046.0398,819.129,1.437960251,,,,
3049.047,819.629,1.436747969,,,,
3052.05,820.129,1.435521148,,,,
3055.0494,820.629,1.434798302,,,,
3058.0494,821.129,1.43359248,,,,
3061.05,821.629,1.431772037,,,,
3064.0524,822.129,1.430559754,,,,
3067.0596,822.629,1.429260245,,,,
3070.0716,823.129,1.428091576,,,,
3073.0824,823.629,1.427055361,,,,
3076.0914,824.129,1.425940804,,,,
3079.0962,824.629,1.424687331,,,,
3082.0974,825.129,1.423800531,,,,
3085.0956,825.629,1.422483254,,,,
3088.095,826.129,1.420747614,,,,
3091.092,826.629,1.419627404,,,,
3094.0944,827.129,1.418638033,,,,
3097.0986,827.629,1.417635739,,,,
3100.104,828.129,1.416626177,,,,
3103.11,828.629,1.41566265,,,,
3106.1196,829.129,1.414743544,,,,
3109.1268,829.629,1.413427883,,,,
3112.1334,830.129,1.411832774,,,,
3115.14,830.629,1.410532457,,,,
3118.1436,831.129,1.409354904,,,,
3121.1454,831.629,1.408104661,,,,
3124.1502,832.129,1.406836651,,,,
3127.1538,832.629,1.405602562,,,,
3130.155,833.129,1.403807156,,,,
3133.1592,833.629,1.4023655,,,,
3136.1646,834.129,1.401829221,,,,
3139.1694,834.629,1.400740509,,,,
3142.179,835.129,1.399541956,,,,
3145.1916,835.629,1.398531586,,,,
3148.2042,836.129,1.397349186,,,,
3151.2174,836.629,1.396045639,,,,
3154.2294,837.129,1.395132187,,,,
3157.2378,837.629,1.394242157,,,,
3160.2444,838.129,1.3932649,,,,
3163.2492,838.629,1.392142267,,,,
3166.2516,839.129,1.391616487,,,,
3169.2528,839.629,1.391199739,,,,
3172.2522,840.129,1.390795107,,,,
3175.2522,840.629,1.390789453,,,,
3178.254,841.129,1.390038339,,,,
3181.2528,841.629,1.388542571,,,,
3184.2534,842.129,1.387313327,,,,
3187.2558,842.629,1.387057302,,,,
3190.2588,843.129,1.386356262,,,,
3193.2588,843.629,1.385370929,,,,
3196.2618,844.129,1.384441324,,,,
3199.266,844.629,1.38369021,,,,
3202.2672,845.129,1.38274849,,,,
3205.2666,845.629,1.381343986,,,,
3208.2696,846.129,1.378536595,,,,
3211.272,846.629,1.375203423,,,,
3214.2708,847.129,1.375074199,,,,
3217.2684,847.629,1.37641086,,,,
3220.2666,848.129,1.37456538,,,,
3223.2612,848.629,1.371580305,,,,
3226.254,849.129,1.370551359,,,,
3229.2516,849.629,1.37031068,,,,
3232.2552,850.129,1.370456057,,,,
3235.26,850.629,1.37072985,,,,
3238.2684,851.129,1.370153188,,,,
3241.281,851.629,1.369233275,,,,
3244.2936,852.129,1.367881268,,,,
3247.3038,852.629,1.366377424,,,,
3250.3128,853.129,1.365553621,,,,
3253.3176,853.629,1.364751625,,,,
3256.3182,854.129,1.363939936,,,,
3259.3182,854.629,1.363194475,,,,
3262.3194,855.129,1.362444169,,,,
3265.3224,855.629,1.36139907,,,,
3268.329,856.129,1.360127021,,,,
3271.338,856.629,1.35883155,,,,
3274.3458,857.129,1.357767067,,,,
3277.35,857.629,1.356306836,,,,
3280.3524,858.129,1.35502348,,,,
3283.3536,858.629,1.354566351,,,,
3286.3512,859.129,1.353876617,,,,
3289.3458,859.629,1.352904207,,,,
3292.3416,860.129,1.351606313,,,,
3295.3374,860.629,1.350389992,,,,
3298.3344,861.129,1.349331163,,,,
3301.3326,861.629,1.348147956,,,,
3304.3326,862.129,1.347068128,,,,
3307.3338,862.629,1.345291298,,,,
3310.3326,863.129,1.343346477,,,,
3313.3272,863.629,1.342327222,,,,
3316.3224,864.129,1.341256279,,,,
3319.3182,864.629,1.340216025,,,,
3322.3134,865.129,1.339158811,,,,
3325.3086,865.629,1.337528974,,,,
3328.3062,866.129,1.3361487,,,,
3331.3008,866.629,1.335817563,,,,
3334.2954,867.129,1.334967108,,,,
3337.2894,867.629,1.333764517,,,,
3340.284,868.129,1.332376167,,,,
3343.2828,868.629,1.33084567,,,,
3346.2834,869.129,1.329413707,,,,
3349.2804,869.629,1.328221615,,,,
3352.278,870.129,1.327126442,,,,
3355.278,870.629,1.326082958,,,,
3358.275,871.129,1.325310845,,,,
3361.2732,871.629,1.324791526,,,,
3364.2774,872.129,1.32328122,,,,
3367.2858,872.629,1.319062864,,,,
3370.2942,873.129,1.315564932,,,,
3373.3044,873.629,1.315954219,,,,
3376.3146,874.129,1.316505844,,,,
3379.3224,874.629,1.316626992,,,,
3382.3254,875.129,1.317039701,,,,
3385.323,875.629,1.316822443,,,,
3388.317,876.129,1.316502614,,,,
3391.3122,876.629,1.315993794,,,,
3394.3092,877.129,1.315086803,,,,
3397.3098,877.629,1.314047358,,,,
3400.3152,878.129,1.313053948,,,,
3403.3242,878.629,1.311549296,,,,
3406.3326,879.129,1.310274017,,,,
3409.3374,879.629,1.309299991,,,,
3412.3404,880.129,1.308340503,,,,
3415.3416,880.629,1.30715245,,,,
3418.3428,881.129,1.306020124,,,,
3421.3434,881.629,1.304498512,,,,
3424.344,882.129,1.302917941,,,,
3427.344,882.629,1.302013373,,,,
3430.3422,883.129,1.301040154,,,,
3433.3374,883.629,1.300147701,,,,
3436.3302,884.129,1.299260094,,,,
3439.3248,884.629,1.298578437,,,,
3442.3236,885.129,1.295674935,,,,
3445.323,885.629,1.290523744,,,,
3448.3254,886.129,1.287990146,,,,
3451.3302,886.629,1.288927827,,,,
3454.3332,887.129,1.290216029,,,,
3457.335,887.629,1.289540026,,,,
3460.335,888.129,1.288792142,,,,
3463.3332,888.629,1.288355204,,,,
3466.3314,889.129,1.288034566,,,,
3469.3302,889.629,1.28762105,,,,
3472.329,890.129,1.286896588,,,,
3475.3308,890.629,1.285843412,,,,
3478.3344,891.129,1.284546326,,,,
3481.3398,891.629,1.28283007,,,,
3484.3452,892.129,1.281828584,,,,
3487.3488,892.629,1.281248691,,,,
3490.3494,893.129,1.280288395,,,,
3493.3494,893.629,1.279363636,,,,
3496.3476,894.129,1.278355689,,,,
3499.344,894.629,1.277637688,,,,
3502.3428,895.129,1.276910803,,,,
3505.341,895.629,1.276075693,,,,
3508.3374,896.129,1.275329424,,,,
3511.335,896.629,1.274361052,,,,
3514.3344,897.129,1.273344221,,,,
3517.3332,897.629,1.272407347,,,,
3520.3332,898.129,1.271438974,,,,
3523.3356,898.629,1.270594172,,,,
3526.3368,899.129,1.270057085,,,,
3529.3362,899.629,1.269360891,,,,
3532.3344,900.129,1.268533857,,,,
3535.332,900.629,1.267784358,,,,
3538.3254,901.129,1.267078472,,,,
3541.3188,901.629,1.266126253,,,,
3544.3128,902.129,1.264474608,,,,
3547.3068,902.629,1.263363282,,,,
3550.3044,903.129,1.26304426,,,,
3553.3056,903.629,1.259887156,,,,
3556.3074,904.129,1.25616712,,,,
3559.3116,904.629,1.256068587,,,,
3562.317,905.129,1.257156492,,,,
3565.3194,905.629,1.257845417,,,,
3568.32,906.129,1.258288817,,,,
3571.3236,906.629,1.257985141,,,,
3574.3272,907.129,1.257007884,,,,
3577.3326,907.629,1.256290691,,,,
3580.3422,908.129,1.255576728,,,,
3583.3566,908.629,1.254614817,,,,
3586.3704,909.129,1.253553565,,,,
3589.3812,909.629,1.252752376,,,,
3592.389,910.129,1.251829232,,,,
3595.3926,910.629,1.25095697,,,,
3598.392,911.129,1.250224432,,,,
3601.3896,911.629,1.24919387,,,,
3604.3848,912.129,1.248107581,,,,
3607.3794,912.629,1.246605352,,,,
3610.3728,913.129,1.245517448,,,,
3613.3644,913.629,1.245212156,,,,
3616.3572,914.129,1.244649224,,,,
3619.3554,914.629,1.243923954,,,,
3622.359,915.129,1.242970119,,,,
3625.3632,915.629,1.242174584,,,,
3628.368,916.129,1.241462237,,,,
3631.3704,916.629,1.240896074,,,,
3634.3668,917.129,1.240492249,,,,
3637.3602,917.629,1.23962241,,,,
3640.3554,918.129,1.238566812,,,,
3643.353,918.629,1.237709087,,,,
3646.3536,919.129,1.236768175,,,,
3649.356,919.629,1.236014638,,,,
3652.359,920.129,1.235391939,,,,
3655.3608,920.629,1.234715129,,,,
3658.3608,921.129,1.234138467,,,,
3661.3614,921.629,1.23349477,,,,
3664.3656,922.129,1.232764654,,,,
3667.3692,922.629,1.23215084,,,,
3670.3728,923.129,1.231372265,,,,
3673.3746,923.629,1.23034655,,,,
3676.3722,924.129,1.228959815,,,,
3679.3674,924.629,1.227625577,,,,
3682.3638,925.129,1.227120796,,,,
3685.359,925.629,1.226643475,,,,
3688.356,926.129,1.225721138,,,,
3691.3548,926.629,1.224636464,,,,
3694.3536,927.129,1.223646286,,,,
3697.3506,927.629,1.22268599,,,,
3700.3458,928.129,1.221810497,,,,
3703.3422,928.629,1.221167608,,,,
3706.3392,929.129,1.220615175,,,,
3709.3344,929.629,1.219870522,,,,
3712.3326,930.129,1.219249439,,,,
3715.3308,930.629,1.218528207,,,,
3718.3284,931.129,1.217595372,,,,
3721.3266,931.629,1.216704534,,,,
3724.3254,932.129,1.215804812,,,,
3727.3248,932.629,1.214897013,,,,
3730.3284,933.129,1.214036866,,,,
3733.3338,933.629,1.213260714,,,,
3736.3392,934.129,1.212704243,,,,
3739.347,934.629,1.212300418,,,,
3742.353,935.129,1.211726179,,,,
3745.353,935.629,1.211168901,,,,
3748.353,936.129,1.210656851,,,,
3751.3524,936.629,1.209949349,,,,
3754.3494,937.129,1.20917239,,,,
3757.347,937.629,1.208824293,,,,
3760.3494,938.129,1.208723336,,,,
3763.353,938.629,1.207876112,,,,
3766.356,939.129,1.206537836,,,,
3769.3638,939.629,1.205990249,,,,
3772.3752,940.129,1.205642959,,,,
3775.3848,940.629,1.204835309,,,,
3778.3962,941.129,1.204311952,,,,
3781.41,941.629,1.203832208,,,,
3784.4172,942.129,1.203245047,,,,
3787.4208,942.629,1.202462434,,,,
3790.4238,943.129,1.201762201,,,,
3793.4226,943.629,1.201428642,,,,
3796.4178,944.129,1.200981204,,,,
3799.4154,944.629,1.200409387,,,,
3802.413,945.129,1.199894914,,,,
3805.4112,945.629,1.199504819,,,,
3808.4112,946.129,1.19882397,,,,
3811.4106,946.629,1.197795024,,,,
3814.4094,947.129,1.197018065,,,,
3817.41,947.629,1.196613432,,,,
3820.4082,948.129,1.196230606,,,,
3823.404,948.629,1.196048885,,,,
3826.4016,949.129,1.195540066,,,,
3829.3992,949.629,1.19389569,,,,
3832.3926,950.129,1.192338541,,,,
3835.3866,950.629,1.191515546,,,,
3838.383,951.129,1.190504368,,,,
3841.377,951.629,1.189410002,,,,
3844.3716,952.129,1.188540163,,,,
3847.3692,952.629,1.187641249,,,,
3850.3668,953.129,1.186431389,,,,
3853.365,953.629,1.185370944,,,,
3856.3656,954.129,1.184481722,,,,
3859.365,954.629,1.183649842,,,,
3862.3632,955.129,1.182391524,,,,
3865.3602,955.629,1.180653461,,,,
3868.356,956.129,1.179723856,,,,
3871.3494,956.629,1.179229574,,,,
3874.3446,957.129,1.178431616,,,,
3877.3386,957.629,1.177724922,,,,
3880.3308,958.129,1.178049597,,,,
3883.3212,958.629,1.178505112,,,,
3886.3092,959.129,1.17793168,,,,
3889.2948,959.629,1.177350172,,,,
3892.2786,960.129,1.176720205,,,,
3895.2654,960.629,1.176270344,,,,
3898.2546,961.129,1.176174234,,,,
3901.2438,961.629,1.175696105,,,,
3904.233,962.129,1.174958721,,,,
3907.2258,962.629,1.174500783,,,,
3910.2168,963.129,1.174025885,,,,
3913.206,963.629,1.173655173,,,,
3916.1982,964.129,1.173468606,,,,
3919.1946,964.629,1.173253771,,,,
3922.1886,965.129,1.172629458,,,,
3925.1844,965.629,1.171925187,,,,
3928.185,966.129,1.17121607,,,,
3931.1844,966.629,1.170565105,,,,
3934.1832,967.129,1.169926253,,,,
3937.1862,967.629,1.169263173,,,,
3940.1904,968.129,1.168611399,,,,
3943.1904,968.629,1.16774156,,,,
3946.191,969.129,1.166868491,,,,
3949.1886,969.629,1.166113338,,,,
3952.182,970.129,1.165448642,,,,
3955.173,970.629,1.164907516,,,,
3958.1634,971.129,1.164372044,,,,
3961.1556,971.629,1.163792152,,,,
3964.149,972.129,1.16305719,,,,
3967.1436,972.629,1.161994323,,,,
3970.1394,973.129,1.161104292,,,,
3973.1352,973.629,1.160746504,,,,
3976.1316,974.129,1.160589819,,,,
3979.1268,974.629,1.160116537,,,,
3982.1226,975.129,1.159593987,,,,
3985.1166,975.629,1.158937368,,,,
3988.1118,976.129,1.158279133,,,,
3991.1064,976.629,1.15763382,,,,
3994.0992,977.129,1.156767212,,,,
3997.0902,977.629,1.155903834,,,,
4000.083,978.129,1.155105068,,,,
4003.0722,978.629,1.154354761,,,,
4006.0608,979.129,1.153603647,,,,
4009.05,979.629,1.152924413,,,,
4012.0386,980.129,1.152315445,,,,
4015.0296,980.629,1.151199273,,,,
4018.0224,981.129,1.150215555,,,,
4021.014,981.629,1.149632432,,,,
4024.0086,982.129,1.149094537,,,,
4027.0068,982.629,1.14831677,,,,
4030.0014,983.129,1.147375858,,,,
4032.996,983.629,1.146597283,,,,
4035.996,984.129,1.146166806,,,,
4038.9942,984.629,1.145774288,,,,
4041.9894,985.129,1.14534381,,,,
4044.9864,985.629,1.144835799,,,,
4047.984,986.129,1.144331825,,,,
4050.9816,986.629,1.14385935,,,,
4053.9804,987.129,1.143246343,,,,
4056.9792,987.629,1.142512997,,,,
4059.9786,988.129,1.142015485,,,,
4062.9786,988.629,1.141427516,,,,
4065.9756,989.129,1.140932426,,,,
4068.9702,989.629,1.140480142,,,,
4071.9684,990.129,1.140228155,,,,
4074.9666,990.629,1.139579612,,,,
4077.9636,991.129,1.138293834,,,,
4080.9618,991.629,1.137382804,,,,
4083.9612,992.129,1.137014516,,,,
4086.9576,992.629,1.136641382,,,,
4089.9534,993.129,1.135979916,,,,
4092.9498,993.629,1.135278876,,,,
4095.9426,994.129,1.134581066,,,,
4098.9336,994.629,1.133887295,,,,
4101.9234,995.129,1.133392206,,,,
4104.9162,995.629,1.132867233,,,,
4107.9096,996.129,1.132385066,,,,
4110.9078,996.629,1.132658859,,,,
4113.9096,997.129,1.132506214,,,,
4116.9114,997.629,1.132055545,,,,
4119.9108,998.129,1.13153138,,,,
4122.9078,998.629,1.131117863,,,,
4125.9,999.129,1.130712423,,,,
4128.8928,999.629,1.129826431,,,,
4131.888,1000.129,1.129166581,,,,
4134.8862,1000.629,1.128735296,,,,
4137.8892,1001.129,1.128169133,,,,
4140.8976,1001.629,1.127745925,,,,
4143.9054,1002.129,1.127107073,,,,
4146.9108,1002.629,1.126548987,,,,
4149.9114,1003.129,1.12602563,,,,
4152.9072,1003.629,1.125432815,,,,
4155.8976,1004.129,1.124980531,,,,
4158.8856,1004.629,1.124563784,,,,
4161.879,1005.129,1.124046888,,,,
4164.873,1005.629,1.123576028,,,,
4167.8712,1006.129,1.123190779,,,,
4170.8724,1006.629,1.122766762,,,,
4173.876,1007.129,1.122235329,,,,
4176.8742,1007.629,1.121608592,,,,
4179.876,1008.129,1.120874438,,,,
4182.8772,1008.629,1.120282431,,,,
4185.8808,1009.129,1.120013483,,,,
4188.8844,1009.629,1.119520817,,,,
4191.891,1010.129,1.118760011,,,,
4194.8982,1010.629,1.117762563,,,,
4197.9048,1011.129,1.116539781,,,,
4200.9084,1011.629,1.115765244,,,,
4203.9132,1012.129,1.115719208,,,,
4206.9186,1012.629,1.11561906,,,,
4209.9222,1013.129,1.115138508,,,,
4212.927,1013.629,1.114681378,,,,
4215.9306,1014.129,1.114229094,,,,
4218.9318,1014.629,1.113638702,,,,
4221.93,1015.129,1.113805886,,,,
4224.9234,1015.629,1.114309859,,,,
4227.9138,1016.129,1.113876959,,,,
4230.9042,1016.629,1.113645163,,,,
4233.8946,1017.129,1.113640317,,,,
4236.8844,1017.629,1.113633856,,,,
4239.8766,1018.129,1.11314442,,,,
4242.8694,1018.629,1.112680829,,,,
4245.8622,1019.129,1.112058131,,,,
4248.8538,1019.629,1.111203637,,,,
4251.8466,1020.129,1.110615668,,,,
4254.84,1020.629,1.109920281,,,,
4257.837,1021.129,1.10933635,,,,
4260.8334,1021.629,1.108737882,,,,
4263.8298,1022.129,1.108329211,,,,
4266.8256,1022.629,1.108129721,,,,
4269.8184,1023.129,1.107823622,,,,
4272.8046,1023.629,1.10748764,,,,
4275.789,1024.129,1.106949745,,,,
4278.7698,1024.629,1.1063327,,,,
4281.7482,1025.129,1.105605007,,,,
4284.7272,1025.629,1.10481351,,,,
