Time,Mass,HRR,Temperature Backing Centre
858.87,-12.45,26.1,491.55
859.88,-12.47,25.91,491.85
860.9,-12.48,25.73,492.05
861.91,-12.51,25.66,492.35
862.93,-12.52,25.73,492.65
863.94,-12.54,25.89,492.85
864.95,-12.55,25.97,493.05
865.97,-12.56,25.71,493.35
866.98,-12.58,26.56,493.55
868,-12.59,25.89,493.85
869.01,-12.59,26.25,494.05
870.02,-12.6,25.52,494.25
871.04,-12.61,25.9,494.55
872.05,-12.63,25.81,494.75
873.07,-12.64,26.29,495.05
874.08,-12.66,22.49,495.25
875.09,-12.68,23.02,495.45
876.11,-12.69,23.08,495.75
877.12,-12.7,22.77,495.95
878.13,-12.71,23.21,496.15
879.15,-12.71,23.12,496.45
880.16,-12.71,22.95,496.65
881.18,-12.72,23.71,496.95
882.19,-12.73,23.3,497.15
883.2,-12.75,23.31,497.35
884.22,-12.77,23.22,497.75
885.23,-12.81,22.46,497.95
886.25,-12.81,23.53,498.05
887.26,-12.82,23.52,498.25
889.1,-12.83,23.35,498.45
889.85,-12.85,23.92,498.75
890.6,-12.86,23.7,498.95
891.35,-12.87,23.88,499.15
892.33,-12.89,23.13,499.45
893.34,-12.9,23.61,499.75
894.36,-12.93,23.4,500.05
895.37,-12.94,23.76,500.15
896.39,-12.94,23.76,500.35
898.24,-12.95,23.45,500.55
898.99,-12.96,23.34,500.75
899.74,-12.98,23.76,500.95
900.49,-12.99,23.11,501.15
901.46,-13.01,23.69,501.45
902.47,-13.02,23.24,501.65
903.48,-13.03,19.75,501.85
904.5,-13.05,20.13,502.05
905.51,-13.06,19.69,502.35
906.53,-13.07,20.03,502.55
907.54,-13.07,19.98,502.75
908.55,-13.07,20.04,502.95
909.57,-13.08,19.64,503.25
910.58,-13.1,19.78,503.45
911.6,-13.13,19.36,503.65
912.61,-13.14,19.86,503.85
913.62,-13.14,20.35,504.05
914.64,-13.15,20.06,504.25
915.65,-13.17,20.02,504.55
916.67,-13.19,20.32,504.75
917.68,-13.19,20.58,504.95
918.69,-13.2,20.08,505.15
919.71,-13.21,20.55,505.35
920.72,-13.22,20,505.65
921.74,-13.23,20.11,505.85
922.75,-13.25,20.17,505.95
923.76,-13.27,20.23,506.25
924.78,-13.28,19.85,506.45
925.79,-13.29,20.28,506.65
926.81,-13.3,19.81,506.85
927.82,-13.31,20.4,507.05
928.83,-13.33,19.84,507.25
929.85,-13.34,20.1,507.55
930.86,-13.35,20.39,507.75
931.88,-13.37,20.23,507.95
932.89,-13.39,20.1,508.15
933.9,-13.4,19.83,508.35
934.92,-13.41,19.83,508.55
935.93,-13.42,20.04,508.75
936.95,-13.43,20.15,508.95
937.96,-13.44,20.13,509.15
938.97,-13.43,20.21,509.35
939.99,-13.43,20.05,509.55
941,-13.44,20.34,509.75
942.02,-13.45,20.7,509.95
943.03,-13.47,20.2,510.15
944.04,-13.48,20.02,510.35
945.06,-13.48,23.79,510.55
946.07,-13.49,23.66,510.75
947.09,-13.49,24.1,510.95
948.1,-13.5,23.62,511.15
949.11,-13.51,23.86,511.35
950.13,-13.52,23.36,511.55
951.14,-13.52,23.25,511.75
952.16,-13.53,23.38,511.95
953.17,-13.53,24.02,512.15
954.18,-13.53,23.91,512.45
955.2,-13.54,23.71,512.55
956.21,-13.55,23.94,512.75
957.23,-13.55,19.67,512.95
958.24,-13.56,19.98,513.15
959.25,-13.57,20.38,513.35
960.27,-13.58,20.22,513.55
961.28,-13.88,19.99,513.75
962.3,-15.5,20.3,513.95
963.31,-16.49,20.25,514.15
964.32,-16.71,20.37,514.25
965.34,-16.73,20.35,514.45
966.35,-16.73,20.27,514.65
967.37,-16.7,15.98,514.85
968.38,-16.68,16.67,514.95
969.39,-17.24,16.72,515.15
970.41,-16.72,16.95,515.35
971.42,-11.06,16.99,515.55
972.44,-8.7,16.88,515.75
973.45,-8.36,16.64,515.95
974.46,-8.34,16.95,516.05
975.48,-8.36,16.48,516.25
976.49,-8.37,16.65,516.45
977.51,-8.38,17.07,516.65
978.52,-8.39,16.67,516.75
979.53,-8.41,16.6,516.95
980.55,-8.42,16.87,517.15
981.56,-8.43,16.71,517.35
982.57,-8.43,16.03,517.55
983.59,-8.44,16.88,517.75
984.6,-8.45,16.54,517.85
985.62,-8.47,16.13,518.15
986.63,-8.5,16.9,518.35
987.64,-8.52,20.48,518.45
988.66,-8.52,20.02,518.55
990.55,-8.53,20.7,518.75
991.31,-8.54,20.38,518.95
992.06,-8.55,20.16,519.15
992.81,-8.56,20.16,519.25
993.73,-8.59,20.38,519.45
994.74,-8.61,20.14,519.65
995.76,-8.64,20.34,519.85
996.77,-8.64,20.53,520.05
997.79,-8.65,20.53,520.15
998.8,-8.66,20.29,520.35
999.81,-8.67,20.08,520.55
1000.83,-8.67,20.63,520.75
1001.84,-8.69,20.69,520.85
1002.86,-8.71,17.06,521.05
1003.87,-8.73,17.07,521.25
1004.88,-8.75,17.15,521.35
1005.9,-8.76,17.52,521.55
1006.91,-8.78,16.79,521.75
1007.93,-8.78,17.32,521.95
1008.94,-8.79,17.38,522.15
1009.95,-8.81,17.75,522.25
1010.97,-8.81,17.74,522.45
1011.98,-8.81,17.79,522.65
1013,-8.81,17.5,522.85
1014.01,-8.82,17.71,522.95
1015.02,-8.84,17.36,523.15
1016.04,-8.86,17.49,523.35
1017.05,-8.88,17.51,523.45
1018.07,-8.9,17.37,523.65
1019.08,-8.9,17.94,523.85
1020.09,-8.9,17.25,523.95
1021.11,-8.91,17.5,524.15
1022.12,-8.92,17.58,524.25
1023.14,-8.93,17.13,524.45
1024.15,-8.95,17.41,524.65
1025.16,-8.97,17.15,524.75
1026.18,-8.98,17.93,524.85
1027.19,-8.99,17.62,525.15
1028.21,-8.99,17.97,525.25
1029.22,-9.01,17.11,525.45
1030.23,-9.02,17.52,525.65
1031.25,-9.03,17.14,525.75
1032.26,-9.05,17.26,525.95
1033.28,-9.06,17.29,526.15
1034.29,-9.07,17.36,526.25
1035.31,-9.07,17.48,526.45
1036.32,-9.08,17.15,526.65
1037.33,-9.09,17.27,526.75
1038.35,-9.09,17.22,526.85
1039.36,-9.09,17.63,527.05
1040.38,-9.11,17,527.25
1041.39,-9.13,17.55,527.35
1042.4,-9.14,17.46,527.55
1043.42,-9.15,17.36,527.65
1044.43,-9.16,17.43,527.85
1045.45,-9.17,17.58,528.05
1046.46,-9.18,13.71,528.15
1047.47,-9.19,13.5,528.35
1048.49,-9.2,13.78,528.45
1049.5,-9.21,13.78,528.65
1050.52,-9.21,13.77,528.85
1051.53,-9.22,14.58,528.95
1052.54,-9.24,13.88,529.15
1053.56,-9.25,14.31,529.25
1054.57,-9.25,14.2,529.45
1055.59,-9.25,14.04,529.55
1056.6,-9.26,13.94,529.75
1057.61,-9.28,13.98,529.85
1058.63,-9.29,13.92,530.05
1059.64,-9.3,13.76,530.25
1060.66,-9.3,13.91,530.35
1061.67,-9.31,14.41,530.55
1062.68,-9.33,14.06,530.75
1063.7,-9.34,13.98,530.85
1064.71,-9.34,13.8,531.05
1065.73,-9.35,13.87,531.15
1066.74,-9.37,13.84,531.35
1067.75,-9.38,14.3,531.45
1068.77,-9.4,13.9,531.65
1069.78,-9.41,14.08,531.75
1070.8,-9.42,14.34,531.95
1071.81,-9.43,14.09,532.15
1072.82,-9.43,14.04,532.25
1073.84,-9.43,14.24,532.45
1074.85,-9.43,14.07,532.65
1075.87,-9.44,14.13,532.75
1076.88,-9.45,14.24,532.85
1077.89,-9.46,14.65,532.95
1078.91,-9.46,10.97,533.25
1079.92,-9.47,11.1,533.35
1080.94,-9.48,14.41,533.45
1081.95,-9.5,14.45,533.55
1082.96,-9.5,10.79,533.75
1083.98,-9.51,11.2,533.85
1084.99,-9.52,11.1,534.05
1086.01,-9.54,11.36,534.15
1087.02,-9.54,11.37,534.45
1088.04,-9.57,11.2,534.55
1089.05,-9.58,11.04,534.65
1090.06,-9.6,11.33,534.75
1091.86,-9.61,11.17,534.95
1092.62,-9.61,11.17,535.05
1093.37,-9.62,11.3,535.25
1094.13,-9.64,11.11,535.45
1095.13,-9.65,11.22,535.55
1096.15,-9.65,11.12,535.65
1097.16,-9.66,10.95,535.85
1098.18,-9.67,11.06,536.05
1099.19,-9.68,10.83,536.15
1100.2,-9.69,10.74,536.25
1101.22,-9.71,11.16,536.45
1102.23,-9.71,10.94,536.55
1103.25,-9.71,11.04,536.75
1104.26,-9.73,10.69,536.85
1105.27,-9.76,11.01,536.95
1106.29,-9.78,11.09,537.15
1107.3,-9.78,10.86,537.25
1108.32,-9.77,10.9,537.45
1109.33,-9.78,10.94,537.65
1110.34,-9.8,10.92,537.65
1111.36,-9.81,11.12,537.85
1112.37,-9.82,11.05,538.05
1113.39,-9.83,10.92,538.15
1114.4,-9.84,10.97,538.25
1115.41,-9.84,10.99,538.45
1116.43,-9.83,11.04,538.65
1117.44,-9.84,11.54,538.75
1118.46,-9.86,11.29,538.85
1119.47,-9.86,11,539.05
1120.48,-9.87,11.02,539.25
1121.5,-9.88,10.9,539.35
1122.51,-9.88,11.1,539.45
1123.53,-9.89,10.83,539.65
1124.54,-9.89,10.95,539.75
1125.55,-9.89,11.26,539.85
1126.57,-9.9,11.13,540.05
1127.58,-9.91,10.68,540.25
1128.6,-9.92,10.91,540.35
1129.61,-9.93,11.21,540.45
1130.62,-9.93,10.99,540.55
1131.64,-9.93,10.75,540.75
1132.65,-9.94,10.39,540.85
1133.67,-9.95,10.65,541.05
1134.68,-9.96,11.19,541.15
1135.69,-9.98,11.18,541.25
1136.71,-10,10.82,541.45
1137.72,-10.01,11.2,541.55
1138.74,-10.02,10.94,541.65
1139.75,-10.03,10.73,541.75
1140.77,-10.04,10.76,541.95
1141.78,-10.05,11.08,542.05
1142.79,-10.06,11.31,542.25
1143.81,-10.07,11.02,542.35
1144.82,-10.08,11.04,542.55
1145.84,-10.09,11.37,542.65
1146.85,-10.1,11.22,542.75
1147.86,-10.12,11.17,542.95
1148.88,-10.14,10.99,543.05
1149.89,-10.15,11.14,543.15
1150.91,-10.15,11.44,543.35
1151.92,-10.15,11.05,543.45
1152.93,-10.17,11.32,543.65
1153.95,-10.17,11.41,543.75
1154.96,-10.17,10.96,543.85
1155.98,-10.18,10.91,544.05
1156.99,-10.18,10.99,544.15
1158,-10.19,11.36,544.25
1159.02,-10.19,11.3,544.35
1160.03,-10.2,11.36,544.55
1161.05,-10.2,10.96,544.75
1162.06,-10.2,11.09,544.85
1163.07,-10.2,11.73,544.95
1164.09,-10.21,7.97,545.05
1165.1,-10.23,7.79,545.25
1166.12,-10.24,7.87,545.35
1167.13,-10.24,8.24,545.45
1168.14,-10.25,8,545.65
1169.16,-10.25,8.16,545.75
1170.17,-10.25,8.27,545.85
1171.19,-10.25,8.09,546.05
1172.2,-10.26,7.76,546.15
1173.21,-10.27,7.81,546.35
1174.23,-10.27,7.96,546.45
1175.24,-10.27,8.15,546.55
1176.26,-10.28,8.3,546.75
1177.27,-10.31,8.17,546.85
1178.28,-10.31,7.93,546.95
1179.3,-10.31,8.13,547.15
1180.31,-10.31,7.95,547.15
1181.33,-10.31,8.06,547.35
1182.34,-10.33,7.95,547.45
1183.35,-10.34,8.16,547.65
1184.37,-10.35,8.02,547.75
1185.38,-10.36,8.17,547.85
1186.4,-10.35,8.12,548.05
1187.41,-10.36,8.29,548.15
1188.42,-10.36,8.25,548.35
1189.44,-10.38,7.77,548.45
1190.45,-10.39,8.04,548.55
1191.47,-10.4,8.37,548.65
1193.34,-10.41,8.12,548.75
1194.09,-10.43,8.42,548.85
1194.82,-10.43,8.12,549.05
1195.57,-10.42,7.95,549.15
1196.54,-10.42,7.97,549.25
1197.55,-10.45,7.98,549.35
1198.57,-10.46,7.79,549.45
1199.58,-10.46,7.93,549.65
1200.59,-10.47,8.15,549.75
1201.61,-10.47,8.1,549.85
1202.62,-10.47,8.33,549.95
1203.64,-10.49,8.09,550.15
1204.65,-10.51,8.3,550.25
1205.66,-10.53,8.11,550.35
1206.68,-10.53,7.99,550.45
1207.69,-10.54,8.24,550.55
1208.71,-10.53,8.35,550.75
1209.72,-10.54,8.56,550.85
1210.73,-10.55,4.92,550.95
1211.75,-10.56,4.8,551.05
1212.76,-10.57,4.77,551.25
1213.78,-10.61,4.8,551.35
1214.79,-10.64,4.89,551.45
1215.8,-10.62,4.78,551.55
1216.82,-10.6,5.1,551.75
1217.83,-10.61,5,551.85
1218.85,-10.62,4.98,551.95
1219.86,-10.62,5.14,552.05
1220.87,-10.63,5.11,552.25
1221.89,-10.66,5.08,552.25
1222.9,-10.72,4.98,552.45
1223.92,-10.77,4.88,552.55
1224.93,-10.75,5.19,552.65
1225.94,-10.72,5.35,552.75
1226.96,-10.7,5.26,552.95
1227.97,-10.71,5.07,553.05
