File Name:	PS-FAA_N2_60K_20251209.txt	Version: 8.4.0.5						
183.000	248.440	80.023	19.994	100.479	19.805	-1.307	1.054	902.214
183.500	248.947	80.018	19.995	100.477	19.803	-1.061	1.006	902.182
184.000	249.425	80.018	19.994	100.476	19.802	-0.946	0.984	902.205
184.500	249.911	80.021	19.994	100.473	19.802	-0.946	0.964	902.227
185.000	250.446	80.020	19.993	100.467	19.802	-0.975	1.021	902.163
185.500	250.919	80.018	19.995	100.462	19.803	-1.064	1.009	902.204
186.000	251.424	80.018	19.994	100.457	19.804	-1.178	0.978	902.180
186.500	251.940	80.020	19.993	100.450	19.804	-1.179	1.020	902.181
187.000	252.442	80.018	19.994	100.454	19.803	-1.147	1.018	902.193
187.500	252.950	80.019	19.993	100.460	19.803	-1.124	1.010	902.183
188.000	253.403	80.017	19.994	100.459	19.803	-1.003	0.962	902.171
188.500	253.924	80.017	19.994	100.462	19.803	-1.015	0.974	902.214
189.000	254.436	80.019	19.994	100.462	19.804	-1.010	1.033	902.161
189.500	254.914	80.016	19.994	100.459	19.804	-1.056	0.991	902.168
190.000	255.456	80.020	19.995	100.459	19.803	-1.053	1.019	902.188
190.500	255.917	80.019	19.993	100.464	19.803	-1.059	1.003	902.159
191.000	256.437	80.017	19.994	100.464	19.803	-1.002	0.981	902.153
191.500	256.919	80.018	19.994	100.463	19.805	-1.187	1.002	902.162
192.000	257.450	80.018	19.994	100.462	19.803	-1.105	1.013	902.166
192.500	257.948	80.013	19.996	100.462	19.803	-1.187	1.029	902.131
193.000	258.449	80.018	19.994	100.459	19.803	-1.130	1.000	902.148
193.500	258.956	80.019	19.994	100.460	19.803	-1.152	1.008	902.126
194.000	259.433	80.016	19.994	100.460	19.804	-1.284	0.983	902.139
194.500	259.965	80.020	19.995	100.457	19.803	-1.221	1.009	902.099
195.000	260.434	80.015	19.993	100.450	19.803	-1.154	1.001	902.097
195.500	260.954	80.017	19.995	100.447	19.804	-1.174	0.989	902.125
196.000	261.455	80.020	19.994	100.442	19.803	-1.023	1.021	902.122
196.500	261.958	80.017	19.994	100.441	19.804	-1.081	1.004	902.100
197.000	262.452	80.020	19.994	100.443	19.804	-1.106	0.998	902.121
197.500	262.978	80.021	19.995	100.447	19.804	-1.091	1.021	902.086
198.000	263.481	80.020	19.993	100.448	19.805	-1.119	1.029	902.145
198.500	263.971	80.017	19.994	100.451	19.803	-0.989	0.993	902.075
199.000	264.471	80.019	19.994	100.450	19.805	-1.085	0.991	902.102
199.500	264.962	80.018	19.994	100.449	19.805	-1.123	0.990	902.119
200.000	265.448	80.019	19.994	100.444	19.803	-0.954	0.975	902.101
200.500	265.971	80.016	19.995	100.441	19.805	-1.051	1.010	902.092
201.000	266.499	80.014	19.994	100.439	19.805	-1.045	1.051	902.144
201.500	266.983	80.017	19.994	100.440	19.801	-0.729	1.012	902.113
202.000	267.482	80.016	19.995	100.442	19.802	-0.895	0.983	902.056
202.500	267.951	80.019	19.995	100.444	19.803	-0.941	0.968	902.101
203.000	268.449	80.021	19.995	100.444	19.803	-0.925	0.967	902.063
203.500	268.950	80.019	19.993	100.445	19.803	-0.968	1.000	902.061
204.000	269.461	80.018	19.994	100.445	19.803	-0.934	1.011	902.011
204.500	269.970	80.018	19.994	100.448	19.802	-0.824	1.020	902.053
205.000	270.462	80.017	19.994	100.451	19.803	-0.900	1.002	902.036
205.500	270.946	80.018	19.993	100.455	19.803	-0.940	0.977	902.031
206.000	271.481	80.019	19.994	100.456	19.804	-1.013	1.019	902.016
206.500	271.963	80.022	19.993	100.456	19.803	-0.877	1.017	902.050
207.000	272.457	80.017	19.994	100.450	19.804	-0.985	0.975	902.028
207.500	272.950	80.018	19.994	100.446	19.803	-0.902	0.987	901.980
208.000	273.439	80.022	19.993	100.443	19.803	-0.841	0.983	901.994
208.500	273.940	80.016	19.993	100.442	19.804	-0.910	0.989	901.995
209.000	274.441	80.020	19.996	100.441	19.803	-0.788	1.002	901.991
209.500	274.949	80.018	19.995	100.441	19.802	-0.721	1.009	901.991
210.000	275.460	80.017	19.994	100.441	19.802	-0.770	1.019	902.012
210.500	275.954	80.020	19.994	100.440	19.801	-0.686	1.005	902.000
211.000	276.438	80.018	19.993	100.438	19.802	-0.786	0.979	901.970
211.500	276.921	80.022	19.994	100.437	19.802	-0.758	0.967	901.973
212.000	277.402	80.019	19.995	100.436	19.802	-0.802	0.963	901.970
212.500	277.928	80.020	19.994	100.436	19.802	-0.737	1.006	901.954
213.000	278.425	80.020	19.995	100.435	19.801	-0.671	1.023	901.982
213.500	278.926	80.017	19.995	100.437	19.804	-0.875	0.997	901.965
214.000	279.443	80.021	19.994	100.439	19.802	-0.759	1.018	901.938
214.500	279.943	80.021	19.994	100.439	19.804	-0.949	1.018	901.916
215.000	280.416	80.019	19.996	100.439	19.803	-0.859	0.973	901.928
215.500	280.916	80.016	19.994	100.438	19.803	-0.895	0.974	901.918
216.000	281.447	80.016	19.995	100.437	19.803	-0.878	1.032	901.889
216.500	281.933	80.019	19.994	100.435	19.804	-0.925	1.016	901.915
217.000	282.431	80.020	19.995	100.435	19.806	-1.118	0.983	901.887
217.500	282.932	80.020	19.995	100.437	19.805	-1.051	0.999	901.888
218.000	283.427	80.017	19.995	100.438	19.804	-0.933	0.995	901.920
218.500	283.945	80.022	19.994	100.437	19.806	-1.145	1.013	901.895
219.000	284.435	80.021	19.995	100.436	19.807	-1.199	1.009	901.869
219.500	284.933	80.022	19.995	100.435	19.804	-0.926	0.988	901.846
220.000	285.429	80.017	19.994	100.433	19.803	-0.892	0.993	901.873
220.500	285.930	80.021	19.995	100.433	19.803	-0.800	0.997	901.862
221.000	286.449	80.017	19.994	100.430	19.802	-0.730	1.020	901.902
221.500	286.963	80.020	19.994	100.431	19.804	-0.808	1.032	901.893
222.000	287.437	80.019	19.993	100.431	19.804	-0.801	0.988	901.876
222.500	287.946	80.022	19.994	100.431	19.803	-0.687	0.983	901.869
223.000	288.445	80.019	19.995	100.431	19.803	-0.688	1.007	901.848
223.500	288.955	80.021	19.994	100.434	19.802	-0.701	1.009	901.802
224.000	289.422	80.018	19.994	100.431	19.803	-0.814	0.977	901.804
224.500	289.931	80.017	19.995	100.431	19.804	-0.911	0.976	901.798
225.000	290.428	80.021	19.994	100.429	19.803	-0.765	1.006	901.799
225.500	290.946	80.021	19.996	100.429	19.803	-0.737	1.014	901.805
226.000	291.443	80.019	19.996	100.431	19.803	-0.657	1.014	901.823
226.500	291.943	80.021	19.994	100.432	19.802	-0.604	0.997	901.794
227.000	292.419	80.016	19.996	100.433	19.803	-0.603	0.977	901.778
227.500	292.946	80.019	19.995	100.434	19.805	-0.686	1.003	901.796
228.000	293.444	80.018	19.994	100.435	19.803	-0.524	1.024	901.794
228.500	293.937	80.017	19.996	100.434	19.803	-0.495	0.991	901.803
229.000	294.425	80.018	19.994	100.434	19.802	-0.373	0.981	901.759
229.500	294.905	80.017	19.995	100.432	19.801	-0.176	0.968	901.744
230.000	295.425	80.017	19.995	100.432	19.802	-0.234	1.000	901.792
230.500	295.935	80.016	19.995	100.432	19.802	-0.273	1.030	901.751
231.000	296.416	80.019	19.994	100.433	19.800	-0.142	0.991	901.749
231.500	296.902	80.018	19.993	100.434	19.800	-0.061	0.967	901.762
232.000	297.424	80.021	19.993	100.434	19.801	-0.144	1.008	901.733
232.500	297.921	80.017	19.995	100.432	19.800	-0.129	1.019	901.728
233.000	298.415	80.018	19.993	100.430	19.801	-0.277	0.992	901.701
233.500	298.906	80.015	19.995	100.427	19.802	-0.333	0.986	901.724
234.000	299.420	80.019	19.993	100.421	19.801	-0.188	1.004	901.746
234.500	299.912	80.020	19.994	100.419	19.801	-0.169	1.005	901.730
235.000	300.425	80.020	19.993	100.422	19.801	-0.245	1.006	901.695
235.500	300.918	80.018	19.994	100.424	19.801	-0.258	1.006	901.731
236.000	301.403	80.020	19.993	100.428	19.802	-0.252	0.976	901.686
236.500	301.876	80.020	19.993	100.433	19.801	-0.274	0.958	901.689
237.000	302.420	80.021	19.992	100.433	19.801	-0.309	1.017	901.678
237.500	302.932	80.018	19.994	100.428	19.801	-0.402	1.055	901.680
238.000	303.421	80.017	19.994	100.422	19.801	-0.422	1.001	901.636
238.500	303.941	80.019	19.993	100.418	19.801	-0.491	1.009	901.623
239.000	304.413	80.017	19.995	100.418	19.800	-0.309	0.992	901.635
239.500	304.968	80.015	19.994	100.415	19.801	-0.313	1.027	901.691
240.000	305.442	80.018	19.994	100.412	19.801	-0.312	1.029	901.657
240.500	305.936	80.021	19.991	100.411	19.801	-0.202	0.968	901.646
241.000	306.429	80.021	19.994	100.409	19.799	-0.022	0.986	901.605
241.500	306.919	80.018	19.993	100.401	19.800	-0.124	0.984	901.588
242.000	307.407	80.018	19.992	100.399	19.800	-0.163	0.979	901.575
242.500	307.895	80.023	19.992	100.401	19.801	-0.274	0.977	901.599
243.000	308.415	80.017	19.993	100.401	19.800	-0.212	1.007	901.610
243.500	308.903	80.020	19.994	100.402	19.801	-0.281	1.007	901.579
244.000	309.435	80.020	19.992	100.403	19.802	-0.283	1.020	901.619
244.500	309.940	80.021	19.994	100.404	19.800	-0.078	1.038	901.605
245.000	310.451	80.018	19.992	100.403	19.800	-0.116	1.016	901.624
245.500	310.933	80.022	19.994	100.408	19.800	-0.127	0.993	901.584
246.000	311.427	80.018	19.996	100.405	19.801	-0.273	0.978	901.555
246.500	311.912	80.023	19.995	100.404	19.800	-0.195	0.980	901.541
247.000	312.400	80.022	19.994	100.403	19.800	-0.162	0.973	901.543
247.500	312.909	80.021	19.994	100.404	19.801	-0.171	0.996	901.553
248.000	313.403	80.020	19.994	100.400	19.798	0.138	1.002	901.584
248.500	313.896	80.021	19.993	100.402	19.800	0.070	0.986	901.552
249.000	314.384	80.022	19.993	100.408	19.798	0.231	0.981	901.549
249.500	314.881	80.019	19.995	100.415	19.798	0.252	0.985	901.538
250.000	315.386	80.016	19.994	100.416	19.799	0.144	1.002	901.481
250.500	315.875	80.021	19.993	100.422	19.798	0.269	0.994	901.498
251.000	316.372	80.021	19.995	100.420	19.799	0.109	0.987	901.498
251.500	316.863	80.018	19.994	100.415	19.801	0.006	0.990	901.494
252.000	317.355	80.018	19.993	100.409	19.799	0.110	0.982	901.477
252.500	317.887	80.017	19.995	100.406	19.799	0.154	1.023	901.490
253.000	318.383	80.018	19.994	100.400	19.800	0.028	1.028	901.442
253.500	318.871	80.021	19.992	100.401	19.800	0.035	0.984	901.463
254.000	319.388	80.020	19.994	100.405	19.799	0.146	1.005	901.469
254.500	319.881	80.021	19.993	100.410	19.801	0.007	1.011	901.439
255.000	320.374	80.019	19.994	100.410	19.801	-0.052	0.986	901.433
255.500	320.836	80.016	19.994	100.408	19.800	0.017	0.955	901.426
256.000	321.358	80.016	19.993	100.404	19.800	0.025	0.984	901.441
256.500	321.868	80.022	19.992	100.402	19.801	-0.014	1.031	901.386
257.000	322.365	80.019	19.995	100.399	19.800	0.024	1.007	901.408
257.500	322.878	80.018	19.994	100.404	19.802	-0.089	1.012	901.395
258.000	323.356	80.018	19.994	100.407	19.801	0.018	0.990	901.418
258.500	323.868	80.021	19.994	100.409	19.802	-0.096	0.989	901.401
259.000	324.392	80.019	19.993	100.408	19.801	-0.041	1.036	901.349
259.500	324.871	80.017	19.995	100.405	19.800	0.062	1.002	901.377
260.000	325.372	80.018	19.995	100.398	19.800	0.086	0.980	901.375
260.500	325.862	80.020	19.994	100.394	19.801	-0.016	0.992	901.333
261.000	326.365	80.019	19.994	100.392	19.802	-0.138	0.992	901.357
261.500	326.865	80.021	19.994	100.392	19.800	0.090	1.003	901.368
262.000	327.396	80.019	19.995	100.392	19.800	0.027	1.031	901.390
262.500	327.864	80.021	19.994	100.391	19.801	-0.053	1.000	901.352
263.000	328.375	80.021	19.994	100.392	19.801	0.001	0.979	901.371
263.500	328.898	80.021	19.993	100.393	19.801	0.008	1.033	901.361
264.000	329.393	80.023	19.992	100.393	19.801	0.003	1.017	901.334
264.500	329.860	80.022	19.993	100.394	19.800	0.118	0.962	901.320
265.000	330.366	80.020	19.992	100.394	19.800	0.119	0.974	901.286
265.500	330.869	80.019	19.994	100.393	19.800	0.093	1.009	901.282
266.000	331.368	80.018	19.994	100.393	19.799	0.196	1.002	901.290
266.500	331.903	80.020	19.994	100.392	19.798	0.262	1.034	901.291
267.000	332.396	80.020	19.993	100.392	19.798	0.282	1.029	901.268
267.500	332.870	80.021	19.994	100.393	19.798	0.189	0.967	901.268
268.000	333.404	80.018	19.993	100.392	19.798	0.205	1.007	901.282
268.500	333.869	80.019	19.994	100.393	19.798	0.264	0.999	901.244
269.000	334.372	80.023	19.995	100.393	19.799	0.165	0.969	901.245
269.500	334.868	80.017	19.994	100.392	19.797	0.312	0.998	901.209
270.000	335.395	80.018	19.995	100.390	19.796	0.400	1.022	901.239
270.500	335.884	80.015	19.994	100.391	19.796	0.448	1.016	901.231
271.000	336.352	80.021	19.993	100.390	19.798	0.221	0.957	901.231
271.500	336.870	80.015	19.994	100.391	19.798	0.239	0.987	901.207
272.000	337.355	80.019	19.995	100.391	19.798	0.183	1.004	901.175
272.500	337.869	80.020	19.994	100.393	19.797	0.243	0.999	901.180
273.000	338.364	80.021	19.994	100.392	19.797	0.292	1.008	901.209
273.500	338.877	80.018	19.995	100.392	19.797	0.292	1.008	901.239
274.000	339.388	80.015	19.993	100.391	19.798	0.222	1.024	901.201
274.500	339.892	80.020	19.995	100.392	19.796	0.341	1.015	901.189
275.000	340.376	80.021	19.994	100.392	19.797	0.282	0.987	901.165
275.500	340.906	80.021	19.994	100.392	19.797	0.334	1.014	901.158
276.000	341.384	80.022	19.995	100.391	19.795	0.495	1.008	901.145
276.500	341.885	80.020	19.995	100.390	19.796	0.520	0.980	901.202
277.000	342.367	80.019	19.992	100.389	19.796	0.497	0.983	901.143
277.500	342.859	80.020	19.993	100.392	19.796	0.499	0.974	901.116
278.000	343.405	80.016	19.994	100.393	19.795	0.565	1.039	901.147
278.500	343.895	80.021	19.996	100.392	19.793	0.702	1.037	901.182
279.000	344.389	80.020	19.993	100.392	19.793	0.670	0.985	901.166
279.500	344.868	80.017	19.994	100.391	19.792	0.823	0.972	901.133
280.000	345.412	80.020	19.994	100.391	19.794	0.674	1.022	901.094
280.500	345.898	80.020	19.994	100.391	19.794	0.774	1.030	901.098
281.000	346.387	80.015	19.994	100.391	19.791	1.088	0.975	901.087
281.500	346.892	80.020	19.994	100.392	19.791	1.158	0.993	901.081
282.000	347.357	80.018	19.994	100.392	19.791	1.235	0.971	901.056
282.500	347.881	80.018	19.995	100.391	19.791	1.319	0.989	901.075
283.000	348.364	80.019	19.993	100.391	19.789	1.520	1.007	901.038
283.500	348.861	80.017	19.994	100.394	19.786	1.789	0.981	901.069
284.000	349.378	80.018	19.994	100.394	19.786	1.744	1.014	901.016
284.500	349.877	80.016	19.994	100.395	19.788	1.594	1.016	901.074
285.000	350.371	80.018	19.995	100.395	19.787	1.724	0.993	901.031
285.500	350.878	80.022	19.995	100.396	19.786	1.763	1.000	901.015
286.000	351.376	80.020	19.994	100.395	19.786	1.741	1.004	901.015
286.500	351.869	80.021	19.993	100.395	19.786	1.728	0.991	900.955
287.000	352.391	80.020	19.994	100.395	19.787	1.628	1.014	901.002
287.500	352.855	80.016	19.994	100.395	19.786	1.607	0.987	900.980
288.000	353.352	80.016	19.995	100.392	19.785	1.573	0.962	900.995
288.500	353.839	80.019	19.994	100.389	19.785	1.554	0.984	901.003
289.000	354.344	80.021	19.994	100.386	19.786	1.519	0.992	900.955
289.500	354.853	80.023	19.992	100.386	19.785	1.592	1.015	900.946
290.000	355.350	80.018	19.995	100.387	19.783	1.807	1.006	900.967
290.500	355.866	80.021	19.995	100.388	19.783	1.850	1.011	900.974
291.000	356.347	80.017	19.995	100.391	19.782	1.919	0.997	900.934
291.500	356.847	80.019	19.996	100.394	19.784	1.790	0.982	900.911
292.000	357.359	80.019	19.994	100.389	19.782	1.808	1.012	900.920
292.500	357.849	80.020	19.994	100.385	19.782	1.710	1.002	900.934
293.000	358.344	80.017	19.993	100.380	19.781	1.789	0.985	900.895
293.500	358.851	80.018	19.994	100.372	19.781	1.775	1.002	900.914
294.000	359.349	80.020	19.993	100.366	19.781	1.846	1.004	900.879
294.500	359.845	80.020	19.995	100.366	19.778	2.177	0.994	900.874
295.000	360.341	80.021	19.996	100.364	19.779	2.276	0.992	900.915
295.500	360.858	80.030	19.996	100.363	19.778	2.470	1.013	900.885
296.000	361.327	80.021	19.992	100.362	19.776	2.707	0.987	900.849
296.500	361.856	80.018	19.995	100.362	19.775	2.780	0.997	900.853
297.000	362.355	80.019	19.993	100.359	19.774	2.929	1.027	900.845
297.500	362.856	80.019	19.995	100.359	19.772	3.103	1.001	900.837
298.000	363.327	80.018	19.994	100.360	19.772	3.062	0.972	900.841
298.500	363.848	80.019	19.995	100.367	19.772	3.084	0.991	900.800
299.000	364.351	80.016	19.994	100.366	19.769	3.308	1.024	900.852
299.500	364.861	80.020	19.992	100.370	19.767	3.469	1.014	900.797
300.000	365.374	80.019	19.994	100.377	19.766	3.584	1.024	900.831
300.500	365.851	80.020	19.996	100.379	19.765	3.585	0.990	900.835
301.000	366.351	80.025	19.993	100.379	19.764	3.702	0.976	900.762
301.500	366.845	80.013	19.990	100.381	19.763	3.765	0.993	900.737
302.000	367.316	80.021	19.994	100.380	19.762	3.902	0.966	900.792
302.500	367.838	80.022	19.994	100.373	19.760	4.134	0.993	900.764
303.000	368.332	80.019	19.994	100.370	19.759	4.201	1.015	900.760
303.500	368.835	80.016	19.995	100.370	19.757	4.324	0.996	900.756
304.000	369.359	80.002	19.989	100.374	19.756	4.374	1.028	900.671
304.500	369.848	80.011	19.991	100.382	19.753	4.651	1.014	900.732
305.000	370.333	80.016	19.993	100.393	19.751	4.878	0.974	900.738
305.500	370.846	80.013	19.993	100.394	19.750	4.861	0.998	900.742
306.000	371.349	80.017	19.993	100.392	19.746	5.219	1.016	900.722
306.500	371.847	80.017	19.993	100.384	19.745	5.371	1.002	900.732
307.000	372.330	80.020	19.994	100.373	19.742	5.662	0.981	900.719
307.500	372.835	80.020	19.991	100.362	19.739	5.934	0.987	900.684
308.000	373.336	80.020	19.993	100.358	19.737	6.138	1.006	900.680
308.500	373.804	80.017	19.995	100.357	19.736	6.320	0.969	900.677
309.000	374.317	80.018	19.994	100.358	19.733	6.556	0.982	900.646
309.500	374.812	80.020	19.995	100.356	19.728	6.891	1.008	900.659
310.000	375.313	80.017	19.994	100.355	19.726	6.989	0.996	900.683
310.500	375.806	80.019	19.994	100.357	19.722	7.259	0.993	900.674
311.000	376.316	80.020	19.994	100.354	19.719	7.405	1.002	900.633
311.500	376.813	80.019	19.994	100.357	19.716	7.598	1.008	900.639
312.000	377.288	80.021	19.993	100.361	19.712	7.954	0.973	900.589
312.500	377.815	80.018	19.993	100.361	19.710	8.134	1.002	900.640
313.000	378.321	80.019	19.993	100.359	19.705	8.571	1.032	900.634
313.500	378.793	80.017	19.994	100.360	19.700	8.912	0.977	900.597
314.000	379.309	80.017	19.994	100.359	19.695	9.344	0.988	900.565
314.500	379.814	80.019	19.993	100.356	19.693	9.534	1.021	900.600
315.000	380.313	80.017	19.995	100.356	19.685	10.129	1.005	900.599
315.500	380.807	80.020	19.994	100.358	19.680	10.519	0.994	900.580
316.000	381.292	80.019	19.993	100.357	19.675	10.898	0.979	900.583
316.500	381.836	80.023	19.993	100.361	19.667	11.523	1.029	900.535
317.000	382.327	80.019	19.994	100.361	19.663	11.840	1.035	900.585
317.500	382.813	80.019	19.995	100.362	19.657	12.357	0.977	900.587
318.000	383.326	80.020	19.994	100.364	19.647	13.275	0.999	900.560
318.500	383.822	80.019	19.994	100.364	19.638	14.242	1.009	900.534
319.000	384.333	80.017	19.994	100.360	19.631	15.122	1.007	900.551
319.500	384.806	80.020	19.995	100.359	19.619	16.431	0.984	900.533
320.000	385.323	80.020	19.994	100.357	19.606	17.916	0.990	900.531
320.500	385.810	80.019	19.994	100.351	19.589	19.875	1.004	900.517
321.000	386.285	80.018	19.994	100.350	19.570	21.966	0.962	900.501
321.500	386.796	80.017	19.994	100.353	19.549	24.290	0.986	900.507
322.000	387.321	80.020	19.994	100.359	19.522	27.070	1.036	900.481
322.500	387.804	80.019	19.994	100.365	19.494	29.870	1.007	900.476
323.000	388.315	80.019	19.994	100.368	19.461	33.047	0.993	900.511
323.500	388.779	80.018	19.995	100.377	19.423	36.543	0.974	900.506
324.000	389.309	80.017	19.995	100.379	19.384	39.994	0.994	900.492
324.500	389.811	80.017	19.994	100.377	19.343	43.566	1.033	900.436
325.000	390.326	80.017	19.993	100.378	19.299	47.119	1.017	900.457
325.500	390.796	80.018	19.995	100.381	19.255	50.529	0.984	900.453
326.000	391.301	80.016	19.995	100.382	19.213	53.699	0.976	900.428
326.500	391.821	80.018	19.994	100.383	19.172	56.663	1.025	900.451
327.000	392.327	80.019	19.995	100.388	19.133	59.536	1.025	900.433
327.500	392.809	80.018	19.996	100.389	19.098	61.927	0.988	900.422
328.000	393.299	80.023	19.995	100.392	19.070	63.871	0.972	900.404
328.500	393.807	80.018	19.995	100.398	19.049	65.315	0.998	900.398
329.000	394.306	80.023	19.994	100.403	19.036	66.207	1.006	900.413
329.500	394.794	80.021	19.993	100.403	19.031	66.313	0.987	900.376
330.000	395.285	80.020	19.994	100.404	19.033	65.850	0.979	900.391
330.500	395.803	80.023	19.993	100.396	19.038	65.408	1.009	900.382
331.000	396.271	80.020	19.992	100.381	19.045	64.623	0.987	900.388
331.500	396.822	80.019	19.995	100.362	19.053	63.963	1.020	900.361
332.000	397.321	80.022	19.994	100.345	19.057	63.722	1.050	900.364
332.500	397.809	80.021	19.994	100.320	19.059	63.875	0.986	900.375
333.000	398.298	80.021	19.994	100.291	19.047	65.097	0.977	900.367
333.500	398.786	80.020	19.994	100.258	19.027	67.059	0.977	900.344
334.000	399.289	80.021	19.994	100.229	18.992	70.327	0.991	900.343
334.500	399.783	80.017	19.993	100.200	18.947	74.458	0.997	900.327
335.000	400.304	80.017	19.994	100.177	18.898	78.714	1.015	900.309
335.500	400.792	80.017	19.994	100.163	18.847	82.996	1.010	900.289
336.000	401.291	80.017	19.993	100.153	18.802	86.947	0.986	900.281
336.500	401.782	80.019	19.992	100.150	18.766	90.186	0.989	900.298
337.000	402.298	80.021	19.993	100.158	18.736	92.949	1.008	900.313
337.500	402.810	80.019	19.995	100.175	18.711	95.132	1.028	900.276
338.000	403.276	80.018	19.992	100.205	18.687	97.391	0.977	900.238
338.500	403.786	80.020	19.993	100.247	18.658	99.972	0.976	900.258
339.000	404.295	80.016	19.995	100.285	18.626	102.872	1.019	900.238
339.500	404.761	80.021	19.995	100.321	18.584	106.658	0.974	900.247
340.000	405.285	80.021	19.992	100.359	18.532	111.412	0.990	900.241
340.500	405.787	80.022	19.994	100.387	18.468	117.451	1.026	900.261
341.000	406.300	80.019	19.995	100.407	18.393	124.102	1.015	900.273
341.500	406.795	80.019	19.995	100.424	18.309	131.286	1.008	900.218
342.000	407.271	80.020	19.993	100.444	18.221	138.925	0.972	900.225
342.500	407.794	80.020	19.994	100.452	18.134	146.013	0.998	900.216
343.000	408.284	80.021	19.994	100.456	18.057	151.898	1.013	900.196
343.500	408.778	80.021	19.993	100.464	17.980	157.788	0.985	900.170
344.000	409.270	80.021	19.994	100.466	17.924	162.282	0.985	900.185
344.500	409.778	80.022	19.994	100.447	17.880	165.921	0.999	900.208
345.000	410.259	80.017	19.993	100.426	17.845	168.895	0.990	900.221
345.500	410.774	80.020	19.994	100.410	17.810	172.226	0.996	900.216
346.000	411.260	80.017	19.995	100.394	17.761	177.351	1.002	900.192
346.500	411.757	80.018	19.994	100.382	17.694	183.708	0.983	900.147
347.000	412.246	80.017	19.993	100.375	17.598	192.060	0.986	900.132
347.500	412.753	80.020	19.994	100.380	17.489	201.449	0.995	900.135
348.000	413.255	80.016	19.996	100.383	17.375	211.452	1.008	900.127
348.500	413.728	80.016	19.995	100.378	17.262	221.244	0.976	900.135
349.000	414.220	80.019	19.994	100.368	17.159	229.848	0.965	900.159
349.500	414.717	80.021	19.994	100.363	17.059	238.638	0.989	900.143
350.000	415.188	80.021	19.996	100.355	16.960	247.454	0.968	900.117
350.500	415.688	80.019	19.994	100.341	16.851	257.260	0.970	900.100
351.000	416.189	80.018	19.994	100.336	16.728	268.095	1.001	900.098
351.500	416.711	80.019	19.994	100.333	16.603	278.945	1.022	900.037
352.000	417.189	80.018	19.995	100.324	16.478	289.900	0.999	900.115
352.500	417.666	80.015	19.995	100.296	16.356	300.395	0.956	900.057
353.000	418.163	80.020	19.993	100.263	16.228	311.460	0.974	900.052
353.500	418.666	80.020	19.994	100.246	16.088	323.647	1.000	900.050
354.000	419.137	80.019	19.995	100.252	15.944	336.010	0.976	900.062
354.500	419.660	80.020	19.994	100.260	15.791	349.121	0.995	900.084
355.000	420.157	80.014	19.995	100.305	15.631	362.738	1.019	900.041
355.500	420.669	80.019	19.995	100.376	15.469	376.515	1.008	900.004
356.000	421.114	80.017	19.994	100.421	15.299	390.962	0.957	900.032
356.500	421.639	80.019	19.995	100.431	15.127	405.533	0.969	900.030
357.000	422.141	80.020	19.993	100.443	14.963	419.707	1.027	900.009
357.500	422.625	80.016	19.994	100.427	14.808	432.927	0.987	900.009
358.000	423.143	80.016	19.997	100.383	14.642	447.042	1.002	899.985
358.500	423.622	80.023	19.995	100.317	14.464	462.336	0.996	899.979
359.000	424.092	80.021	19.993	100.285	14.289	477.434	0.949	900.025
359.500	424.597	80.020	19.995	100.276	14.110	492.636	0.975	899.956
360.000	425.079	80.018	19.995	100.277	13.917	508.868	0.986	899.990
360.500	425.593	80.018	19.996	100.275	13.729	524.889	0.997	899.998
361.000	426.051	80.019	19.995	100.291	13.531	541.916	0.973	899.969
361.500	426.561	80.020	19.995	100.290	13.315	559.992	0.967	899.946
362.000	427.051	80.014	19.995	100.252	13.103	577.586	0.999	899.927
362.500	427.557	80.018	19.994	100.214	12.886	595.862	0.997	899.978
363.000	428.014	80.020	19.994	100.193	12.658	614.910	0.964	899.964
363.500	428.518	80.018	19.993	100.172	12.423	634.492	0.960	899.958
364.000	429.035	80.017	19.995	100.155	12.202	652.867	1.020	899.935
364.500	429.511	80.019	19.994	100.140	11.977	671.570	0.994	899.906
365.000	429.968	80.019	19.994	100.126	11.752	690.359	0.934	899.911
365.500	430.448	80.015	19.995	100.110	11.519	709.633	0.937	899.899
366.000	430.968	80.017	19.995	100.090	11.283	729.170	1.000	899.904
366.500	431.446	80.017	19.993	100.076	11.035	748.653	0.997	899.903
367.000	431.926	80.016	19.994	100.073	10.778	768.318	0.958	899.866
367.500	432.374	80.018	19.993	100.064	10.515	789.175	0.929	899.869
368.000	432.926	80.017	19.994	100.059	10.255	810.092	1.000	899.892
368.500	433.406	80.016	19.996	100.064	10.003	830.325	1.032	899.858
369.000	433.909	80.019	19.995	100.046	9.761	850.004	0.983	899.851
369.500	434.397	80.016	19.993	100.016	9.532	869.401	0.991	899.907
370.000	434.859	80.019	19.992	99.994	9.300	889.288	0.949	899.873
370.500	435.306	80.020	19.994	99.980	9.064	908.952	0.909	899.828
371.000	435.836	80.020	19.993	99.951	8.826	928.402	0.978	899.817
371.500	436.301	80.018	19.995	99.919	8.590	947.468	0.996	899.848
372.000	436.791	80.022	19.993	99.906	8.362	965.730	0.955	899.830
372.500	437.251	80.020	19.994	99.892	8.138	983.606	0.950	899.829
373.000	437.730	80.018	19.993	99.846	7.921	1000.811	0.939	899.808
373.500	438.237	80.016	19.995	99.806	7.711	1017.558	0.986	899.784
374.000	438.709	80.021	19.994	99.808	7.523	1032.515	0.978	899.757
