Temp,time ,TGA,DSC,Sensitivity,Heating Rate,Heat Capacity,Heat Capacity,Heat Capacity
442.5,428.6,3.9605,0.88155,0.885,0.358,2.18,2.19,2.199
442.6,428.9,3.9605,0.88264,0.885,0.355,2.20,2.20,2.185
442.7,429.2,3.9605,0.88353,0.884,0.353,2.21,2.21,2.203
442.8,429.5,3.9605,0.88438,0.885,0.353,2.22,2.21,2.229
442.9,429.8,3.9605,0.88568,0.887,0.353,2.23,2.21,2.232
443.0,430.1,3.9605,0.88698,0.888,0.353,2.23,2.21,2.223
443.1,430.3,3.9605,0.88726,0.888,0.353,2.23,2.22,2.231
443.2,430.6,3.9605,0.88675,0.888,0.353,2.23,2.22,2.242
443.3,430.9,3.9605,0.887,0.887,0.354,2.22,2.24,2.243
443.4,431.2,3.9605,0.88838,0.887,0.355,2.22,2.25,2.237
443.5,431.5,3.9605,0.88962,0.887,0.353,2.23,2.24,2.233
443.6,431.8,3.9606,0.88997,0.887,0.353,2.24,2.23,2.233
443.7,432.0,3.9605,0.88997,0.886,0.352,2.24,2.22,2.227
443.8,432.3,3.9602,0.89014,0.886,0.353,2.23,2.23,2.225
443.9,432.6,3.9598,0.89055,0.886,0.355,2.22,2.24,2.230
444.0,432.9,3.9595,0.89118,0.884,0.354,2.22,2.24,2.235
444.1,433.2,3.9592,0.89182,0.878,0.351,2.23,2.25,2.226
444.2,433.5,3.9591,0.89228,0.875,0.347,2.25,2.23,2.217
444.3,433.7,3.9592,0.89272,0.877,0.347,2.26,2.21,2.222
444.4,434.0,3.9592,0.89341,0.884,0.349,2.27,2.21,2.242
444.5,434.3,3.9592,0.8944,0.888,0.349,2.28,2.22,2.256
444.6,434.6,3.9592,0.89565,0.884,0.348,2.27,2.25,2.245
444.7,434.9,3.9592,0.89676,0.882,0.348,2.27,2.26,2.243
444.8,435.2,3.9592,0.89722,0.885,0.348,2.28,2.25,2.272
444.9,435.5,3.9592,0.8972,0.886,0.350,2.27,2.26,2.293
445.0,435.8,3.9592,0.89736,0.882,0.352,2.25,2.27,2.265
445.1,436.0,3.9592,0.89805,0.878,0.353,2.24,2.27,2.232
445.2,436.3,3.9592,0.89937,0.880,0.352,2.25,2.26,2.244
445.3,436.6,3.9591,0.90081,0.884,0.351,2.27,2.24,2.271
445.4,436.9,3.9592,0.90113,0.883,0.352,2.26,2.24,2.273
445.5,437.2,3.9594,0.90015,0.880,0.353,2.24,2.25,2.253
445.6,437.5,3.9591,0.89948,0.878,0.353,2.24,2.25,2.245
445.7,437.7,3.9583,0.90014,0.879,0.353,2.24,2.24,2.257
445.8,438.0,3.9575,0.90131,0.883,0.352,2.26,2.25,2.270
445.9,438.3,3.9572,0.9023,0.885,0.353,2.26,2.26,2.274
446.0,438.6,3.9572,0.90364,0.883,0.353,2.26,2.27,2.273
446.1,438.9,3.9572,0.9057,0.880,0.353,2.26,2.27,2.274
446.2,439.2,3.9572,0.90724,0.880,0.352,2.27,2.26,2.284
446.3,439.4,3.9572,0.90697,0.882,0.352,2.27,2.25,2.285
446.4,439.7,3.9572,0.90618,0.882,0.353,2.26,2.26,2.273
446.5,440.0,3.9572,0.90691,0.880,0.355,2.25,2.27,2.264
446.6,440.3,3.9572,0.90847,0.879,0.354,2.26,2.27,2.260
446.7,440.6,3.9572,0.90886,0.882,0.352,2.27,2.27,2.266
446.8,440.9,3.9572,0.90815,0.884,0.352,2.28,2.26,2.278
446.9,441.1,3.9572,0.90796,0.883,0.352,2.28,2.27,2.281
447.0,441.4,3.9572,0.90895,0.882,0.352,2.27,2.28,2.273
447.1,441.7,3.9572,0.91071,0.879,0.352,2.27,2.28,2.249
447.2,442.0,3.9573,0.91262,0.880,0.352,2.28,2.27,2.236
447.3,442.3,3.9572,0.91383,0.882,0.353,2.28,2.26,2.258
447.4,442.6,3.9569,0.91416,0.884,0.354,2.28,2.26,2.299
447.5,442.8,3.9565,0.91471,0.884,0.355,2.28,2.28,2.307
447.6,443.1,3.9561,0.91608,0.880,0.355,2.27,2.29,2.288
447.7,443.4,3.9559,0.91725,0.880,0.355,2.28,2.29,2.288
447.8,443.7,3.9558,0.91736,0.883,0.355,2.28,2.28,2.306
447.9,444.0,3.9559,0.91722,0.881,0.355,2.28,2.27,2.309
448.0,444.2,3.9559,0.91787,0.877,0.354,2.27,2.27,2.293
448.1,444.5,3.9559,0.91917,0.876,0.353,2.28,2.26,2.287
448.2,444.8,3.9559,0.9206,0.880,0.353,2.29,2.25,2.306
448.3,445.1,3.9557,0.92153,0.883,0.354,2.30,2.25,2.321
448.4,445.4,3.9553,0.92145,0.884,0.355,2.29,2.28,2.315
448.5,445.7,3.9548,0.92114,0.884,0.357,2.29,2.31,2.304
448.6,445.9,3.9545,0.92225,0.884,0.357,2.29,2.32,2.299
448.7,446.2,3.9545,0.92453,0.884,0.356,2.29,2.33,2.303
448.8,446.5,3.9546,0.9259,0.885,0.356,2.30,2.32,2.311
448.9,446.8,3.9547,0.92575,0.885,0.357,2.30,2.32,2.318
449.0,447.1,3.9545,0.92573,0.884,0.359,2.28,2.32,2.316
449.1,447.3,3.9540,0.92668,0.881,0.360,2.27,2.34,2.306
449.2,447.6,3.9536,0.92736,0.879,0.358,2.28,2.34,2.299
449.3,447.9,3.9534,0.92691,0.881,0.356,2.29,2.33,2.311
449.4,448.2,3.9533,0.92657,0.882,0.355,2.30,2.31,2.336
449.5,448.5,3.9529,0.92763,0.882,0.356,2.30,2.32,2.363
449.6,448.7,3.9524,0.92973,0.885,0.355,2.32,2.34,2.369
449.7,449.0,3.9521,0.93196,0.888,0.354,2.34,2.35,2.349
449.8,449.3,3.9520,0.93346,0.892,0.354,2.35,2.35,2.347
449.9,449.6,3.9519,0.93351,0.893,0.355,2.35,2.35,2.364
450.0,449.9,3.9519,0.93282,0.892,0.355,2.34,2.36,2.378
450.1,450.2,3.9520,0.93292,0.888,0.354,2.34,2.36,2.364
450.2,450.4,3.9520,0.9339,0.885,0.354,2.34,2.37,2.349
450.3,450.7,3.9519,0.93459,0.887,0.355,2.34,2.38,2.351
450.4,451.0,3.9520,0.93467,0.888,0.356,2.33,2.38,2.351
450.5,451.3,3.9519,0.93494,0.885,0.356,2.33,2.39,2.336
450.6,451.6,3.9519,0.93585,0.881,0.355,2.32,2.38,2.321
450.7,451.8,3.9520,0.93708,0.883,0.355,2.33,2.36,2.330
450.8,452.1,3.9520,0.93836,0.887,0.354,2.35,2.34,2.350
450.9,452.4,3.9519,0.9398,0.886,0.353,2.36,2.33,2.354
451.0,452.7,3.9519,0.9414,0.881,0.352,2.36,2.35,2.346
451.1,453.0,3.9517,0.94256,0.881,0.352,2.36,2.36,2.349
451.2,453.3,3.9512,0.94276,0.883,0.352,2.37,2.36,2.356
451.3,453.5,3.9507,0.94288,0.883,0.351,2.38,2.36,2.364
451.4,453.8,3.9505,0.94398,0.883,0.349,2.39,2.36,2.374
451.5,454.1,3.9506,0.94574,0.884,0.351,2.39,2.36,2.381
451.6,454.4,3.9507,0.94723,0.886,0.353,2.38,2.36,2.387
451.7,454.7,3.9506,0.94804,0.887,0.355,2.37,2.37,2.386
451.8,455.0,3.9506,0.94807,0.886,0.355,2.36,2.37,2.381
451.9,455.2,3.9506,0.94769,0.884,0.356,2.36,2.37,2.373
452.0,455.5,3.9506,0.94761,0.881,0.357,2.34,2.37,2.362
452.1,455.8,3.9506,0.94812,0.878,0.356,2.34,2.37,2.356
452.2,456.1,3.9506,0.94903,0.877,0.355,2.35,2.36,2.347
452.3,456.4,3.9507,0.95008,0.877,0.354,2.36,2.36,2.340
452.4,456.7,3.9506,0.95095,0.879,0.353,2.36,2.35,2.345
452.5,456.9,3.9503,0.95148,0.881,0.353,2.37,2.35,2.359
452.6,457.2,3.9500,0.952,0.880,0.353,2.37,2.36,2.369
452.7,457.5,3.9497,0.95277,0.882,0.353,2.38,2.37,2.378
452.8,457.8,3.9493,0.95363,0.883,0.353,2.38,2.37,2.390
452.9,458.1,3.9488,0.9544,0.885,0.354,2.38,2.39,2.401
453.0,458.4,3.9484,0.95494,0.885,0.355,2.38,2.40,2.396
453.1,458.6,3.9483,0.95526,0.882,0.355,2.37,2.41,2.386
453.2,458.9,3.9483,0.95594,0.884,0.356,2.37,2.40,2.397
453.3,459.2,3.9484,0.95767,0.887,0.356,2.39,2.38,2.422
453.4,459.5,3.9483,0.95982,0.890,0.356,2.40,2.38,2.434
453.5,459.8,3.9484,0.96103,0.888,0.355,2.40,2.39,2.422
453.6,460.0,3.9484,0.96116,0.886,0.355,2.40,2.41,2.407
453.7,460.3,3.9483,0.96115,0.885,0.355,2.39,2.41,2.405
453.8,460.6,3.9480,0.96154,0.886,0.355,2.40,2.41,2.412
453.9,460.9,3.9476,0.96235,0.887,0.355,2.41,2.40,2.413
454.0,461.2,3.9472,0.96349,0.888,0.354,2.42,2.41,2.406
454.1,461.4,3.9470,0.96476,0.887,0.354,2.42,2.42,2.395
454.2,461.7,3.9470,0.96581,0.885,0.353,2.42,2.42,2.392
454.3,462.0,3.9470,0.96606,0.886,0.352,2.43,2.42,2.411
454.4,462.3,3.9468,0.96522,0.888,0.352,2.43,2.41,2.427
454.5,462.6,3.9467,0.96438,0.887,0.354,2.42,2.42,2.426
454.6,462.9,3.9467,0.96466,0.884,0.357,2.39,2.43,2.416
454.7,463.1,3.9467,0.96605,0.882,0.358,2.38,2.44,2.405
454.8,463.4,3.9464,0.96815,0.885,0.358,2.39,2.43,2.412
454.9,463.7,3.9459,0.96994,0.890,0.357,2.42,2.43,2.431
455.0,464.0,3.9455,0.97029,0.892,0.355,2.44,2.44,2.439
455.1,464.3,3.9454,0.96951,0.892,0.355,2.43,2.45,2.442
455.2,464.5,3.9454,0.96891,0.890,0.357,2.42,2.45,2.440
455.3,464.8,3.9454,0.96901,0.886,0.358,2.40,2.45,2.438
455.4,465.1,3.9454,0.96954,0.887,0.357,2.41,2.45,2.441
455.5,465.4,3.9454,0.97031,0.888,0.356,2.42,2.45,2.439
455.6,465.7,3.9454,0.97127,0.885,0.355,2.42,2.45,2.425
455.7,465.9,3.9454,0.97239,0.883,0.355,2.42,2.44,2.420
455.8,466.2,3.9454,0.97364,0.886,0.356,2.42,2.42,2.434
455.9,466.5,3.9451,0.97498,0.890,0.357,2.43,2.42,2.454
456.0,466.8,3.9447,0.97632,0.891,0.356,2.44,2.44,2.457
456.1,467.1,3.9444,0.97756,0.889,0.356,2.44,2.45,2.441
456.2,467.4,3.9441,0.97839,0.886,0.357,2.43,2.46,2.428
456.3,467.6,3.9440,0.97857,0.884,0.357,2.43,2.45,2.426
456.4,467.9,3.9440,0.97836,0.884,0.355,2.43,2.45,2.434
456.5,468.2,3.9441,0.97818,0.885,0.355,2.44,2.44,2.445
456.6,468.5,3.9441,0.97829,0.884,0.355,2.43,2.45,2.436
456.7,468.8,3.9441,0.97882,0.882,0.357,2.42,2.45,2.415
456.8,469.0,3.9441,0.97967,0.883,0.357,2.43,2.45,2.417
456.9,469.3,3.9441,0.98054,0.885,0.356,2.44,2.44,2.443
457.0,469.6,3.9441,0.98134,0.887,0.355,2.45,2.44,2.470
457.1,469.9,3.9441,0.98214,0.887,0.356,2.45,2.44,2.470
457.2,470.2,3.9440,0.98289,0.884,0.357,2.44,2.45,2.453
457.3,470.4,3.9437,0.98326,0.884,0.357,2.43,2.45,2.446
457.4,470.7,3.9432,0.98325,0.884,0.357,2.44,2.45,2.449
457.5,471.0,3.9427,0.98382,0.885,0.356,2.45,2.44,2.444
457.6,471.3,3.9426,0.98562,0.886,0.355,2.46,2.44,2.438
457.7,471.6,3.9427,0.98763,0.885,0.354,2.47,2.44,2.439
457.8,471.8,3.9428,0.98863,0.883,0.355,2.46,2.45,2.449
457.9,472.1,3.9427,0.98854,0.885,0.356,2.46,2.45,2.459
458.0,472.4,3.9427,0.98776,0.888,0.357,2.46,2.46,2.460
458.1,472.7,3.9426,0.98718,0.889,0.357,2.46,2.47,2.459
458.2,473.0,3.9421,0.98781,0.884,0.356,2.45,2.48,2.455
458.3,473.3,3.9414,0.98928,0.879,0.355,2.45,2.48,2.450
458.4,473.5,3.9411,0.99024,0.881,0.355,2.46,2.46,2.461
458.5,473.8,3.9411,0.99047,0.886,0.355,2.47,2.45,2.480
458.6,474.1,3.9413,0.99092,0.886,0.356,2.47,2.45,2.483
458.7,474.4,3.9413,0.99192,0.885,0.357,2.46,2.47,2.484
458.8,474.7,3.9411,0.99269,0.887,0.357,2.47,2.47,2.487
458.9,474.9,3.9407,0.99289,0.890,0.358,2.47,2.47,2.493
459.0,475.2,3.9402,0.9932,0.892,0.358,2.48,2.48,2.510
459.1,475.5,3.9399,0.99417,0.890,0.357,2.48,2.49,2.516
459.2,475.8,3.9398,0.99554,0.890,0.356,2.49,2.49,2.514
459.3,476.1,3.9398,0.99678,0.890,0.355,2.50,2.49,2.506
459.4,476.3,3.9395,0.9971,0.888,0.355,2.50,2.49,2.494
459.5,476.6,3.9389,0.99587,0.887,0.354,2.50,2.50,2.486
459.6,476.9,3.9381,0.99443,0.886,0.353,2.49,2.50,2.481
459.7,477.2,3.9374,0.99483,0.886,0.353,2.50,2.50,2.483
459.8,477.5,3.9370,0.99653,0.886,0.354,2.49,2.50,2.492
459.9,477.8,3.9369,0.99753,0.886,0.356,2.48,2.51,2.500
460.0,478.0,3.9369,0.99752,0.889,0.357,2.48,2.51,2.510
460.1,478.3,3.9369,0.99773,0.892,0.357,2.50,2.51,2.518
460.2,478.6,3.9368,0.99863,0.895,0.356,2.51,2.51,2.524
460.3,478.9,3.9365,0.99975,0.893,0.355,2.52,2.51,2.520
460.4,479.2,3.9360,1.00068,0.886,0.355,2.50,2.52,2.504
460.5,479.4,3.9356,1.00122,0.886,0.356,2.49,2.51,2.501
460.6,479.7,3.9355,1.0014,0.890,0.357,2.50,2.49,2.507
460.7,480.0,3.9356,1.00175,0.890,0.357,2.50,2.50,2.507
460.8,480.3,3.9356,1.00256,0.887,0.357,2.49,2.51,2.506
460.9,480.6,3.9356,1.00308,0.888,0.357,2.50,2.52,2.517
461.0,480.8,3.9357,1.00261,0.893,0.356,2.51,2.51,2.534
461.1,481.1,3.9357,1.0022,0.893,0.356,2.52,2.50,2.535
461.2,481.4,3.9353,1.00328,0.890,0.355,2.51,2.52,2.527
461.3,481.7,3.9347,1.00489,0.890,0.355,2.52,2.53,2.522
461.4,482.0,3.9343,1.00493,0.890,0.355,2.52,2.53,2.512
461.5,482.3,3.9341,1.00385,0.890,0.355,2.51,2.53,2.497
461.6,482.5,3.9341,1.00398,0.889,0.355,2.51,2.52,2.490
461.7,482.8,3.9342,1.00553,0.889,0.356,2.51,2.52,2.497
461.8,483.1,3.9339,1.00642,0.890,0.357,2.51,2.52,2.515
461.9,483.4,3.9333,1.00602,0.890,0.357,2.51,2.52,2.528
462.0,483.7,3.9328,1.00607,0.891,0.357,2.51,2.52,2.528
462.1,483.9,3.9325,1.0075,0.889,0.357,2.51,2.51,2.522
462.2,484.2,3.9324,1.00884,0.888,0.357,2.51,2.50,2.524
462.3,484.5,3.9325,1.00885,0.890,0.356,2.52,2.49,2.529
462.4,484.8,3.9324,1.0081,0.888,0.356,2.52,2.50,2.526
462.5,485.1,3.9322,1.00746,0.884,0.355,2.51,2.51,2.512
462.6,485.3,3.9319,1.00737,0.884,0.355,2.51,2.51,2.511
462.7,485.6,3.9314,1.00806,0.888,0.355,2.52,2.51,2.527
462.8,485.9,3.9310,1.00887,0.892,0.355,2.53,2.52,2.533
462.9,486.2,3.9308,1.00884,0.892,0.356,2.53,2.53,2.529
463.0,486.5,3.9308,1.00823,0.892,0.357,2.52,2.54,2.527
463.1,486.7,3.9310,1.00805,0.892,0.357,2.52,2.53,2.529
463.2,487.0,3.9310,1.00862,0.892,0.355,2.53,2.53,2.533
463.3,487.3,3.9307,1.00955,0.890,0.355,2.53,2.54,2.529
463.4,487.6,3.9302,1.01041,0.888,0.355,2.53,2.55,2.515
463.5,487.9,3.9297,1.0107,0.888,0.356,2.52,2.55,2.496
463.6,488.2,3.9294,1.01028,0.888,0.357,2.52,2.54,2.481
463.7,488.4,3.9294,1.0097,0.887,0.356,2.51,2.52,2.481
463.8,488.7,3.9293,1.00952,0.887,0.356,2.52,2.52,2.496
463.9,489.0,3.9294,1.01011,0.890,0.356,2.53,2.52,2.522
464.0,489.3,3.9294,1.01157,0.894,0.357,2.54,2.53,2.545
464.1,489.6,3.9294,1.01303,0.896,0.356,2.55,2.54,2.555
464.2,489.8,3.9292,1.01357,0.896,0.356,2.55,2.55,2.556
464.3,490.1,3.9289,1.01367,0.897,0.356,2.55,2.55,2.558
464.4,490.4,3.9282,1.01421,0.901,0.357,2.56,2.54,2.562
464.5,490.7,3.9273,1.01495,0.901,0.357,2.57,2.56,2.564
464.6,491.0,3.9268,1.015,0.898,0.355,2.57,2.57,2.552
464.7,491.2,3.9267,1.0145,0.893,0.355,2.55,2.58,2.532
464.8,491.5,3.9267,1.01438,0.889,0.357,2.53,2.57,2.520
464.9,491.8,3.9266,1.01483,0.889,0.358,2.52,2.55,2.519
465.0,492.1,3.9263,1.01511,0.891,0.359,2.52,2.54,2.528
465.1,492.4,3.9256,1.01491,0.890,0.358,2.52,2.53,2.536
465.2,492.6,3.9251,1.0147,0.886,0.358,2.51,2.53,2.533
465.3,492.9,3.9251,1.01488,0.884,0.357,2.51,2.52,2.524
465.4,493.2,3.9252,1.01528,0.886,0.356,2.53,2.52,2.523
465.5,493.5,3.9252,1.01561,0.890,0.355,2.54,2.52,2.526
465.6,493.8,3.9249,1.01523,0.890,0.356,2.54,2.53,2.522
465.7,494.0,3.9244,1.01377,0.886,0.357,2.52,2.54,2.515
465.8,494.3,3.9238,1.01272,0.883,0.358,2.50,2.52,2.525
465.9,494.6,3.9235,1.01396,0.884,0.357,2.51,2.51,2.553
466.0,494.9,3.9236,1.01616,0.884,0.356,2.52,2.51,2.572
466.1,495.2,3.9237,1.0164,0.885,0.356,2.53,2.52,2.574
466.2,495.4,3.9237,1.0149,0.887,0.356,2.53,2.53,2.567
466.3,495.7,3.9236,1.01435,0.886,0.356,2.53,2.54,2.550
466.4,496.0,3.9235,1.01525,0.884,0.356,2.52,2.54,2.533
466.5,496.3,3.9232,1.01559,0.882,0.356,2.52,2.53,2.515
466.6,496.6,3.9227,1.01461,0.878,0.356,2.50,2.53,2.500
466.7,496.8,3.9223,1.01393,0.875,0.357,2.49,2.53,2.497
466.8,497.1,3.9223,1.01459,0.876,0.358,2.48,2.52,2.507
466.9,497.4,3.9223,1.01569,0.880,0.358,2.50,2.52,2.521
467.0,497.7,3.9223,1.01628,0.885,0.357,2.52,2.52,2.536
467.1,498.0,3.9223,1.01611,0.887,0.355,2.54,2.52,2.548
467.2,498.3,3.9224,1.01524,0.885,0.354,2.54,2.53,2.541
467.3,498.5,3.9224,1.01454,0.884,0.355,2.53,2.53,2.527
467.4,498.8,3.9220,1.01496,0.886,0.356,2.53,2.53,2.526
467.5,499.1,3.9214,1.01597,0.890,0.355,2.54,2.52,2.536
467.6,499.4,3.9210,1.01634,0.892,0.354,2.56,2.54,2.550
467.7,499.7,3.9208,1.0157,0.894,0.354,2.56,2.55,2.563
467.8,499.9,3.9208,1.01433,0.891,0.357,2.54,2.55,2.559
467.9,500.2,3.9209,1.01302,0.890,0.358,2.52,2.53,2.548
468.0,500.5,3.9207,1.01302,0.892,0.358,2.53,2.51,2.542
468.1,500.8,3.9201,1.01434,0.893,0.357,2.54,2.52,2.535
468.2,501.1,3.9196,1.01512,0.894,0.357,2.55,2.55,2.540
468.3,501.3,3.9194,1.01447,0.894,0.357,2.54,2.56,2.543
468.4,501.6,3.9193,1.01373,0.891,0.357,2.53,2.57,2.538
468.5,501.9,3.9193,1.01395,0.887,0.358,2.52,2.56,2.530
468.6,502.2,3.9193,1.01433,0.885,0.358,2.51,2.54,2.520
468.7,502.5,3.9192,1.01402,0.884,0.358,2.50,2.52,2.517
468.8,502.7,3.9190,1.01384,0.885,0.358,2.50,2.52,2.523
468.9,503.0,3.9186,1.01484,0.887,0.359,2.51,2.52,2.534
469.0,503.3,3.9181,1.01619,0.889,0.357,2.53,2.52,2.542
469.1,503.6,3.9179,1.01628,0.890,0.355,2.55,2.53,2.541
469.2,503.9,3.9179,1.01516,0.890,0.355,2.55,2.54,2.535
469.3,504.1,3.9180,1.01397,0.889,0.356,2.53,2.54,2.534
469.4,504.4,3.9181,1.01331,0.890,0.357,2.52,2.54,2.539
469.5,504.7,3.9178,1.01321,0.891,0.358,2.53,2.53,2.549
469.6,505.0,3.9174,1.01345,0.891,0.358,2.52,2.52,2.551
469.7,505.3,3.9169,1.01355,0.890,0.358,2.52,2.52,2.545
469.8,505.5,3.9166,1.01325,0.889,0.358,2.52,2.53,2.535
469.9,505.8,3.9165,1.01277,0.889,0.358,2.52,2.53,2.540
470.0,506.1,3.9166,1.01236,0.889,0.357,2.52,2.52,2.545
470.1,506.4,3.9165,1.01206,0.887,0.357,2.52,2.52,2.537
470.2,506.7,3.9163,1.01187,0.886,0.357,2.51,2.54,2.531
470.3,506.9,3.9160,1.01196,0.885,0.357,2.51,2.55,2.528
470.4,507.2,3.9155,1.01245,0.887,0.355,2.53,2.55,2.528
470.5,507.5,3.9151,1.01284,0.888,0.355,2.53,2.53,2.529
470.6,507.8,3.9149,1.0124,0.888,0.356,2.53,2.52,2.524
470.7,508.1,3.9150,1.01129,0.889,0.356,2.53,2.52,2.520
470.8,508.3,3.9150,1.01016,0.891,0.356,2.53,2.52,2.523
470.9,508.6,3.9149,1.00948,0.891,0.355,2.53,2.53,2.530
471.0,508.9,3.9145,1.00943,0.891,0.356,2.53,2.53,2.543
471.1,509.2,3.9139,1.00971,0.891,0.356,2.53,2.54,2.543
471.2,509.5,3.9135,1.00937,0.894,0.356,2.54,2.54,2.534
471.3,509.8,3.9135,1.00823,0.896,0.357,2.53,2.53,2.527
471.4,510.0,3.9136,1.00767,0.894,0.357,2.53,2.54,2.529
471.5,510.3,3.9135,1.00845,0.892,0.357,2.52,2.55,2.538
471.6,510.6,3.9133,1.009,0.891,0.358,2.51,2.55,2.538
471.7,510.9,3.9127,1.00796,0.891,0.358,2.50,2.54,2.529
471.8,511.1,3.9121,1.0069,0.890,0.360,2.49,2.53,2.515
471.9,511.4,3.9119,1.00773,0.891,0.362,2.48,2.52,2.512
472.0,511.7,3.9120,1.0093,0.892,0.360,2.50,2.53,2.527
472.1,512.0,3.9121,1.00931,0.894,0.357,2.53,2.53,2.543
472.2,512.3,3.9121,1.00808,0.893,0.355,2.53,2.53,2.542
472.3,512.5,3.9118,1.00761,0.890,0.356,2.52,2.54,2.522
472.4,512.8,3.9113,1.00817,0.888,0.358,2.50,2.54,2.509
472.5,513.1,3.9108,1.00836,0.889,0.358,2.50,2.53,2.518
472.6,513.4,3.9105,1.00758,0.892,0.358,2.51,2.52,2.533
472.7,513.7,3.9105,1.00645,0.893,0.358,2.51,2.52,2.536
472.8,513.9,3.9106,1.00551,0.894,0.359,2.51,2.53,2.529
472.9,514.2,3.9105,1.00496,0.894,0.358,2.51,2.54,2.519
473.0,514.5,3.9099,1.00487,0.891,0.358,2.50,2.54,2.514
473.1,514.8,3.9091,1.00498,0.892,0.358,2.50,2.53,2.528
473.2,515.1,3.9083,1.00506,0.894,0.359,2.50,2.51,2.537
473.3,515.3,3.9076,1.00539,0.893,0.359,2.50,2.52,2.523
473.4,515.6,3.9074,1.00631,0.893,0.358,2.51,2.52,2.513
473.5,515.9,3.9075,1.00708,0.892,0.359,2.50,2.52,2.518
473.6,516.2,3.9075,1.00658,0.893,0.361,2.49,2.52,2.533
473.7,516.4,3.9074,1.00505,0.893,0.362,2.48,2.52,2.540
473.8,516.7,3.9070,1.00369,0.892,0.362,2.47,2.51,2.525
473.9,517.0,3.9064,1.00298,0.891,0.363,2.46,2.50,2.512
474.0,517.3,3.9060,1.0026,0.890,0.363,2.46,2.50,2.505
474.1,517.6,3.9060,1.0023,0.888,0.360,2.47,2.51,2.503
474.2,517.8,3.9061,1.00211,0.889,0.356,2.50,2.52,2.510
474.3,518.1,3.9062,1.00199,0.892,0.353,2.53,2.51,2.518
474.4,518.4,3.9061,1.00174,0.891,0.355,2.52,2.50,2.507
474.5,518.7,3.9057,1.00114,0.889,0.358,2.48,2.51,2.491
474.6,519.0,3.9052,1.0002,0.890,0.360,2.48,2.51,2.500
474.7,519.2,3.9049,0.99904,0.893,0.359,2.48,2.50,2.515
474.8,519.5,3.9048,0.99831,0.892,0.358,2.49,2.51,2.509
474.9,519.8,3.9048,0.99873,0.891,0.357,2.49,2.50,2.499
475.0,520.1,3.9048,0.99965,0.890,0.357,2.49,2.50,2.498
475.1,520.4,3.9048,0.99966,0.889,0.358,2.49,2.49,2.508
475.2,520.6,3.9048,0.99883,0.890,0.359,2.48,2.49,2.518
475.3,520.9,3.9047,0.99851,0.892,0.359,2.48,2.49,2.519
475.4,521.2,3.9044,0.99912,0.892,0.358,2.49,2.50,2.512
475.5,521.5,3.9040,0.99975,0.891,0.356,2.50,2.51,2.499
475.6,521.8,3.9037,0.9998,0.891,0.355,2.51,2.51,2.496
475.7,522.0,3.9035,0.99938,0.890,0.356,2.50,2.51,2.495
475.8,522.3,3.9034,0.99869,0.888,0.356,2.49,2.51,2.494
475.9,522.6,3.9035,0.99794,0.888,0.355,2.50,2.49,2.493
476.0,522.9,3.9035,0.99727,0.887,0.353,2.50,2.48,2.482
476.1,523.2,3.9035,0.99652,0.886,0.352,2.50,2.48,2.477
476.2,523.4,3.9034,0.99552,0.886,0.352,2.51,2.48,2.484
476.3,523.7,3.9035,0.99463,0.890,0.353,2.51,2.48,2.495
476.4,524.0,3.9035,0.9943,0.894,0.353,2.52,2.48,2.506
476.5,524.3,3.9035,0.99402,0.895,0.355,2.51,2.49,2.511
476.6,524.6,3.9032,0.99291,0.892,0.357,2.48,2.50,2.504
476.7,524.9,3.9027,0.99146,0.889,0.357,2.47,2.52,2.496
476.8,525.1,3.9023,0.99109,0.890,0.356,2.48,2.52,2.498
476.9,525.4,3.9022,0.99201,0.891,0.356,2.48,2.50,2.504
477.0,525.7,3.9022,0.99312,0.890,0.358,2.47,2.48,2.502
477.1,526.0,3.9022,0.99365,0.890,0.358,2.47,2.47,2.497
477.2,526.3,3.9021,0.99343,0.893,0.358,2.48,2.47,2.502
477.3,526.5,3.9019,0.99253,0.894,0.357,2.48,2.48,2.503
477.4,526.8,3.9015,0.99159,0.893,0.357,2.48,2.50,2.498
477.5,527.1,3.9010,0.99115,0.890,0.356,2.48,2.50,2.495
477.6,527.4,3.9006,0.99122,0.890,0.357,2.47,2.49,2.499
477.7,527.7,3.9006,0.99162,0.891,0.357,2.47,2.48,2.501
477.8,527.9,3.9007,0.99172,0.890,0.357,2.47,2.47,2.491
477.9,528.2,3.9003,0.99093,0.889,0.357,2.47,2.47,2.481
478.0,528.5,3.8997,0.9897,0.890,0.358,2.46,2.46,2.481
478.1,528.8,3.8993,0.98899,0.892,0.358,2.47,2.46,2.491
478.2,529.1,3.8991,0.98898,0.894,0.357,2.47,2.46,2.498
478.3,529.3,3.8991,0.98936,0.892,0.357,2.47,2.46,2.491
478.4,529.6,3.8990,0.98972,0.891,0.357,2.47,2.47,2.483
478.5,529.9,3.8986,0.98961,0.893,0.358,2.47,2.48,2.484
478.6,530.2,3.8979,0.98891,0.895,0.358,2.47,2.48,2.492
478.7,530.5,3.8972,0.98803,0.893,0.358,2.47,2.49,2.492
478.8,530.7,3.8966,0.98728,0.890,0.357,2.46,2.48,2.481
478.9,531.0,3.8963,0.98685,0.890,0.357,2.46,2.47,2.477
479.0,531.3,3.8963,0.9868,0.893,0.357,2.47,2.44,2.481
479.1,531.6,3.8963,0.98703,0.896,0.358,2.47,2.44,2.500
