Temp,time,DSC,Heat Capacity,Heating Rate,Sensitivity
444,434,0.39746,0.9929,0.3539,0.884
444.1,434.3,0.3976,0.993,0.3516,0.878
444.2,434.5,0.39755,0.9931,0.3501,0.875
444.3,434.8,0.39731,0.9932,0.3509,0.877
444.4,435.1,0.3971,0.9933,0.3535,0.884
444.5,435.4,0.39705,0.9934,0.355,0.888
444.6,435.7,0.39719,0.9935,0.3535,0.884
444.7,436,0.39747,0.9936,0.3527,0.882
444.8,436.2,0.39777,0.9937,0.3542,0.885
444.9,436.5,0.39797,0.9938,0.355,0.886
445,436.8,0.39802,0.9939,0.3531,0.882
445.1,437.1,0.39792,0.994,0.3516,0.878
445.2,437.4,0.39783,0.9941,0.3524,0.88
445.3,437.7,0.39794,0.9942,0.3539,0.884
445.4,437.9,0.39816,0.9943,0.3535,0.883
445.5,438.2,0.39836,0.9944,0.3524,0.88
445.6,438.5,0.39849,0.9945,0.352,0.878
445.7,438.8,0.3985,0.9946,0.3524,0.879
445.8,439.1,0.39849,0.9947,0.3539,0.883
445.9,439.4,0.39856,0.9948,0.3546,0.885
446,439.6,0.3987,0.9949,0.3539,0.883
446.1,439.9,0.39879,0.995,0.3527,0.88
446.2,440.2,0.39881,0.9951,0.3527,0.88
446.3,440.5,0.39886,0.9952,0.3535,0.882
446.4,440.8,0.39896,0.9953,0.3535,0.882
446.5,441.1,0.39897,0.9954,0.3527,0.88
446.6,441.3,0.39885,0.9955,0.3524,0.879
446.7,441.6,0.39872,0.9956,0.3531,0.882
446.8,441.9,0.39871,0.9957,0.3539,0.884
446.9,442.2,0.3989,0.9958,0.3539,0.883
447,442.5,0.39926,0.9959,0.3535,0.882
447.1,442.8,0.3995,0.996,0.3527,0.879
447.2,443,0.39933,0.9961,0.3527,0.88
447.3,443.3,0.399,0.9962,0.3531,0.882
447.4,443.6,0.39893,0.9963,0.3539,0.884
447.5,443.9,0.39904,0.9964,0.3539,0.884
447.6,444.2,0.39903,0.9965,0.3524,0.88
447.7,444.5,0.39895,0.9966,0.3524,0.88
447.8,444.7,0.39911,0.9967,0.3535,0.883
447.9,445,0.39951,0.9968,0.3531,0.881
448,445.3,0.39981,0.9969,0.3516,0.877
448.1,445.6,0.39985,0.997,0.3512,0.876
448.2,445.9,0.39972,0.9971,0.3527,0.88
448.3,446.2,0.39954,0.9972,0.3539,0.883
448.4,446.4,0.39957,0.9973,0.3542,0.884
448.5,446.7,0.39988,0.9974,0.3546,0.884
448.6,447,0.40021,0.9975,0.3546,0.884
448.7,447.3,0.4003,0.9976,0.3546,0.884
448.8,447.6,0.40019,0.9977,0.355,0.885
448.9,447.9,0.4,0.9978,0.355,0.885
449,448.1,0.39987,0.9979,0.3542,0.884
449.1,448.4,0.39997,0.998,0.3531,0.881
449.2,448.7,0.40012,0.9981,0.3524,0.879
449.3,449,0.40007,0.9982,0.3531,0.881
449.4,449.3,0.39991,0.9983,0.3535,0.882
449.5,449.5,0.39992,0.9983,0.3535,0.882
449.6,449.8,0.40015,0.9984,0.3546,0.885
449.7,450.1,0.40035,0.9985,0.3561,0.888
449.8,450.4,0.40043,0.9986,0.3577,0.892
449.9,450.7,0.40049,0.9987,0.358,0.893
450,451,0.40058,0.9988,0.3577,0.892
450.1,451.2,0.40062,0.9989,0.3561,0.888
450.2,451.5,0.40057,0.999,0.355,0.885
450.3,451.8,0.40054,0.9991,0.3557,0.887
450.4,452.1,0.40064,0.9992,0.3561,0.888
450.5,452.4,0.40075,0.9993,0.355,0.885
450.6,452.6,0.40078,0.9994,0.3535,0.881
450.7,452.9,0.40074,0.9995,0.3539,0.883
450.8,453.2,0.40071,0.9996,0.3554,0.887
450.9,453.5,0.4007,0.9997,0.355,0.886
451,453.8,0.40067,0.9998,0.3531,0.881
451.1,454.1,0.40068,0.9999,0.3531,0.881
451.2,454.3,0.4009,1,0.3539,0.883
451.3,454.6,0.4012,1.0001,0.3542,0.883
451.4,454.9,0.40119,1.0002,0.3542,0.883
451.5,455.2,0.40082,1.0003,0.3542,0.884
451.6,455.5,0.40061,1.0004,0.355,0.886
451.7,455.7,0.40084,1.0005,0.3554,0.887
451.8,456,0.40116,1.0006,0.3554,0.886
451.9,456.3,0.40129,1.0007,0.3546,0.884
452,456.6,0.40129,1.0008,0.3531,0.881
452.1,456.9,0.40126,1.0009,0.352,0.878
452.2,457.2,0.40125,1.001,0.3516,0.877
452.3,457.4,0.40126,1.0011,0.3516,0.877
452.4,457.7,0.40132,1.0012,0.3524,0.879
452.5,458,0.40149,1.0013,0.3531,0.881
452.6,458.3,0.40162,1.0014,0.3531,0.88
452.7,458.6,0.40153,1.0015,0.3535,0.882
452.8,458.9,0.4013,1.0016,0.3539,0.883
452.9,459.1,0.40127,1.0017,0.3546,0.885
453,459.4,0.4015,1.0017,0.3546,0.885
453.1,459.7,0.4018,1.0018,0.3539,0.882
453.2,460,0.40203,1.0019,0.3546,0.884
453.3,460.3,0.4021,1.002,0.3561,0.887
453.4,460.5,0.40198,1.0021,0.3569,0.89
453.5,460.8,0.40178,1.0022,0.3561,0.888
453.6,461.1,0.40164,1.0023,0.355,0.886
453.7,461.4,0.40162,1.0024,0.3546,0.885
453.8,461.7,0.40177,1.0025,0.355,0.886
453.9,462,0.40194,1.0026,0.3557,0.887
454,462.2,0.40196,1.0027,0.3561,0.888
454.1,462.5,0.40194,1.0028,0.3554,0.887
454.2,462.8,0.40207,1.0029,0.3546,0.885
454.3,463.1,0.40227,1.003,0.3554,0.886
454.4,463.4,0.40234,1.0031,0.3561,0.888
454.5,463.6,0.40227,1.0032,0.3557,0.887
454.6,463.9,0.40226,1.0033,0.3546,0.884
454.7,464.2,0.40238,1.0034,0.3539,0.882
454.8,464.5,0.40251,1.0035,0.355,0.885
454.9,464.8,0.40259,1.0036,0.3569,0.89
455,465.1,0.40252,1.0037,0.3577,0.892
455.1,465.3,0.40233,1.0038,0.3577,0.892
455.2,465.6,0.40225,1.0039,0.3565,0.89
455.3,465.9,0.40246,1.004,0.3554,0.886
455.4,466.2,0.40269,1.004,0.3557,0.887
455.5,466.5,0.40267,1.0041,0.3561,0.888
455.6,466.7,0.40261,1.0042,0.355,0.885
455.7,467,0.40278,1.0043,0.3542,0.883
455.8,467.3,0.40303,1.0044,0.3554,0.886
455.9,467.6,0.40301,1.0045,0.3569,0.89
456,467.9,0.4028,1.0046,0.3573,0.891
456.1,468.1,0.40274,1.0047,0.3565,0.889
456.2,468.4,0.40287,1.0048,0.3554,0.886
456.3,468.7,0.40297,1.0049,0.3546,0.884
456.4,469,0.40297,1.005,0.3546,0.884
456.5,469.3,0.40307,1.0051,0.355,0.885
456.6,469.5,0.40332,1.0052,0.3546,0.884
456.7,469.8,0.40343,1.0053,0.3539,0.882
456.8,470.1,0.40326,1.0054,0.3542,0.883
456.9,470.4,0.4031,1.0055,0.355,0.885
457,470.7,0.40326,1.0056,0.3557,0.887
457.1,471,0.40346,1.0057,0.3557,0.887
457.2,471.2,0.4034,1.0058,0.3546,0.884
457.3,471.5,0.40326,1.0058,0.3542,0.884
457.4,471.8,0.40336,1.0059,0.3546,0.884
457.5,472.1,0.40357,1.006,0.355,0.885
457.6,472.4,0.40349,1.0061,0.3554,0.886
457.7,472.6,0.40319,1.0062,0.3546,0.885
457.8,472.9,0.40313,1.0063,0.3539,0.883
457.9,473.2,0.40341,1.0064,0.3546,0.885
458,473.5,0.40371,1.0065,0.3561,0.888
458.1,473.8,0.40387,1.0066,0.3565,0.889
458.2,474.1,0.40398,1.0067,0.3546,0.884
458.3,474.3,0.40408,1.0068,0.3527,0.879
458.4,474.6,0.4041,1.0069,0.3535,0.881
458.5,474.9,0.40402,1.007,0.3554,0.886
458.6,475.2,0.40389,1.0071,0.3554,0.886
458.7,475.5,0.4038,1.0072,0.355,0.885
458.8,475.7,0.4038,1.0073,0.3557,0.887
458.9,476,0.40391,1.0074,0.3569,0.89
459,476.3,0.404,1.0074,0.3577,0.892
459.1,476.6,0.40391,1.0075,0.3569,0.89
459.2,476.9,0.40373,1.0076,0.3565,0.89
459.3,477.1,0.40374,1.0077,0.3565,0.89
459.4,477.4,0.40398,1.0078,0.3561,0.888
459.5,477.7,0.40431,1.0079,0.3557,0.887
459.6,478,0.40453,1.008,0.3554,0.886
459.7,478.3,0.40446,1.0081,0.3554,0.886
459.8,478.6,0.40412,1.0082,0.355,0.886
459.9,478.8,0.40392,1.0083,0.355,0.886
460,479.1,0.40407,1.0084,0.3561,0.889
460.1,479.4,0.40425,1.0085,0.3577,0.892
460.2,479.7,0.40417,1.0086,0.3588,0.895
460.3,480,0.40412,1.0087,0.3577,0.893
460.4,480.2,0.40444,1.0088,0.3554,0.886
460.5,480.5,0.40486,1.0088,0.3557,0.886
460.6,480.8,0.40491,1.0089,0.3573,0.89
460.7,481.1,0.40468,1.009,0.3569,0.89
460.8,481.4,0.40453,1.0091,0.3557,0.887
460.9,481.6,0.40453,1.0092,0.3561,0.888
461,481.9,0.40446,1.0093,0.3577,0.893
461.1,482.2,0.40429,1.0094,0.3577,0.893
461.2,482.5,0.40416,1.0095,0.3565,0.89
461.3,482.8,0.40416,1.0096,0.3561,0.89
461.4,483,0.40418,1.0097,0.3561,0.89
461.5,483.3,0.40419,1.0098,0.3561,0.89
461.6,483.6,0.40429,1.0099,0.3557,0.889
461.7,483.9,0.40458,1.01,0.3561,0.889
461.8,484.2,0.40483,1.0101,0.3569,0.89
461.9,484.4,0.40485,1.0101,0.3569,0.89
462,484.7,0.4048,1.0102,0.3569,0.891
462.1,485,0.40493,1.0103,0.3561,0.889
462.2,485.3,0.4052,1.0104,0.3561,0.888
462.3,485.6,0.40538,1.0105,0.3569,0.89
462.4,485.8,0.40542,1.0106,0.3561,0.888
462.5,486.1,0.40538,1.0107,0.3546,0.884
462.6,486.4,0.40531,1.0108,0.3546,0.884
462.7,486.7,0.40522,1.0109,0.3561,0.888
462.8,487,0.40512,1.011,0.3573,0.892
462.9,487.3,0.40501,1.0111,0.3573,0.892
463,487.5,0.4049,1.0112,0.3573,0.892
463.1,487.8,0.40481,1.0112,0.3573,0.892
463.2,488.1,0.40477,1.0113,0.3569,0.892
463.3,488.4,0.40487,1.0114,0.3561,0.89
463.4,488.7,0.40513,1.0115,0.3557,0.888
463.5,488.9,0.4054,1.0116,0.3557,0.888
463.6,489.2,0.4055,1.0117,0.3557,0.888
463.7,489.5,0.40542,1.0118,0.3554,0.887
463.8,489.8,0.40526,1.0119,0.3554,0.887
463.9,490.1,0.40516,1.012,0.3565,0.89
464,490.3,0.40527,1.0121,0.358,0.894
464.1,490.6,0.40556,1.0122,0.3592,0.896
464.2,490.9,0.40587,1.0123,0.3592,0.896
464.3,491.2,0.40604,1.0123,0.36,0.897
464.4,491.5,0.40596,1.0124,0.3611,0.901
464.5,491.7,0.40566,1.0125,0.3611,0.901
464.6,492,0.40552,1.0126,0.3596,0.898
464.7,492.3,0.40579,1.0127,0.3577,0.893
464.8,492.6,0.4061,1.0128,0.3565,0.889
464.9,492.8,0.40602,1.0129,0.3565,0.889
465,493.1,0.40582,1.013,0.3569,0.891
465.1,493.4,0.40593,1.0131,0.3565,0.89
465.2,493.7,0.40624,1.0132,0.3554,0.886
465.3,494,0.40639,1.0133,0.3546,0.884
465.4,494.3,0.40636,1.0133,0.3554,0.886
465.5,494.5,0.40642,1.0134,0.3569,0.89
465.6,494.8,0.40658,1.0135,0.3569,0.89
465.7,495.1,0.40661,1.0136,0.3554,0.886
465.8,495.4,0.40645,1.0137,0.3542,0.883
465.9,495.7,0.40637,1.0138,0.3542,0.884
466,495.9,0.4065,1.0139,0.3546,0.884
466.1,496.2,0.40659,1.014,0.355,0.885
466.2,496.5,0.40646,1.0141,0.3554,0.887
466.3,496.8,0.40627,1.0142,0.355,0.886
466.4,497.1,0.4062,1.0143,0.3542,0.884
466.5,497.3,0.40624,1.0143,0.3531,0.882
466.6,497.6,0.40634,1.0144,0.3516,0.878
466.7,497.9,0.40643,1.0145,0.3505,0.875
466.8,498.2,0.40645,1.0146,0.3509,0.876
466.9,498.5,0.40642,1.0147,0.3524,0.88
467,498.8,0.40639,1.0148,0.3542,0.885
467.1,499.1,0.40643,1.0149,0.3554,0.887
467.2,499.3,0.40664,1.015,0.3546,0.885
467.3,499.6,0.40692,1.0151,0.3542,0.884
467.4,499.9,0.40697,1.0152,0.3554,0.886
467.5,500.2,0.40673,1.0152,0.3565,0.89
467.6,500.5,0.40648,1.0153,0.3573,0.892
467.7,500.7,0.40645,1.0154,0.3577,0.894
467.8,501,0.40661,1.0155,0.3569,0.891
467.9,501.3,0.40686,1.0156,0.3565,0.89
468,501.6,0.40703,1.0157,0.3573,0.892
468.1,501.9,0.40698,1.0158,0.3577,0.893
468.2,502.1,0.40689,1.0159,0.358,0.894
468.3,502.4,0.40698,1.016,0.358,0.894
468.4,502.7,0.40719,1.0161,0.3569,0.891
468.5,503,0.40734,1.0161,0.3557,0.887
468.6,503.3,0.4074,1.0162,0.355,0.885
468.7,503.5,0.40751,1.0163,0.3546,0.884
468.8,503.8,0.40765,1.0164,0.355,0.885
468.9,504.1,0.40772,1.0165,0.3557,0.887
469,504.4,0.40768,1.0166,0.3565,0.889
469.1,504.7,0.40756,1.0167,0.3569,0.89
469.2,504.9,0.40743,1.0168,0.3565,0.89
469.3,505.2,0.40737,1.0169,0.3561,0.889
469.4,505.5,0.40745,1.0169,0.3565,0.89
469.5,505.8,0.40762,1.017,0.3573,0.891
469.6,506.1,0.4078,1.0171,0.3573,0.891
469.7,506.3,0.40784,1.0172,0.3569,0.89
469.8,506.6,0.40761,1.0173,0.3561,0.889
469.9,506.9,0.40734,1.0174,0.3557,0.889
470,507.2,0.40734,1.0175,0.3557,0.889
470.1,507.5,0.40757,1.0176,0.3554,0.887
470.2,507.8,0.40774,1.0177,0.355,0.886
470.3,508,0.40781,1.0177,0.3546,0.885
470.4,508.3,0.40791,1.0178,0.3554,0.887
470.5,508.6,0.40808,1.0179,0.3561,0.888
470.6,508.9,0.40815,1.018,0.3561,0.888
470.7,509.2,0.40808,1.0181,0.3565,0.889
470.8,509.4,0.40795,1.0182,0.3569,0.891
470.9,509.7,0.40785,1.0183,0.3569,0.891
471,510,0.40778,1.0184,0.3569,0.891
471.1,510.3,0.40774,1.0185,0.3569,0.891
471.2,510.6,0.40774,1.0185,0.358,0.894
471.3,510.8,0.40778,1.0186,0.3588,0.896
471.4,511.1,0.40784,1.0187,0.358,0.894
471.5,511.4,0.40788,1.0188,0.3573,0.892
471.6,511.7,0.40798,1.0189,0.3569,0.891
471.7,512,0.40827,1.019,0.3569,0.891
471.8,512.2,0.40864,1.0191,0.3569,0.89
471.9,512.5,0.40873,1.0192,0.3573,0.891
472,512.8,0.4085,1.0192,0.3577,0.892
472.1,513.1,0.40831,1.0193,0.358,0.894
472.2,513.4,0.40833,1.0194,0.3577,0.893
472.3,513.6,0.40837,1.0195,0.3565,0.89
472.4,513.9,0.40831,1.0196,0.3557,0.888
472.5,514.2,0.40822,1.0197,0.3557,0.889
472.6,514.5,0.40822,1.0198,0.3569,0.892
472.7,514.8,0.40826,1.0199,0.3577,0.893
472.8,515,0.40829,1.02,0.358,0.894
472.9,515.3,0.4083,1.02,0.3577,0.894
473,515.6,0.4083,1.0201,0.3565,0.891
473.1,515.9,0.40831,1.0202,0.3569,0.892
473.2,516.2,0.40838,1.0203,0.3577,0.894
473.3,516.4,0.40848,1.0204,0.3577,0.893
473.4,516.7,0.40854,1.0205,0.3577,0.893
473.5,517,0.40855,1.0206,0.3573,0.892
473.6,517.3,0.40857,1.0207,0.3573,0.893
473.7,517.6,0.40865,1.0207,0.3577,0.893
473.8,517.8,0.40876,1.0208,0.3573,0.892
473.9,518.1,0.40886,1.0209,0.3569,0.891
474,518.4,0.40893,1.021,0.3565,0.89
474.1,518.7,0.40897,1.0211,0.3557,0.888
474.2,519,0.409,1.0212,0.3561,0.889
474.3,519.2,0.40904,1.0213,0.3573,0.892
474.4,519.5,0.40903,1.0214,0.3569,0.891
474.5,519.8,0.40889,1.0214,0.3557,0.889
474.6,520.1,0.40876,1.0215,0.3561,0.89
474.7,520.4,0.40892,1.0216,0.3573,0.893
474.8,520.6,0.40923,1.0217,0.3573,0.892
474.9,520.9,0.40925,1.0218,0.3569,0.891
475,521.2,0.40896,1.0219,0.3561,0.89
475.1,521.5,0.40888,1.022,0.3557,0.889
475.2,521.8,0.4092,1.022,0.3565,0.89
475.3,522,0.40952,1.0221,0.3573,0.892
475.4,522.3,0.40954,1.0222,0.3573,0.892
475.5,522.6,0.40949,1.0223,0.3569,0.891
475.6,522.9,0.40953,1.0224,0.3569,0.891
475.7,523.2,0.40957,1.0225,0.3565,0.89
475.8,523.4,0.40945,1.0226,0.3557,0.888
475.9,523.7,0.40931,1.0227,0.3554,0.888
476,524,0.40936,1.0227,0.355,0.887
476.1,524.3,0.40953,1.0228,0.3546,0.886
476.2,524.6,0.40966,1.0229,0.355,0.886
476.3,524.9,0.40968,1.023,0.3565,0.89
476.4,525.1,0.40966,1.0231,0.358,0.894
476.5,525.4,0.40966,1.0232,0.3584,0.895
476.6,525.7,0.40975,1.0233,0.3573,0.892
476.7,526,0.40992,1.0233,0.3561,0.889
476.8,526.3,0.41001,1.0234,0.3565,0.89
476.9,526.5,0.40996,1.0235,0.3569,0.891
477,526.8,0.40993,1.0236,0.3565,0.89
477.1,527.1,0.41008,1.0237,0.3565,0.89
477.2,527.4,0.41025,1.0238,0.3577,0.893
477.3,527.7,0.4103,1.0239,0.3584,0.894
477.4,527.9,0.41025,1.0239,0.3577,0.893
477.5,528.2,0.41018,1.024,0.3565,0.89
477.6,528.5,0.41017,1.0241,0.3565,0.89
477.7,528.8,0.41026,1.0242,0.3569,0.891
477.8,529.1,0.41034,1.0243,0.3565,0.89
477.9,529.3,0.4102,1.0244,0.3561,0.889
478,529.6,0.4099,1.0245,0.3561,0.89
478.1,529.9,0.40978,1.0245,0.3569,0.892
478.2,530.2,0.40994,1.0246,0.3577,0.894
478.3,530.5,0.41015,1.0247,0.3569,0.892
478.4,530.7,0.41024,1.0248,0.3565,0.891
478.5,531,0.41027,1.0249,0.3577,0.893
478.6,531.3,0.41032,1.025,0.3584,0.895
478.7,531.6,0.41041,1.0251,0.3577,0.893
478.8,531.9,0.41049,1.0251,0.3565,0.89
478.9,532.1,0.41048,1.0252,0.3565,0.89
479,532.4,0.41029,1.0253,0.3573,0.893
479.1,532.7,0.41011,1.0254,0.3584,0.896
479.2,533,0.41025,1.0255,0.3592,0.898
479.3,533.3,0.4106,1.0256,0.3588,0.896
479.4,533.5,0.4108,1.0257,0.3573,0.892
479.5,533.8,0.41074,1.0257,0.3557,0.888
479.6,534.1,0.41065,1.0258,0.3561,0.89
479.7,534.4,0.41065,1.0259,0.3573,0.893
479.8,534.7,0.41068,1.026,0.3577,0.894
479.9,534.9,0.41071,1.0261,0.3573,0.893
480,535.2,0.41075,1.0262,0.3565,0.891
480.1,535.5,0.41085,1.0262,0.3565,0.891
480.2,535.8,0.41102,1.0263,0.3573,0.892
480.3,536.1,0.41128,1.0264,0.358,0.894
480.4,536.3,0.41145,1.0265,0.3584,0.894
480.5,536.6,0.41134,1.0266,0.3584,0.895
480.6,536.9,0.4111,1.0267,0.358,0.894
480.7,537.2,0.41105,1.0268,0.3573,0.892
480.8,537.4,0.41121,1.0268,0.3565,0.89
480.9,537.7,0.41137,1.0269,0.3565,0.89
481,538,0.41142,1.027,0.3565,0.89
481.1,538.3,0.4114,1.0271,0.3557,0.888
481.2,538.6,0.41133,1.0272,0.3557,0.888
481.3,538.9,0.41125,1.0273,0.3565,0.891
481.4,539.1,0.41122,1.0273,0.3557,0.889
481.5,539.4,0.41135,1.0274,0.3539,0.884
481.6,539.7,0.41169,1.0275,0.3535,0.882
481.7,540,0.41203,1.0276,0.3554,0.886
481.8,540.3,0.41218,1.0277,0.3573,0.891
481.9,540.5,0.41214,1.0278,0.3573,0.891
482,540.8,0.41201,1.0279,0.3565,0.889
482.1,541.1,0.41188,1.0279,0.3569,0.891
482.2,541.4,0.41187,1.028,0.358,0.894
482.3,541.7,0.41191,1.0281,0.3584,0.895
482.4,541.9,0.41185,1.0282,0.3584,0.895
482.5,542.2,0.41168,1.0283,0.358,0.894
482.6,542.5,0.41151,1.0284,0.3573,0.893
482.7,542.8,0.41142,1.0284,0.3565,0.891
482.8,543.1,0.41143,1.0285,0.3565,0.891
482.9,543.3,0.41153,1.0286,0.3565,0.891
483,543.6,0.41165,1.0287,0.3573,0.893
483.1,543.9,0.41171,1.0288,0.358,0.895
483.2,544.2,0.41178,1.0289,0.3577,0.894
483.3,544.5,0.4119,1.0289,0.3577,0.893
483.4,544.7,0.41205,1.029,0.358,0.894
483.5,545,0.41218,1.0291,0.3584,0.895
483.6,545.3,0.41228,1.0292,0.3577,0.893
483.7,545.6,0.41235,1.0293,0.3573,0.892
483.8,545.9,0.4124,1.0294,0.3577,0.893
483.9,546.1,0.41243,1.0294,0.3588,0.896
484,546.4,0.41245,1.0295,0.3596,0.898
484.1,546.7,0.41252,1.0296,0.3588,0.896
484.2,547,0.4126,1.0297,0.358,0.894
484.3,547.3,0.41254,1.0298,0.3577,0.893
484.4,547.5,0.41229,1.0299,0.3577,0.893
484.5,547.8,0.41208,1.0299,0.358,0.895
484.6,548.1,0.41211,1.03,0.358,0.895
484.7,548.4,0.41225,1.0301,0.3565,0.891
484.8,548.6,0.41237,1.0302,0.3557,0.889
484.9,548.9,0.41247,1.0303,0.3565,0.89
485,549.2,0.41259,1.0304,0.3577,0.893
485.1,549.5,0.41271,1.0304,0.3584,0.895
485.2,549.8,0.41279,1.0305,0.3577,0.893
485.3,550,0.41279,1.0306,0.358,0.894
485.4,550.3,0.4127,1.0307,0.3608,0.901
485.5,550.6,0.41263,1.0308,0.3627,0.906
485.6,550.9,0.4128,1.0309,0.3627,0.906
485.7,551.2,0.41318,1.0309,0.3623,0.904
485.8,551.4,0.41325,1.031,0.3627,0.905
485.9,551.7,0.41276,1.0311,0.3619,0.904
486,552,0.41235,1.0312,0.36,0.9
486.1,552.3,0.4126,1.0313,0.3584,0.896
486.2,552.5,0.41309,1.0313,0.3584,0.895
486.3,552.8,0.41321,1.0314,0.3592,0.897
486.4,553.1,0.41299,1.0315,0.3584,0.895
486.5,553.4,0.41277,1.0316,0.3569,0.892
486.6,553.7,0.41266,1.0317,0.3569,0.892
486.7,553.9,0.41263,1.0318,0.358,0.895
486.8,554.2,0.41269,1.0318,0.3584,0.896
486.9,554.5,0.41287,1.0319,0.3573,0.893
487,554.8,0.41314,1.032,0.3561,0.89
487.1,555.1,0.41339,1.0321,0.3569,0.891
487.2,555.3,0.41351,1.0322,0.3577,0.893
487.3,555.6,0.41345,1.0323,0.3577,0.893
487.4,555.9,0.41321,1.0323,0.3573,0.893
487.5,556.2,0.41302,1.0324,0.3573,0.893
487.6,556.5,0.41305,1.0325,0.3573,0.893
487.7,556.7,0.41315,1.0326,0.3561,0.89
487.8,557,0.4131,1.0327,0.3546,0.886
487.9,557.3,0.41298,1.0327,0.3539,0.885
488,557.6,0.41305,1.0328,0.3539,0.885
488.1,557.9,0.41329,1.0329,0.3539,0.884
488.2,558.1,0.41355,1.033,0.3539,0.884
488.3,558.4,0.41371,1.0331,0.3546,0.885
488.4,558.7,0.41376,1.0331,0.3565,0.89
488.5,559,0.4137,1.0332,0.3573,0.892
488.6,559.3,0.41363,1.0333,0.3561,0.89
488.7,559.6,0.41357,1.0334,0.3554,0.888
488.8,559.8,0.41348,1.0335,0.3557,0.889
488.9,560.1,0.41333,1.0336,0.3565,0.891
489,560.4,0.41331,1.0336,0.3569,0.893
489.1,560.7,0.41353,1.0337,0.3573,0.893
489.2,561,0.4138,1.0338,0.3577,0.894
489.3,561.2,0.41388,1.0339,0.358,0.894
489.4,561.5,0.41388,1.034,0.3584,0.895
489.5,561.8,0.41401,1.034,0.3588,0.896
489.6,562.1,0.41419,1.0341,0.3584,0.895
489.7,562.4,0.41422,1.0342,0.3573,0.892
489.8,562.6,0.41411,1.0343,0.3569,0.891
489.9,562.9,0.41404,1.0344,0.3569,0.892
490,563.2,0.41408,1.0345,0.3565,0.891
490.1,563.5,0.41407,1.0345,0.3561,0.89
490.2,563.8,0.41398,1.0346,0.3557,0.889
490.3,564,0.41399,1.0347,0.355,0.887
490.4,564.3,0.41423,1.0348,0.3554,0.888
490.5,564.6,0.41446,1.0349,0.3565,0.89
490.6,564.9,0.41446,1.0349,0.3569,0.891
490.7,565.2,0.41433,1.035,0.3569,0.892
490.8,565.4,0.41423,1.0351,0.3565,0.891
490.9,565.7,0.41424,1.0352,0.3569,0.892
491,566,0.41442,1.0353,0.358,0.894
491.1,566.3,0.41465,1.0353,0.3588,0.896
491.2,566.6,0.41475,1.0354,0.3588,0.896
491.3,566.8,0.41465,1.0355,0.3588,0.896
491.4,567.1,0.41444,1.0356,0.3588,0.897
491.5,567.4,0.41426,1.0357,0.358,0.895
491.6,567.7,0.41433,1.0357,0.3577,0.894
491.7,568,0.4147,1.0358,0.3577,0.893
491.8,568.2,0.41504,1.0359,0.3577,0.893
491.9,568.5,0.4151,1.036,0.3577,0.893
492,568.8,0.41495,1.0361,0.3577,0.893
492.1,569.1,0.41475,1.0361,0.3577,0.894
492.2,569.3,0.41469,1.0362,0.3584,0.896
492.3,569.6,0.41496,1.0363,0.3588,0.896
492.4,569.9,0.41534,1.0364,0.3588,0.895
492.5,570.2,0.41548,1.0365,0.3584,0.894
492.6,570.5,0.4154,1.0365,0.358,0.893
492.7,570.7,0.41532,1.0366,0.3584,0.895
492.8,571,0.41534,1.0367,0.358,0.894
492.9,571.3,0.41543,1.0368,0.358,0.894
493,571.6,0.41551,1.0369,0.3588,0.895
493.1,571.9,0.41547,1.0369,0.3592,0.896
493.2,572.1,0.41528,1.037,0.3596,0.898
493.3,572.4,0.41516,1.0371,0.3592,0.897
493.4,572.7,0.41528,1.0372,0.3584,0.895
493.5,573,0.41542,1.0373,0.3592,0.897
493.6,573.3,0.41536,1.0373,0.36,0.899
493.7,573.5,0.41522,1.0374,0.3592,0.897
493.8,573.8,0.41522,1.0375,0.3573,0.893
493.9,574.1,0.41536,1.0376,0.3565,0.891
494,574.4,0.41552,1.0377,0.3569,0.891
494.1,574.7,0.41561,1.0377,0.358,0.894
494.2,574.9,0.41558,1.0378,0.3596,0.898
494.3,575.2,0.41544,1.0379,0.36,0.899
494.4,575.5,0.41532,1.038,0.3604,0.901
494.5,575.8,0.41527,1.0381,0.36,0.9
494.6,576,0.41528,1.0381,0.3596,0.899
494.7,576.3,0.41534,1.0382,0.3596,0.899
494.8,576.6,0.41549,1.0383,0.3592,0.898
494.9,576.9,0.41576,1.0384,0.3592,0.897
495,577.2,0.41602,1.0385,0.3584,0.895
495.1,577.4,0.41616,1.0385,0.3573,0.892
495.2,577.7,0.41613,1.0386,0.3573,0.892
495.3,578,0.41596,1.0387,0.358,0.894
495.4,578.3,0.41579,1.0388,0.3577,0.894
495.5,578.6,0.41589,1.0389,0.3561,0.89
495.6,578.8,0.41615,1.0389,0.3557,0.888
495.7,579.1,0.41623,1.039,0.3569,0.891
495.8,579.4,0.41605,1.0391,0.3577,0.893
495.9,579.7,0.41594,1.0392,0.3569,0.892
496,580,0.41607,1.0392,0.3565,0.89
496.1,580.2,0.41621,1.0393,0.3577,0.893
496.2,580.5,0.41622,1.0394,0.3592,0.897
496.3,580.8,0.41627,1.0395,0.3596,0.898
496.4,581.1,0.41654,1.0396,0.3588,0.895
496.5,581.3,0.41681,1.0396,0.3577,0.892
496.6,581.6,0.41683,1.0397,0.3561,0.888
496.7,581.9,0.41676,1.0398,0.355,0.886
496.8,582.2,0.41685,1.0399,0.355,0.886
