Time (s),Temperature (K),Reversing Heat Flow (Normalized) W/g,Non-Reversing Heat Flow (Normalized) W/g,Total Heat Flow (Normalized) W/g
12900.6,441.8,0.073,0.005,0.078
12910.8,442.3,0.073,0.005,0.078
12921,442.8,0.073,0.005,0.078
12930.6,443.3,0.073,0.005,0.079
12940.8,443.8,0.073,0.005,0.079
12951,444.3,0.074,0.005,0.079
12960.6,444.8,0.074,0.006,0.079
12970.8,445.3,0.074,0.006,0.079
12981,445.8,0.074,0.006,0.08
12991.2,446.3,0.074,0.006,0.08
13000.8,446.8,0.074,0.006,0.08
13011,447.3,0.074,0.006,0.08
13021.2,447.8,0.074,0.006,0.08
13030.8,448.3,0.075,0.006,0.081
13041,448.8,0.075,0.006,0.081
13051.2,449.3,0.075,0.006,0.081
13060.8,449.8,0.075,0.006,0.081
13071,450.3,0.075,0.006,0.082
13081.2,450.8,0.075,0.007,0.082
13090.8,451.3,0.075,0.007,0.082
13101,451.8,0.075,0.007,0.082
13111.2,452.3,0.076,0.007,0.082
13120.8,452.8,0.076,0.007,0.083
13131,453.3,0.076,0.007,0.083
13141.2,453.8,0.076,0.007,0.083
13150.8,454.3,0.076,0.007,0.083
13161,454.8,0.076,0.007,0.084
13171.2,455.3,0.076,0.007,0.084
13180.8,455.8,0.077,0.008,0.084
13191,456.3,0.077,0.008,0.084
13201.2,456.8,0.077,0.008,0.085
13210.8,457.3,0.077,0.008,0.085
13221,457.8,0.077,0.008,0.085
13231.2,458.3,0.077,0.008,0.085
13240.8,458.8,0.077,0.008,0.086
13251,459.3,0.078,0.008,0.086
13261.2,459.8,0.078,0.009,0.086
13270.8,460.3,0.078,0.009,0.086
13281,460.8,0.078,0.009,0.087
13291.2,461.3,0.078,0.009,0.087
13300.8,461.8,0.078,0.009,0.087
13311,462.3,0.078,0.009,0.087
13321.2,462.8,0.078,0.009,0.088
13330.8,463.3,0.079,0.009,0.088
13341,463.8,0.079,0.009,0.088
13351.2,464.3,0.079,0.01,0.088
13360.8,464.8,0.079,0.01,0.089
13371,465.3,0.079,0.01,0.089
13381.2,465.8,0.079,0.01,0.089
13390.8,466.3,0.079,0.01,0.09
13401,466.8,0.08,0.01,0.09
13411.2,467.3,0.08,0.01,0.09
