Time (s),Mass (g),HRR (kW/m2),TC Top (K),TC 8.6mm (K),TC 17.2mm (K)
541,67.208556,76.71551647,1071.672,716.508,393.802
542,67.150936,79.39831871,1072.793,717.134,393.979
543,67.112999,81.71400392,1073.531,717.553,394.12
544,67.066769,78.10343476,1073.012,718.665,394.434
545,67.011543,78.53329911,1072.385,719.959,394.76
546,66.947159,80.3123747,1073.587,721.176,395.069
547,66.889347,78.19095938,1072.775,721.98,395.249
548,66.841207,79.02649228,1072.681,722.435,395.418
549,66.793988,80.96006015,1070.228,723.47,395.753
550,66.734083,80.09437275,1072.409,724.616,396.113
551,66.693633,80.14930828,1076.668,725.695,396.456
552,66.643705,81.64906762,1075.539,726.304,396.625
553,66.564687,82.21072704,1074.07,726.905,396.802
554,66.51949,83.54620028,1073.086,728.064,397.147
555,66.482619,82.57215419,1073.81,729.097,397.483
556,66.409755,82.52956122,1072.316,730.154,397.84
557,66.345798,82.95941848,1070.427,730.798,398.05
558,66.30341,81.03720075,1072.164,731.278,398.2
559,66.229628,79.27962097,1074.19,732.318,398.531
560,66.175296,81.26382611,1073.363,733.463,398.909
561,66.139067,81.75560879,1078.117,734.596,399.295
562,66.084515,79.29938016,1085.37,735.213,399.509
563,66.0241,80.09639049,1080.757,735.738,399.683
564,65.94933,77.77773949,1075.267,736.837,400.037
565,65.882252,77.97393785,1073.656,737.996,400.419
566,65.858838,79.16552328,1073.552,739.125,400.812
567,65.801197,79.15920545,1075.554,739.785,401.037
568,65.725425,79.3745079,1075.46,740.307,401.208
569,65.670092,78.88697797,1074.541,741.583,401.603
570,65.634148,78.12373675,1077.911,742.846,401.957
571,65.579395,78.68934971,1083.428,744.047,402.354
572,65.505228,77.22727598,1081.566,745.036,402.75
573,65.457287,77.34456646,1079.003,745.78,403.005
574,65.410351,78.87232886,1078.724,746.155,403.123
575,65.348333,77.90035381,1082.482,747.364,403.519
576,65.321017,77.97102478,1089.73,748.618,403.948
577,65.292592,77.79705377,1086.753,749.831,404.358
578,65.227632,76.97234778,1082.432,750.514,404.584
579,65.139293,76.90759823,1080.471,751.016,404.762
580,65.069079,78.59991702,1079.461,752.208,405.166
581,65.011676,77.77838187,1080.47,753.557,405.618
582,64.981955,78.89613829,1081.658,754.772,406.058
583,64.944736,81.20413264,1087.942,755.531,406.334
584,64.870771,81.73321585,1082.476,756.146,406.565
585,64.795589,82.98956844,1076.854,757.377,406.991
586,64.752477,82.43664363,1081.692,758.59,407.396
587,64.7105,81.48086383,1083.597,759.84,407.823
588,64.64657,81.53011217,1079.798,760.622,408.077
589,64.58852,80.90955068,1078.727,760.933,408.229
590,64.52602,79.34905114,1081.978,762.01,408.71
591,64.476128,81.6987801,1089.524,763.139,409.136
592,64.421066,82.70791386,1084.673,764.286,409.599
593,64.340779,82.10818574,1078.856,764.945,409.905
594,64.2893,81.45028609,1082.468,765.391,410.1
595,64.261847,78.77515639,1086.66,766.442,410.552
596,64.190021,80.62535397,1085.536,767.487,411.002
597,64.104929,82.38026094,1088.979,768.433,411.429
598,64.05346,82.06078907,1095.525,769.103,411.743
599,64.038153,80.91469067,1092.09,769.497,411.933
600,64.009149,82.70310275,1090.506,770.518,412.41
601,63.947087,82.3907619,1092.347,771.537,412.899
602,63.879799,79.92354294,1087.069,772.559,413.371
603,63.80287,80.49552114,1085.282,773.634,413.781
604,63.740481,81.12065307,1075.405,774.39,414.117
605,63.69664,83.24659845,1080.353,774.851,414.337
606,63.633888,84.07027622,1092.124,775.825,414.793
607,63.554448,81.7404632,1098.526,776.855,415.276
608,63.486678,81.12733391,1092.107,777.869,415.735
609,63.450472,82.22104712,1089.288,778.546,416.004
610,63.420141,80.5159384,1089.007,778.913,416.19
611,63.350562,82.37418312,1082.05,779.93,416.703
612,63.289707,82.05137754,1073.19,780.917,417.205
613,63.256366,81.39597358,1078.108,781.844,417.666
614,63.212154,81.53840956,1085.964,782.52,417.976
615,63.158763,81.85128506,1090.654,782.934,418.205
616,63.097929,80.00398882,1096.888,783.907,418.722
617,63.057803,81.00257563,1096.626,784.819,419.159
618,63.001988,81.98099206,1095.914,785.952,419.694
619,62.926263,78.55165793,1093.813,786.505,419.971
620,62.844873,80.14083467,1090.416,786.901,420.148
621,62.786103,83.01425943,1086.02,787.903,420.614
622,62.725166,83.13174703,1089.294,788.889,421.104
623,62.683693,81.66523296,1092.032,789.908,421.629
624,62.632827,82.92327472,1092.298,790.495,421.951
625,62.593889,82.69356491,1088.571,790.842,422.133
626,62.540893,85.923727,1082.685,791.749,422.669
627,62.440265,84.68813116,1086.587,792.607,423.229
628,62.392459,80.6818589,1092.357,793.4,423.709
629,62.350726,78.41578292,1090.576,793.938,424.053
630,62.298942,79.42211502,1088.703,794.255,424.238
631,62.229985,81.08935817,1084.985,795.045,424.737
632,62.196453,81.30891547,1086.323,795.799,425.265
633,62.142507,83.16036825,1085.049,796.665,425.824
634,62.07337,82.5552649,1074.388,797.104,426.109
635,62.006383,84.04594902,1081.438,797.479,426.34
636,61.983326,82.11861908,1088.162,798.229,426.804
637,61.937943,82.94782245,1085.566,798.988,427.293
638,61.870167,86.28670802,1086.345,799.916,427.902
639,61.825424,83.79984286,1083.73,800.744,428.395
640,61.778942,83.76487247,1087.572,801.296,428.727
641,61.70695,82.86751715,1085.974,801.619,428.916
642,61.649546,82.42146986,1086.124,802.408,429.413
643,61.585235,83.68093166,1091.186,803.275,429.974
644,61.543871,83.23199311,1088.598,804.194,430.494
645,61.509608,82.77536514,1086.063,804.722,430.817
646,61.439157,83.35083874,1086.833,805.108,431.029
647,61.380274,80.10383056,1088.882,805.972,431.553
648,61.344398,82.35290137,1088.128,806.76,432.099
649,61.279559,84.88679461,1088.845,807.588,432.649
650,61.237126,84.20503397,1095.027,808.088,432.965
651,61.176579,84.11762181,1091.902,808.417,433.17
652,61.110792,81.92753587,1089.665,809.257,433.704
653,61.057112,83.14403565,1090.026,810.066,434.227
654,61.021916,83.27606206,1082.529,810.817,434.722
655,60.933758,81.87131825,1079.416,811.352,435.097
656,60.868677,81.2183782,1080.542,811.587,435.252
657,60.836606,82.2191507,1082.618,812.354,435.761
658,60.770863,83.27075053,1080.817,813.118,436.286
659,60.708477,84.29020386,1082.041,813.764,436.841
660,60.670571,85.56816682,1086.389,814.324,437.362
661,60.61448,83.44233908,1087.961,814.88,437.654
662,60.558292,82.2091156,1090.927,815.081,437.842
663,60.488366,82.49521007,1094.075,815.815,438.402
664,60.451253,80.40116861,1097.55,816.477,438.931
665,60.413186,79.79731018,1093.688,816.681,439.271
666,60.361682,81.43395362,1092.191,816.923,439.484
667,60.306559,80.73534689,1088.523,817.531,439.983
668,60.250518,82.83815754,1091.935,818.198,440.47
669,60.148029,83.03132953,1099.781,818.925,441.008
670,60.095702,81.10073727,1099.146,819.525,441.517
671,60.060166,81.57434553,1107.814,819.998,441.949
672,60.00969,80.0423123,1107.064,820.209,442.104
673,59.995012,79.42483668,1107.667,820.899,442.644
674,59.944475,83.41035778,1106.171,821.614,443.209
675,59.870756,86.35044975,1098.502,822.357,443.739
676,59.801442,84.36207042,1100.232,822.856,444.121
677,59.754261,84.26978526,1101.875,823.173,444.323
678,59.674626,82.38251402,1095.317,823.947,444.842
679,59.64283,81.35578094,1081.027,824.675,445.357
680,59.627942,80.30679134,1082.267,825.388,445.86
681,59.542755,81.65870837,1084.342,825.841,446.206
682,59.446336,84.39196505,1087.011,826.125,446.443
683,59.407982,86.79554431,1090.563,826.786,446.986
684,59.353481,85.92973938,1091.261,827.412,447.478
685,59.282754,84.32161121,1091.483,828.185,448.044
686,59.228472,85.70672688,1086.151,828.664,448.371
687,59.188911,83.3395399,1087.941,828.934,448.566
688,59.12656,83.68961882,1090.076,829.678,449.091
689,59.06626,83.77595595,1094.059,830.476,449.63
690,59.005881,83.46447219,1100.325,831.292,450.147
691,58.951419,84.28435617,1096.103,831.875,450.484
692,58.90536,83.85169647,1093.759,832.037,450.715
693,58.839865,81.38749904,1092.068,832.541,451.282
694,58.795201,84.49186869,1094.245,833.07,451.79
695,58.781134,86.19596345,1093.363,833.574,452.281
696,58.700282,82.09100393,1091.582,834.369,452.849
697,58.596562,83.44648402,1087.965,834.749,453.132
698,58.551882,84.74088116,1089.132,834.979,453.349
699,58.522509,84.66180983,1090.607,835.575,453.909
700,58.458443,84.86736127,1088.373,836.135,454.427
701,58.417791,87.36426503,1085.554,836.707,454.958
702,58.399741,85.76313543,1085.821,837.066,455.301
703,58.348288,86.27948699,1091.784,837.284,455.531
704,58.295182,83.59959801,1104.001,837.877,456.125
705,58.236203,83.26213881,1104.065,838.502,456.673
706,58.205886,85.39614063,1100.098,839.153,457.173
707,58.136863,84.79942514,1104.504,839.632,457.531
708,58.042219,85.9520293,1104.914,839.768,457.635
709,58.00233,87.53370279,1101.813,840.48,458.202
710,57.96709,84.9131931,1094.737,841.143,458.776
711,57.844511,82.80328629,1099.709,841.762,459.315
712,57.78247,84.23633328,1094.952,842.087,459.626
713,57.743747,85.08896143,1092.105,842.272,459.811
714,57.672698,87.98039702,1091.697,842.79,460.345
715,57.627435,86.39877107,1099.335,843.317,460.922
716,57.579549,85.15346709,1096.655,843.761,461.422
717,57.528482,84.41664408,1102.071,844.059,461.786
718,57.496745,84.87418387,1100.338,844.293,461.994
719,57.438536,83.53838799,1100.638,844.892,462.536
720,57.36254,84.19138254,1105.509,845.531,463.108
721,57.296044,86.34551957,1102.599,846.161,463.653
722,57.252021,86.22781387,1102.837,846.569,464.031
723,57.214825,87.11906089,1103.98,846.824,464.223
724,57.159248,85.87657268,1108.307,847.444,464.724
725,57.091144,85.13471514,1113.919,848.044,465.261
726,57.033767,83.10968201,1113.954,848.684,465.833
727,56.969129,83.58302488,1110.803,849.059,466.179
728,56.905965,84.03433626,1105.574,849.233,466.386
729,56.848347,87.02878089,1099.984,849.87,466.899
730,56.803886,86.25388088,1106.435,850.725,467.422
731,56.731381,84.39191616,1110.779,851.365,467.988
732,56.668315,85.96999997,1110.024,851.963,468.516
733,56.630895,84.42206704,1104.872,852.393,468.896
734,56.601341,83.83445666,1103.083,852.62,469.082
735,56.542791,83.86802282,1102.192,853.245,469.6
736,56.455993,84.93286709,1109.085,853.939,470.196
737,56.405717,85.97314092,1107.841,854.583,470.746
738,56.351723,86.12848908,1095.616,855.113,471.17
739,56.30832,82.72191045,1099.682,855.339,471.343
740,56.265929,85.1429098,1106.76,856.081,471.903
741,56.216193,86.89918357,1102.721,856.804,472.469
742,56.136684,85.06376257,1100.758,857.43,473.015
743,56.079029,83.98688066,1103.867,857.857,473.383
744,56.039243,83.42274505,1106.194,858.083,473.561
745,55.981599,83.27001102,1110.081,858.708,474.055
746,55.898859,86.88962787,1109.884,859.452,474.672
747,55.828225,89.60384917,1114.342,860.137,475.27
748,55.816318,88.37860542,1114,860.568,475.617
749,55.777459,88.17148824,1112.595,860.807,475.814
750,55.709157,83.66431528,1108.402,861.436,476.328
751,55.626573,85.16940955,1103.613,862.145,476.887
752,55.550393,86.80953833,1105.343,862.866,477.486
753,55.510235,85.22569621,1111.271,863.24,477.835
754,55.46687,85.60724089,1111.945,863.419,477.979
755,55.411316,87.54628972,1113.146,864.053,478.503
756,55.349208,86.49645125,1109.174,864.77,479.1
757,55.332639,86.3690129,1100.744,865.383,479.605
758,55.284026,85.98491169,1092.039,865.814,480.046
759,55.192038,85.33218184,1093.789,865.982,480.199
760,55.139008,88.48317527,1094.057,866.514,480.724
761,55.076239,88.26180574,1087.898,866.992,481.287
762,55.029919,86.54506003,1095.251,867.427,481.814
763,55.051575,86.84459923,1105.308,867.873,482.367
764,54.960152,86.4010541,1105.18,868.142,482.67
765,54.850059,85.92754874,1106.921,868.274,482.854
766,54.797739,87.24225839,1109.06,868.72,483.433
767,54.751768,88.07826607,1106.125,869.123,483.917
768,54.683448,87.62820117,1108.184,869.556,484.493
769,54.629629,88.90675088,1107.56,869.871,484.885
770,54.575676,86.01308454,1106.826,869.998,485.062
771,54.508166,85.47005858,1106.912,870.39,485.576
772,54.462436,85.01101322,1106.538,870.905,486.181
773,54.415178,83.26808488,1101.19,871.393,486.717
774,54.335631,84.80163079,1101.37,871.754,487.086
775,54.292439,85.56017905,1103.307,871.92,487.261
776,54.266262,82.20663389,1107.629,872.505,487.855
777,54.198116,83.38019491,1107.776,873.062,488.392
778,54.12206,84.80775626,1108.189,873.568,488.908
779,54.068485,84.1475454,1108.491,873.861,489.224
780,54.030153,87.09633866,1109.11,873.991,489.374
781,53.994749,88.5184585,1112.779,874.567,490.016
782,53.957833,85.95279072,1114.865,875.06,490.508
783,53.893053,85.04036934,1112.618,875.568,491.023
784,53.81445,85.52563795,1111.239,875.884,491.385
