Time (s),Temperature (K),Mass (mg),Heat Flow Rate(W/g)
4656.2,709.5,1.9214,0.3442
4662.2,710,1.9187,0.3469
4668.2,710.5,1.9161,0.347
4674.2,711,1.9133,0.3466
4680.2,711.5,1.9105,0.3474
4686,712,1.908,0.3469
4691.8,712.5,1.9057,0.3487
4697.8,713,1.9031,0.3479
4703.8,713.5,1.9006,0.3504
4709.8,714,1.8981,0.3524
4715.8,714.5,1.8955,0.3561
4721.8,715,1.8929,0.3572
4727.8,715.5,1.8903,0.3593
4733.6,716,1.8881,0.3609
4739.4,716.5,1.8857,0.3618
4745.4,717,1.8833,0.3619
4751.4,717.5,1.8808,0.362
4757.4,718,1.8784,0.3617
4763.4,718.5,1.8761,0.3611
4769.4,719,1.8737,0.3629
4775.4,719.5,1.8714,0.3622
4781.4,720,1.869,0.3627
4787.4,720.5,1.8667,0.362
4793.4,721,1.8647,0.3621
4799.4,721.5,1.8626,0.3607
4805.4,722,1.8603,0.3592
4811.4,722.5,1.858,0.3602
4817.4,723,1.8558,0.3631
4823.1,723.5,1.8535,0.3665
4828.8,724,1.8518,0.3654
4834.8,724.5,1.8494,0.3642
4840.8,725,1.8473,0.364
4846.8,725.5,1.8452,0.3637
4852.6,726,1.8432,0.3638
4858.6,726.5,1.8414,0.3613
4864.6,727,1.8393,0.3599
4870.4,727.5,1.8374,0.3598
4876.4,728,1.8354,0.3605
4882.4,728.5,1.8336,0.3621
4888.4,729,1.8315,0.3629
4894.2,729.5,1.8297,0.3628
4900,730,1.8277,0.365
4906,730.5,1.8258,0.3661
4912,731,1.824,0.3663
4917.7,731.5,1.8222,0.3655
4923.4,732,1.8205,0.3644
4929.4,732.5,1.8187,0.3631
4935.4,733,1.8169,0.3607
4941.4,733.5,1.8151,0.3573
4947.4,734,1.8133,0.3553
4953.2,734.5,1.8115,0.355
4959,735,1.8097,0.3549
4965,735.5,1.8081,0.355
4970.8,736,1.8064,0.3549
4976.8,736.5,1.8048,0.3534
4983,737,1.8031,0.3536
4988.8,737.5,1.8015,0.3547
4994.6,738,1.7998,0.3551
5000.6,738.5,1.7982,0.3534
5006.6,739,1.7965,0.3534
5012.6,739.5,1.7947,0.3537
5018.6,740,1.7932,0.3541
5024.6,740.5,1.7917,0.3543
5030.6,741,1.7898,0.3523
5036.6,741.5,1.7882,0.3517
5042.6,742,1.7869,0.3495
5048.6,742.5,1.7851,0.3495
5054.6,743,1.7837,0.3483
5060.6,743.5,1.782,0.3465
5066.6,744,1.7805,0.3468
5072.6,744.5,1.7791,0.3445
5078.6,745,1.7775,0.3436
5084.6,745.5,1.7759,0.3403
5090.6,746,1.7743,0.3408
5096.6,746.5,1.7728,0.3405
5102.6,747,1.7714,0.3389
5108.6,747.5,1.7699,0.3386
5114.6,748,1.7682,0.3382
5120.6,748.5,1.7667,0.337
5126.3,749,1.7653,0.3355
5132.3,749.5,1.7641,0.3352
5138.3,750,1.7624,0.3329
5144,750.5,1.761,0.3327
5150.3,751,1.7596,0.3329
5156.3,751.5,1.7581,0.3313
5162.3,752,1.7569,0.3312
5168.6,752.5,1.7554,0.3337
5174.3,753,1.7539,0.3349
5180,753.5,1.7527,0.3344
5186,754,1.7513,0.3336
5192,754.5,1.7498,0.332
5198.3,755,1.7487,0.3301
5204.6,755.5,1.7473,0.3295
5210.6,756,1.7458,0.3268
5216.6,756.5,1.7442,0.3229
5222.6,757,1.743,0.3204
5228.6,757.5,1.7416,0.3169
5234.6,758,1.7403,0.3162
5240.6,758.5,1.7391,0.3136
5246.6,759,1.7377,0.3088
5252.6,759.5,1.7364,0.3057
5258.6,760,1.7351,0.3038
5264.3,760.5,1.7338,0.3003
5270,761,1.7324,0.2965
5276,761.5,1.7311,0.2991
5282,762,1.7298,0.3003
5288,762.5,1.7285,0.2976
5294,763,1.7272,0.2969
5299.8,763.5,1.726,0.2962
5305.6,764,1.7246,0.2945
5311.6,764.5,1.7233,0.2917
5317.6,765,1.7217,0.2908
5323.6,765.5,1.7206,0.2917
5329.6,766,1.7194,0.2915
5335.6,766.5,1.7181,0.2897
5341.6,767,1.7168,0.2866
5347.6,767.5,1.7156,0.2858
5353.6,768,1.7141,0.285
5359.6,768.5,1.713,0.2826
5365.6,769,1.7118,0.2846
5371.6,769.5,1.7105,0.2873
5377.6,770,1.7093,0.2911
5383.6,770.5,1.7082,0.2925
5389.6,771,1.7069,0.2926
5395.6,771.5,1.7057,0.2911
5401.4,772,1.7045,0.2909
5407.2,772.5,1.7037,0.292
5413.2,773,1.7023,0.2898
5419.2,773.5,1.7011,0.2883
5425.2,774,1.7,0.2883
5431.2,774.5,1.6988,0.2874
5437.2,775,1.6976,0.2873
5443.2,775.5,1.6966,0.2869
5449.2,776,1.6955,0.2851
5455.2,776.5,1.6943,0.2858
5461.2,777,1.6933,0.2855
5467.2,777.5,1.6922,0.2844
5473.2,778,1.6912,0.2864
5479.2,778.5,1.6899,0.2881
5485.2,779,1.6889,0.2855
5491.2,779.5,1.6877,0.2838
5496.9,780,1.6867,0.2856
5502.6,780.5,1.6858,0.2863
5508.6,781,1.6847,0.2861
5514.6,781.5,1.6837,0.2873
5520.6,782,1.6827,0.2897
5526.6,782.5,1.6816,0.2904
5532.6,783,1.6804,0.2914
5538.6,783.5,1.6794,0.2903
5544.6,784,1.6786,0.2897
5550.4,784.5,1.6779,0.2931
5556.4,785,1.6769,0.2949
5562.4,785.5,1.6758,0.2974
5568.4,786,1.675,0.3011
5574.4,786.5,1.6738,0.3032
5580.4,787,1.6728,0.3046
5586.4,787.5,1.6718,0.3041
5592.2,788,1.6709,0.3065
5598.2,788.5,1.6697,0.3082
5604.2,789,1.6687,0.3091
5610.2,789.5,1.6678,0.3104
5616.2,790,1.6668,0.3091
5622.2,790.5,1.666,0.3082
5628.2,791,1.6649,0.3066
5634.2,791.5,1.6639,0.3073
5640.2,792,1.663,0.3084
5646.2,792.5,1.6619,0.3098
5652.2,793,1.661,0.3104
5658,793.5,1.66,0.3114
5663.8,794,1.659,0.3069
5669.5,794.5,1.6579,0.3059
5675.2,795,1.657,0.3022
5681.2,795.5,1.6561,0.3001
5687.2,796,1.6553,0.2979
5693,796.5,1.6543,0.2954
5699,797,1.6533,0.2919
5705,797.5,1.6522,0.2855
5710.8,798,1.6514,0.2809
5716.8,798.5,1.6503,0.2765
5722.8,799,1.6494,0.2752
5728.6,799.5,1.6484,0.2732
5734.6,800,1.6477,0.2657
5740.8,800.5,1.6467,0.2495
5746.8,801,1.6457,0.2404
5752.8,801.5,1.645,0.2327
5758.8,802,1.6442,0.2257
5764.8,802.5,1.6432,0.2186
5770.8,803,1.6423,0.2119
5776.8,803.5,1.6417,0.2062
5782.8,804,1.6408,0.2005
5788.8,804.5,1.6398,0.1985
5794.8,805,1.6389,0.197
5800.8,805.5,1.6379,0.1904
5806.8,806,1.6371,0.1842
5813,806.5,1.6362,0.1769
5819.2,807,1.6353,0.1698
5825.2,807.5,1.6343,0.1598
5831.2,808,1.6335,0.1517
5837.2,808.5,1.6327,0.1464
5843.2,809,1.6319,0.1417
5849.2,809.5,1.6309,0.1387
5855.2,810,1.6301,0.1332
5861.2,810.5,1.6292,0.1284
5867.2,811,1.6284,0.1227
5873.2,811.5,1.6273,0.1156
5879.2,812,1.6267,0.1116
5885.2,812.5,1.6258,0.1092
5891.2,813,1.6248,0.1097
5897.2,813.5,1.6242,0.1057
5903,814,1.6234,0.1001
5908.8,814.5,1.6227,0.0961
5914.8,815,1.6217,0.0917
5920.8,815.5,1.6207,0.0852
5926.8,816,1.6198,0.083
5932.8,816.5,1.6189,0.0804
5938.8,817,1.6182,0.0769
5944.8,817.5,1.6175,0.0735
5950.8,818,1.6165,0.0706
5956.8,818.5,1.6156,0.0698
5962.8,819,1.6147,0.07
5968.8,819.5,1.6139,0.0662
5974.8,820,1.6131,0.0618
5980.8,820.5,1.6123,0.0616
5986.6,821,1.6115,0.0593
5992.4,821.5,1.6106,0.0608
5998.4,822,1.6099,0.0607
6004.4,822.5,1.6088,0.0605
6010.6,823,1.608,0.0627
6016.8,823.5,1.6074,0.0647
6022.8,824,1.6065,0.0632
6028.8,824.5,1.6058,0.0576
6034.8,825,1.6051,0.0537
6040.8,825.5,1.6042,0.0502
6046.8,826,1.6037,0.0497
6052.8,826.5,1.6027,0.0499
6058.8,827,1.6019,0.0479
6064.8,827.5,1.6011,0.0474
6070.8,828,1.6003,0.0445
6076.8,828.5,1.5995,0.0432
6082.8,829,1.5987,0.0419
6088.8,829.5,1.5979,0.0402
6094.8,830,1.5971,0.0381
6100.8,830.5,1.5963,0.038
6106.8,831,1.5956,0.0355
6113,831.5,1.5949,0.0318
6119.2,832,1.594,0.0324
6125.2,832.5,1.5931,0.0308
6131.2,833,1.5923,0.0279
6137.2,833.5,1.5916,0.0291
6143.2,834,1.5908,0.0292
6149.5,834.5,1.5899,0.0326
6155.8,835,1.5893,0.0352
6161.8,835.5,1.5883,0.0342
6167.8,836,1.5875,0.0286
6173.8,836.5,1.5866,0.0251
6180,837,1.5859,0.0235
6186,837.5,1.585,0.0211
6192,838,1.5846,0.0193
6198.2,838.5,1.5837,0.0171
6204.2,839,1.5829,0.0131
6210.2,839.5,1.5822,0.0103
6216.2,840,1.5814,0.0104
6222.2,840.5,1.5807,0.0088
6228.4,841,1.5799,0.012
6234.6,841.5,1.579,0.0123
6240.6,842,1.5784,0.0098
6246.6,842.5,1.5777,0.0076
6252.6,843,1.5768,0.0042
6258.6,843.5,1.5762,0.0003
6264.6,844,1.5752,-0.0031
6270.6,844.5,1.5745,-0.0033
6276.6,845,1.5737,-0.0014
6282.6,845.5,1.573,-0.0053
6288.6,846,1.5723,-0.0084
6294.6,846.5,1.5715,-0.0126
6300.6,847,1.5709,-0.0176
6306.6,847.5,1.5702,-0.0205
6312.9,848,1.5692,-0.0207
6318.9,848.5,1.5685,-0.0224
6324.6,849,1.5678,-0.0238
6330.6,849.5,1.5671,-0.0251
6336.6,850,1.5663,-0.0281
6342.6,850.5,1.5655,-0.0325
6348.6,851,1.5649,-0.0337
6354.6,851.5,1.564,-0.0365
6360.6,852,1.5634,-0.0386
6366.6,852.5,1.5626,-0.0411
6372.9,853,1.562,-0.0437
6379.2,853.5,1.5612,-0.047
6385.2,854,1.5606,-0.0478
6391.2,854.5,1.5599,-0.0491
6397.2,855,1.5593,-0.0503
6403.2,855.5,1.5586,-0.0557
6409.2,856,1.5579,-0.0593
6415.4,856.5,1.5571,-0.0637
6421.4,857,1.5563,-0.0682
6427.4,857.5,1.5557,-0.0704
6433.4,858,1.5549,-0.0719
6439.2,858.5,1.5542,-0.077
6445.4,859,1.5535,-0.0838
6451.4,859.5,1.5527,-0.0913
6457.2,860,1.5521,-0.0959
6463.4,860.5,1.5515,-0.0983
6469.6,861,1.5508,-0.1004
6475.6,861.5,1.5501,-0.1037
6481.4,862,1.5496,-0.1066
6487.2,862.5,1.5488,-0.1122
6493.4,863,1.5482,-0.1157
6499.6,863.5,1.5475,-0.121
6505.6,864,1.547,-0.1281
6511.6,864.5,1.5463,-0.132
6517.6,865,1.5457,-0.1357
6523.6,865.5,1.545,-0.139
6529.6,866,1.5443,-0.1434
6535.6,866.5,1.5436,-0.1467
6541.6,867,1.5429,-0.1475
6547.6,867.5,1.5423,-0.1507
6553.8,868,1.5416,-0.1552
6559.8,868.5,1.5409,-0.1597
6565.6,869,1.5405,-0.1638
6571.6,869.5,1.54,-0.1714
6577.6,870,1.5393,-0.1752
6583.6,870.5,1.5385,-0.178
6589.6,871,1.5381,-0.1837
6595.6,871.5,1.5375,-0.1896
6601.6,872,1.5368,-0.1962
6607.6,872.5,1.5362,-0.2037
6613.8,873,1.5357,-0.2096
6620,873.5,1.535,-0.2176
6626,874,1.5342,-0.2225
6632,874.5,1.5337,-0.2229
6638,875,1.5331,-0.2261
6644,875.5,1.5325,-0.2303
6650,876,1.5319,-0.2353
6656,876.5,1.5313,-0.2373
6662.3,877,1.5307,-0.2413
6668.6,877.5,1.53,-0.2462
6674.6,878,1.5295,-0.2503
6680.6,878.5,1.5291,-0.255
6686.6,879,1.5285,-0.2592
6692.8,879.5,1.528,-0.2645
6699,880,1.5274,-0.2741
6705,880.5,1.5268,-0.2841
6711,881,1.5263,-0.2922
6717,881.5,1.5257,-0.301
6723,882,1.5251,-0.3087
6729,882.5,1.5244,-0.3135
6734.8,883,1.5241,-0.3163
6740.6,883.5,1.5236,-0.3213
6746.6,884,1.523,-0.3248
6752.6,884.5,1.5224,-0.3284
6758.6,885,1.5218,-0.3333
6764.6,885.5,1.5214,-0.3388
6770.6,886,1.5209,-0.3417
6776.6,886.5,1.5202,-0.3445
6782.8,887,1.5196,-0.3467
6789,887.5,1.5189,-0.3501
6795,888,1.5185,-0.3582
6801.2,888.5,1.5181,-0.3659
6807.4,889,1.5176,-0.3696
6813.4,889.5,1.5172,-0.3738
6819.4,890,1.5167,-0.3816
6825.4,890.5,1.5162,-0.3876
6831.7,891,1.5156,-0.3928
6837.7,891.5,1.515,-0.3974
6843.7,892,1.5146,-0.3999
6850,892.5,1.5142,-0.4032
6856,893,1.5136,-0.4113
6862,893.5,1.513,-0.4116
6868,894,1.5125,-0.4131
6874,894.5,1.5121,-0.4153
6880,895,1.5117,-0.4228
6885.7,895.5,1.5113,-0.4296
6891.7,896,1.5108,-0.4325
6898,896.5,1.5103,-0.4385
6903.7,897,1.5098,-0.4416
6909.4,897.5,1.5094,-0.4435
6915.4,898,1.509,-0.449
6921.7,898.5,1.5084,-0.455
6928,899,1.5079,-0.4648
6934,899.5,1.5075,-0.472
6940,900,1.507,-0.4736
6946,900.5,1.5065,-0.4729
6952,901,1.5062,-0.4784
6958,901.5,1.5057,-0.4862
6964,902,1.5054,-0.4875
6970.2,902.5,1.5049,-0.4905
6976.4,903,1.5043,-0.4923
6982.4,903.5,1.5041,-0.4922
6988.4,904,1.5036,-0.5008
6994.4,904.5,1.5032,-0.5128
7000.4,905,1.5026,-0.5217
7006.4,905.5,1.5021,-0.5259
7012.4,906,1.5018,-0.5353
7018.4,906.5,1.5015,-0.5435
7024.4,907,1.5011,-0.5439
7030.6,907.5,1.5008,-0.5467
7036.8,908,1.5005,-0.5496
7042.8,908.5,1.5001,-0.5506
7049.1,909,1.4997,-0.5512
7055.4,909.5,1.4994,-0.5598
7061.1,910,1.499,-0.5636
7067.1,910.5,1.4988,-0.5654
7073.4,911,1.4983,-0.569
7079.4,911.5,1.4981,-0.5745
7085.1,912,1.4978,-0.5792
7090.8,912.5,1.4975,-0.5825
7096.8,913,1.4969,-0.5854
7103.1,913.5,1.4967,-0.5928
7109.4,914,1.4963,-0.6001
7115.4,914.5,1.4961,-0.6115
7121.4,915,1.4958,-0.6177
7127.4,915.5,1.4954,-0.6192
7133.4,916,1.4951,-0.6189
7139.4,916.5,1.4949,-0.6232
7145.4,917,1.4943,-0.6291
7151.4,917.5,1.4941,-0.6326
7157.6,918,1.4939,-0.6353
7163.8,918.5,1.4935,-0.6383
7169.8,919,1.4931,-0.6426
7175.8,919.5,1.4927,-0.6478
7181.6,920,1.4922,-0.6521
7187.4,920.5,1.492,-0.6542
7193.6,921,1.4918,-0.6561
7199.6,921.5,1.4915,-0.6556
7205.4,922,1.4912,-0.6601
7211.4,922.5,1.4909,-0.6627
7217.6,923,1.4907,-0.6655
7223.6,923.5,1.4903,-0.6688
7229.4,924,1.4901,-0.6715
7235.6,924.5,1.4896,-0.6726
7241.8,925,1.4894,-0.6767
7247.8,925.5,1.4891,-0.6806
7253.8,926,1.4888,-0.6836
7259.8,926.5,1.4884,-0.6862
7266,927,1.4882,-0.6876
7272.2,927.5,1.4878,-0.6903
7278.2,928,1.4876,-0.6922
7284.2,928.5,1.4873,-0.6918
7290.2,929,1.4871,-0.6882
7296.5,929.5,1.4869,-0.6892
7302.8,930,1.4866,-0.6958
7308.8,930.5,1.4862,-0.6957
7314.8,931,1.4859,-0.7023
7320.8,931.5,1.4857,-0.7076
7326.8,932,1.4853,-0.7111
7332.8,932.5,1.4849,-0.7157
7338.8,933,1.4846,-0.7209
7344.8,933.5,1.4844,-0.7237
7350.8,934,1.4842,-0.7266
7356.8,934.5,1.4842,-0.7307
7362.8,935,1.4837,-0.7317
7368.8,935.5,1.4835,-0.731
7374.8,936,1.4833,-0.7321
7380.8,936.5,1.4832,-0.7316
7387,937,1.4828,-0.7288
7393,937.5,1.4824,-0.7287
7399,938,1.4822,-0.7294
7405.2,938.5,1.4818,-0.7287
7411.2,939,1.4815,-0.7256
7417.4,939.5,1.4812,-0.7257
7423.6,940,1.4811,-0.7317
7429.6,940.5,1.4808,-0.7389
7435.9,941,1.4805,-0.7418
7442.2,941.5,1.4801,-0.7443
7448.4,942,1.4797,-0.7469
7454.6,942.5,1.4795,-0.7535
7460.6,943,1.4794,-0.7645
7466.8,943.5,1.4792,-0.7685
7473.3,944,1.4789,-0.7703
7479.6,944.5,1.4786,-0.7704
7485.6,945,1.4784,-0.7653
7491.6,945.5,1.478,-0.7561
7497.8,946,1.4777,-0.7498
7504,946.5,1.4777,-0.7505
7510.2,947,1.4774,-0.7536
7516.4,947.5,1.4771,-0.7538
7522.4,948,1.4771,-0.7501
7528.4,948.5,1.477,-0.7434
7534.7,949,1.4766,-0.736
7541,949.5,1.4762,-0.7347
7547,950,1.4762,-0.7392
7553.2,950.5,1.4759,-0.7456
7559.4,951,1.4757,-0.749
7565.4,951.5,1.4754,-0.7773
7571.6,952,1.475,-0.8061
7577.8,952.5,1.4749,-0.8058
7583.8,953,1.4748,-0.7995
7590.1,953.5,1.4746,-0.7949
7596.4,954,1.4744,-0.7905
7602.4,954.5,1.4741,-0.7865
7608.4,955,1.4739,-0.7808
7614.4,955.5,1.4738,-0.7787
7620.4,956,1.4737,-0.7732
7626.4,956.5,1.4734,-0.7713
7632.4,957,1.4731,-0.7702
7638.6,957.5,1.4727,-0.7693
7644.8,958,1.4725,-0.7681
7650.8,958.5,1.4724,-0.7649
7657,959,1.4723,-0.7659
7663.2,959.5,1.4719,-0.7634
7669.2,960,1.4716,-0.7618
7675.2,960.5,1.4715,-0.7658
7681.2,961,1.4711,-0.7665
7687.5,961.5,1.4709,-0.7686
7694,962,1.4707,-0.7662
7700.2,962.5,1.4703,-0.7639
7706.2,963,1.4701,-0.7633
7712.4,963.5,1.47,-0.7633
7718.6,964,1.4698,-0.7546
7724.6,964.5,1.4696,-0.7494
7730.6,965,1.4694,-0.7522
7736.9,965.5,1.4691,-0.7551
7743.2,966,1.4689,-0.7574
7749.2,966.5,1.4686,-0.7578
7755.2,967,1.4683,-0.7569
7761.4,967.5,1.4681,-0.7542
7767.6,968,1.468,-0.7518
7773.6,968.5,1.4679,-0.753
7779.6,969,1.4673,-0.7511
7785.8,969.5,1.4671,-0.7524
7792,970,1.4668,-0.753
7797.8,970.5,1.4668,-0.7532
7803.8,971,1.4666,-0.7508
7810,971.5,1.4663,-0.7473
7816.3,972,1.4661,-0.7461
7822.6,972.5,1.4659,-0.7454
7828.6,973,1.4658,-0.7426
7834.6,973.5,1.4656,-0.7394
7840.8,974,1.4652,-0.7423
7847,974.5,1.4651,-0.7452
7853,975,1.4648,-0.7443
7859,975.5,1.4647,-0.7463
7865.2,976,1.4643,-0.7436
7871.4,976.5,1.464,-0.7379
7877.7,977,1.4639,-0.7361
7884,977.5,1.4634,-0.7436
7890,978,1.4634,-0.7488
7896,978.5,1.4631,-0.749
7902.2,979,1.4629,-0.7413
7908.4,979.5,1.4628,-0.7365
7914.4,980,1.4626,-0.7354
7920.4,980.5,1.4625,-0.7356
7926.4,981,1.4623,-0.7381
7932.4,981.5,1.4621,-0.7423
7938.6,982,1.4618,-0.741
7944.8,982.5,1.4616,-0.7357
7950.8,983,1.4614,-0.7312
7956.8,983.5,1.4612,-0.727
7962.8,984,1.4609,-0.7258
7969.1,984.5,1.4608,-0.7237
7975.1,985,1.4605,-0.723
7980.8,985.5,1.4602,-0.7218
7986.8,986,1.4602,-0.7182
7992.8,986.5,1.46,-0.7225
7998.8,987,1.4598,-0.7241
8004.8,987.5,1.4595,-0.7271
8010.8,988,1.4593,-0.726
8016.8,988.5,1.4591,-0.7209
8022.8,989,1.4589,-0.7192
8028.8,989.5,1.4588,-0.7197
8034.8,990,1.4585,-0.7217
8040.8,990.5,1.4584,-0.7216
8046.8,991,1.4582,-0.7228
8052.8,991.5,1.4579,-0.7257
8058.8,992,1.4576,-0.729
8064.8,992.5,1.4576,-0.73
8070.8,993,1.4573,-0.729
8076.8,993.5,1.457,-0.7304
8083.1,994,1.4569,-0.7298
8089.4,994.5,1.4568,-0.7253
8095.4,995,1.4566,-0.7251
8101.4,995.5,1.4564,-0.7286
8107.6,996,1.4562,-0.7278
8113.8,996.5,1.4557,-0.731
8119.8,997,1.4555,-0.7326
8125.8,997.5,1.4553,-0.7344
8131.8,998,1.4551,-0.7359
8137.8,998.5,1.4551,-0.7371
8143.8,999,1.4548,-0.741
8149.8,999.5,1.4545,-0.7413
8155.8,1000,1.4542,-0.7389
8161.8,1000.5,1.4542,-0.7432
8167.8,1001,1.4541,-0.7496
8173.8,1001.5,1.4539,-0.7493
8179.8,1002,1.4537,-0.7458
8186,1002.5,1.4534,-0.7409
8192.2,1003,1.4531,-0.7358
8198.2,1003.5,1.4528,-0.743
8204.2,1004,1.4527,-0.7462
8210.2,1004.5,1.4525,-0.7451
8216.2,1005,1.4524,-0.7485
8222.2,1005.5,1.4523,-0.7523
8228.2,1006,1.4521,-0.7549
8234.2,1006.5,1.452,-0.7602
8240.2,1007,1.4518,-0.761
8246.5,1007.5,1.4515,-0.7586
8252.5,1008,1.4513,-0.7599
8258.5,1008.5,1.4511,-0.7669
8264.8,1009,1.4509,-0.7777
8270.8,1009.5,1.4508,-0.7808
8276.8,1010,1.4505,-0.7822
8282.8,1010.5,1.4503,-0.7899
8288.8,1011,1.4503,-0.7899
8294.8,1011.5,1.45,-0.7903
8301,1012,1.4498,-0.7925
8307.2,1012.5,1.4497,-0.7934
8313,1013,1.4494,-0.7933
8318.8,1013.5,1.4492,-0.7975
8324.8,1014,1.449,-0.8008
8330.8,1014.5,1.4488,-0.797
8336.5,1015,1.4486,-0.7957
8342.2,1015.5,1.4483,-0.7981
8348,1016,1.4481,-0.7998
8353.5,1016.5,1.448,-0.8008
8359.3,1017,1.4479,-0.8032
8365.3,1017.5,1.4475,-0.8062
8371,1018,1.4473,-0.8112
8376.7,1018.5,1.4472,-0.814
8382.7,1019,1.4469,-0.8192
8388.5,1019.5,1.4469,-0.825
8394.5,1020,1.4468,-0.8266
8400.5,1020.5,1.4464,-0.8323
8406.3,1021,1.4461,-0.8388
8412.3,1021.5,1.4459,-0.8447
8418.1,1022,1.4458,-0.8496
8423.4,1022.5,1.4458,-0.8502
8428.7,1023,1.4456,-0.8514
8434.2,1023.5,1.4455,-0.8525
8439.9,1024,1.4453,-0.8569
8445.7,1024.5,1.4452,-0.8633
8451.2,1025,1.4449,-0.8668
8457,1025.5,1.4447,-0.8756
8463,1026,1.4443,-0.8785
8468.7,1026.5,1.4443,-0.879
8474.4,1027,1.4441,-0.8778
8480.7,1027.5,1.444,-0.8822
8487,1028,1.4438,-0.8878
8493,1028.5,1.4435,-0.8914
8499,1029,1.4433,-0.8945
8505,1029.5,1.4433,-0.8978
8511,1030,1.4431,-0.8954
8517,1030.5,1.4429,-0.9002
8523,1031,1.4427,-0.9054
8529,1031.5,1.4424,-0.9077
8535,1032,1.4422,-0.9143
8541,1032.5,1.442,-0.9203
8547,1033,1.4419,-0.9266
8552.7,1033.5,1.4418,-0.9285
8558.4,1034,1.4415,-0.928
8564.4,1034.5,1.4414,-0.9287
8570.7,1035,1.4413,-0.9316
8576.7,1035.5,1.4411,-0.9359
8582.4,1036,1.441,-0.9405
8588.4,1036.5,1.4407,-0.9422
8594.4,1037,1.4406,-0.9419
8600.4,1037.5,1.4404,-0.9467
8606.4,1038,1.4402,-0.9552
8612.4,1038.5,1.4401,-0.9595
8618.4,1039,1.4398,-0.9632
8624.4,1039.5,1.4398,-0.9629
8630.4,1040,1.4395,-0.9659
8636.4,1040.5,1.4394,-0.9671
8642.4,1041,1.4391,-0.9709
8648.4,1041.5,1.4389,-0.9752
8654.4,1042,1.4387,-0.9808
8660.4,1042.5,1.4385,-0.9861
8666.4,1043,1.4383,-0.9894
8672.4,1043.5,1.4382,-0.9868
8678.7,1044,1.4381,-0.9861
8684.7,1044.5,1.4379,-0.9826
8690.4,1045,1.4378,-0.9849
8696.4,1045.5,1.4374,-0.991
8702.2,1046,1.4373,-0.9994
8708.2,1046.5,1.4374,-1.0029
8714.2,1047,1.437,-1.0065
8720,1047.5,1.437,-1.0062
8726,1048,1.4368,-1.0077
8732,1048.5,1.4367,-1.009
8738,1049,1.4366,-1.0108
8744,1049.5,1.4363,-1.0101
8750,1050,1.4361,-1.0124
8756,1050.5,1.4358,-1.0165
8761.8,1051,1.4356,-1.0212
8767.6,1051.5,1.4354,-1.0215
8773.6,1052,1.4353,-1.0246
8779.6,1052.5,1.4351,-1.0276
8785.3,1053,1.4349,-1.0306
8791,1053.5,1.4348,-1.0322
8796.8,1054,1.4346,-1.0296
8802.6,1054.5,1.4344,-1.0318
8808.6,1055,1.4343,-1.0359
8814.6,1055.5,1.4342,-1.0438
8820.6,1056,1.4339,-1.0535
8826.6,1056.5,1.4336,-1.0589
8832.6,1057,1.4336,-1.0641
8838.4,1057.5,1.4333,-1.0711
8844.2,1058,1.4331,-1.0752
8850.2,1058.5,1.433,-1.0753
8856.2,1059,1.4328,-1.0736
8862.2,1059.5,1.4325,-1.0817
8868.2,1060,1.4323,-1.0868
8874.2,1060.5,1.4322,-1.0881
8880.2,1061,1.4322,-1.0875
8886.2,1061.5,1.4318,-1.0918
8892.2,1062,1.4317,-1.1003
8898.2,1062.5,1.4316,-1.1062
8904.2,1063,1.4313,-1.1096
8910.2,1063.5,1.431,-1.1101
8915.9,1064,1.4309,-1.1133
8921.6,1064.5,1.4306,-1.1197
8927.4,1065,1.4305,-1.1182
8933.2,1065.5,1.4304,-1.1208
8939.2,1066,1.4301,-1.1275
8945.2,1066.5,1.43,-1.1315
8951.2,1067,1.4298,-1.13
8957.2,1067.5,1.4295,-1.129
8963,1068,1.4294,-1.1342
8968.8,1068.5,1.4293,-1.1334
8974.5,1069,1.4291,-1.1321
8980.2,1069.5,1.4292,-1.1321
8986.2,1070,1.4289,-1.1337
8992,1070.5,1.4287,-1.132
8998,1071,1.4287,-1.134
9004.2,1071.5,1.4283,-1.1416
9010.2,1072,1.4281,-1.1501
9016,1072.5,1.428,-1.1536
9021.8,1073,1.4278,-1.1601
9027.8,1073.5,1.4278,-1.1593
9033.6,1074,1.4276,-1.1577
9039.4,1074.5,1.4272,-1.1578
9045.1,1075,1.4271,-1.1603
9050.8,1075.5,1.427,-1.1616
9056.8,1076,1.4269,-1.1632
9062.6,1076.5,1.4266,-1.1651
9068.1,1077,1.4264,-1.1671
9073.9,1077.5,1.4263,-1.1651
9079.9,1078,1.426,-1.1656
9085.9,1078.5,1.426,-1.1711
9091.9,1079,1.4258,-1.1772
9097.9,1079.5,1.4255,-1.1807
9103.6,1080,1.4254,-1.1806
9109.6,1080.5,1.4253,-1.1828
9115.9,1081,1.425,-1.1868
9121.9,1081.5,1.4248,-1.192
9127.9,1082,1.4244,-1.1972
9133.9,1082.5,1.4243,-1.199
9139.9,1083,1.4241,-1.2017
9145.9,1083.5,1.424,-1.1975
9151.6,1084,1.4238,-1.199
9157.3,1084.5,1.4238,-1.2034
9163.3,1085,1.4235,-1.2053
9169.3,1085.5,1.4234,-1.2027
9175.3,1086,1.4232,-1.2013
9181.3,1086.5,1.4229,-1.2047
9187.1,1087,1.4227,-1.206
9192.9,1087.5,1.4226,-1.2072
