Time (s),Temperature (K),Mass (mg),Heat Flow Rate(W/g)
1324,736,1.7735,-0.7342
1325.5,736.5,1.7715,-0.7237
1327,737,1.7702,-0.7159
1328.5,737.5,1.7683,-0.7044
1330,738,1.7664,-0.6937
1331.5,738.5,1.7645,-0.685
1333,739,1.7626,-0.6783
1334.5,739.5,1.7608,-0.6735
1336,740,1.7591,-0.6694
1337.5,740.5,1.7572,-0.6655
1339,741,1.7555,-0.6611
1340.5,741.5,1.7537,-0.6563
1342,742,1.7519,-0.6513
1343.5,742.5,1.7502,-0.6464
1345,743,1.7484,-0.6417
1346.5,743.5,1.7467,-0.6367
1348,744,1.745,-0.6313
1349.5,744.5,1.7433,-0.6254
1351,745,1.7415,-0.6199
1352.5,745.5,1.7398,-0.6139
1354,746,1.738,-0.6077
1355.5,746.5,1.7364,-0.6009
1357,747,1.7347,-0.5941
1358.5,747.5,1.7331,-0.5878
1360,748,1.7314,-0.5815
1361.5,748.5,1.7298,-0.5747
1363,749,1.7281,-0.5677
1364.5,749.5,1.7265,-0.5613
1366,750,1.7249,-0.5555
1367.5,750.5,1.7233,-0.5505
1369,751,1.7221,-0.5472
1370.5,751.5,1.7206,-0.5418
1372,752,1.7189,-0.5368
1373.5,752.5,1.7174,-0.5315
1375,753,1.7159,-0.5272
1376.5,753.5,1.7143,-0.5233
1378,754,1.7128,-0.5189
1379.5,754.5,1.7112,-0.5144
1381,755,1.7097,-0.5095
1382.5,755.5,1.7082,-0.5053
1384,756,1.7067,-0.5012
1385.5,756.5,1.7052,-0.4979
1387,757,1.7037,-0.4952
1388.5,757.5,1.7022,-0.4927
1390,758,1.7008,-0.49
1391.5,758.5,1.6994,-0.4868
1393,759,1.698,-0.4837
1394.5,759.5,1.6966,-0.4806
1396,760,1.6956,-0.4787
1397.5,760.5,1.6942,-0.476
1399,761,1.6929,-0.4726
1400.5,761.5,1.6915,-0.4689
1402,762,1.69,-0.4655
1403.5,762.5,1.6886,-0.4624
1405,763,1.6871,-0.4605
1406.5,763.5,1.6857,-0.4588
1408,764,1.6844,-0.4573
1409.5,764.5,1.683,-0.456
1411,765,1.6816,-0.454
1412.5,765.5,1.6802,-0.4525
1414,766,1.6789,-0.4505
1415.5,766.5,1.6776,-0.4488
1417,767,1.6763,-0.4462
1418.5,767.5,1.675,-0.4421
1420,768,1.6741,-0.4387
1421.5,768.5,1.6727,-0.4326
1423,769,1.6714,-0.4255
1424.5,769.5,1.6702,-0.4184
1426,770,1.6689,-0.4124
1427.5,770.5,1.6676,-0.4079
1429,771,1.6663,-0.4051
1430.5,771.5,1.6651,-0.4031
1432,772,1.6638,-0.4013
1433.5,772.5,1.6625,-0.4002
1435,773,1.6613,-0.3987
1436.5,773.5,1.66,-0.3966
1438,774,1.6588,-0.3938
1439.5,774.5,1.6576,-0.3904
1441,775,1.6564,-0.3879
1442.5,775.5,1.6552,-0.3849
1444,776,1.6543,-0.3832
1445.5,776.5,1.653,-0.3813
1447,777,1.6518,-0.3794
1448.5,777.5,1.6505,-0.3781
1450,778,1.6493,-0.3763
1451.5,778.5,1.6481,-0.3743
1453,779,1.6469,-0.3718
1454.5,779.5,1.6457,-0.3697
1456,780,1.6445,-0.3686
1457.5,780.5,1.6433,-0.3679
1459,781,1.6421,-0.3676
1460.5,781.5,1.6409,-0.3663
1462,782,1.6397,-0.3658
1463.5,782.5,1.6386,-0.3649
1465,783,1.6375,-0.3642
1466.5,783.5,1.6363,-0.3631
1468,784,1.6356,-0.3623
1469.5,784.5,1.6345,-0.3618
1471,785,1.6334,-0.3616
1472.5,785.5,1.6323,-0.3614
1474,786,1.6312,-0.3614
1475.5,786.5,1.63,-0.3616
1477,787,1.6288,-0.362
1478.5,787.5,1.6278,-0.3621
1480,788,1.6267,-0.362
1481.5,788.5,1.6256,-0.3613
1483,789,1.6245,-0.3616
1484.5,789.5,1.6234,-0.3621
1486,790,1.6223,-0.3627
1487.5,790.5,1.6211,-0.3629
1489,791,1.6199,-0.3621
1490.5,791.5,1.6188,-0.3609
1492,792,1.6178,-0.3601
1493.5,792.5,1.6167,-0.3595
1495,793,1.616,-0.3598
1496.7,793.5,1.6145,-0.3589
1498.2,794,1.6136,-0.358
1499.7,794.5,1.6128,-0.3579
1501.2,795,1.6117,-0.3573
1502.7,795.5,1.6107,-0.3569
1504.2,796,1.6096,-0.3568
1505.7,796.5,1.6086,-0.3568
1507.2,797,1.6076,-0.3571
1508.7,797.5,1.6065,-0.358
1510.2,798,1.6053,-0.3596
1511.7,798.5,1.6043,-0.3611
1513.2,799,1.6032,-0.3633
1514.7,799.5,1.6023,-0.3653
1516.2,800,1.6012,-0.3669
1517.7,800.5,1.6001,-0.3671
1519.2,801,1.5989,-0.3675
1520.7,801.5,1.5978,-0.3676
1522.2,802,1.5967,-0.3674
1523.7,802.5,1.5956,-0.3679
1525.2,803,1.5945,-0.3676
1526.7,803.5,1.5934,-0.3675
1528.2,804,1.5922,-0.3675
1529.7,804.5,1.591,-0.3666
1531.2,805,1.5898,-0.3667
1532.7,805.5,1.5891,-0.3668
1534.2,806,1.588,-0.3672
1535.7,806.5,1.5869,-0.3675
1537.2,807,1.5859,-0.3671
1538.7,807.5,1.5847,-0.3671
1540.2,808,1.5836,-0.3654
1541.7,808.5,1.5825,-0.3629
1543.2,809,1.5813,-0.361
1544.7,809.5,1.5802,-0.3584
1546.2,810,1.579,-0.3557
1547.7,810.5,1.5779,-0.3521
1549.2,811,1.5767,-0.3487
1550.7,811.5,1.5756,-0.3445
1552.2,812,1.5748,-0.3424
1553.9,812.5,1.5733,-0.3378
1555.4,813,1.5723,-0.3334
1556.9,813.5,1.5715,-0.3304
1558.4,814,1.5703,-0.3252
1559.9,814.5,1.5692,-0.3193
1561.4,815,1.5681,-0.3136
1562.9,815.5,1.567,-0.3077
1564.4,816,1.5658,-0.3018
1565.9,816.5,1.5646,-0.2958
1567.4,817,1.5634,-0.2906
1568.9,817.5,1.5623,-0.2854
1570.4,818,1.5611,-0.2809
1571.9,818.5,1.5598,-0.2761
1573.4,819,1.5586,-0.2711
1574.9,819.5,1.5575,-0.2675
1576.4,820,1.5565,-0.2644
1577.9,820.5,1.5553,-0.2627
1579.4,821,1.554,-0.2607
1580.9,821.5,1.5527,-0.2581
1582.4,822,1.5515,-0.255
1583.9,822.5,1.5502,-0.2511
1585.4,823,1.5491,-0.2467
1586.9,823.5,1.5479,-0.2418
1588.4,824,1.5467,-0.2371
1589.9,824.5,1.5455,-0.2324
1591.4,825,1.5442,-0.2284
1592.9,825.5,1.543,-0.2244
1594.4,826,1.5417,-0.2212
1595.9,826.5,1.5404,-0.2189
1597.4,827,1.5392,-0.2173
1598.9,827.5,1.538,-0.2152
1600.4,828,1.5368,-0.2127
1601.9,828.5,1.5357,-0.2091
1603.4,829,1.5348,-0.2068
1604.9,829.5,1.5336,-0.204
1606.4,830,1.5324,-0.2013
1607.9,830.5,1.5311,-0.1993
1609.4,831,1.5298,-0.197
1610.9,831.5,1.5286,-0.1951
1612.4,832,1.5273,-0.1931
1613.9,832.5,1.5262,-0.191
1615.4,833,1.525,-0.1891
1616.9,833.5,1.5237,-0.1867
1618.4,834,1.5224,-0.1847
1619.9,834.5,1.5212,-0.1825
1621.4,835,1.52,-0.1804
1622.9,835.5,1.5187,-0.1791
1624.4,836,1.5175,-0.1779
1625.9,836.5,1.5164,-0.1765
1627.4,837,1.5152,-0.1747
1628.9,837.5,1.514,-0.1721
1630.4,838,1.5128,-0.169
1631.9,838.5,1.5115,-0.1661
1633.4,839,1.5103,-0.1631
1634.9,839.5,1.5092,-0.1616
1636.4,840,1.5081,-0.1605
1637.9,840.5,1.507,-0.1605
1639.4,841,1.5057,-0.1601
1640.9,841.5,1.5045,-0.1599
1642.4,842,1.5033,-0.1597
1643.9,842.5,1.5021,-0.159
1645.4,843,1.501,-0.1578
1646.9,843.5,1.5,-0.1556
1648.4,844,1.4989,-0.153
1649.9,844.5,1.4978,-0.1495
1651.4,845,1.4968,-0.1458
1652.9,845.5,1.4957,-0.1426
1654.4,846,1.4946,-0.1402
1655.9,846.5,1.4935,-0.1378
1657.4,847,1.4926,-0.1347
1658.9,847.5,1.4915,-0.1305
1660.4,848,1.4905,-0.1261
1661.9,848.5,1.4894,-0.1219
1663.4,849,1.4885,-0.1176
1664.9,849.5,1.4878,-0.1149
1666.4,850,1.4868,-0.1113
1667.9,850.5,1.4858,-0.1079
1669.4,851,1.4848,-0.1039
1670.9,851.5,1.4838,-0.0989
1672.4,852,1.4828,-0.0933
1673.9,852.5,1.4818,-0.0881
1675.6,853,1.4808,-0.0838
1677.3,853.5,1.4796,-0.0777
1678.8,854,1.4787,-0.0725
1680.3,854.5,1.4778,-0.0669
1681.8,855,1.4769,-0.0619
1683.3,855.5,1.4759,-0.0576
1684.8,856,1.4748,-0.0538
1686.3,856.5,1.4738,-0.0505
1687.8,857,1.4728,-0.046
1689.3,857.5,1.4717,-0.0411
1690.8,858,1.4708,-0.0359
1692.3,858.5,1.4699,-0.0315
1693.8,859,1.469,-0.0275
1695.3,859.5,1.468,-0.0247
1696.8,860,1.467,-0.0225
1698.3,860.5,1.4661,-0.0209
1699.8,861,1.4651,-0.0188
1701.3,861.5,1.4642,-0.0157
1702.8,862,1.4633,-0.0128
1704.3,862.5,1.4624,-0.0112
1705.8,863,1.4614,-0.0093
1707.3,863.5,1.4605,-0.0074
1708.8,864,1.4596,-0.0037
1710.3,864.5,1.4587,-0.0003
1711.8,865,1.4579,0.0036
1713.3,865.5,1.4569,0.0076
1714.8,866,1.4563,0.0101
1716.3,866.5,1.4553,0.0146
1717.8,867,1.4544,0.0188
1719.3,867.5,1.4535,0.0227
1720.8,868,1.4526,0.0266
1722.3,868.5,1.4517,0.0297
1723.8,869,1.4508,0.0323
1725.3,869.5,1.4498,0.0346
1726.8,870,1.449,0.0369
1728.3,870.5,1.448,0.04
1729.8,871,1.4472,0.0433
1731.3,871.5,1.4463,0.0473
1732.8,872,1.4454,0.0505
1734.3,872.5,1.4444,0.0536
1735.8,873,1.4435,0.0569
1737.3,873.5,1.4425,0.0607
1738.8,874,1.4417,0.0651
1740.3,874.5,1.4407,0.0691
1741.8,875,1.4398,0.0733
1743.3,875.5,1.439,0.0769
1744.8,876,1.4382,0.0812
1746.3,876.5,1.4373,0.0859
1747.8,877,1.4364,0.0912
1749.3,877.5,1.4355,0.0969
1750.8,878,1.4346,0.1024
1752.3,878.5,1.4337,0.1082
1753.8,879,1.4328,0.1139
1755.3,879.5,1.4321,0.1194
1756.8,880,1.4312,0.1237
1758.3,880.5,1.4304,0.1272
1759.8,881,1.4295,0.1303
1761.3,881.5,1.4285,0.1331
1762.8,882,1.4276,0.1364
1764.3,882.5,1.4267,0.1396
1765.8,883,1.4258,0.1439
1767.3,883.5,1.425,0.1492
1768.8,884,1.4242,0.1548
1770.3,884.5,1.4234,0.1608
1771.8,885,1.4226,0.1663
1773.3,885.5,1.4217,0.1716
1774.8,886,1.4209,0.1759
1776.3,886.5,1.42,0.1791
1777.8,887,1.4192,0.1817
1779.3,887.5,1.4184,0.1847
1780.8,888,1.4175,0.1876
1782.3,888.5,1.4167,0.1904
1783.8,889,1.4158,0.1922
1785.3,889.5,1.4149,0.1946
1786.8,890,1.4141,0.1969
1788.3,890.5,1.4133,0.1995
1789.8,891,1.4126,0.2028
1791.3,891.5,1.4117,0.2062
1792.8,892,1.4109,0.2096
1794.3,892.5,1.41,0.2128
1795.8,893,1.4092,0.2166
1797.3,893.5,1.4084,0.2214
1798.8,894,1.4075,0.2267
1800.3,894.5,1.4067,0.2317
1801.8,895,1.4058,0.2365
1803.3,895.5,1.405,0.2412
1804.8,896,1.4042,0.2462
1806.3,896.5,1.4033,0.2505
1807.8,897,1.4025,0.2551
1809.3,897.5,1.4018,0.2597
1810.8,898,1.401,0.2646
1812.3,898.5,1.4003,0.2691
1813.8,899,1.3996,0.2728
1815.3,899.5,1.3989,0.2766
1816.8,900,1.3982,0.2808
1818.3,900.5,1.3974,0.286
1819.8,901,1.3967,0.2915
1821.3,901.5,1.3959,0.2971
1822.8,902,1.3951,0.3027
1824.3,902.5,1.3943,0.3081
1825.8,903,1.3935,0.3129
1827.3,903.5,1.3928,0.3166
1828.8,904,1.392,0.32
1830.3,904.5,1.3913,0.3238
1831.8,905,1.3905,0.3282
1833.3,905.5,1.3898,0.3322
1834.8,906,1.389,0.3351
1836.3,906.5,1.3886,0.3362
1837.8,907,1.3878,0.3382
1839.3,907.5,1.3871,0.3398
1840.8,908,1.3863,0.3419
1842.3,908.5,1.3856,0.344
1843.8,909,1.3849,0.3456
1845.3,909.5,1.3842,0.3471
1846.8,910,1.3834,0.3481
1848.3,910.5,1.3826,0.3491
1849.8,911,1.3818,0.3517
1851.3,911.5,1.381,0.3545
1852.8,912,1.3802,0.3576
1854.3,912.5,1.3795,0.3598
1855.8,913,1.3788,0.3617
1857.3,913.5,1.3781,0.3646
1858.8,914,1.3775,0.3685
1860.3,914.5,1.3768,0.3725
1861.8,915,1.3761,0.376
1863.3,915.5,1.3754,0.378
1864.8,916,1.3746,0.378
1866.3,916.5,1.374,0.3793
1867.8,917,1.3733,0.3811
1869.3,917.5,1.3727,0.3846
1870.8,918,1.372,0.388
1872.3,918.5,1.3713,0.3912
1873.8,919,1.3706,0.3951
1875.3,919.5,1.3699,0.3994
1876.8,920,1.3693,0.4043
1878.3,920.5,1.3686,0.4089
1879.8,921,1.3679,0.4136
1881.3,921.5,1.3672,0.418
1882.8,922,1.3665,0.423
1884.3,922.5,1.3658,0.4272
1885.8,923,1.3651,0.4309
1887.3,923.5,1.3645,0.4338
1888.8,924,1.3638,0.4367
1890.3,924.5,1.3631,0.4388
1891.8,925,1.3625,0.4411
1893.3,925.5,1.3618,0.4431
1894.8,926,1.3612,0.4453
1896.3,926.5,1.3606,0.4475
1897.8,927,1.36,0.4498
1899.3,927.5,1.3594,0.4521
1900.8,928,1.3588,0.4542
1902.3,928.5,1.3581,0.4561
1903.8,929,1.3575,0.4592
1905.3,929.5,1.3568,0.4639
1906.8,930,1.3562,0.4699
1908.3,930.5,1.3556,0.4756
1909.8,931,1.355,0.4806
1911.3,931.5,1.3543,0.484
1912.8,932,1.3536,0.4866
1914.3,932.5,1.353,0.4879
1915.8,933,1.3523,0.4891
1917.3,933.5,1.3517,0.4905
1918.8,934,1.3512,0.4912
1920.3,934.5,1.3506,0.4919
1921.8,935,1.35,0.4925
1923.3,935.5,1.3494,0.4941
1924.8,936,1.3488,0.497
1926.3,936.5,1.3481,0.4999
1927.8,937,1.3475,0.5023
1929.3,937.5,1.347,0.5044
1930.8,938,1.3464,0.5062
1932.3,938.5,1.3458,0.5078
1933.8,939,1.3452,0.5087
1935.3,939.5,1.3446,0.5095
1936.8,940,1.3441,0.5111
1938.3,940.5,1.3436,0.5127
1939.8,941,1.343,0.5146
1941.3,941.5,1.3424,0.5162
1942.8,942,1.3418,0.5177
1944.3,942.5,1.3411,0.5192
1945.8,943,1.3407,0.5205
1947.3,943.5,1.34,0.5226
1948.8,944,1.3395,0.5247
1950.3,944.5,1.339,0.5275
1951.8,945,1.3385,0.5294
1953.3,945.5,1.3379,0.5317
1954.8,946,1.3373,0.5344
1956.3,946.5,1.3368,0.5379
1957.8,947,1.3362,0.5417
1959.3,947.5,1.3356,0.5448
1960.8,948,1.3351,0.5477
1962.3,948.5,1.3347,0.5504
1963.8,949,1.3342,0.5536
1965.3,949.5,1.3337,0.5577
1966.8,950,1.3332,0.5622
1968.3,950.5,1.3327,0.5671
1969.8,951,1.3322,0.5719
1971.3,951.5,1.3316,0.5759
1972.8,952,1.3311,0.5787
1974.3,952.5,1.3305,0.5806
1975.8,953,1.3299,0.5812
1977.3,953.5,1.3294,0.5821
1978.8,954,1.3289,0.5829
1980.3,954.5,1.3284,0.5833
1981.8,955,1.3279,0.5838
1983.3,955.5,1.3273,0.5845
1984.8,956,1.3269,0.585
1986.3,956.5,1.3264,0.5855
1987.8,957,1.3259,0.5864
1989.3,957.5,1.3254,0.5881
1990.8,958,1.3249,0.5914
1992.3,958.5,1.3244,0.5943
1993.8,959,1.3239,0.5977
1995.3,959.5,1.3235,0.6003
1996.8,960,1.323,0.6027
1998.3,960.5,1.3225,0.6047
1999.8,961,1.322,0.6056
2001.3,961.5,1.3216,0.605
2002.8,962,1.3212,0.6041
2004.3,962.5,1.3208,0.604
2005.8,963,1.3203,0.6052
2007.3,963.5,1.3198,0.607
2008.8,964,1.3193,0.6075
2010.3,964.5,1.3189,0.6074
2011.8,965,1.3184,0.6069
2013.3,965.5,1.3179,0.6068
2014.8,966,1.3175,0.6071
2016.3,966.5,1.317,0.6082
2017.8,967,1.3166,0.6095
2019.3,967.5,1.3161,0.6116
2020.8,968,1.3157,0.6138
2022.3,968.5,1.3155,0.6155
2023.8,969,1.3151,0.6187
2025.3,969.5,1.3146,0.6217
2026.8,970,1.3142,0.6244
2028.3,970.5,1.3137,0.6276
2029.8,971,1.3132,0.6305
2031.3,971.5,1.3127,0.6334
2032.8,972,1.3123,0.6349
2034.3,972.5,1.312,0.6353
2035.8,973,1.3116,0.6364
2037.3,973.5,1.3112,0.639
2038.8,974,1.3109,0.6422
2040.3,974.5,1.3105,0.6452
2041.8,975,1.3101,0.6468
2043.3,975.5,1.3097,0.6484
2044.8,976,1.3092,0.6498
2046.3,976.5,1.3088,0.6519
2047.8,977,1.3083,0.6546
2049.3,977.5,1.3079,0.657
2050.8,978,1.3074,0.6589
2052.3,978.5,1.3071,0.6606
2053.8,979,1.3067,0.6615
2055.3,979.5,1.3063,0.662
2056.8,980,1.3059,0.6627
2058.3,980.5,1.3055,0.6642
2059.8,981,1.3052,0.6667
2061.3,981.5,1.3048,0.6688
2062.8,982,1.3044,0.6705
2064.3,982.5,1.304,0.6721
2065.8,983,1.3036,0.6738
2067.3,983.5,1.3032,0.676
2068.8,984,1.3029,0.6772
2070.3,984.5,1.3025,0.6785
2071.8,985,1.3022,0.6801
2073.3,985.5,1.3018,0.6816
2074.8,986,1.3015,0.6833
2076.3,986.5,1.3011,0.6845
2077.8,987,1.3007,0.6855
2079.3,987.5,1.3003,0.6866
2080.8,988,1.2999,0.6867
2082.3,988.5,1.2995,0.6873
2083.8,989,1.2991,0.6879
2085.3,989.5,1.2987,0.6904
2086.8,990,1.2984,0.6929
2088.3,990.5,1.298,0.6936
2089.8,991,1.2977,0.6931
2091.3,991.5,1.2974,0.6921
2092.8,992,1.2971,0.691
2094.3,992.5,1.2968,0.6907
2095.8,993,1.2965,0.6904
2097.3,993.5,1.2962,0.6903
2098.8,994,1.2957,0.6912
2100.3,994.5,1.2953,0.6926
2101.8,995,1.2949,0.6947
2103.3,995.5,1.2945,0.6969
2104.8,996,1.2943,0.6993
2106.3,996.5,1.2939,0.7017
2107.8,997,1.2937,0.7035
2109.3,997.5,1.2933,0.705
2110.8,998,1.293,0.705
2112.3,998.5,1.2925,0.7046
2113.8,999,1.2921,0.7033
2115.3,999.5,1.2918,0.7024
2116.8,1000,1.2914,0.7017
2118.3,1000.5,1.2911,0.702
2119.8,1001,1.2908,0.703
2121.3,1001.5,1.2904,0.7044
2122.8,1002,1.2901,0.7059
2124.3,1002.5,1.2899,0.7069
2125.8,1003,1.2895,0.7079
2127.3,1003.5,1.2893,0.7086
2128.8,1004,1.2889,0.7102
2130.3,1004.5,1.2885,0.7118
2131.8,1005,1.2882,0.7133
2133.3,1005.5,1.2878,0.7143
2134.8,1006,1.2875,0.7155
2136.3,1006.5,1.2871,0.7168
2137.8,1007,1.2868,0.7175
2139.3,1007.5,1.2865,0.7176
2140.8,1008,1.2861,0.7174
2142.3,1008.5,1.2857,0.7163
2143.8,1009,1.2854,0.7158
2145.3,1009.5,1.2852,0.7154
2146.8,1010,1.2849,0.7163
2148.3,1010.5,1.2846,0.7173
2149.8,1011,1.2842,0.7175
2151.3,1011.5,1.2839,0.7171
2152.8,1012,1.2836,0.7167
2154.3,1012.5,1.2833,0.7167
2155.8,1013,1.2829,0.717
2157.3,1013.5,1.2827,0.7167
2158.8,1014,1.2824,0.7153
2160.3,1014.5,1.2822,0.7147
2161.8,1015,1.2819,0.7141
2163.3,1015.5,1.2817,0.7141
2164.8,1016,1.2814,0.7142
2166.3,1016.5,1.2811,0.7141
2167.8,1017,1.2806,0.7143
2169.3,1017.5,1.2803,0.7139
2170.8,1018,1.2799,0.7126
2172.3,1018.5,1.2796,0.7104
2173.8,1019,1.2794,0.7087
2175.3,1019.5,1.2792,0.7066
2176.8,1020,1.2788,0.7045
2178.3,1020.5,1.2785,0.703
2179.8,1021,1.2783,0.702
2181.3,1021.5,1.2779,0.7013
2182.8,1022,1.2776,0.7012
2184.3,1022.5,1.2773,0.7015
2185.8,1023,1.277,0.7027
2187.3,1023.5,1.2766,0.7035
2188.8,1024,1.2763,0.7045
2190.3,1024.5,1.276,0.7045
2191.8,1025,1.2757,0.704
2193.3,1025.5,1.2754,0.7035
2194.8,1026,1.2752,0.7034
2196.3,1026.5,1.2748,0.7039
2197.8,1027,1.2745,0.7039
2199.3,1027.5,1.2743,0.7035
2200.8,1028,1.274,0.703
2202.3,1028.5,1.2738,0.7012
2203.8,1029,1.2735,0.6985
2205.3,1029.5,1.2733,0.6953
2206.8,1030,1.273,0.693
2208.3,1030.5,1.2728,0.6927
2209.8,1031,1.2726,0.6928
2211.3,1031.5,1.2723,0.6933
2212.8,1032,1.272,0.6927
2214.3,1032.5,1.2718,0.6916
2215.8,1033,1.2715,0.6903
2217.3,1033.5,1.2711,0.6896
2218.8,1034,1.2709,0.69
2220.3,1034.5,1.2706,0.6909
2221.8,1035,1.2704,0.6912
2223.3,1035.5,1.27,0.6916
2224.8,1036,1.2697,0.6914
2226.3,1036.5,1.2694,0.6917
2227.8,1037,1.2691,0.6917
2229.3,1037.5,1.269,0.6916
2230.8,1038,1.2687,0.6911
2232.3,1038.5,1.2685,0.6898
2233.8,1039,1.2681,0.6884
2235.3,1039.5,1.2678,0.6868
2236.8,1040,1.2674,0.6851
2238.3,1040.5,1.2671,0.6838
2239.8,1041,1.2669,0.6835
2241.3,1041.5,1.2666,0.684
2242.8,1042,1.2663,0.6846
2244.3,1042.5,1.2661,0.6852
2245.8,1043,1.2657,0.6851
2247.3,1043.5,1.2656,0.685
2248.8,1044,1.2652,0.6849
2250.3,1044.5,1.265,0.6846
2251.8,1045,1.2647,0.6839
2253.3,1045.5,1.2645,0.6827
2254.8,1046,1.2642,0.6808
2256.3,1046.5,1.2639,0.6788
2257.8,1047,1.2636,0.6764
2259.3,1047.5,1.2633,0.6726
2260.8,1048,1.2631,0.6684
2262.3,1048.5,1.2628,0.6638
2263.8,1049,1.2626,0.6594
2265.3,1049.5,1.2622,0.6563
2266.8,1050,1.262,0.6538
2268.3,1050.5,1.2617,0.6529
2269.8,1051,1.2614,0.6528
2271.3,1051.5,1.2612,0.6523
2272.8,1052,1.2609,0.652
2274.3,1052.5,1.2606,0.6513
2275.8,1053,1.2603,0.6509
2277.3,1053.5,1.2601,0.6517
2278.8,1054,1.2599,0.6533
2280.3,1054.5,1.2595,0.6553
2281.8,1055,1.2592,0.658
2283.3,1055.5,1.2589,0.6596
2284.8,1056,1.2586,0.66
2286.3,1056.5,1.2583,0.6583
2287.8,1057,1.2581,0.6558
2289.3,1057.5,1.2577,0.6534
2290.8,1058,1.2575,0.6507
2292.3,1058.5,1.2572,0.6483
2293.8,1059,1.257,0.6462
2295.3,1059.5,1.2566,0.6444
2296.8,1060,1.2563,0.6437
2298.3,1060.5,1.2561,0.643
2299.8,1061,1.2559,0.6425
2301.3,1061.5,1.2556,0.6424
2302.8,1062,1.2553,0.6429
2304.3,1062.5,1.255,0.6427
2305.8,1063,1.2547,0.6434
2307.3,1063.5,1.2546,0.6436
2308.8,1064,1.2543,0.6445
2310.3,1064.5,1.2541,0.646
2311.8,1065,1.2537,0.6475
2313.3,1065.5,1.2534,0.6497
2314.8,1066,1.2531,0.6526
2316.3,1066.5,1.2529,0.656
2317.8,1067,1.2527,0.6595
2319.3,1067.5,1.2524,0.6626
2320.8,1068,1.2522,0.664
2322.3,1068.5,1.2519,0.6635
2323.8,1069,1.2516,0.6604
2325.3,1069.5,1.2513,0.6563
2326.8,1070,1.2511,0.6523
2328.3,1070.5,1.2509,0.6494
2329.8,1071,1.2506,0.648
2331.3,1071.5,1.2503,0.6472
2332.8,1072,1.2501,0.6469
2334.3,1072.5,1.2499,0.6455
2335.8,1073,1.2496,0.6428
2337.3,1073.5,1.2493,0.6392
2338.8,1074,1.2491,0.6353
2340.3,1074.5,1.2488,0.6322
2341.8,1075,1.2485,0.6299
2343.3,1075.5,1.2482,0.6284
2344.8,1076,1.2479,0.6274
2346.3,1076.5,1.2476,0.6271
2347.8,1077,1.2474,0.6271
2349.3,1077.5,1.2471,0.6279
2350.8,1078,1.2468,0.63
2352.3,1078.5,1.2465,0.6336
2353.8,1079,1.2464,0.6362
2355.3,1079.5,1.2461,0.6409
2356.8,1080,1.2458,0.6452
2358.3,1080.5,1.2455,0.6493
2359.8,1081,1.2452,0.652
2361.3,1081.5,1.245,0.6519
2362.8,1082,1.2447,0.6495
2364.3,1082.5,1.2444,0.6452
2365.8,1083,1.2441,0.6416
2367.3,1083.5,1.2438,0.6398
2368.8,1084,1.2435,0.6397
2370.3,1084.5,1.2433,0.6404
2371.8,1085,1.243,0.6417
2373.3,1085.5,1.2427,0.6424
2374.8,1086,1.2424,0.6417
2376.3,1086.5,1.2421,0.6406
2377.8,1087,1.2418,0.6395
2379.3,1087.5,1.2415,0.6403
2380.8,1088,1.2412,0.6413
2382.3,1088.5,1.241,0.6431
2383.8,1089,1.2407,0.6438
2385.3,1089.5,1.2405,0.6441
2386.8,1090,1.2403,0.6439
2388.3,1090.5,1.2401,0.6439
2389.8,1091,1.2397,0.6453
2391.3,1091.5,1.2394,0.6471
2392.8,1092,1.2391,0.6487
2394.3,1092.5,1.2388,0.649
2395.8,1093,1.2385,0.6485
2397.3,1093.5,1.2382,0.6484
2398.8,1094,1.238,0.6484
2400.3,1094.5,1.2377,0.6481
2401.8,1095,1.2374,0.648
2403.3,1095.5,1.2372,0.6478
2404.8,1096,1.2369,0.6481
2406.3,1096.5,1.2367,0.6481
2407.8,1097,1.2364,0.6485
2409.3,1097.5,1.236,0.6489
2410.8,1098,1.2357,0.65
2412.3,1098.5,1.2354,0.6504
2413.8,1099,1.2351,0.6506
2415.3,1099.5,1.2347,0.6507
2416.8,1100,1.2344,0.6536
2418.3,1100.5,1.2342,0.6552
2419.8,1101,1.2339,0.6589
2421.3,1101.5,1.2337,0.6618
2422.8,1102,1.2334,0.6622
2424.3,1102.5,1.2331,0.6632
2425.8,1103,1.2328,0.6643
2427.3,1103.5,1.2326,0.6658
2428.8,1104,1.2322,0.6666
2430.3,1104.5,1.2319,0.6669
2431.8,1105,1.2317,0.6665
2433.3,1105.5,1.2313,0.6656
2434.8,1106,1.2311,0.6646
2436.3,1106.5,1.2307,0.6628
2437.8,1107,1.2303,0.661
2439.3,1107.5,1.23,0.6608
2440.8,1108,1.2298,0.6613
2442.3,1108.5,1.2295,0.6623
2443.8,1109,1.2292,0.6632
2445.3,1109.5,1.2288,0.6647
2446.8,1110,1.2284,0.6682
2448.3,1110.5,1.2281,0.6727
2449.8,1111,1.2278,0.6782
2451.3,1111.5,1.2276,0.6814
2452.8,1112,1.2273,0.6866
2454.3,1112.5,1.227,0.6918
2455.8,1113,1.2267,0.6951
2457.3,1113.5,1.2264,0.6971
2458.8,1114,1.2261,0.6987
2460.3,1114.5,1.2259,0.7001
2461.8,1115,1.2256,0.7011
2463.3,1115.5,1.2252,0.7008
2464.8,1116,1.2249,0.7001
2466.3,1116.5,1.2247,0.6998
