Time,Mass,HRR,Temperature 1 Sample Front,Temperature 3 Inside,Temperature 4 Sample Back
555,3.207133,226.508473,912.81,707.761,495.885
556,3.207492,224.3056625,906.734,712.7,495.08
557,3.123475,217.5180334,897.613,713.526,494.221
558,2.862913,208.5587733,888.738,714.328,493.262
559,2.645529,212.7483435,879.756,714.565,492.329
560,2.524112,202.7010031,870.183,713.361,491.358
561,2.420741,199.641738,861.284,715.74,490.44
562,2.322131,188.7066938,851.858,716.155,489.575
563,2.296846,185.3440062,845.796,716.887,488.733
564,2.301996,183.2550796,836.87,721.342,487.876
565,2.303613,172.155409,827.087,724.45,486.984
566,2.219671,173.6967463,821.991,722.343,486.254
567,2.284162,168.5199717,816.706,720.452,485.668
568,2.304578,165.6996969,807.879,735.048,485.045
569,2.21972,165.7879665,797.466,738.811,484.158
570,2.038814,162.6546154,787.916,750.177,483.169
571,1.838401,162.3461108,780.02,745.671,482.1
572,1.800103,154.0208967,773.88,755.058,481.154
573,1.722425,149.8708563,770.164,743.442,480.435
574,1.461817,144.1434301,763.571,749.476,479.7
575,1.481709,140.212,760.405,758.384,479.032
576,1.498913,140.1362842,758.591,742.041,478.568
577,1.498961,139.9634605,756.934,743.077,478.286
578,1.583171,132.6565904,752.55,763.551,478.064
579,1.580552,127.3858977,746.85,792.184,477.745
580,1.51361,126.6663362,743.275,787.771,477.406
581,1.335756,117.9591249,739.237,797.01,477.206
582,1.219194,113.8442241,734.235,809.177,476.956
583,1.201236,108.5480906,731.003,806.079,476.762
584,1.118275,108.1482558,728.115,802.888,476.6
585,1.098246,102.2580317,726.296,800.81,476.452
586,1.098149,99.54720654,723.062,982.569,476.433
587,1.098528,95.30624943,719.191,835.129,476.33
588,1.098252,92.4374445,716.484,851.829,476.222
589,1.098523,87.9033639,713.354,918.661,476.088
590,1.099403,87.05453809,710.361,886.332,475.915
591,1.021138,81.03932633,707.119,840.814,475.786
592,0.917639,79.51916186,705.001,850.235,475.615
593,0.898881,74.94679672,703.968,910.367,475.469
594,0.820547,72.20575635,700.986,829.126,475.409
595,0.801825,72.80708392,697.565,790.032,475.35
596,0.881138,69.42823759,695.132,798.934,475.235
597,0.898992,67.08766373,692.688,753.88,475.155
598,0.899136,65.77245455,690.097,713.738,475.083
599,0.899289,64.51944842,688.043,688.705,475.025
600,0.819852,61.24199706,686.61,674.544,474.988
601,0.634957,59.84217816,684.026,676.223,474.964
602,0.679528,56.159107,683.613,701.483,475.007
603,0.559225,52.60739396,683.589,711.141,475.142
604,0.504589,49.71855231,683.156,793.058,475.218
605,0.499577,47.89096782,683.143,760.978,475.416
606,0.578111,47.14016481,681.675,879.345,475.652
607,0.596208,44.73370868,680.165,819.705,475.901
608,0.680024,43.69142087,678.807,749.166,476.168
609,0.699096,40.77270159,677.217,679.851,476.464
610,0.616244,37.99467905,674.967,636.594,476.713
611,0.595376,36.06287075,673.49,628.197,476.892
612,0.595957,35.61978184,672.396,621.505,477.065
613,0.432209,33.15440582,670.142,612.276,477.198
614,0.395338,33.13341636,669.052,618.232,477.375
615,0.39487,31.58092242,667.972,602.455,477.577
616,0.479969,30.47918456,665.855,614.4,477.729
617,0.499262,29.60016141,664.898,638.086,477.887
618,0.578237,29.00525059,663.649,639.898,478.101
619,0.595739,26.67551094,662.824,644.733,478.308
620,0.595462,24.80423623,661.998,640.5,478.527
621,0.434498,23.30692355,662.057,648.653,478.833
622,0.394888,23.50308847,661.876,652.99,479.121
623,0.315126,21.581109,661.368,647.115,479.398
624,0.214063,20.90084877,661.455,649.712,479.721
625,0.278342,19.32528261,661.361,648.488,480.03
626,0.376458,17.84286297,659.942,639.237,480.365
627,0.394614,15.63749296,658.716,638.032,480.574
628,0.395041,13.96448825,658.585,640.181,480.887
629,0.480411,12.36896367,657.559,640.582,481.125
630,0.499256,10.78180231,657.968,653.774,481.461
631,0.179988,9.991475731,659.207,663.594,481.849
632,0.100401,9.781824618,658.961,658.985,482.246
633,0.099725,8.967451132,658.479,652.37,482.604
634,0.100187,8.269881224,657.342,629.279,482.974
635,0.1021,7.885185253,655.474,615.973,483.252
636,0.177321,6.689164315,654.496,622.849,483.517
637,0.278253,6.132570342,654.226,607.828,483.815
638,0.377355,6.08125338,652.567,592.094,484.113
639,0.481025,6.424987694,651.3,587.177,484.331
640,0.335095,6.170466037,650.278,573.875,484.6
641,0.297778,6.559972451,650.107,569.424,484.888
642,0.296698,6.299954509,650.371,556.052,485.25
643,0.214059,6.851715786,648.484,563.84,485.519
644,0.117971,6.07860523,646.198,575.584,485.676
645,0.099692,6.226007753,645.326,590.46,485.89
646,0.262668,4.895390054,645.933,589.322,486.153
647,0.297691,4.582672636,645.709,578.347,486.539
648,0.298273,3.714048038,644.959,592.221,486.842
649,0.377874,4.154067968,644.18,577.572,487.093
650,0.47806,3.866588335,642.267,581.487,487.323
651,0.498138,4.255264041,641.7,580.99,487.584
652,0.251763,3.981936613,640.673,595.727,487.833
653,0.19447,4.075951749,642.167,552.341,488.269
654,0.195035,3.199083938,641.911,553.353,488.619
655,0.033078,1.890685159,641.849,537.635,488.985
656,-0.004806,1.23098202,641.408,565.062,489.295
657,0.157351,0.681285978,641.285,528.89,489.629
658,0.354888,0.325499875,640.282,541.491,489.908
659,0.394431,-0.303723316,640.608,565.043,490.213
660,0.395348,-0.36304991,641.619,580.13,490.575
661,0.395409,-0.605187883,642.599,588.432,490.942
662,0.395367,-0.484118491,643.003,544.741,491.307
663,0.232906,-1.263845249,643.25,567.325,491.663
664,0.118544,-1.731251708,642.721,582.634,491.993
665,0.100416,-2.289541318,641.913,572.115,492.335
666,0.100781,-2.22815653,641.783,584.464,492.655
667,0.015261,-3.126004105,642.341,575.006,492.969
668,0.080702,-2.970984198,641.903,571.387,493.322
669,0.178177,-3.147864925,640.857,577.705,493.644
670,0.195628,-2.808826955,640.44,583.322,493.904
671,0.195512,-3.110436652,641.23,577.261,494.237
672,0.278779,-2.874929877,641.332,585.06,494.594
673,0.37723,-3.118795161,641.124,604.964,494.918
674,0.417712,-3.246491637,640.955,622.856,495.246
675,0.320649,-3.156288256,640.656,585.918,495.582
676,0.136675,-3.098565322,640.723,554.861,495.989
677,0.10062,-2.833129375,640.199,579.106,496.336
678,0.10017,-3.003011601,639.961,585.124,496.666
679,0.099913,-2.892947594,640.799,550.021,497.044
680,0.013705,-2.916652999,640.271,502.301,497.452
681,-0.00525,-2.891686658,639.467,495.745,497.758
682,0.080075,-3.841039882,640.435,478.749,498.169
683,0.100223,-3.848104093,640.084,514.097,498.53
684,0.258953,-4.10379284,640.482,522.962,498.806
685,0.298672,-3.809280493,640.489,563.329,499.074
686,0.377224,-4.025656125,641.5,581.558,499.417
687,0.395187,-3.74685384,641.435,578.966,499.701
688,0.480977,-3.996196411,640.9,563.734,500.009
689,0.415448,-4.037367443,640.515,550.495,500.321
690,0.286463,-4.031562425,640.621,553.413,500.598
691,0.130426,-4.800627041,640.772,538.133,500.965
692,0.015599,-5.033370971,639.266,551.851,501.159
693,0.07905,-4.938969983,638.928,557.972,501.393
694,0.016151,-5.027680225,640.21,575.641,501.702
695,-0.083185,-4.619103403,641.202,565.994,502.115
696,-0.022277,-4.841682406,640.944,532.473,502.492
697,-0.005087,-4.580955744,640.627,542.663,502.807
698,0.08017,-4.849974019,639.294,528.552,503.058
699,0.17816,-4.792105345,639.287,514.78,503.318
700,0.276676,-4.968215967,639.937,522.86,503.664
701,0.297211,-4.86303287,639.694,544.167,503.924
702,0.375227,-4.841194874,640.314,522.251,504.224
703,0.39444,-4.397259411,639.731,511.525,504.533
704,0.394827,-4.599857857,640.523,517.155,504.774
705,0.317067,-4.392781201,640.597,502.77,505.077
706,0.140737,-4.631289178,640.79,506.51,505.326
707,0.01587,-4.471675428,641.317,505.288,505.626
708,-0.004453,-4.598239668,641.279,503.315,505.942
709,-0.004722,-4.540956348,641.668,513.23,506.236
710,-0.083684,-4.549642375,642.8,487.841,506.635
711,-0.101863,-4.141585253,644.315,503.409,507.025
712,-0.101841,-4.320356479,644.82,508.878,507.342
713,0.05981,-4.093958908,645.788,486.747,507.672
714,0.177056,-3.95599643,645.974,504.276,508.013
715,0.19518,-4.272125318,645.86,527.888,508.251
716,0.194916,-4.300156053,645.096,554.411,508.513
717,0.19485,-4.219068529,643.707,528.583,508.716
718,0.278591,-4.076860298,642.907,520.594,508.928
719,0.298068,-3.686510176,643.03,510.759,509.191
720,0.298089,-3.957002156,643.609,509.985,509.456
721,0.136115,-3.573267904,643.868,502.226,509.784
722,0.051282,-3.790145966,644.601,515.556,510.116
723,0.088661,-3.611369655,645.302,497.297,510.413
724,0.099626,-3.924127121,644.223,510.099,510.693
725,0.099112,-3.528976668,644.223,534.471,510.929
726,-0.061495,-3.759754531,644.203,547.807,511.153
727,-0.184958,-3.517337897,644.266,546.328,511.418
728,0.118128,-3.640816524,644.69,560.761,511.692
729,0.437987,-3.342058054,645.523,546.472,511.985
730,0.35361,-3.533127191,645.362,577.599,512.31
731,0.219583,-3.183104951,646.273,568.048,512.636
732,0.277496,-3.356191746,646.585,534.62,512.912
733,0.297633,-3.121838054,646.21,513.939,513.178
734,0.375402,-3.281513087,646.273,544.781,513.468
735,0.393737,-2.926621562,647.197,548.337,513.756
736,0.234378,-3.341916247,647.687,560.094,514.036
737,0.117416,-3.206354505,647.956,528.22,514.344
738,-0.046377,-3.375448127,648.397,486.928,514.646
739,0.066234,-3.134633061,647.065,498.541,514.936
740,0.099838,-3.040204475,647.514,502.925,515.17
741,0.012836,-2.768548788,648.249,512.277,515.424
742,-0.084593,-3.049862112,648.2,514.149,515.66
743,-0.023086,-2.609762222,648.312,524.938,515.911
744,0.157339,-2.900693496,646.442,525.103,516.15
745,0.118794,-3.361810574,645.061,520.353,516.332
746,0.176615,-3.905268483,645.277,528.553,516.535
747,0.195092,-3.965651853,646.123,528.31,516.8
748,0.277733,-3.431964205,645.959,532.621,517.046
749,0.297475,-3.673162003,646.204,551.781,517.265
750,0.374652,-3.598351879,646.726,545.608,517.505
751,0.316471,-3.467300261,647.536,541.913,517.822
752,0.139553,-3.535198807,646.64,548.598,517.983
753,-0.147319,-3.813907824,647.62,532.177,518.275
754,-0.040256,-3.5632724,648.555,521.463,518.613
755,-0.005316,-3.786603342,647.362,546.565,518.874
756,-0.004888,-3.659839408,647.783,544.595,519.118
757,-0.083953,-3.534784136,648.176,565.337,519.423
758,-0.023204,-3.423160813,648.97,540.749,519.71
759,0.157656,-3.391569265,648.82,553.645,519.921
760,0.195022,-3.574050945,648.998,516.898,520.201
761,0.117674,-3.60989111,648.037,537.641,520.531
762,0.177156,-3.696535328,648.163,549.534,520.773
763,0.278184,-3.527966329,648.323,515.155,521.038
764,0.298144,-3.734049128,647.779,535.374,521.267
765,0.136745,-3.425416981,648.327,543.051,521.524
766,0.016394,-3.20680488,647.058,534.059,521.758
767,0.081662,-3.472511685,647.262,550.315,521.924
768,0.013387,-3.972155757,646.837,558.952,522.129
769,-0.005523,-4.504404591,647.254,535,522.334
770,-0.084595,-4.361792813,647.303,523.78,522.607
771,-0.102407,-4.42011607,647.241,514.005,522.861
772,-0.022374,-4.393877969,646.835,517.186,523.072
773,0.155589,-4.489176084,646.846,513.729,523.31
774,0.194981,-3.9293085,646.75,492.828,523.552
775,0.195408,-4.156884683,646.293,513.51,523.801
776,0.279164,-3.945676767,646.596,521.651,524.107
777,0.298621,-4.200446716,646.553,533.449,524.374
778,0.297117,-4.203268952,645.726,555.909,524.546
779,0.215233,-5.053984705,645.334,562.288,524.714
780,0.033318,-5.088289034,645.369,576.75,524.932
781,0.080033,-5.348433598,644.29,594.411,525.115
782,0.014674,-4.83540166,640.123,604.254,525.249
783,-0.005095,-5.070153817,638.122,575.95,525.355
784,-0.005743,-4.804104308,639.01,581.774,525.539
785,-0.005082,-5.018276717,639.774,581.442,525.779
786,0.078757,-4.904916681,641.639,567.013,526.131
787,0.099846,-5.207881495,643.136,544.208,526.474
788,0.100159,-4.85382366,643.579,531.066,526.78
789,0.177508,-5.086900201,643.141,553.671,527.073
790,0.194864,-5.084933265,643.904,555.86,527.321
791,0.195277,-5.860141365,645.514,569.9,527.577
792,0.119258,-5.56435066,646.124,553.24,527.852
793,0.015793,-5.944604012,647.508,534.385,528.188
794,-0.081502,-5.659813179,647.406,528.679,528.507
795,-0.021868,-6.026989894,645.974,545.325,528.707
796,-0.170255,-5.568709366,646.048,549.327,528.902
797,-0.205003,-5.954552115,645.436,571.907,529.04
798,-0.204949,-5.553040627,645.481,586.605,529.252
799,-0.04491,-6.004475221,646.809,577.674,529.506
800,0.078179,-5.832229706,647.009,585.472,529.836
801,0.258993,-6.036148694,646.419,598.586,529.997
802,0.214706,-5.596397533,647.212,588.957,530.275
803,0.194926,-5.962274662,647.579,590.644,530.581
804,0.194648,-5.525141642,647.969,593.517,530.9
805,0.194717,-5.931123093,648.338,613.933,531.125
806,0.277381,-6.452621433,648.788,588.345,531.36
807,0.055459,-6.976215445,648.468,572.455,531.597
808,-0.082601,-6.834478908,647.863,575.368,531.813
809,-0.023771,-6.93693834,648.16,582.061,532.006
810,-0.005136,-6.581040757,648.922,542.717,532.292
811,-0.005653,-6.772979002,647.724,555.622,532.533
812,-0.084677,-6.585553856,648.035,571.54,532.771
813,-0.101869,-6.836588892,648.391,594.198,532.945
814,-0.101889,-6.513432931,648.872,611.022,533.157
815,0.062124,-6.866757689,649.614,626.352,533.35
816,0.099843,-6.951639844,648.963,617.591,533.575
817,0.178323,-6.821706467,647.918,604.433,533.785
