Time,Temperature,HRR,HRR error
353.001,685.367,122.9888155,28.78952484
353.501,685.926,118.6242894,29.03904625
354.001,686.409,114.4012633,28.99861142
354.501,686.952,110.3299872,29.2211879
355.001,687.47,106.2219611,29.25726156
355.501,687.978,102.423435,29.38602841
356.001,688.506,98.48915884,29.48471646
356.501,688.973,94.78938273,29.33209709
357.001,689.552,90.99410662,29.46766212
357.501,690.024,87.33908051,29.05066427
358.001,690.559,83.87580439,29.01340063
358.501,691.079,80.34127828,28.5720186
359.001,691.593,76.99975217,28.15039932
359.501,692.137,73.63022606,27.71034649
360.001,692.601,70.39594995,26.92009829
360.501,693.179,67.20417384,26.42266169
361.001,693.662,64.02914773,25.46769156
361.501,694.226,61.02037161,24.85578521
362.001,694.733,58.0720955,24.0244064
362.501,695.233,55.24156939,23.21387522
363.001,695.782,52.47279328,22.48620145
363.501,696.255,49.86376926,21.60420164
364.001,696.865,47.24799315,20.9653577
364.501,697.33,44.76496495,19.93719303
365.001,697.855,42.46343884,19.33227324
365.501,698.369,40.18716272,18.5028804
366.001,698.88,38.0296387,17.77232917
366.501,699.433,35.9843605,17.10689585
367.001,699.904,34.03358439,16.2803761
367.501,700.495,32.04255828,15.72476977
368.001,700.984,30.19403217,14.88404869
368.501,701.527,28.51725606,14.27050127
369.001,702.024,26.89197994,13.54446359
369.501,702.539,25.38595383,12.8582326
370.001,703.072,23.90117772,12.25527057
370.501,703.558,22.42565161,11.51779535
371.001,704.133,21.1496255,10.99636709
371.501,704.608,19.84459939,10.32429044
372.001,705.152,18.67982328,9.837306034
372.501,705.657,17.56029716,9.234767603
373.001,706.156,16.42777314,8.768493906
373.501,706.71,15.33049494,8.291894947
374.001,707.172,14.33221883,7.786924437
374.501,707.774,13.44019272,7.453504792
375.001,708.235,12.60741661,6.919778961
375.501,708.759,11.8163905,6.548319758
376.001,709.276,11.04061647,6.146223788
376.501,709.785,10.28484036,5.768949625
377.001,710.319,9.733812162,5.429983881
377.501,710.785,9.100036051,5.02676863
378.001,711.367,8.502259939,4.697219587
378.501,711.829,7.932983828,4.289412169
379.001,712.361,7.481457716,4.0187798
379.501,712.885,6.953931605,3.719126851
380.002,713.372,6.478407727,3.399184745
380.501,713.908,6.092379382,3.180945992
381.001,714.371,5.739353271,2.865563929
381.501,714.936,5.39282716,2.721485944
382.001,715.398,5.034303137,2.406912198
382.501,715.931,4.690524937,2.283570931
383.001,716.428,4.389248825,2.160684217
383.501,716.926,4.098974803,1.982886524
384.001,717.481,3.804446603,1.866858991
384.501,717.937,3.570920491,1.690703112
385.001,718.497,3.29439438,1.621427599
385.501,718.96,3.089620357,1.492020563
386.001,719.482,2.866094246,1.347944928
386.501,719.977,2.692318134,1.189654011
387.001,720.482,2.504289934,1.151211996
387.501,721.005,2.325515912,1.115739402
388.001,721.478,2.184487712,1.064937655
388.501,722.027,2.0199616,0.934327327
389.001,722.489,1.909685489,0.887274578
389.501,723.014,1.792411466,0.843235217
390.001,723.504,1.643885355,0.822739842
390.501,724.008,1.531107155,0.767143764
391.001,724.525,1.436081043,0.729535583
391.501,724.987,1.28905702,0.680692056
392.001,725.552,1.18802882,0.644227536
392.501,725.999,1.111502709,0.525663381
393.001,726.528,1.011476598,0.521391134
393.501,727.026,0.928950486,0.53410143
394.001,727.51,0.845674375,0.466118973
394.501,728.045,0.705148264,0.506162871
395.001,728.483,0.607622152,0.439018505
395.501,729.045,0.520596041,0.387535218
396.001,729.494,0.454819929,0.363002026
396.501,730.025,0.361293818,0.274624854
397.001,730.521,0.271267707,0.242243989
397.501,731.001,0.210741595,0.196943411
398.001,731.52,0.135465484,0.155272477
398.501,731.975,0.142439372,0.148561353
399.001,732.525,0.090413261,0.158124585
399.501,732.981,0.07963715,0.219345153
400.001,733.51,0.046361038,0.215138715
400.501,733.986,0.039584927,0.168920004
401.001,734.457,0.011808816,0.091039243
401.501,734.976,-0.032217296,0.061220872
402.001,735.416,-0.079993407,0.089046679
402.501,735.987,-0.078019519,0.118049678
403.001,736.434,-0.08854563,0.145383983
403.501,736.952,-0.056071741,0.085436789
404.001,737.445,-0.113597853,0.07719308
404.501,737.92,-0.121623964,0.101378424
405.001,738.434,-0.125150075,0.110116873
405.501,738.879,-0.172426187,0.121463978
406.001,739.424,-0.157202298,0.144877145
406.501,739.866,-0.20247841,0.215235829
407.001,740.379,-0.197504521,0.1955811
407.501,740.86,-0.140778544,0.222849529
408.001,741.346,-0.132054655,0.228075077
408.501,741.874,-0.072082855,0.180762579
409.001,742.319,-0.086858967,0.178706265
409.501,742.854,-0.060885078,0.185901522
410.001,743.304,-0.074911189,0.212616555
410.501,743.832,-0.115437301,0.247268603
411.001,744.32,-0.065213412,0.214473144
411.501,744.784,-0.092739523,0.2566023
412.001,745.306,-0.098265635,0.235842026
412.501,745.74,-0.092291746,0.30432968
413.001,746.278,-0.087315769,0.296485743
413.501,746.747,-0.060843969,0.304681754
414.001,747.261,-0.06512008,0.329561412
414.501,747.729,-0.102646192,0.280964964
415.001,748.221,-0.093172303,0.265912114
415.501,748.743,-0.121198415,0.251521056
416.001,749.186,-0.113474526,0.291161667
416.501,749.719,-0.141500637,0.291101732
417.001,750.17,-0.101526749,0.296517158
417.501,750.689,-0.11180286,0.350206625
418.001,751.185,-0.088328971,0.321547045
418.501,751.653,-0.098355083,0.361937122
419.001,752.163,-0.136381194,0.315002129
419.501,752.608,-0.078907306,0.383387365
420.001,753.148,-0.059933417,0.335260996
420.501,753.605,-0.085459528,0.394807763
421.001,754.125,-0.09498564,0.332601635
421.501,754.617,-0.079511751,0.305498119
422.001,755.099,-0.102787863,0.353080912
422.501,755.609,-0.102563974,0.367618615
423.001,756.053,-0.051840085,0.377315842
423.501,756.587,-0.048366197,0.359061369
424.001,757.047,-0.077642308,0.417013974
424.501,757.547,-0.076418419,0.378464836
425.001,758.03,-0.141694531,0.394209236
425.501,758.505,-0.162970642,0.359965776
426.001,759.036,-0.176996754,0.390848168
426.501,759.485,-0.185522865,0.382462382
427.001,760.031,-0.172048976,0.367447957
427.501,760.476,-0.147575088,0.327518108
428.001,761.009,-0.195349111,0.341838368
428.501,761.497,-0.175125222,0.325268607
429.001,761.975,-0.108653422,0.327716235
429.501,762.494,-0.131679533,0.315428901
430.001,762.943,-0.164955645,0.272073268
430.501,763.478,-0.143981756,0.327686347
431.001,763.937,-0.156007867,0.2868781
431.501,764.452,-0.149783979,0.322039072
432.001,764.935,-0.10206009,0.343565411
432.501,765.426,-0.105836202,0.30154132
433.001,765.933,-0.070612313,0.30318686
433.501,766.384,-0.035138424,0.329570508
434.001,766.949,0.014835464,0.309615292
434.501,767.374,-0.019940647,0.366392344
435.001,767.908,-0.013716758,0.352307159
435.501,768.386,0.00075713,0.357822998
436.001,768.872,0.020233107,0.423152808
436.501,769.396,-0.014545093,0.374852781
437.001,769.85,-0.019821204,0.3518917
437.501,770.393,-0.066847315,0.384295304
438.001,770.837,-0.025123427,0.327271078
438.501,771.348,-0.00014745,0.359515792
439.001,771.852,-0.020673561,0.3529953
439.501,772.338,-0.058701761,0.311903857
440.001,772.851,-0.039977872,0.308510113
440.501,773.303,-0.016753984,0.33910919
441.001,773.861,-0.009278006,0.310916025
441.501,774.316,0.008699064,0.273474976
442.001,774.827,0.020167682,0.250153339
442.501,775.312,-0.030108429,0.274430614
443.001,775.801,0.033865459,0.262203467
443.501,776.338,-0.036910652,0.277531734
444.001,776.782,0.079565325,0.238917122
444.501,777.332,0.073289214,0.228374628
445.001,777.779,0.091761014,0.212985826
445.501,778.311,0.115234902,0.198739626
446.001,778.806,0.15471088,0.2106334
446.501,779.285,0.09618268,0.214812758
447.001,779.803,0.124656568,0.217489588
447.501,780.253,0.097880457,0.173416111
448.001,780.809,0.079604346,0.127175026
448.501,781.269,0.071328234,0.082364722
449.001,781.801,0.117302123,0.130542876
449.501,782.274,0.090026011,0.091466463
450.001,782.76,0.0542499,0.120136316
450.501,783.278,0.068723789,0.245161023
451.001,783.737,0.090697677,0.207543046
451.501,784.299,0.103421566,0.18774567
452.001,784.76,0.055395454,0.267765757
452.501,785.276,0.072869343,0.262308257
453.001,785.772,0.089843232,0.270892042
453.501,786.27,0.07856712,0.286126986
454.001,786.786,0.070041009,0.258281819
454.501,787.23,0.028514898,0.23874465
455.001,787.763,0.034988786,0.230880886
455.501,788.208,0.111462675,0.172472607
456.001,788.74,0.105686563,0.136730327
456.501,789.25,0.093660452,0.150202419
457.001,789.737,0.102634341,0.130827886
457.501,790.243,0.045358229,0.041972836
458.001,790.704,0.084582118,0.057437229
458.501,791.275,0.080056007,0.041447608
459.001,791.725,0.082779895,0.038448967
459.501,792.251,0.080253784,0.074032831
460.001,792.742,0.050227672,0.058365455
