Time (s),Mass (g),T Top (K),T Back (K)
1928,11.4,855.9,856.0
1929,11.4,855.9,856.0
1930,11.4,855.9,856.0
1931,11.4,855.9,856.0
1932,11.4,855.9,856.0
1933,11.4,855.9,856.0
1934,11.4,855.9,856.0
1935,11.4,855.9,856.0
1936,11.4,855.9,856.0
1937,11.4,855.9,856.0
1938,11.4,855.9,856.0
1939,11.4,855.9,856.0
1940,11.4,855.9,856.0
1941,11.4,855.9,856.0
1942,11.4,855.9,856.0
1943,11.4,855.9,856.0
1944,11.4,855.9,856.0
1945,11.4,855.9,856.0
1946,11.4,855.9,856.0
1947,11.4,855.9,856.0
1948,11.4,855.9,856.0
1949,11.3,855.9,856.0
1950,11.3,855.9,856.0
1951,11.3,855.9,856.0
1952,11.3,855.9,856.0
1953,11.3,855.9,856.0
1954,11.3,855.9,856.0
1955,11.3,855.9,856.0
1956,11.3,855.9,856.0
1957,11.3,855.9,856.0
1958,11.3,855.9,856.0
1959,11.3,855.9,856.0
1960,11.3,855.9,856.0
1961,11.3,855.9,856.0
1962,11.3,855.9,856.0
1963,11.3,855.9,856.0
1964,11.3,855.9,856.0
1965,11.3,855.9,856.0
1966,11.3,855.9,856.0
1967,11.3,855.9,856.0
1968,11.3,855.9,856.0
1969,11.3,855.9,856.0
1970,11.3,855.9,856.0
1971,11.3,855.9,856.0
1972,11.3,855.9,856.0
1973,11.3,855.9,856.0
1974,11.3,855.9,856.0
1975,11.3,855.9,856.0
1976,11.3,855.9,856.0
1977,11.3,855.9,856.0
1978,11.3,855.9,856.0
1979,11.3,855.9,856.0
1980,11.3,855.9,856.0
1981,11.3,855.9,856.0
1982,11.3,855.9,856.0
1983,11.3,855.9,856.0
1984,11.3,855.9,856.0
1985,11.3,855.9,856.0
1986,11.3,855.9,856.0
1987,11.3,855.9,856.0
1988,11.3,855.9,856.0
1989,11.3,855.9,856.0
1990,11.3,855.9,856.0
1991,11.3,855.9,856.0
1992,11.3,855.9,856.0
1993,11.3,855.9,856.0
1994,11.3,855.9,856.0
1995,11.3,855.9,856.0
1996,11.3,855.9,856.0
1997,11.3,855.9,856.0
1998,11.3,855.9,856.0
1999,11.3,855.9,856.0
2000,11.3,855.9,856.0
