Time,Temperature (K),Mass (mg),Heat Flow Rate (W/g)
358.80374,898.00626,1.10465795,0.39184487
359.40076,899.00126,1.1036686,0.39695305
360.00299,900.0049799999999,1.10268595,0.40211532
360.60519,901.0087,1.10171855,0.40721467
361.20221,902.0037,1.1007745500000001,0.41180423
361.80444,903.00736,1.09983725,0.4164044
362.40143,904.00236,1.0989228500000001,0.42093307
363.00366,905.00608,1.09801525,0.42546758
363.60065,906.00107,1.09713005,0.42992699
364.20288,907.0047999999999,1.0962516,0.43438756
364.80511,908.00852,1.09538755,0.43880805
365.4021,909.00352,1.0945452,0.44314867
366.00433,910.00724,1.09370945,0.44748375
366.60132,911.0022299999999,1.0928949000000001,0.45173615
367.20355,912.00596,1.0920869,0.45597878
367.80057,913.00095,1.09129935,0.4601362
368.40277,914.00461,1.09051845,0.46427983
369.005,915.00834,1.08975085,0.46837145
369.60202,916.00333,1.0890028,0.47237474
370.20425,917.00706,1.0882611500000001,0.47635853
370.80124,918.0020499999999,1.0875385499999999,0.4802523
371.40347,919.00577,1.08682215,0.48412314
372.00046,920.00077,1.0861242,0.48790255
372.60269,921.00449,1.08543225,0.49165577
373.20493,922.0082199999999,1.0847523000000001,0.49534836
373.80191,923.00321,1.0840899,0.4989481
374.40414,924.00693,1.0834332,0.50251728
375.00113,925.0018699999999,1.0827934,0.50599295
375.60336,926.00559,1.0821591499999998,0.50943547
376.20035,927.00059,1.0815412,0.51278424
376.80258,928.00431,1.0809285,0.51609749
377.40482,929.00803,1.08032635,0.51934505
378.00183,930.00303,1.07973965,0.52249902
378.60403,931.00675,1.07915775,0.52561444
379.20105,932.00175,1.0785907,0.52863681
379.80328,933.00547,1.0780283,0.53161889
380.40027,934.00046,1.0774801,0.53450865
381.0025,935.00419,1.0769362,0.53735673
381.60474,936.00785,1.0764013000000001,0.54013741
382.20172,937.00284,1.0758798,0.54282743
382.80396,938.00657,1.0753622,0.54547411
383.40094,939.0015599999999,1.07485725,0.54803145
384.00317,940.00529,1.07435605,0.55054462
384.60016,941.00028,1.073867,0.55297017
385.20239,942.004,1.0733813,0.55535096
385.80463,943.0077299999999,1.07290305,0.55766577
386.40161,944.00272,1.0724362,0.55989575
387.00385,945.00645,1.0719722,0.56208056
387.60086,946.00144,1.07151905,0.5641827
388.20306,947.0051,1.0710685,0.56623966
388.80008,948.0001,1.07062825,0.5682162
389.40231,949.00382,1.0701903,0.57014769
390.00455,950.00754,1.06975845,0.57201725
390.60153,951.00254,1.0693361,0.57381022
391.20377,952.00626,1.0689156499999999,0.57555872
391.80075,953.00126,1.06850425,0.5772332
392.40298,954.0049799999999,1.06809445,0.57886392
393.00522,955.0087,1.0676898,0.58043677
393.6022,956.0037,1.06729345,0.58193976
394.20444,957.00742,1.06689835,0.58340025
394.80142,958.00236,1.0665111,0.58479369
395.40366,959.00608,1.0661249000000002,0.58614552
396.00064,960.00107,1.0657461,0.58743334
396.60287,961.0047999999999,1.06536805,0.58868062
397.20511,962.00852,1.0649939,0.58987701
397.80212,963.00352,1.06462655,0.59101379
398.40433,964.00724,1.06425965,0.59211189
399.00134,965.0022299999999,1.0638991500000001,0.59315336
399.60358,966.00596,1.06353885,0.59415758
400.20056,967.00095,1.06318475,0.59510809
400.8028,968.00468,1.0628304,0.59602273
401.40503,969.0083999999999,1.06247895,0.59689409
402.00201,970.00333,1.06213315,0.59771615
402.60425,971.00706,1.0617869500000001,0.5985046
403.20123,972.0020499999999,1.06144615,0.59924674
403.80347,973.00577,1.0611046,0.59995669
404.40045,974.00077,1.0607682,0.60062319
405.00269,975.00449,1.06043095,0.60125905
405.60492,976.0082199999999,1.06009565,0.60185939
406.2019,977.00321,1.05976505,0.60242045
406.80414,978.00693,1.05943335,0.6029532
407.40115,979.00193,1.05910615,0.60344934
408.00339,980.00565,1.05877755,0.60391873
408.60037,981.00059,1.0584533,0.6043542
409.20261,982.00431,1.0581276000000002,0.6047644
409.80484,983.00803,1.05780305,0.60514635
410.40182,984.00303,1.0574826,0.60549808
411.00406,985.00675,1.05716035,0.6058268
411.60104,986.00175,1.0568419,0.60612774
412.20328,987.00547,1.0565217,0.60640705
412.80026,988.00046,1.05620505,0.60666078
413.4025,989.00419,1.05588645,0.60689437
414.00473,990.0079099999999,1.0555686,0.60710627
414.60172,991.0029099999999,1.0552542,0.60729587
415.20395,992.00657,1.05493755,0.60746723
415.80096,993.0015599999999,1.05462425,0.60761827
416.40317,994.00529,1.0543087,0.60775238
417.00018,995.00028,1.0539962999999999,0.60786808
417.60242,996.004,1.0536816,0.60796803
418.20465,997.0077299999999,1.0533671999999998,0.60805196
418.80164,998.00272,1.05305575,0.60812002
419.40387,999.00645,1.05274185,0.60817415
420.00085,1000.00144,1.05243085,0.60821402
