s,[K],[mg],[W/g]
 2.0881000E+003, 6.4705462E+002, 1.9862055E+000, 2.5954431E+000
 2.0941000E+003, 6.4805684E+002, 1.8983819E+000, 2.5805724E+000
 2.1001000E+003, 6.4906229E+002, 1.8106820E+000, 2.5622950E+000
 2.1061000E+003, 6.5006741E+002, 1.7233170E+000, 2.5352167E+000
 2.1121000E+003, 6.5107355E+002, 1.6365090E+000, 2.5042848E+000
 2.1181000E+003, 6.5208402E+002, 1.5504820E+000, 2.4760993E+000
 2.1241000E+003, 6.5309368E+002, 1.4654673E+000, 2.4307076E+000
 2.1301000E+003, 6.5410688E+002, 1.3816969E+000, 2.3799276E+000
 2.1361000E+003, 6.5511909E+002, 1.2994035E+000, 2.3236334E+000
 2.1421000E+003, 6.5613478E+002, 1.2188192E+000, 2.2628673E+000
 2.1481000E+003, 6.5714966E+002, 1.1401694E+000, 2.1955707E+000
 2.1541000E+003, 6.5816561E+002, 1.0636770E+000, 2.1241502E+000
 2.1601000E+003, 6.5918577E+002, 9.8955177E-001, 2.0561517E+000
 2.1661000E+003, 6.6020493E+002, 9.1799517E-001, 1.9718032E+000
 2.1721000E+003, 6.6122696E+002, 8.4919235E-001, 1.8839678E+000
 2.1781000E+003, 6.6224731E+002, 7.8331261E-001, 1.7938448E+000
 2.1841000E+003, 6.6327053E+002, 7.2050654E-001, 1.7018499E+000
 2.1901000E+003, 6.6429200E+002, 6.6090161E-001, 1.6075157E+000
 2.1961000E+003, 6.6531386E+002, 6.0460437E-001, 1.5116957E+000
 2.2021000E+003, 6.6633926E+002, 5.5169309E-001, 1.4225544E+000
 2.2081000E+003, 6.6736262E+002, 5.0222223E-001, 1.3208085E+000
 2.2141000E+003, 6.6838724E+002, 4.5621686E-001, 1.2212029E+000
 2.2201000E+003, 6.6940908E+002, 4.1367490E-001, 1.1251367E+000
 2.2261000E+003, 6.7043273E+002, 3.7456642E-001, 1.0314735E+000
 2.2321000E+003, 6.7145348E+002, 3.3883323E-001, 9.4021082E-001
 2.2381000E+003, 6.7247345E+002, 3.0639242E-001, 8.5216147E-001
 2.2441000E+003, 6.7349618E+002, 2.7713481E-001, 7.7476905E-001
 2.2501000E+003, 6.7451539E+002, 2.5093043E-001, 6.8934806E-001
 2.2561000E+003, 6.7553443E+002, 2.2762852E-001, 6.1200323E-001
 2.2621000E+003, 6.7655017E+002, 2.0706211E-001, 5.4198696E-001
 2.2681000E+003, 6.7756688E+002, 1.8905076E-001, 4.7685142E-001
 2.2741000E+003, 6.7857999E+002, 1.7340377E-001, 4.1716595E-001
 2.2801000E+003, 6.7959177E+002, 1.5992474E-001, 3.6293977E-001
 2.2861000E+003, 6.8060622E+002, 1.4841382E-001, 3.2038976E-001
 2.2921000E+003, 6.8161637E+002, 1.3867252E-001, 2.7141918E-001
 2.2981000E+003, 6.8262621E+002, 1.3050585E-001, 2.3204850E-001
 2.3041000E+003, 6.8363314E+002, 1.2372589E-001, 1.9912200E-001
 2.3101000E+003, 6.8464102E+002, 1.1815397E-001, 1.7013364E-001
 2.3161000E+003, 6.8564564E+002, 1.1362274E-001, 1.4554785E-001
 2.3221000E+003, 6.8664934E+002, 1.0997795E-001, 1.2483023E-001
 2.3281000E+003, 6.8765630E+002, 1.0707918E-001, 1.1345579E-001
 2.3341000E+003, 6.8865924E+002, 1.0480077E-001, 9.3798248E-002
 2.3401000E+003, 6.8966259E+002, 1.0303170E-001, 8.1454433E-002
 2.3461000E+003, 6.9066374E+002, 1.0167542E-001, 7.2577675E-002
 2.3521000E+003, 6.9166641E+002, 1.0064923E-001, 6.5052979E-002
 2.3581000E+003, 6.9266646E+002, 9.9883332E-002, 5.9349009E-002
 2.3641000E+003, 6.9366621E+002, 9.9319765E-002, 5.4996443E-002
 2.3701000E+003, 6.9466982E+002, 9.8911136E-002, 5.7525536E-002
 2.3761000E+003, 6.9566989E+002, 9.8619355E-002, 4.9647295E-002
 2.3821000E+003, 6.9667088E+002, 9.8414289E-002, 4.7100930E-002
 2.3881000E+003, 6.9767011E+002, 9.8272524E-002, 4.6186049E-002
 2.3941000E+003, 6.9867123E+002, 9.8176183E-002, 4.5083128E-002
 2.4001000E+003, 6.9967005E+002, 9.8111864E-002, 4.4460518E-002
 2.4061000E+003, 7.0066885E+002, 9.8069709E-002, 4.4074369E-002
 2.4121000E+003, 7.0167172E+002, 9.8042603E-002, 4.9645712E-002
 2.4181000E+003, 7.0267124E+002, 9.8025517E-002, 4.4065585E-002
 2.4241000E+003, 7.0367182E+002, 9.8014966E-002, 4.3215822E-002
 2.4301000E+003, 7.0467075E+002, 9.8008589E-002, 4.3539231E-002
 2.4361000E+003, 7.0567165E+002, 9.8004819E-002, 4.3320812E-002
 2.4421000E+003, 7.0667033E+002, 9.8002642E-002, 4.3319924E-002
 2.4481000E+003, 7.0766902E+002, 9.8001413E-002, 4.3360556E-002
 2.4541000E+003, 7.0867182E+002, 9.8000737E-002, 4.9226325E-002
 2.4601000E+003, 7.0967130E+002, 9.8000375E-002, 4.3835578E-002
 2.4661000E+003, 7.1067185E+002, 9.8000185E-002, 4.3100636E-002
 2.4721000E+003, 7.1167076E+002, 9.8000089E-002, 4.3502605E-002
 2.4781000E+003, 7.1267165E+002, 9.8000042E-002, 4.3331973E-002
 2.4841000E+003, 7.1367032E+002, 9.8000019E-002, 4.3359717E-002
 2.4901000E+003, 7.1466900E+002, 9.8000008E-002, 4.3418098E-002
 2.4961000E+003, 7.1567180E+002, 9.8000004E-002, 4.9300720E-002
 2.5021000E+003, 7.1667128E+002, 9.8000001E-002, 4.3914771E-002
 2.5081000E+003, 7.1767183E+002, 9.8000001E-002, 4.3174825E-002
 2.5141000E+003, 7.1867074E+002, 9.8000000E-002, 4.3579245E-002
 2.5201000E+003, 7.1967163E+002, 9.8000000E-002, 4.3409009E-002
 2.5261000E+003, 7.2067030E+002, 9.8000000E-002, 4.3438332E-002
 2.5321000E+003, 7.2166898E+002, 9.8000000E-002, 4.3496852E-002
 2.5381000E+003, 7.2267178E+002, 9.8000000E-002, 4.9386636E-002
 2.5441000E+003, 7.2367126E+002, 9.8000000E-002, 4.4000193E-002
 2.5501000E+003, 7.2467181E+002, 9.8000000E-002, 4.3250927E-002
 2.5561000E+003, 7.2567072E+002, 9.8000000E-002, 4.3655741E-002
 2.5621000E+003, 7.2667161E+002, 9.8000000E-002, 4.3486742E-002
 2.5681000E+003, 7.2767028E+002, 9.8000000E-002, 4.3517352E-002
 2.5741000E+003, 7.2866897E+002, 9.8000000E-002, 4.3575907E-002
 2.5801000E+003, 7.2967176E+002, 9.8000000E-002, 4.9472715E-002
 2.5861000E+003, 7.3067124E+002, 9.8000000E-002, 4.4085865E-002
 2.5921000E+003, 7.3167179E+002, 9.8000000E-002, 4.3328505E-002
 2.5981000E+003, 7.3267070E+002, 9.8000000E-002, 4.3733647E-002
 2.6041000E+003, 7.3367159E+002, 9.8000000E-002, 4.3564406E-002
 2.6101000E+003, 7.3467026E+002, 9.8000000E-002, 4.3596436E-002
 2.6161000E+003, 7.3566895E+002, 9.8000000E-002, 4.3655138E-002
 2.6221000E+003, 7.3667174E+002, 9.8000000E-002, 4.9557426E-002
 2.6281000E+003, 7.3767122E+002, 9.8000000E-002, 4.4172228E-002
 2.6341000E+003, 7.3867178E+002, 9.8000000E-002, 4.3406326E-002
 2.6401000E+003, 7.3967068E+002, 9.8000000E-002, 4.3811383E-002
 2.6461000E+003, 7.4067158E+002, 9.8000000E-002, 4.3641975E-002
 2.6521000E+003, 7.4167025E+002, 9.8000000E-002, 4.3675603E-002
 2.6581000E+003, 7.4266893E+002, 9.8000000E-002, 4.3734598E-002
 2.6641000E+003, 7.4367172E+002, 9.8000000E-002, 4.9643652E-002
 2.6701000E+003, 7.4467120E+002, 9.8000000E-002, 4.4258675E-002
 2.6761000E+003, 7.4567176E+002, 9.8000000E-002, 4.3484455E-002
 2.6821000E+003, 7.4667066E+002, 9.8000000E-002, 4.3888901E-002
 2.6881000E+003, 7.4767156E+002, 9.8000000E-002, 4.3719417E-002
 2.6941000E+003, 7.4867023E+002, 9.8000000E-002, 4.3754537E-002
 2.7001000E+003, 7.4966891E+002, 9.8000000E-002, 4.3814986E-002
 2.7061000E+003, 7.5067169E+002, 9.8000000E-002, 4.9730090E-002
 2.7121000E+003, 7.5167118E+002, 9.8000000E-002, 4.4345623E-002
 2.7181000E+003, 7.5267174E+002, 9.8000000E-002, 4.3562995E-002
 2.7241000E+003, 7.5367064E+002, 9.8000000E-002, 4.3966133E-002
 2.7301000E+003, 7.5467154E+002, 9.8000000E-002, 4.3796684E-002
 2.7361000E+003, 7.5567021E+002, 9.8000000E-002, 4.3833913E-002
 2.7421000E+003, 7.5666889E+002, 9.8000000E-002, 4.3895376E-002
 2.7481000E+003, 7.5767167E+002, 9.8000000E-002, 4.9816808E-002
 2.7541000E+003, 7.5867116E+002, 9.8000000E-002, 4.4433259E-002
 2.7601000E+003, 7.5967172E+002, 9.8000000E-002, 4.3642101E-002
 2.7661000E+003, 7.6067062E+002, 9.8000000E-002, 4.4043926E-002
 2.7721000E+003, 7.6167152E+002, 9.8000000E-002, 4.3871677E-002
 2.7781000E+003, 7.6267019E+002, 9.8000000E-002, 4.3913494E-002
 2.7841000E+003, 7.6366887E+002, 9.8000000E-002, 4.3976415E-002
 2.7901000E+003, 7.6467165E+002, 9.8000000E-002, 4.9903948E-002
 2.7961000E+003, 7.6567114E+002, 9.8000000E-002, 4.4521877E-002
 2.8021000E+003, 7.6667170E+002, 9.8000000E-002, 4.3722020E-002
 2.8081000E+003, 7.6767060E+002, 9.8000000E-002, 4.4120370E-002
 2.8141000E+003, 7.6867150E+002, 9.8000000E-002, 4.3948166E-002
 2.8201000E+003, 7.6967017E+002, 9.8000000E-002, 4.3993386E-002
 2.8261000E+003, 7.7066885E+002, 9.8000000E-002, 4.4058424E-002
 2.8321000E+003, 7.7167163E+002, 9.8000000E-002, 4.9991737E-002
 2.8381000E+003, 7.7267112E+002, 9.8000000E-002, 4.4609110E-002
 2.8441000E+003, 7.7367169E+002, 9.8000000E-002, 4.3778535E-002
 2.8501000E+003, 7.7467058E+002, 9.8000000E-002, 4.4199846E-002
 2.8561000E+003, 7.7567149E+002, 9.8000000E-002, 4.4018773E-002
 2.8621000E+003, 7.7667016E+002, 9.8000000E-002, 4.4034247E-002
 2.8681000E+003, 7.7766884E+002, 9.8000000E-002, 4.4065571E-002
 2.8741000E+003, 7.7867163E+002, 9.8000000E-002, 4.9989705E-002
 2.8801000E+003, 7.7967112E+002, 9.8000000E-002, 4.4594630E-002
 2.8861000E+003, 7.8067169E+002, 9.8000000E-002, 4.3774728E-002
 2.8921000E+003, 7.8167058E+002, 9.8000000E-002, 4.4199844E-002
 2.8981000E+003, 7.8267149E+002, 9.8000000E-002, 4.4018773E-002
 2.9041000E+003, 7.8367016E+002, 9.8000000E-002, 4.4034247E-002
 2.9101000E+003, 7.8466884E+002, 9.8000000E-002, 4.4065571E-002
 2.9161000E+003, 7.8567163E+002, 9.8000000E-002, 4.9989705E-002
 2.9221000E+003, 7.8667112E+002, 9.8000000E-002, 4.4594630E-002
 2.9281000E+003, 7.8767169E+002, 9.8000000E-002, 4.3774728E-002
 2.9341000E+003, 7.8867058E+002, 9.8000000E-002, 4.4199844E-002
 2.9401000E+003, 7.8967149E+002, 9.8000000E-002, 4.4018773E-002
 2.9461000E+003, 7.9067016E+002, 9.8000000E-002, 4.4034247E-002
 2.9521000E+003, 7.9166884E+002, 9.8000000E-002, 4.4065571E-002
 2.9581000E+003, 7.9267163E+002, 9.8000000E-002, 4.9989705E-002
 2.9641000E+003, 7.9367112E+002, 9.8000000E-002, 4.4594630E-002
 2.9701000E+003, 7.9467169E+002, 9.8000000E-002, 4.3774728E-002
 2.9761000E+003, 7.9567058E+002, 9.8000000E-002, 4.4199844E-002
 2.9821000E+003, 7.9667149E+002, 9.8000000E-002, 4.4018773E-002
 2.9881000E+003, 7.9767016E+002, 9.8000000E-002, 4.4034247E-002
 2.9941000E+003, 7.9866884E+002, 9.8000000E-002, 4.4065571E-002
 3.0001000E+003, 7.9967163E+002, 9.8000000E-002, 4.9989705E-002
 3.0061000E+003, 8.0067112E+002, 9.8000000E-002, 4.4594630E-002
 3.0121000E+003, 8.0167169E+002, 9.8000000E-002, 4.3774728E-002
 3.0181000E+003, 8.0267058E+002, 9.8000000E-002, 4.4199844E-002
 3.0241000E+003, 8.0367149E+002, 9.8000000E-002, 4.4018773E-002
 3.0301000E+003, 8.0467016E+002, 9.8000000E-002, 4.4034247E-002
 3.0361000E+003, 8.0566884E+002, 9.8000000E-002, 4.4065571E-002
 3.0421000E+003, 8.0667163E+002, 9.8000000E-002, 4.9989705E-002
 3.0481000E+003, 8.0767112E+002, 9.8000000E-002, 4.4594630E-002
 3.0541000E+003, 8.0867169E+002, 9.8000000E-002, 4.3774728E-002
 3.0601000E+003, 8.0967058E+002, 9.8000000E-002, 4.4199844E-002
 3.0661000E+003, 8.1067149E+002, 9.8000000E-002, 4.4018773E-002
 3.0721000E+003, 8.1167016E+002, 9.8000000E-002, 4.4034247E-002
 3.0781000E+003, 8.1266884E+002, 9.8000000E-002, 4.4065571E-002
 3.0841000E+003, 8.1367163E+002, 9.8000000E-002, 4.9989705E-002
 3.0901000E+003, 8.1467112E+002, 9.8000000E-002, 4.4594630E-002
 3.0961000E+003, 8.1567169E+002, 9.8000000E-002, 4.3774728E-002
 3.1021000E+003, 8.1667058E+002, 9.8000000E-002, 4.4199844E-002
 3.1081000E+003, 8.1767149E+002, 9.8000000E-002, 4.4018773E-002
 3.1141000E+003, 8.1867016E+002, 9.8000000E-002, 4.4034247E-002
 3.1201000E+003, 8.1966884E+002, 9.8000000E-002, 4.4065571E-002
 3.1261000E+003, 8.2067163E+002, 9.8000000E-002, 4.9989705E-002
 3.1321000E+003, 8.2167112E+002, 9.8000000E-002, 4.4594630E-002
 3.1381000E+003, 8.2267169E+002, 9.8000000E-002, 4.3774728E-002
 3.1441000E+003, 8.2367058E+002, 9.8000000E-002, 4.4199844E-002
 3.1501000E+003, 8.2467149E+002, 9.8000000E-002, 4.4018773E-002
 3.1561000E+003, 8.2567016E+002, 9.8000000E-002, 4.4034247E-002
 3.1621000E+003, 8.2666884E+002, 9.8000000E-002, 4.4065571E-002
 3.1681000E+003, 8.2767163E+002, 9.8000000E-002, 4.9989705E-002
 3.1741000E+003, 8.2867112E+002, 9.8000000E-002, 4.4594630E-002
 3.1801000E+003, 8.2967169E+002, 9.8000000E-002, 4.3774728E-002
 3.1861000E+003, 8.3067058E+002, 9.8000000E-002, 4.4199844E-002
 3.1921000E+003, 8.3167149E+002, 9.8000000E-002, 4.4018773E-002
 3.1981000E+003, 8.3267016E+002, 9.8000000E-002, 4.4034247E-002
 3.2041000E+003, 8.3366884E+002, 9.8000000E-002, 4.4065571E-002
 3.2101000E+003, 8.3467163E+002, 9.8000000E-002, 4.9989705E-002
 3.2161000E+003, 8.3567112E+002, 9.8000000E-002, 4.4594630E-002
 3.2221000E+003, 8.3667169E+002, 9.8000000E-002, 4.3774728E-002
 3.2281000E+003, 8.3767058E+002, 9.8000000E-002, 4.4199844E-002
 3.2341000E+003, 8.3867149E+002, 9.8000000E-002, 4.4018773E-002
 3.2401000E+003, 8.3967016E+002, 9.8000000E-002, 4.4034247E-002
 3.2461000E+003, 8.4066884E+002, 9.8000000E-002, 4.4065571E-002
 3.2521000E+003, 8.4167163E+002, 9.8000000E-002, 4.9989705E-002
 3.2581000E+003, 8.4267112E+002, 9.8000000E-002, 4.4594630E-002
 3.2641000E+003, 8.4367169E+002, 9.8000000E-002, 4.3774728E-002
 3.2701000E+003, 8.4467058E+002, 9.8000000E-002, 4.4199844E-002
 3.2761000E+003, 8.4567149E+002, 9.8000000E-002, 4.4018773E-002
 3.2821000E+003, 8.4667016E+002, 9.8000000E-002, 4.4034247E-002
 3.2881000E+003, 8.4766884E+002, 9.8000000E-002, 4.4065571E-002
 3.2941000E+003, 8.4867163E+002, 9.8000000E-002, 4.9989705E-002
 3.3001000E+003, 8.4967112E+002, 9.8000000E-002, 4.4594630E-002
 3.3061000E+003, 8.5067169E+002, 9.8000000E-002, 4.3774728E-002
 3.3121000E+003, 8.5167058E+002, 9.8000000E-002, 4.4199844E-002
 3.3181000E+003, 8.5267149E+002, 9.8000000E-002, 4.4018773E-002
 3.3241000E+003, 8.5367016E+002, 9.8000000E-002, 4.4034247E-002
 3.3301000E+003, 8.5466884E+002, 9.8000000E-002, 4.4065571E-002
 3.3361000E+003, 8.5567163E+002, 9.8000000E-002, 4.9989705E-002
 3.3421000E+003, 8.5667112E+002, 9.8000000E-002, 4.4594630E-002
 3.3481000E+003, 8.5767169E+002, 9.8000000E-002, 4.3774728E-002
 3.3541000E+003, 8.5867058E+002, 9.8000000E-002, 4.4199844E-002
 3.3601000E+003, 8.5967149E+002, 9.8000000E-002, 4.4018773E-002
 3.3661000E+003, 8.6067016E+002, 9.8000000E-002, 4.4034247E-002
 3.3721000E+003, 8.6166884E+002, 9.8000000E-002, 4.4065571E-002
 3.3781000E+003, 8.6267163E+002, 9.8000000E-002, 4.9989705E-002
 3.3841000E+003, 8.6367112E+002, 9.8000000E-002, 4.4594630E-002
 3.3901000E+003, 8.6467169E+002, 9.8000000E-002, 4.3774728E-002
 3.3961000E+003, 8.6567058E+002, 9.8000000E-002, 4.4199844E-002
 3.4021000E+003, 8.6667149E+002, 9.8000000E-002, 4.4018773E-002
 3.4081000E+003, 8.6767016E+002, 9.8000000E-002, 4.4034247E-002
 3.4141000E+003, 8.6866884E+002, 9.8000000E-002, 4.4065571E-002
 3.4201000E+003, 8.6967163E+002, 9.8000000E-002, 4.9989705E-002
 3.4261000E+003, 8.7067112E+002, 9.8000000E-002, 4.4594630E-002
 3.4321000E+003, 8.7167169E+002, 9.8000000E-002, 4.3774728E-002
 3.4381000E+003, 8.7267058E+002, 9.8000000E-002, 4.4199844E-002
 3.4441000E+003, 8.7367149E+002, 9.8000000E-002, 4.4018773E-002
 3.4501000E+003, 8.7467016E+002, 9.8000000E-002, 4.4034247E-002
 3.4561000E+003, 8.7566884E+002, 9.8000000E-002, 4.4065571E-002
 3.4621000E+003, 8.7667163E+002, 9.8000000E-002, 4.9989705E-002
 3.4681000E+003, 8.7767112E+002, 9.8000000E-002, 4.4594630E-002
 3.4741000E+003, 8.7867169E+002, 9.8000000E-002, 4.3774728E-002
 3.4801000E+003, 8.7967058E+002, 9.8000000E-002, 4.4199844E-002
 3.4861000E+003, 8.8067149E+002, 9.8000000E-002, 4.4018773E-002
 3.4921000E+003, 8.8167016E+002, 9.8000000E-002, 4.4034247E-002
 3.4981000E+003, 8.8266884E+002, 9.8000000E-002, 4.4065571E-002
 3.5041000E+003, 8.8367163E+002, 9.8000000E-002, 4.9989705E-002
 3.5101000E+003, 8.8467112E+002, 9.8000000E-002, 4.4594630E-002
 3.5161000E+003, 8.8567169E+002, 9.8000000E-002, 4.3774728E-002
 3.5221000E+003, 8.8667058E+002, 9.8000000E-002, 4.4199844E-002
 3.5281000E+003, 8.8767149E+002, 9.8000000E-002, 4.4018773E-002
 3.5341000E+003, 8.8867016E+002, 9.8000000E-002, 4.4034247E-002
 3.5401000E+003, 8.8966884E+002, 9.8000000E-002, 4.4065571E-002
 3.5461000E+003, 8.9067163E+002, 9.8000000E-002, 4.9989705E-002
 3.5521000E+003, 8.9167112E+002, 9.8000000E-002, 4.4594630E-002
 3.5581000E+003, 8.9267169E+002, 9.8000000E-002, 4.3774728E-002
 3.5641000E+003, 8.9367058E+002, 9.8000000E-002, 4.4199844E-002
 3.5701000E+003, 8.9467149E+002, 9.8000000E-002, 4.4018773E-002
 3.5761000E+003, 8.9567016E+002, 9.8000000E-002, 4.4034247E-002
 3.5821000E+003, 8.9666884E+002, 9.8000000E-002, 4.4065571E-002
 3.5881000E+003, 8.9767163E+002, 9.8000000E-002, 4.9989705E-002
 3.5941000E+003, 8.9867112E+002, 9.8000000E-002, 4.4594630E-002
 3.6001000E+003, 8.9967169E+002, 9.8000000E-002, 4.3774728E-002
 3.6061000E+003, 9.0067058E+002, 9.8000000E-002, 4.4199844E-002
 3.6121000E+003, 9.0167149E+002, 9.8000000E-002, 4.4018773E-002
 3.6181000E+003, 9.0267016E+002, 9.8000000E-002, 4.4034247E-002
 3.6241000E+003, 9.0366884E+002, 9.8000000E-002, 4.4065571E-002
 3.6301000E+003, 9.0467163E+002, 9.8000000E-002, 4.9989705E-002
 3.6361000E+003, 9.0567112E+002, 9.8000000E-002, 4.4594630E-002
 3.6421000E+003, 9.0667169E+002, 9.8000000E-002, 4.3774728E-002
 3.6481000E+003, 9.0767058E+002, 9.8000000E-002, 4.4199844E-002
 3.6541000E+003, 9.0867149E+002, 9.8000000E-002, 4.4018773E-002
 3.6601000E+003, 9.0967016E+002, 9.8000000E-002, 4.4034247E-002
 3.6661000E+003, 9.1066884E+002, 9.8000000E-002, 4.4065571E-002
 3.6721000E+003, 9.1167163E+002, 9.8000000E-002, 4.9989705E-002
 3.6781000E+003, 9.1267112E+002, 9.8000000E-002, 4.4594630E-002
 3.6841000E+003, 9.1367169E+002, 9.8000000E-002, 4.3774728E-002
 3.6901000E+003, 9.1467058E+002, 9.8000000E-002, 4.4199844E-002
 3.6961000E+003, 9.1567149E+002, 9.8000000E-002, 4.4018773E-002
 3.7021000E+003, 9.1667016E+002, 9.8000000E-002, 4.4034247E-002
 3.7081000E+003, 9.1766884E+002, 9.8000000E-002, 4.4065571E-002
 3.7141000E+003, 9.1867163E+002, 9.8000000E-002, 4.9989705E-002
 3.7201000E+003, 9.1967112E+002, 9.8000000E-002, 4.4594630E-002
 3.7261000E+003, 9.2067169E+002, 9.8000000E-002, 4.3774728E-002
 3.7321000E+003, 9.2167058E+002, 9.8000000E-002, 4.4199844E-002
 3.7381000E+003, 9.2267149E+002, 9.8000000E-002, 4.4018773E-002
 3.7441000E+003, 9.2367016E+002, 9.8000000E-002, 4.4034247E-002
 3.7501000E+003, 9.2466884E+002, 9.8000000E-002, 4.4065571E-002
 3.7561000E+003, 9.2567163E+002, 9.8000000E-002, 4.9989705E-002
 3.7621000E+003, 9.2667112E+002, 9.8000000E-002, 4.4594630E-002
 3.7681000E+003, 9.2767169E+002, 9.8000000E-002, 4.3774728E-002
 3.7741000E+003, 9.2867058E+002, 9.8000000E-002, 4.4199844E-002
 3.7801000E+003, 9.2967149E+002, 9.8000000E-002, 4.4018773E-002
 3.7861000E+003, 9.3067016E+002, 9.8000000E-002, 4.4034247E-002
 3.7921000E+003, 9.3166884E+002, 9.8000000E-002, 4.4065571E-002
 3.7981000E+003, 9.3267163E+002, 9.8000000E-002, 4.9989705E-002
 3.8041000E+003, 9.3367112E+002, 9.8000000E-002, 4.4594630E-002
 3.8101000E+003, 9.3467169E+002, 9.8000000E-002, 4.3774728E-002
 3.8161000E+003, 9.3567058E+002, 9.8000000E-002, 4.4199844E-002
 3.8221000E+003, 9.3667149E+002, 9.8000000E-002, 4.4018773E-002
 3.8281000E+003, 9.3767016E+002, 9.8000000E-002, 4.4034247E-002
 3.8341000E+003, 9.3866884E+002, 9.8000000E-002, 4.4065571E-002
 3.8401000E+003, 9.3967163E+002, 9.8000000E-002, 4.9989705E-002
 3.8461000E+003, 9.4067112E+002, 9.8000000E-002, 4.4594630E-002
 3.8521000E+003, 9.4167169E+002, 9.8000000E-002, 4.3774728E-002
 3.8581000E+003, 9.4267058E+002, 9.8000000E-002, 4.4199844E-002
 3.8641000E+003, 9.4367149E+002, 9.8000000E-002, 4.4018773E-002
 3.8701000E+003, 9.4467016E+002, 9.8000000E-002, 4.4034247E-002
 3.8761000E+003, 9.4566884E+002, 9.8000000E-002, 4.4065571E-002
 3.8821000E+003, 9.4667163E+002, 9.8000000E-002, 4.9989705E-002
 3.8881000E+003, 9.4767112E+002, 9.8000000E-002, 4.4594630E-002
 3.8941000E+003, 9.4867169E+002, 9.8000000E-002, 4.3774728E-002
 3.9001000E+003, 9.4967058E+002, 9.8000000E-002, 4.4199844E-002
 3.9061000E+003, 9.5067149E+002, 9.8000000E-002, 4.4018773E-002
 3.9121000E+003, 9.5167016E+002, 9.8000000E-002, 4.4034247E-002
 3.9181000E+003, 9.5266884E+002, 9.8000000E-002, 4.4065571E-002
 3.9241000E+003, 9.5367163E+002, 9.8000000E-002, 4.9989705E-002
 3.9301000E+003, 9.5467112E+002, 9.8000000E-002, 4.4594630E-002
 3.9361000E+003, 9.5567169E+002, 9.8000000E-002, 4.3774728E-002
 3.9421000E+003, 9.5667058E+002, 9.8000000E-002, 4.4199844E-002
 3.9481000E+003, 9.5767149E+002, 9.8000000E-002, 4.4018773E-002
 3.9541000E+003, 9.5867016E+002, 9.8000000E-002, 4.4034247E-002
 3.9601000E+003, 9.5966884E+002, 9.8000000E-002, 4.4065571E-002
 3.9661000E+003, 9.6067163E+002, 9.8000000E-002, 4.9989705E-002
 3.9721000E+003, 9.6167112E+002, 9.8000000E-002, 4.4594630E-002
 3.9781000E+003, 9.6267169E+002, 9.8000000E-002, 4.3774728E-002
 3.9841000E+003, 9.6367058E+002, 9.8000000E-002, 4.4199844E-002
 3.9901000E+003, 9.6467149E+002, 9.8000000E-002, 4.4018773E-002
 3.9961000E+003, 9.6567016E+002, 9.8000000E-002, 4.4034247E-002
 4.0021000E+003, 9.6666884E+002, 9.8000000E-002, 4.4065571E-002
 4.0081000E+003, 9.6767163E+002, 9.8000000E-002, 4.9989705E-002
 4.0141000E+003, 9.6867112E+002, 9.8000000E-002, 4.4594630E-002
 4.0201000E+003, 9.6967169E+002, 9.8000000E-002, 4.3774728E-002
 4.0261000E+003, 9.7067058E+002, 9.8000000E-002, 4.4199844E-002
 4.0321000E+003, 9.7167149E+002, 9.8000000E-002, 4.4018773E-002
 4.0381000E+003, 9.7267016E+002, 9.8000000E-002, 4.4034247E-002
 4.0441000E+003, 9.7366884E+002, 9.8000000E-002, 4.4065571E-002
 4.0501000E+003, 9.7467163E+002, 9.8000000E-002, 4.9989705E-002
 4.0561000E+003, 9.7567112E+002, 9.8000000E-002, 4.4594630E-002
 4.0621000E+003, 9.7667169E+002, 9.8000000E-002, 4.3774728E-002
 4.0681000E+003, 9.7767058E+002, 9.8000000E-002, 4.4199844E-002
 4.0741000E+003, 9.7867149E+002, 9.8000000E-002, 4.4018773E-002
 4.0801000E+003, 9.7967016E+002, 9.8000000E-002, 4.4034247E-002
 4.0861000E+003, 9.8066884E+002, 9.8000000E-002, 4.4065571E-002
 4.0921000E+003, 9.8167163E+002, 9.8000000E-002, 4.9989705E-002
 4.0981000E+003, 9.8267112E+002, 9.8000000E-002, 4.4594630E-002
 4.1041000E+003, 9.8367169E+002, 9.8000000E-002, 4.3774728E-002
 4.1101000E+003, 9.8467058E+002, 9.8000000E-002, 4.4199844E-002
 4.1161000E+003, 9.8567149E+002, 9.8000000E-002, 4.4018773E-002
 4.1221000E+003, 9.8667016E+002, 9.8000000E-002, 4.4034247E-002
 4.1281000E+003, 9.8766884E+002, 9.8000000E-002, 4.4065571E-002
 4.1341000E+003, 9.8867163E+002, 9.8000000E-002, 4.9989705E-002
 4.1401000E+003, 9.8967112E+002, 9.8000000E-002, 4.4594630E-002
 4.1461000E+003, 9.9067169E+002, 9.8000000E-002, 4.3774728E-002
 4.1521000E+003, 9.9167058E+002, 9.8000000E-002, 4.4199844E-002
 4.1581000E+003, 9.9267149E+002, 9.8000000E-002, 4.4018773E-002
 4.1641000E+003, 9.9367016E+002, 9.8000000E-002, 4.4034247E-002
 4.1701000E+003, 9.9466884E+002, 9.8000000E-002, 4.4065571E-002
 4.1761000E+003, 9.9567163E+002, 9.8000000E-002, 4.9989705E-002
