Time,Mass (g),HRRPUA (kW/m2)
2222.0,13.14,25.9
2223.0,13.13,25.9
2224.0,13.11,25.1
2225.0,13.11,25.5
2226.0,13.11,25.6
2227.0,13.11,25.9
2228.0,13.1,25.2
2229.0,13.1,25.6
2230.0,13.11,25.2
2231.0,13.08,25.4
2232.0,13.06,25.2
2233.0,13.05,24.4
2234.0,13.05,24.4
2235.0,13.04,23.6
2236.0,13.03,23.1
2237.0,13.01,22.5
2238.0,13.0,22.3
2239.0,12.99,22.1
2240.0,12.98,22.0
2241.0,12.97,21.8
2242.0,12.95,21.7
2243.0,12.94,21.9
2244.0,12.93,21.9
2245.0,12.9,21.6
2246.0,12.89,22.4
2247.0,12.88,22.5
2248.0,12.84,22.3
2249.0,12.83,22.4
2250.0,12.8,22.4
2251.0,12.8,22.7
