Time (s),Sample Temperature (K),Weight (mg)
2849,477.61,4.829
2850,477.65,4.828
2851,477.68,4.828
2852,477.71,4.828
2853,477.74,4.828
2854,477.78,4.828
2855,477.81,4.828
2856,477.85,4.828
2857,477.88,4.828
2858,477.92,4.827
2859,477.94,4.827
2860,477.98,4.827
2861,478.01,4.827
2862,478.05,4.827
2863,478.08,4.827
2864,478.11,4.827
2865,478.14,4.827
2866,478.18,4.826
2867,478.21,4.826
2868,478.25,4.826
2869,478.28,4.826
2870,478.31,4.826
2871,478.34,4.826
2872,478.38,4.826
2873,478.42,4.826
2874,478.45,4.825
2875,478.48,4.825
2876,478.51,4.825
2877,478.54,4.825
2878,478.58,4.825
2879,478.61,4.825
2880,478.65,4.825
2881,478.68,4.825
2882,478.71,4.824
2883,478.74,4.824
2884,478.78,4.824
2885,478.81,4.824
2886,478.85,4.824
2887,478.88,4.824
2888,478.91,4.824
2889,478.95,4.824
2890,478.98,4.823
2891,479.01,4.823
2892,479.04,4.823
2893,479.08,4.823
2894,479.12,4.823
2895,479.15,4.823
2896,479.18,4.823
2897,479.21,4.823
2898,479.25,4.822
2899,479.28,4.822
2900,479.31,4.822
2901,479.35,4.822
2902,479.38,4.822
2903,479.42,4.822
2904,479.45,4.822
2905,479.48,4.822
2906,479.51,4.821
2907,479.54,4.821
2908,479.58,4.821
2909,479.62,4.821
2910,479.65,4.821
2911,479.68,4.821
2912,479.71,4.821
2913,479.74,4.821
2914,479.78,4.820
2915,479.81,4.820
2916,479.85,4.820
2917,479.89,4.820
2918,479.91,4.820
2919,479.94,4.820
2920,479.98,4.820
2921,480.02,4.819
2922,480.05,4.819
2923,480.08,4.819
2924,480.12,4.819
2925,480.15,4.819
2926,480.18,4.819
2927,480.21,4.819
2928,480.25,4.819
2929,480.28,4.818
2930,480.31,4.818
2931,480.34,4.818
2932,480.38,4.818
2933,480.42,4.818
2934,480.45,4.818
2935,480.48,4.818
2936,480.51,4.817
2937,480.55,4.817
2938,480.58,4.817
2939,480.62,4.817
2940,480.65,4.817
2941,480.68,4.817
2942,480.71,4.817
2943,480.75,4.817
2944,480.78,4.816
2945,480.81,4.816
2946,480.85,4.816
2947,480.88,4.816
2948,480.92,4.816
2949,480.95,4.816
2950,480.98,4.816
2951,481.01,4.816
2952,481.05,4.815
2953,481.08,4.815
2954,481.11,4.815
2955,481.15,4.815
2956,481.18,4.815
2957,481.21,4.815
2958,481.25,4.815
2959,481.28,4.815
2960,481.32,4.814
2961,481.35,4.814
2962,481.38,4.814
2963,481.41,4.814
2964,481.44,4.814
2965,481.47,4.814
2966,481.51,4.814
2967,481.55,4.813
2968,481.58,4.813
2969,481.62,4.813
2970,481.65,4.813
2971,481.68,4.813
2972,481.71,4.813
2973,481.74,4.813
2974,481.78,4.812
2975,481.82,4.812
2976,481.85,4.812
2977,481.89,4.812
2978,481.92,4.812
2979,481.95,4.812
2980,481.98,4.812
2981,482.01,4.812
2982,482.05,4.811
2983,482.09,4.811
2984,482.12,4.811
2985,482.15,4.811
2986,482.18,4.811
2987,482.21,4.811
2988,482.25,4.811
2989,482.28,4.810
2990,482.31,4.810
2991,482.35,4.810
2992,482.38,4.810
2993,482.42,4.810
2994,482.45,4.810
2995,482.48,4.810
2996,482.52,4.809
2997,482.55,4.809
2998,482.58,4.809
2999,482.61,4.809
3000,482.65,4.809
3001,482.68,4.809
3002,482.71,4.809
3003,482.75,4.808
3004,482.79,4.808
3005,482.82,4.808
3006,482.85,4.808
3007,482.89,4.808
3008,482.91,4.808
3009,482.95,4.808
3010,482.98,4.807
3011,483.01,4.807
3012,483.05,4.807
3013,483.09,4.807
3014,483.12,4.807
3015,483.15,4.807
3016,483.18,4.807
3017,483.22,4.806
3018,483.25,4.806
3019,483.29,4.806
3020,483.32,4.806
3021,483.35,4.806
3022,483.38,4.806
3023,483.42,4.806
3024,483.45,4.805
3025,483.48,4.805
3026,483.52,4.805
3027,483.55,4.805
3028,483.59,4.805
3029,483.62,4.805
3030,483.65,4.805
3031,483.69,4.805
3032,483.71,4.804
3033,483.74,4.804
3034,483.78,4.804
3035,483.82,4.804
3036,483.85,4.804
3037,483.88,4.804
3038,483.92,4.803
3039,483.95,4.803
3040,483.98,4.803
3041,484.01,4.803
3042,484.05,4.803
3043,484.09,4.803
3044,484.12,4.803
3045,484.15,4.803
3046,484.18,4.802
3047,484.22,4.802
3048,484.25,4.802
3049,484.29,4.802
3050,484.32,4.802
3051,484.35,4.802
3052,484.39,4.802
3053,484.42,4.801
3054,484.45,4.801
3055,484.49,4.801
3056,484.52,4.801
3057,484.55,4.801
3058,484.58,4.801
3059,484.62,4.801
3060,484.65,4.800
3061,484.68,4.800
3062,484.71,4.800
3063,484.75,4.800
3064,484.79,4.800
3065,484.82,4.800
3066,484.85,4.800
3067,484.88,4.799
3068,484.92,4.799
3069,484.96,4.799
3070,484.99,4.799
3071,485.02,4.799
3072,485.05,4.799
3073,485.08,4.799
3074,485.12,4.798
3075,485.15,4.798
3076,485.19,4.798
3077,485.22,4.798
3078,485.25,4.798
3079,485.28,4.798
3080,485.32,4.798
3081,485.35,4.797
3082,485.39,4.797
3083,485.42,4.797
3084,485.45,4.797
3085,485.48,4.797
3086,485.51,4.797
3087,485.55,4.797
3088,485.59,4.796
3089,485.62,4.796
3090,485.65,4.796
3091,485.68,4.796
3092,485.72,4.796
3093,485.75,4.796
3094,485.79,4.795
3095,485.82,4.795
3096,485.85,4.795
3097,485.88,4.795
3098,485.92,4.795
3099,485.95,4.795
3100,485.99,4.795
3101,486.02,4.794
3102,486.05,4.794
3103,486.08,4.794
3104,486.12,4.794
3105,486.15,4.794
3106,486.18,4.794
3107,486.22,4.794
3108,486.25,4.793
3109,486.28,4.793
3110,486.32,4.793
3111,486.36,4.793
3112,486.39,4.793
3113,486.42,4.793
3114,486.45,4.792
3115,486.48,4.792
3116,486.52,4.792
3117,486.55,4.792
3118,486.59,4.792
3119,486.62,4.792
3120,486.65,4.792
3121,486.68,4.791
3122,486.72,4.791
3123,486.75,4.791
3124,486.78,4.791
3125,486.82,4.791
3126,486.85,4.791
3127,486.88,4.791
3128,486.92,4.790
3129,486.96,4.790
3130,486.99,4.790
3131,487.02,4.790
3132,487.06,4.790
3133,487.09,4.790
3134,487.12,4.789
3135,487.15,4.789
3136,487.18,4.789
3137,487.22,4.789
3138,487.26,4.789
3139,487.29,4.789
3140,487.32,4.788
3141,487.35,4.788
3142,487.38,4.788
3143,487.41,4.788
3144,487.45,4.788
3145,487.49,4.788
3146,487.53,4.788
3147,487.56,4.787
3148,487.58,4.787
3149,487.61,4.787
3150,487.65,4.787
3151,487.69,4.787
3152,487.72,4.787
3153,487.75,4.787
3154,487.79,4.786
3155,487.82,4.786
3156,487.85,4.786
3157,487.89,4.786
3158,487.92,4.786
3159,487.95,4.786
3160,487.98,4.785
3161,488.02,4.785
3162,488.06,4.785
3163,488.09,4.785
3164,488.12,4.785
3165,488.15,4.785
3166,488.19,4.784
3167,488.21,4.784
3168,488.25,4.784
3169,488.29,4.784
3170,488.32,4.784
3171,488.36,4.784
3172,488.39,4.784
3173,488.42,4.783
3174,488.45,4.783
3175,488.49,4.783
3176,488.52,4.783
3177,488.56,4.783
3178,488.59,4.783
3179,488.62,4.782
3180,488.66,4.782
3181,488.69,4.782
3182,488.72,4.782
3183,488.75,4.782
3184,488.79,4.782
3185,488.82,4.781
3186,488.85,4.781
3187,488.88,4.781
3188,488.92,4.781
3189,488.96,4.781
3190,488.99,4.781
3191,489.02,4.781
3192,489.05,4.780
3193,489.08,4.780
3194,489.12,4.780
3195,489.15,4.780
3196,489.19,4.780
3197,489.23,4.780
3198,489.26,4.779
3199,489.29,4.779
3200,489.32,4.779
3201,489.35,4.779
3202,489.38,4.779
3203,489.42,4.779
3204,489.46,4.778
3205,489.49,4.778
3206,489.53,4.778
3207,489.55,4.778
3208,489.58,4.778
3209,489.61,4.778
3210,489.65,4.778
3211,489.69,4.777
3212,489.73,4.777
3213,489.76,4.777
3214,489.79,4.777
3215,489.82,4.777
3216,489.85,4.777
3217,489.89,4.776
3218,489.93,4.776
3219,489.95,4.776
3220,489.99,4.776
3221,490.02,4.776
3222,490.06,4.776
3223,490.09,4.775
3224,490.12,4.775
3225,490.15,4.775
3226,490.19,4.775
3227,490.22,4.775
3228,490.25,4.775
3229,490.29,4.774
3230,490.32,4.774
3231,490.35,4.774
3232,490.39,4.774
3233,490.42,4.774
3234,490.45,4.774
3235,490.49,4.773
3236,490.52,4.773
3237,490.55,4.773
3238,490.58,4.773
3239,490.62,4.773
3240,490.65,4.773
3241,490.69,4.772
3242,490.73,4.772
3243,490.76,4.772
3244,490.78,4.772
3245,490.82,4.772
3246,490.86,4.771
3247,490.89,4.771
3248,490.93,4.771
3249,490.96,4.771
3250,490.99,4.771
3251,491.02,4.771
3252,491.05,4.770
3253,491.09,4.770
3254,491.12,4.770
3255,491.16,4.770
3256,491.19,4.770
3257,491.22,4.770
3258,491.25,4.770
3259,491.29,4.769
3260,491.32,4.769
3261,491.36,4.769
3262,491.39,4.769
3263,491.42,4.769
3264,491.45,4.769
3265,491.49,4.768
3266,491.52,4.768
3267,491.56,4.768
3268,491.59,4.768
3269,491.63,4.768
3270,491.66,4.768
3271,491.69,4.767
3272,491.72,4.767
3273,491.76,4.767
3274,491.79,4.767
3275,491.82,4.767
3276,491.86,4.767
3277,491.89,4.766
3278,491.92,4.766
3279,491.95,4.766
3280,491.99,4.766
3281,492.02,4.766
3282,492.05,4.765
3283,492.09,4.765
3284,492.13,4.765
3285,492.16,4.765
3286,492.19,4.765
3287,492.22,4.765
3288,492.26,4.764
3289,492.29,4.764
3290,492.32,4.764
3291,492.36,4.764
3292,492.39,4.764
3293,492.42,4.763
3294,492.45,4.763
3295,492.49,4.763
3296,492.52,4.763
3297,492.56,4.763
3298,492.59,4.763
3299,492.62,4.762
3300,492.66,4.762
3301,492.69,4.762
3302,492.72,4.762
3303,492.76,4.762
3304,492.79,4.761
3305,492.82,4.761
3306,492.85,4.761
3307,492.89,4.761
3308,492.93,4.761
3309,492.96,4.761
3310,492.99,4.760
3311,493.02,4.760
3312,493.05,4.760
3313,493.09,4.760
3314,493.12,4.760
3315,493.16,4.760
3316,493.19,4.759
3317,493.22,4.759
3318,493.26,4.759
3319,493.29,4.759
3320,493.32,4.759
3321,493.36,4.758
3322,493.39,4.758
3323,493.43,4.758
3324,493.46,4.758
3325,493.49,4.758
3326,493.52,4.758
3327,493.56,4.757
3328,493.59,4.757
3329,493.62,4.757
3330,493.66,4.757
3331,493.69,4.757
3332,493.73,4.756
3333,493.76,4.756
3334,493.79,4.756
3335,493.82,4.756
3336,493.85,4.756
3337,493.89,4.756
3338,493.93,4.755
3339,493.96,4.755
3340,494.00,4.755
3341,494.02,4.755
3342,494.05,4.755
3343,494.09,4.754
3344,494.12,4.754
3345,494.16,4.754
3346,494.19,4.754
3347,494.22,4.754
3348,494.26,4.753
3349,494.29,4.753
3350,494.32,4.753
3351,494.36,4.753
3352,494.39,4.753
3353,494.42,4.753
3354,494.46,4.752
3355,494.49,4.752
3356,494.53,4.752
3357,494.56,4.752
3358,494.59,4.752
3359,494.62,4.751
3360,494.66,4.751
3361,494.69,4.751
3362,494.73,4.751
3363,494.76,4.751
3364,494.79,4.751
3365,494.83,4.750
3366,494.86,4.750
3367,494.89,4.750
3368,494.92,4.750
3369,494.96,4.750
3370,494.99,4.749
3371,495.03,4.749
3372,495.06,4.749
3373,495.09,4.749
3374,495.13,4.749
3375,495.16,4.748
3376,495.19,4.748
3377,495.22,4.748
3378,495.26,4.748
3379,495.29,4.748
3380,495.32,4.747
3381,495.37,4.747
3382,495.40,4.747
3383,495.43,4.747
3384,495.46,4.747
3385,495.49,4.747
3386,495.53,4.746
3387,495.56,4.746
3388,495.59,4.746
3389,495.63,4.746
3390,495.65,4.746
3391,495.69,4.745
3392,495.72,4.745
3393,495.75,4.745
3394,495.79,4.745
3395,495.84,4.745
3396,495.86,4.744
3397,495.90,4.744
3398,495.93,4.744
3399,495.96,4.744
3400,495.99,4.744
3401,496.03,4.743
3402,496.06,4.743
3403,496.09,4.743
3404,496.12,4.743
3405,496.16,4.743
3406,496.20,4.742
3407,496.23,4.742
3408,496.26,4.742
3409,496.29,4.742
3410,496.32,4.742
3411,496.36,4.742
3412,496.39,4.741
3413,496.43,4.741
3414,496.46,4.741
3415,496.49,4.741
3416,496.53,4.741
3417,496.56,4.740
3418,496.59,4.740
3419,496.63,4.740
3420,496.66,4.740
3421,496.69,4.740
3422,496.73,4.739
3423,496.77,4.739
3424,496.80,4.739
3425,496.83,4.739
3426,496.86,4.739
3427,496.89,4.738
3428,496.92,4.738
3429,496.95,4.738
3430,496.99,4.738
3431,497.02,4.738
3432,497.06,4.737
3433,497.10,4.737
3434,497.13,4.737
3435,497.16,4.737
3436,497.19,4.737
3437,497.23,4.736
3438,497.26,4.736
3439,497.29,4.736
3440,497.33,4.736
3441,497.37,4.736
3442,497.40,4.735
3443,497.43,4.735
3444,497.46,4.735
3445,497.49,4.735
3446,497.53,4.734
3447,497.56,4.734
3448,497.60,4.734
3449,497.63,4.734
3450,497.66,4.734
3451,497.69,4.733
3452,497.73,4.733
3453,497.76,4.733
3454,497.80,4.733
3455,497.83,4.733
3456,497.86,4.732
3457,497.90,4.732
3458,497.93,4.732
3459,497.96,4.732
3460,497.99,4.732
3461,498.03,4.731
3462,498.06,4.731
3463,498.09,4.731
3464,498.12,4.731
3465,498.16,4.731
3466,498.19,4.730
3467,498.23,4.730
3468,498.26,4.730
3469,498.30,4.730
3470,498.33,4.730
3471,498.36,4.729
3472,498.40,4.729
3473,498.43,4.729
3474,498.46,4.729
3475,498.49,4.728
3476,498.52,4.728
3477,498.56,4.728
3478,498.59,4.728
3479,498.63,4.728
3480,498.66,4.727
3481,498.69,4.727
3482,498.73,4.727
3483,498.76,4.727
3484,498.80,4.727
3485,498.83,4.726
3486,498.86,4.726
3487,498.90,4.726
3488,498.93,4.726
3489,498.96,4.726
3490,499.00,4.725
3491,499.03,4.725
3492,499.06,4.725
3493,499.09,4.725
3494,499.13,4.724
3495,499.16,4.724
3496,499.20,4.724
3497,499.23,4.724
3498,499.26,4.724
3499,499.29,4.723
3500,499.32,4.723
3501,499.36,4.723
3502,499.40,4.723
3503,499.43,4.722
3504,499.47,4.722
3505,499.50,4.722
3506,499.53,4.722
3507,499.56,4.722
3508,499.60,4.721
3509,499.63,4.721
3510,499.66,4.721
3511,499.70,4.721
3512,499.73,4.721
3513,499.77,4.720
3514,499.80,4.720
3515,499.83,4.720
3516,499.86,4.720
3517,499.89,4.719
3518,499.93,4.719
3519,499.96,4.719
3520,500.00,4.719
3521,500.03,4.719
3522,500.06,4.718
3523,500.09,4.718
3524,500.13,4.718
3525,500.16,4.718
3526,500.20,4.718
3527,500.23,4.717
3528,500.26,4.717
3529,500.30,4.717
3530,500.33,4.717
3531,500.36,4.716
3532,500.40,4.716
3533,500.43,4.716
3534,500.46,4.716
3535,500.50,4.716
3536,500.53,4.715
3537,500.56,4.715
3538,500.60,4.715
3539,500.63,4.715
3540,500.66,4.714
3541,500.69,4.714
3542,500.73,4.714
3543,500.76,4.714
3544,500.80,4.714
3545,500.83,4.713
3546,500.87,4.713
3547,500.89,4.713
3548,500.93,4.713
3549,500.96,4.712
3550,501.00,4.712
3551,501.03,4.712
3552,501.06,4.712
3553,501.10,4.711
3554,501.13,4.711
3555,501.17,4.711
3556,501.20,4.711
3557,501.23,4.711
3558,501.26,4.710
3559,501.29,4.710
3560,501.33,4.710
3561,501.37,4.710
3562,501.40,4.709
3563,501.43,4.709
3564,501.47,4.709
3565,501.50,4.709
3566,501.53,4.709
3567,501.56,4.708
3568,501.59,4.708
3569,501.63,4.708
3570,501.66,4.707
3571,501.69,4.707
3572,501.73,4.707
3573,501.76,4.707
3574,501.80,4.707
3575,501.83,4.706
3576,501.87,4.706
3577,501.90,4.706
3578,501.93,4.706
3579,501.96,4.705
3580,501.99,4.705
3581,502.03,4.705
3582,502.07,4.705
3583,502.10,4.705
3584,502.13,4.704
3585,502.16,4.704
3586,502.20,4.704
3587,502.23,4.704
3588,502.26,4.703
3589,502.29,4.703
3590,502.33,4.703
3591,502.36,4.703
3592,502.40,4.702
3593,502.44,4.702
3594,502.47,4.702
3595,502.50,4.702
3596,502.53,4.701
3597,502.56,4.701
3598,502.59,4.701
3599,502.63,4.701
3600,502.67,4.701
3601,502.70,4.700
3602,502.73,4.700
3603,502.77,4.700
3604,502.80,4.700
3605,502.83,4.699
3606,502.87,4.699
3607,502.90,4.699
3608,502.93,4.699
3609,502.96,4.698
3610,502.99,4.698
3611,503.03,4.698
3612,503.07,4.698
3613,503.10,4.698
3614,503.13,4.697
3615,503.16,4.697
3616,503.20,4.697
3617,503.23,4.697
3618,503.26,4.696
3619,503.30,4.696
3620,503.33,4.696
3621,503.37,4.696
3622,503.40,4.695
3623,503.43,4.695
3624,503.47,4.695
3625,503.50,4.695
3626,503.53,4.694
3627,503.56,4.694
3628,503.60,4.694
3629,503.63,4.694
3630,503.66,4.693
3631,503.70,4.693
3632,503.74,4.693
3633,503.77,4.693
3634,503.80,4.693
3635,503.83,4.692
3636,503.86,4.692
3637,503.90,4.692
3638,503.94,4.692
3639,503.97,4.691
3640,504.00,4.691
3641,504.03,4.691
3642,504.06,4.691
3643,504.09,4.690
3644,504.13,4.690
3645,504.16,4.690
3646,504.20,4.690
3647,504.23,4.689
3648,504.26,4.689
3649,504.30,4.689
3650,504.33,4.689
3651,504.37,4.688
3652,504.40,4.688
3653,504.44,4.688
3654,504.47,4.688
3655,504.50,4.687
3656,504.54,4.687
3657,504.56,4.687
3658,504.59,4.687
3659,504.63,4.686
3660,504.67,4.686
3661,504.71,4.686
3662,504.74,4.686
3663,504.77,4.686
3664,504.80,4.685
3665,504.83,4.685
3666,504.86,4.685
3667,504.90,4.685
3668,504.94,4.684
3669,504.97,4.684
3670,504.99,4.684
3671,505.03,4.684
3672,505.06,4.683
3673,505.10,4.683
3674,505.14,4.683
3675,505.17,4.683
3676,505.20,4.682
3677,505.23,4.682
3678,505.26,4.682
3679,505.30,4.682
3680,505.33,4.681
3681,505.37,4.681
3682,505.40,4.681
3683,505.43,4.681
3684,505.47,4.680
3685,505.50,4.680
3686,505.54,4.680
3687,505.57,4.679
3688,505.60,4.679
3689,505.63,4.679
3690,505.66,4.679
3691,505.70,4.678
3692,505.73,4.678
3693,505.77,4.678
3694,505.80,4.678
3695,505.83,4.677
3696,505.86,4.677
3697,505.90,4.677
3698,505.93,4.677
3699,505.97,4.676
3700,506.01,4.676
3701,506.04,4.676
3702,506.07,4.675
3703,506.10,4.675
3704,506.13,4.675
3705,506.16,4.675
3706,506.20,4.674
3707,506.24,4.674
3708,506.27,4.674
3709,506.30,4.674
3710,506.33,4.673
3711,506.36,4.673
3712,506.40,4.673
3713,506.44,4.673
3714,506.47,4.672
3715,506.50,4.672
3716,506.54,4.672
3717,506.56,4.672
3718,506.60,4.671
3719,506.63,4.671
3720,506.67,4.671
3721,506.70,4.671
3722,506.74,4.670
3723,506.77,4.670
3724,506.81,4.670
3725,506.84,4.670
3726,506.86,4.669
3727,506.89,4.669
3728,506.93,4.669
3729,506.97,4.669
3730,507.01,4.668
3731,507.04,4.668
3732,507.08,4.668
3733,507.10,4.667
3734,507.13,4.667
3735,507.16,4.667
3736,507.20,4.667
3737,507.24,4.666
3738,507.28,4.666
3739,507.31,4.666
3740,507.33,4.666
3741,507.36,4.665
3742,507.40,4.665
3743,507.44,4.665
3744,507.47,4.665
3745,507.51,4.664
3746,507.54,4.664
3747,507.57,4.664
3748,507.60,4.663
3749,507.63,4.663
3750,507.67,4.663
3751,507.70,4.663
3752,507.73,4.662
3753,507.77,4.662
3754,507.81,4.662
3755,507.84,4.662
3756,507.87,4.661
3757,507.90,4.661
3758,507.93,4.661
3759,507.97,4.660
3760,508.00,4.660
3761,508.04,4.660
3762,508.07,4.660
3763,508.10,4.659
3764,508.13,4.659
3765,508.17,4.659
3766,508.20,4.659
3767,508.25,4.658
3768,508.27,4.658
3769,508.30,4.658
3770,508.33,4.657
3771,508.36,4.657
3772,508.40,4.657
3773,508.44,4.657
3774,508.48,4.656
3775,508.51,4.656
3776,508.54,4.656
3777,508.56,4.656
3778,508.59,4.655
3779,508.63,4.655
3780,508.67,4.655
3781,508.71,4.654
3782,508.74,4.654
3783,508.77,4.654
3784,508.80,4.654
3785,508.83,4.653
3786,508.87,4.653
3787,508.90,4.653
3788,508.94,4.653
3789,508.97,4.652
3790,509.00,4.652
3791,509.03,4.652
3792,509.07,4.651
3793,509.11,4.651
3794,509.14,4.651
3795,509.17,4.651
3796,509.21,4.650
3797,509.24,4.650
3798,509.27,4.650
3799,509.30,4.650
3800,509.33,4.649
3801,509.37,4.649
3802,509.40,4.649
3803,509.43,4.648
3804,509.47,4.648
3805,509.50,4.648
3806,509.54,4.648
3807,509.57,4.647
3808,509.61,4.647
3809,509.64,4.647
3810,509.67,4.646
3811,509.70,4.646
3812,509.73,4.646
3813,509.77,4.646
3814,509.81,4.645
3815,509.84,4.645
3816,509.87,4.645
3817,509.91,4.644
3818,509.94,4.644
3819,509.97,4.644
3820,510.00,4.644
3821,510.03,4.643
3822,510.07,4.643
3823,510.11,4.643
3824,510.14,4.642
3825,510.17,4.642
3826,510.20,4.642
3827,510.23,4.642
3828,510.27,4.641
3829,510.31,4.641
3830,510.34,4.641
3831,510.37,4.640
3832,510.40,4.640
3833,510.44,4.640
3834,510.47,4.640
3835,510.50,4.639
3836,510.53,4.639
3837,510.57,4.639
3838,510.60,4.638
3839,510.64,4.638
3840,510.67,4.638
3841,510.70,4.638
3842,510.74,4.637
3843,510.77,4.637
3844,510.81,4.637
3845,510.83,4.636
3846,510.87,4.636
3847,510.91,4.636
3848,510.94,4.636
3849,510.97,4.635
3850,511.00,4.635
3851,511.03,4.635
3852,511.07,4.634
3853,511.11,4.634
3854,511.14,4.634
3855,511.17,4.634
3856,511.21,4.633
3857,511.23,4.633
3858,511.27,4.633
3859,511.30,4.632
3860,511.34,4.632
3861,511.37,4.632
3862,511.41,4.631
3863,511.44,4.631
3864,511.47,4.631
3865,511.51,4.631
3866,511.54,4.630
3867,511.57,4.630
3868,511.60,4.630
3869,511.64,4.629
3870,511.67,4.629
3871,511.71,4.629
3872,511.74,4.629
3873,511.77,4.628
3874,511.80,4.628
3875,511.84,4.628
3876,511.87,4.627
3877,511.91,4.627
3878,511.94,4.627
3879,511.97,4.627
3880,512.01,4.626
3881,512.04,4.626
3882,512.08,4.626
3883,512.11,4.625
3884,512.14,4.625
3885,512.17,4.625
3886,512.20,4.624
3887,512.23,4.624
3888,512.27,4.624
3889,512.31,4.624
3890,512.34,4.623
3891,512.37,4.623
3892,512.40,4.623
3893,512.44,4.622
3894,512.47,4.622
3895,512.50,4.622
3896,512.54,4.621
3897,512.58,4.621
3898,512.61,4.621
3899,512.64,4.621
3900,512.67,4.620
3901,512.70,4.620
3902,512.74,4.620
3903,512.77,4.619
3904,512.80,4.619
3905,512.84,4.619
3906,512.87,4.618
3907,512.91,4.618
3908,512.94,4.618
3909,512.97,4.618
3910,513.01,4.617
3911,513.04,4.617
3912,513.07,4.617
3913,513.11,4.616
3914,513.14,4.616
3915,513.17,4.616
3916,513.21,4.615
3917,513.25,4.615
3918,513.27,4.615
3919,513.31,4.615
3920,513.33,4.614
3921,513.37,4.614
3922,513.40,4.614
3923,513.44,4.613
3924,513.47,4.613
3925,513.51,4.613
3926,513.54,4.612
3927,513.57,4.612
3928,513.61,4.612
3929,513.64,4.612
3930,513.67,4.611
3931,513.71,4.611
3932,513.74,4.611
3933,513.78,4.610
3934,513.81,4.610
3935,513.84,4.609
3936,513.87,4.609
3937,513.90,4.609
3938,513.94,4.608
3939,513.98,4.608
3940,514.01,4.607
3941,514.04,4.607
3942,514.07,4.607
3943,514.11,4.606
3944,514.14,4.606
3945,514.17,4.606
3946,514.20,4.606
3947,514.24,4.605
3948,514.28,4.605
3949,514.31,4.605
3950,514.34,4.605
3951,514.37,4.604
3952,514.40,4.604
3953,514.44,4.604
3954,514.48,4.603
3955,514.51,4.603
3956,514.54,4.602
3957,514.58,4.602
3958,514.61,4.602
3959,514.63,4.601
3960,514.67,4.601
3961,514.70,4.601
3962,514.74,4.600
3963,514.77,4.600
3964,514.80,4.600
3965,514.84,4.599
3966,514.88,4.599
3967,514.91,4.599
3968,514.94,4.598
3969,514.97,4.598
3970,515.00,4.598
3971,515.03,4.597
3972,515.07,4.597
3973,515.11,4.597
3974,515.15,4.596
3975,515.18,4.596
3976,515.21,4.596
3977,515.24,4.596
3978,515.27,4.595
3979,515.30,4.595
3980,515.34,4.595
3981,515.37,4.594
3982,515.41,4.594
3983,515.44,4.594
3984,515.47,4.594
3985,515.51,4.593
3986,515.54,4.593
3987,515.57,4.593
3988,515.61,4.593
3989,515.64,4.593
3990,515.67,4.592
3991,515.71,4.592
3992,515.74,4.592
3993,515.77,4.591
3994,515.81,4.591
3995,515.84,4.591
3996,515.88,4.591
3997,515.91,4.590
3998,515.94,4.590
3999,515.98,4.590
4000,516.01,4.589
4001,516.04,4.589
4002,516.07,4.589
4003,516.11,4.588
4004,516.14,4.588
4005,516.17,4.588
4006,516.21,4.587
4007,516.24,4.587
4008,516.28,4.587
4009,516.31,4.586
4010,516.34,4.586
4011,516.38,4.586
4012,516.41,4.585
4013,516.44,4.585
4014,516.47,4.585
4015,516.51,4.585
4016,516.54,4.584
4017,516.57,4.584
4018,516.60,4.584
4019,516.64,4.583
4020,516.68,4.583
4021,516.71,4.583
4022,516.75,4.582
4023,516.78,4.582
4024,516.81,4.582
4025,516.84,4.581
4026,516.87,4.581
4027,516.91,4.581
4028,516.95,4.580
4029,516.98,4.580
4030,517.01,4.580
4031,517.04,4.579
4032,517.07,4.579
4033,517.10,4.579
4034,517.14,4.578
4035,517.18,4.578
4036,517.22,4.578
4037,517.24,4.577
4038,517.27,4.577
4039,517.30,4.577
4040,517.34,4.576
4041,517.38,4.576
4042,517.41,4.576
4043,517.45,4.575
4044,517.48,4.575
4045,517.51,4.575
4046,517.54,4.574
4047,517.58,4.574
4048,517.61,4.574
4049,517.65,4.573
4050,517.68,4.573
4051,517.71,4.573
4052,517.74,4.572
4053,517.78,4.572
4054,517.81,4.572
4055,517.84,4.572
4056,517.88,4.571
4057,517.91,4.571
4058,517.95,4.571
4059,517.97,4.570
4060,518.01,4.570
4061,518.04,4.570
4062,518.07,4.569
4063,518.11,4.569
4064,518.15,4.569
4065,518.18,4.568
4066,518.21,4.568
4067,518.24,4.568
4068,518.27,4.567
4069,518.31,4.567
4070,518.35,4.567
4071,518.38,4.566
4072,518.41,4.566
4073,518.44,4.566
4074,518.47,4.565
4075,518.51,4.565
4076,518.54,4.565
4077,518.58,4.564
4078,518.61,4.564
4079,518.65,4.564
4080,518.68,4.563
4081,518.71,4.563
4082,518.74,4.563
4083,518.77,4.562
4084,518.81,4.562
4085,518.84,4.562
4086,518.88,4.561
4087,518.92,4.561
4088,518.95,4.561
4089,518.98,4.560
4090,519.01,4.560
4091,519.04,4.560
4092,519.08,4.559
4093,519.11,4.559
4094,519.15,4.559
4095,519.18,4.558
4096,519.21,4.558
4097,519.24,4.558
4098,519.27,4.557
4099,519.31,4.557
4100,519.35,4.557
4101,519.38,4.556
4102,519.41,4.556
4103,519.44,4.556
4104,519.47,4.555
4105,519.51,4.555
4106,519.55,4.555
4107,519.58,4.554
4108,519.61,4.554
4109,519.64,4.554
4110,519.67,4.553
4111,519.70,4.553
4112,519.75,4.553
4113,519.78,4.552
4114,519.81,4.552
4115,519.84,4.552
4116,519.88,4.551
4117,519.92,4.551
4118,519.95,4.551
