Time (s),Temperature (K),Weight (mg)
2431,584.71,3.262
2432,584.80,3.260
2433,584.89,3.257
2434,584.96,3.254
2435,585.05,3.251
2436,585.13,3.249
2437,585.22,3.246
2438,585.30,3.243
2439,585.38,3.240
2440,585.46,3.238
2441,585.55,3.235
2442,585.63,3.232
2443,585.72,3.229
2444,585.80,3.226
2445,585.88,3.223
2446,585.96,3.221
2447,586.05,3.218
2448,586.13,3.215
2449,586.21,3.212
2450,586.30,3.209
2451,586.39,3.206
2452,586.47,3.203
2453,586.55,3.201
2454,586.63,3.198
2455,586.72,3.195
2456,586.80,3.192
2457,586.89,3.189
2458,586.97,3.186
2459,587.05,3.183
2460,587.14,3.180
2461,587.22,3.177
2462,587.30,3.174
2463,587.38,3.171
2464,587.46,3.168
2465,587.55,3.165
2466,587.64,3.162
2467,587.72,3.159
2468,587.80,3.156
2469,587.89,3.153
2470,587.97,3.150
2471,588.05,3.147
2472,588.14,3.144
2473,588.22,3.141
2474,588.31,3.138
2475,588.39,3.135
2476,588.47,3.132
2477,588.55,3.129
2478,588.64,3.126
2479,588.72,3.123
2480,588.81,3.120
2481,588.89,3.117
2482,588.97,3.114
2483,589.05,3.110
2484,589.14,3.107
2485,589.22,3.104
2486,589.30,3.101
2487,589.39,3.098
2488,589.47,3.095
2489,589.56,3.092
2490,589.64,3.089
2491,589.72,3.085
2492,589.80,3.082
2493,589.89,3.079
2494,589.98,3.076
2495,590.06,3.073
2496,590.14,3.069
2497,590.23,3.066
2498,590.30,3.063
2499,590.39,3.060
2500,590.47,3.056
2501,590.56,3.053
2502,590.64,3.050
2503,590.72,3.047
2504,590.81,3.043
2505,590.90,3.040
2506,590.98,3.037
2507,591.06,3.033
2508,591.14,3.030
2509,591.22,3.027
2510,591.31,3.023
2511,591.40,3.020
2512,591.48,3.016
2513,591.56,3.013
2514,591.64,3.010
2515,591.73,3.006
2516,591.81,3.003
2517,591.90,2.999
2518,591.97,2.996
2519,592.06,2.992
2520,592.14,2.989
2521,592.23,2.985
2522,592.31,2.982
2523,592.40,2.978
2524,592.48,2.975
2525,592.56,2.971
2526,592.65,2.968
2527,592.73,2.964
2528,592.81,2.961
2529,592.90,2.957
2530,592.98,2.954
2531,593.06,2.950
2532,593.15,2.946
2533,593.23,2.943
2534,593.31,2.939
2535,593.39,2.935
2536,593.48,2.932
2537,593.56,2.928
2538,593.65,2.924
2539,593.73,2.921
2540,593.81,2.917
2541,593.89,2.913
2542,593.97,2.909
2543,594.07,2.906
2544,594.15,2.902
2545,594.24,2.898
2546,594.31,2.894
2547,594.39,2.890
2548,594.48,2.887
2549,594.56,2.883
2550,594.65,2.879
2551,594.73,2.875
2552,594.81,2.871
2553,594.90,2.867
2554,594.98,2.863
2555,595.07,2.859
2556,595.15,2.855
2557,595.23,2.851
2558,595.31,2.847
2559,595.40,2.843
2560,595.49,2.839
2561,595.58,2.835
2562,595.65,2.831
2563,595.73,2.827
2564,595.81,2.823
2565,595.90,2.819
2566,595.99,2.815
2567,596.08,2.811
2568,596.16,2.806
2569,596.23,2.802
2570,596.32,2.798
2571,596.40,2.794
2572,596.49,2.790
2573,596.57,2.785
2574,596.65,2.781
2575,596.73,2.777
2576,596.82,2.772
2577,596.91,2.768
2578,596.99,2.764
2579,597.07,2.759
2580,597.15,2.755
2581,597.24,2.751
2582,597.32,2.746
2583,597.41,2.742
2584,597.49,2.737
2585,597.57,2.733
2586,597.65,2.728
2587,597.73,2.724
2588,597.82,2.719
2589,597.91,2.715
2590,597.99,2.710
2591,598.07,2.706
2592,598.15,2.701
2593,598.24,2.696
2594,598.32,2.692
2595,598.41,2.687
2596,598.49,2.682
2597,598.58,2.677
2598,598.66,2.673
2599,598.74,2.668
2600,598.82,2.663
2601,598.90,2.658
2602,598.99,2.653
2603,599.08,2.649
2604,599.16,2.644
2605,599.24,2.639
2606,599.32,2.634
2607,599.41,2.629
2608,599.49,2.624
2609,599.57,2.619
2610,599.66,2.614
2611,599.74,2.609
2612,599.83,2.604
2613,599.91,2.598
2614,599.99,2.593
2615,600.08,2.588
2616,600.16,2.583
2617,600.24,2.578
2618,600.32,2.573
2619,600.41,2.567
2620,600.49,2.562
2621,600.58,2.557
2622,600.66,2.551
2623,600.74,2.546
2624,600.82,2.541
2625,600.91,2.535
2626,601.00,2.530
2627,601.07,2.525
2628,601.16,2.519
2629,601.25,2.514
2630,601.33,2.508
2631,601.42,2.503
2632,601.50,2.497
2633,601.58,2.492
2634,601.66,2.486
2635,601.75,2.481
2636,601.83,2.475
2637,601.91,2.469
2638,601.99,2.464
2639,602.08,2.458
2640,602.16,2.452
2641,602.25,2.447
2642,602.33,2.441
2643,602.41,2.435
2644,602.50,2.429
2645,602.58,2.424
2646,602.67,2.418
2647,602.74,2.412
2648,602.83,2.406
2649,602.92,2.400
2650,603.00,2.395
2651,603.08,2.389
2652,603.16,2.383
2653,603.25,2.377
2654,603.33,2.371
2655,603.41,2.365
2656,603.49,2.359
2657,603.58,2.353
2658,603.66,2.347
2659,603.75,2.341
2660,603.83,2.335
2661,603.92,2.329
2662,604.00,2.323
2663,604.08,2.317
2664,604.17,2.311
2665,604.25,2.305
2666,604.33,2.299
2667,604.42,2.293
2668,604.50,2.287
2669,604.58,2.281
2670,604.67,2.275
2671,604.75,2.269
2672,604.84,2.263
2673,604.92,2.257
2674,604.99,2.251
2675,605.08,2.245
2676,605.17,2.239
2677,605.26,2.233
2678,605.34,2.227
2679,605.42,2.221
2680,605.50,2.215
2681,605.58,2.209
2682,605.66,2.203
2683,605.75,2.197
2684,605.84,2.191
2685,605.92,2.185
2686,606.00,2.179
2687,606.08,2.173
2688,606.17,2.167
2689,606.26,2.161
2690,606.34,2.156
2691,606.42,2.150
2692,606.50,2.144
2693,606.59,2.138
2694,606.67,2.132
2695,606.75,2.126
2696,606.84,2.120
2697,606.92,2.114
2698,607.00,2.109
2699,607.08,2.103
2700,607.17,2.097
2701,607.26,2.091
2702,607.34,2.086
2703,607.43,2.080
2704,607.50,2.074
2705,607.59,2.069
2706,607.68,2.063
2707,607.76,2.057
2708,607.84,2.052
2709,607.92,2.046
2710,608.01,2.041
2711,608.09,2.035
2712,608.17,2.030
2713,608.26,2.024
2714,608.34,2.019
2715,608.43,2.014
2716,608.51,2.008
2717,608.59,2.003
2718,608.68,1.998
2719,608.76,1.993
2720,608.84,1.988
2721,608.92,1.982
2722,609.01,1.977
2723,609.09,1.972
2724,609.18,1.967
2725,609.26,1.962
2726,609.34,1.957
2727,609.42,1.952
2728,609.51,1.947
2729,609.59,1.942
2730,609.68,1.938
2731,609.76,1.933
2732,609.84,1.928
2733,609.93,1.923
2734,610.01,1.919
2735,610.09,1.914
2736,610.18,1.909
2737,610.26,1.905
2738,610.35,1.900
2739,610.43,1.896
2740,610.51,1.891
2741,610.59,1.887
2742,610.68,1.883
2743,610.77,1.878
2744,610.85,1.874
2745,610.93,1.870
2746,611.01,1.866
2747,611.10,1.861
2748,611.19,1.857
2749,611.27,1.853
2750,611.35,1.849
2751,611.43,1.845
2752,611.51,1.841
2753,611.60,1.837
2754,611.68,1.833
2755,611.77,1.829
2756,611.85,1.826
2757,611.93,1.822
2758,612.02,1.818
2759,612.10,1.814
2760,612.18,1.811
2761,612.27,1.807
2762,612.35,1.803
2763,612.43,1.800
2764,612.52,1.796
2765,612.60,1.793
2766,612.69,1.789
2767,612.77,1.786
2768,612.85,1.782
2769,612.93,1.779
2770,613.01,1.776
2771,613.10,1.773
2772,613.18,1.769
2773,613.27,1.766
2774,613.35,1.763
2775,613.43,1.760
2776,613.52,1.757
2777,613.60,1.754
2778,613.68,1.751
2779,613.77,1.748
2780,613.85,1.745
2781,613.94,1.742
2782,614.02,1.739
2783,614.10,1.736
2784,614.18,1.733
2785,614.27,1.730
2786,614.35,1.728
2787,614.44,1.725
2788,614.52,1.722
2789,614.60,1.719
2790,614.69,1.717
2791,614.77,1.714
2792,614.85,1.712
2793,614.93,1.709
2794,615.02,1.707
2795,615.10,1.704
2796,615.18,1.702
2797,615.27,1.699
2798,615.36,1.697
2799,615.44,1.694
2800,615.53,1.692
2801,615.60,1.690
2802,615.69,1.687
2803,615.77,1.685
2804,615.86,1.683
2805,615.93,1.681
2806,616.02,1.678
2807,616.11,1.676
2808,616.19,1.674
2809,616.27,1.672
2810,616.35,1.670
2811,616.44,1.667
2812,616.53,1.665
2813,616.61,1.663
2814,616.68,1.661
2815,616.77,1.659
2816,616.86,1.657
2817,616.94,1.655
2818,617.02,1.653
2819,617.11,1.651
2820,617.19,1.649
2821,617.28,1.647
2822,617.36,1.645
2823,617.44,1.643
2824,617.52,1.641
2825,617.61,1.639
2826,617.69,1.637
2827,617.78,1.635
2828,617.86,1.633
2829,617.94,1.631
2830,618.03,1.629
2831,618.11,1.628
2832,618.20,1.626
2833,618.28,1.624
2834,618.35,1.622
2835,618.44,1.620
2836,618.53,1.619
2837,618.61,1.617
2838,618.70,1.615
2839,618.78,1.613
2840,618.86,1.612
2841,618.94,1.610
2842,619.03,1.608
2843,619.11,1.607
2844,619.19,1.605
2845,619.27,1.603
2846,619.36,1.602
2847,619.45,1.600
2848,619.53,1.598
2849,619.61,1.597
2850,619.70,1.595
2851,619.78,1.593
2852,619.86,1.592
2853,619.94,1.590
2854,620.03,1.588
2855,620.12,1.587
2856,620.20,1.585
2857,620.27,1.584
2858,620.36,1.582
2859,620.45,1.581
2860,620.54,1.579
2861,620.62,1.578
2862,620.70,1.576
2863,620.77,1.574
2864,620.86,1.573
2865,620.95,1.571
2866,621.04,1.570
2867,621.11,1.568
2868,621.19,1.567
2869,621.28,1.565
2870,621.37,1.564
2871,621.45,1.562
2872,621.53,1.561
2873,621.61,1.560
2874,621.70,1.558
2875,621.79,1.557
2876,621.87,1.555
2877,621.95,1.554
2878,622.03,1.552
2879,622.12,1.551
2880,622.20,1.549
2881,622.29,1.548
2882,622.37,1.547
2883,622.45,1.545
2884,622.54,1.544
2885,622.62,1.542
2886,622.70,1.541
2887,622.79,1.540
2888,622.87,1.538
2889,622.95,1.537
2890,623.04,1.536
2891,623.12,1.534
2892,623.21,1.533
2893,623.28,1.532
2894,623.37,1.530
2895,623.45,1.529
2896,623.53,1.528
2897,623.62,1.526
2898,623.71,1.525
2899,623.79,1.524
2900,623.87,1.522
2901,623.95,1.521
2902,624.03,1.520
2903,624.12,1.519
2904,624.20,1.517
2905,624.29,1.516
2906,624.37,1.515
2907,624.46,1.513
2908,624.54,1.512
2909,624.62,1.511
2910,624.70,1.510
2911,624.79,1.508
2912,624.87,1.507
2913,624.95,1.506
2914,625.04,1.505
2915,625.12,1.503
2916,625.21,1.502
2917,625.29,1.501
2918,625.38,1.500
2919,625.46,1.499
2920,625.54,1.497
2921,625.62,1.496
2922,625.71,1.495
2923,625.79,1.494
2924,625.87,1.493
2925,625.95,1.491
2926,626.04,1.490
2927,626.13,1.489
2928,626.21,1.488
2929,626.29,1.487
2930,626.38,1.486
2931,626.46,1.484
2932,626.54,1.483
2933,626.62,1.482
2934,626.71,1.481
2935,626.79,1.480
2936,626.87,1.478
2937,626.96,1.477
2938,627.04,1.476
2939,627.13,1.475
2940,627.21,1.474
2941,627.29,1.473
2942,627.38,1.471
2943,627.46,1.470
2944,627.55,1.469
2945,627.63,1.468
2946,627.71,1.467
2947,627.79,1.466
2948,627.88,1.465
2949,627.96,1.464
2950,628.05,1.463
2951,628.14,1.461
2952,628.21,1.460
2953,628.29,1.459
2954,628.38,1.458
2955,628.47,1.457
2956,628.55,1.456
2957,628.63,1.455
2958,628.71,1.454
2959,628.79,1.453
2960,628.88,1.452
2961,628.96,1.451
2962,629.05,1.449
2963,629.13,1.448
2964,629.21,1.447
2965,629.30,1.446
2966,629.38,1.445
2967,629.47,1.444
2968,629.55,1.443
2969,629.63,1.442
2970,629.71,1.441
2971,629.80,1.440
2972,629.88,1.439
2973,629.96,1.438
2974,630.05,1.437
2975,630.13,1.436
2976,630.22,1.435
2977,630.31,1.434
2978,630.38,1.433
2979,630.46,1.432
2980,630.55,1.431
2981,630.64,1.430
2982,630.72,1.429
2983,630.80,1.428
2984,630.88,1.427
2985,630.97,1.426
2986,631.05,1.425
2987,631.14,1.424
2988,631.22,1.423
2989,631.30,1.422
2990,631.38,1.421
2991,631.47,1.420
2992,631.56,1.419
2993,631.63,1.418
2994,631.72,1.417
2995,631.80,1.416
2996,631.89,1.415
2997,631.97,1.414
2998,632.05,1.413
2999,632.14,1.412
3000,632.22,1.411
3001,632.31,1.410
3002,632.39,1.409
3003,632.47,1.408
3004,632.55,1.407
3005,632.64,1.406
3006,632.72,1.405
3007,632.81,1.404
3008,632.89,1.404
3009,632.97,1.403
3010,633.05,1.402
3011,633.14,1.401
3012,633.22,1.400
3013,633.31,1.399
3014,633.39,1.398
3015,633.47,1.397
3016,633.55,1.396
3017,633.64,1.395
3018,633.72,1.394
3019,633.81,1.393
3020,633.89,1.392
3021,633.98,1.391
3022,634.06,1.390
3023,634.13,1.389
3024,634.22,1.388
3025,634.31,1.388
3026,634.39,1.387
3027,634.47,1.386
3028,634.56,1.385
3029,634.64,1.384
3030,634.72,1.383
3031,634.80,1.382
3032,634.89,1.381
3033,634.97,1.380
3034,635.06,1.379
3035,635.14,1.378
3036,635.23,1.378
3037,635.31,1.377
3038,635.40,1.376
3039,635.48,1.375
3040,635.55,1.374
3041,635.64,1.373
3042,635.73,1.372
3043,635.81,1.371
3044,635.89,1.370
3045,635.97,1.369
3046,636.06,1.368
3047,636.15,1.367
3048,636.23,1.367
3049,636.31,1.366
3050,636.39,1.365
3051,636.48,1.364
3052,636.56,1.363
3053,636.65,1.362
3054,636.73,1.361
3055,636.82,1.361
3056,636.90,1.360
3057,636.98,1.359
3058,637.06,1.358
3059,637.15,1.357
3060,637.23,1.356
3061,637.31,1.356
3062,637.39,1.355
3063,637.48,1.354
3064,637.57,1.353
3065,637.65,1.352
3066,637.73,1.351
3067,637.81,1.351
3068,637.90,1.350
3069,637.98,1.349
3070,638.06,1.348
3071,638.14,1.347
3072,638.23,1.346
3073,638.31,1.345
3074,638.40,1.345
3075,638.49,1.344
3076,638.57,1.343
3077,638.65,1.342
3078,638.73,1.341
3079,638.81,1.340
3080,638.90,1.339
3081,638.98,1.339
3082,639.07,1.338
3083,639.15,1.337
3084,639.23,1.336
3085,639.31,1.335
3086,639.39,1.335
3087,639.48,1.334
3088,639.57,1.333
3089,639.65,1.332
3090,639.73,1.331
3091,639.82,1.330
3092,639.90,1.329
3093,639.98,1.329
3094,640.06,1.328
3095,640.15,1.327
3096,640.23,1.326
3097,640.32,1.325
3098,640.40,1.325
3099,640.48,1.324
3100,640.57,1.323
3101,640.66,1.322
3102,640.74,1.321
3103,640.82,1.321
3104,640.90,1.320
3105,640.99,1.319
3106,641.07,1.318
3107,641.15,1.317
3108,641.23,1.316
3109,641.31,1.316
3110,641.41,1.315
3111,641.50,1.314
3112,641.57,1.313
3113,641.65,1.312
3114,641.73,1.312
3115,641.82,1.311
3116,641.90,1.310
3117,641.99,1.309
3118,642.08,1.308
3119,642.16,1.308
3120,642.23,1.307
3121,642.32,1.306
3122,642.41,1.305
3123,642.49,1.305
3124,642.58,1.304
3125,642.66,1.303
3126,642.74,1.302
3127,642.83,1.301
3128,642.91,1.301
3129,642.99,1.300
3130,643.08,1.299
3131,643.16,1.298
3132,643.24,1.297
3133,643.32,1.297
3134,643.40,1.296
3135,643.49,1.295
3136,643.58,1.294
3137,643.66,1.294
3138,643.75,1.293
3139,643.82,1.292
3140,643.91,1.291
3141,643.99,1.290
3142,644.07,1.290
3143,644.16,1.289
3144,644.24,1.288
3145,644.33,1.287
3146,644.41,1.286
3147,644.49,1.286
3148,644.58,1.285
3149,644.66,1.284
3150,644.74,1.283
3151,644.83,1.283
3152,644.91,1.282
3153,644.99,1.281
3154,645.08,1.280
3155,645.16,1.280
3156,645.24,1.279
3157,645.33,1.278
3158,645.41,1.277
3159,645.50,1.277
3160,645.58,1.276
3161,645.66,1.275
3162,645.74,1.274
3163,645.83,1.274
3164,645.91,1.273
3165,646.00,1.272
3166,646.08,1.271
3167,646.16,1.271
3168,646.25,1.270
3169,646.33,1.269
3170,646.41,1.268
3171,646.49,1.268
3172,646.58,1.267
3173,646.67,1.266
3174,646.75,1.265
3175,646.83,1.265
3176,646.91,1.264
3177,647.00,1.263
3178,647.09,1.262
3179,647.16,1.261
3180,647.25,1.261
3181,647.33,1.260
3182,647.42,1.259
3183,647.49,1.258
3184,647.58,1.258
3185,647.66,1.257
3186,647.75,1.256
3187,647.84,1.255
3188,647.92,1.255
3189,648.00,1.254
3190,648.08,1.253
3191,648.17,1.252
3192,648.25,1.252
3193,648.33,1.251
3194,648.42,1.250
3195,648.50,1.249
3196,648.58,1.249
3197,648.67,1.248
3198,648.75,1.247
3199,648.83,1.246
3200,648.92,1.246
3201,649.00,1.245
3202,649.09,1.244
3203,649.16,1.244
3204,649.25,1.243
3205,649.34,1.242
3206,649.42,1.241
3207,649.50,1.241
3208,649.59,1.240
3209,649.67,1.239
3210,649.76,1.238
3211,649.84,1.238
3212,649.92,1.237
3213,650.01,1.236
3214,650.09,1.236
3215,650.17,1.235
3216,650.25,1.234
3217,650.34,1.233
3218,650.42,1.232
3219,650.50,1.232
3220,650.58,1.231
3221,650.67,1.230
3222,650.76,1.229
3223,650.84,1.229
3224,650.92,1.228
3225,651.00,1.227
3226,651.09,1.227
3227,651.17,1.226
3228,651.26,1.225
3229,651.34,1.224
3230,651.43,1.224
3231,651.51,1.223
3232,651.59,1.222
3233,651.67,1.222
3234,651.76,1.221
3235,651.84,1.220
3236,651.92,1.219
3237,652.00,1.219
3238,652.09,1.218
3239,652.17,1.217
3240,652.26,1.217
3241,652.34,1.216
3242,652.42,1.215
3243,652.51,1.214
3244,652.59,1.214
3245,652.68,1.213
3246,652.76,1.212
3247,652.84,1.211
3248,652.92,1.211
3249,653.00,1.210
3250,653.09,1.209
3251,653.18,1.209
3252,653.26,1.208
3253,653.35,1.207
3254,653.43,1.206
3255,653.51,1.206
3256,653.60,1.205
3257,653.68,1.204
3258,653.76,1.204
3259,653.84,1.203
3260,653.93,1.202
3261,654.01,1.201
3262,654.10,1.201
3263,654.18,1.200
3264,654.26,1.199
3265,654.34,1.199
3266,654.43,1.198
3267,654.51,1.197
3268,654.60,1.196
3269,654.68,1.196
3270,654.76,1.195
3271,654.85,1.194
3272,654.93,1.194
3273,655.01,1.193
3274,655.09,1.192
3275,655.18,1.192
3276,655.27,1.191
3277,655.35,1.190
3278,655.43,1.190
3279,655.51,1.189
3280,655.60,1.188
3281,655.68,1.187
3282,655.76,1.187
3283,655.84,1.186
3284,655.94,1.185
3285,656.02,1.185
3286,656.10,1.184
3287,656.18,1.183
3288,656.27,1.182
3289,656.35,1.182
3290,656.43,1.181
3291,656.51,1.180
3292,656.60,1.180
3293,656.68,1.179
3294,656.77,1.178
3295,656.85,1.177
3296,656.93,1.177
3297,657.02,1.176
3298,657.10,1.175
3299,657.18,1.175
3300,657.27,1.174
3301,657.35,1.173
3302,657.44,1.173
3303,657.52,1.172
3304,657.60,1.171
3305,657.69,1.171
3306,657.77,1.170
3307,657.85,1.169
3308,657.94,1.168
3309,658.03,1.168
3310,658.10,1.167
3311,658.18,1.166
3312,658.27,1.166
3313,658.36,1.165
3314,658.44,1.164
3315,658.52,1.164
3316,658.60,1.163
3317,658.68,1.162
3318,658.77,1.161
3319,658.85,1.161
3320,658.94,1.160
3321,659.02,1.159
3322,659.10,1.159
3323,659.19,1.158
3324,659.27,1.157
3325,659.35,1.157
3326,659.44,1.156
3327,659.53,1.155
3328,659.60,1.155
3329,659.69,1.154
3330,659.77,1.153
3331,659.86,1.153
3332,659.94,1.152
3333,660.02,1.151
3334,660.11,1.151
3335,660.19,1.150
3336,660.27,1.149
3337,660.36,1.148
3338,660.44,1.148
3339,660.53,1.147
3340,660.61,1.146
3341,660.69,1.146
3342,660.77,1.145
3343,660.86,1.144
3344,660.94,1.144
3345,661.02,1.143
3346,661.11,1.142
3347,661.19,1.142
3348,661.28,1.141
3349,661.36,1.140
3350,661.44,1.139
3351,661.53,1.139
3352,661.61,1.138
3353,661.69,1.137
3354,661.78,1.137
3355,661.86,1.136
3356,661.94,1.135
3357,662.03,1.135
3358,662.11,1.134
3359,662.19,1.133
3360,662.28,1.133
3361,662.36,1.132
3362,662.44,1.131
3363,662.53,1.131
3364,662.61,1.130
3365,662.70,1.129
3366,662.78,1.129
3367,662.86,1.128
3368,662.94,1.127
3369,663.03,1.126
3370,663.11,1.126
3371,663.19,1.125
3372,663.27,1.124
3373,663.36,1.124
3374,663.45,1.123
3375,663.54,1.122
3376,663.62,1.122
3377,663.69,1.121
3378,663.78,1.120
3379,663.86,1.120
3380,663.95,1.119
3381,664.03,1.118
3382,664.11,1.118
3383,664.20,1.117
3384,664.28,1.116
3385,664.36,1.116
3386,664.44,1.115
3387,664.53,1.114
3388,664.62,1.114
3389,664.70,1.113
3390,664.78,1.112
3391,664.86,1.112
3392,664.95,1.111
3393,665.04,1.110
3394,665.12,1.110
3395,665.20,1.109
3396,665.28,1.108
3397,665.36,1.107
3398,665.45,1.107
3399,665.54,1.106
3400,665.62,1.105
3401,665.70,1.105
3402,665.78,1.104
3403,665.87,1.103
3404,665.95,1.103
3405,666.04,1.102
3406,666.12,1.101
3407,666.20,1.101
3408,666.28,1.100
3409,666.37,1.099
3410,666.45,1.099
3411,666.53,1.098
3412,666.61,1.097
3413,666.70,1.097
3414,666.79,1.096
3415,666.87,1.095
3416,666.96,1.095
3417,667.03,1.094
3418,667.12,1.093
3419,667.20,1.093
3420,667.29,1.092
3421,667.37,1.091
3422,667.46,1.090
3423,667.54,1.090
3424,667.62,1.089
3425,667.71,1.088
3426,667.79,1.088
3427,667.87,1.087
3428,667.96,1.086
3429,668.04,1.086
3430,668.12,1.085
3431,668.20,1.084
3432,668.28,1.084
3433,668.37,1.083
3434,668.46,1.082
3435,668.54,1.082
3436,668.63,1.081
3437,668.70,1.080
3438,668.79,1.080
3439,668.87,1.079
3440,668.96,1.078
3441,669.04,1.078
3442,669.12,1.077
3443,669.21,1.076
3444,669.29,1.076
3445,669.37,1.075
3446,669.46,1.074
3447,669.55,1.074
3448,669.62,1.073
3449,669.71,1.072
3450,669.79,1.072
3451,669.87,1.071
3452,669.96,1.070
3453,670.04,1.069
3454,670.13,1.069
3455,670.21,1.068
3456,670.30,1.067
3457,670.37,1.067
3458,670.46,1.066
3459,670.55,1.065
3460,670.62,1.065
3461,670.70,1.064
3462,670.79,1.063
3463,670.88,1.063
3464,670.97,1.062
3465,671.04,1.061
3466,671.13,1.061
3467,671.21,1.060
3468,671.30,1.059
3469,671.37,1.059
3470,671.46,1.058
3471,671.54,1.057
3472,671.62,1.057
3473,671.72,1.056
3474,671.80,1.055
3475,671.88,1.055
3476,671.96,1.054
3477,672.05,1.053
3478,672.13,1.053
3479,672.22,1.052
3480,672.30,1.051
3481,672.38,1.050
3482,672.46,1.050
3483,672.55,1.049
3484,672.63,1.048
3485,672.72,1.048
3486,672.80,1.047
3487,672.88,1.046
3488,672.96,1.046
3489,673.04,1.045
3490,673.13,1.044
3491,673.22,1.044
3492,673.30,1.043
3493,673.38,1.042
3494,673.46,1.042
3495,673.55,1.041
3496,673.63,1.040
3497,673.71,1.040
3498,673.80,1.039
3499,673.88,1.038
3500,673.97,1.038
3501,674.05,1.037
3502,674.13,1.036
3503,674.22,1.036
3504,674.30,1.035
3505,674.38,1.034
3506,674.46,1.034
3507,674.56,1.033
3508,674.63,1.032
3509,674.72,1.032
3510,674.80,1.031
3511,674.89,1.030
3512,674.97,1.029
3513,675.05,1.029
3514,675.14,1.028
3515,675.22,1.027
3516,675.31,1.027
3517,675.39,1.026
3518,675.47,1.025
3519,675.55,1.025
3520,675.64,1.024
3521,675.72,1.023
3522,675.80,1.023
3523,675.89,1.022
3524,675.97,1.021
3525,676.05,1.021
3526,676.14,1.020
3527,676.22,1.019
3528,676.31,1.019
3529,676.39,1.018
3530,676.47,1.017
3531,676.55,1.016
3532,676.63,1.016
3533,676.72,1.015
3534,676.80,1.014
3535,676.89,1.014
3536,676.98,1.013
3537,677.06,1.012
3538,677.14,1.012
3539,677.22,1.011
3540,677.31,1.010
3541,677.39,1.010
3542,677.47,1.009
3543,677.56,1.008
3544,677.64,1.008
3545,677.72,1.007
3546,677.81,1.006
3547,677.89,1.006
3548,677.97,1.005
3549,678.06,1.004
3550,678.15,1.003
3551,678.22,1.003
3552,678.30,1.002
3553,678.39,1.001
3554,678.48,1.001
3555,678.56,1.000
3556,678.64,0.999
3557,678.72,0.999
3558,678.81,0.998
3559,678.90,0.997
3560,678.98,0.997
3561,679.06,0.996
3562,679.14,0.995
3563,679.23,0.994
3564,679.32,0.994
3565,679.39,0.993
3566,679.48,0.992
3567,679.56,0.992
3568,679.65,0.991
3569,679.73,0.990
3570,679.81,0.990
3571,679.90,0.989
3572,679.98,0.988
3573,680.06,0.988
3574,680.14,0.987
3575,680.23,0.986
3576,680.31,0.986
3577,680.39,0.985
3578,680.48,0.984
3579,680.57,0.984
3580,680.64,0.983
3581,680.73,0.982
3582,680.82,0.981
3583,680.90,0.981
3584,680.98,0.980
3585,681.06,0.979
3586,681.15,0.979
3587,681.23,0.978
3588,681.31,0.977
3589,681.39,0.977
3590,681.48,0.976
3591,681.57,0.975
3592,681.65,0.974
3593,681.73,0.974
3594,681.82,0.973
3595,681.90,0.972
3596,681.98,0.972
3597,682.07,0.971
3598,682.15,0.970
3599,682.23,0.969
3600,682.31,0.969
3601,682.40,0.968
3602,682.48,0.967
3603,682.56,0.967
3604,682.65,0.966
3605,682.73,0.965
3606,682.82,0.965
3607,682.90,0.964
3608,682.98,0.963
3609,683.06,0.962
3610,683.15,0.962
3611,683.23,0.961
3612,683.32,0.960
3613,683.40,0.960
3614,683.49,0.959
3615,683.56,0.958
3616,683.65,0.957
3617,683.74,0.957
3618,683.82,0.956
3619,683.90,0.955
3620,683.98,0.955
3621,684.07,0.954
3622,684.15,0.953
3623,684.23,0.952
3624,684.32,0.952
3625,684.40,0.951
3626,684.49,0.950
3627,684.57,0.950
3628,684.65,0.949
3629,684.74,0.948
3630,684.82,0.948
3631,684.90,0.947
3632,684.99,0.946
3633,685.06,0.945
3634,685.15,0.945
3635,685.24,0.944
3636,685.33,0.943
3637,685.40,0.942
3638,685.48,0.942
3639,685.57,0.941
3640,685.66,0.940
3641,685.74,0.940
3642,685.83,0.939
3643,685.91,0.938
3644,685.99,0.937
3645,686.07,0.937
3646,686.16,0.936
3647,686.24,0.935
3648,686.32,0.935
3649,686.40,0.934
3650,686.49,0.933
3651,686.57,0.932
3652,686.66,0.932
3653,686.74,0.931
3654,686.83,0.930
3655,686.91,0.929
3656,686.99,0.929
3657,687.07,0.928
3658,687.15,0.927
3659,687.24,0.927
3660,687.32,0.926
3661,687.40,0.925
3662,687.49,0.924
3663,687.57,0.924
3664,687.66,0.923
3665,687.74,0.922
3666,687.83,0.921
3667,687.91,0.921
3668,687.99,0.920
3669,688.07,0.919
3670,688.16,0.918
3671,688.24,0.918
3672,688.33,0.917
3673,688.41,0.916
3674,688.50,0.916
3675,688.58,0.915
3676,688.66,0.914
3677,688.75,0.913
3678,688.83,0.913
3679,688.91,0.912
3680,689.00,0.911
3681,689.08,0.910
3682,689.16,0.910
3683,689.24,0.909
3684,689.33,0.908
3685,689.42,0.907
3686,689.50,0.907
3687,689.58,0.906
3688,689.66,0.905
3689,689.75,0.904
3690,689.83,0.904
3691,689.91,0.903
3692,689.99,0.902
3693,690.08,0.901
3694,690.17,0.901
3695,690.25,0.900
3696,690.33,0.899
3697,690.41,0.898
3698,690.50,0.898
3699,690.58,0.897
3700,690.67,0.896
