Time(s),Temperature (K),Mass (mg)
5966.7498,990.20402,0.19729985
5967.0498,990.25199,0.197199794
5967.3498,990.31101,0.197100245
5967.6498,990.35801,0.196900133
5967.9498,990.41398,0.196800076
5968.2498,990.45902,0.19670002
5968.5498,990.51499,0.196599964
5968.8498,990.56199,0.196599964
5969.1498,990.61503,0.196399851
5969.4498,990.66001,0.196299795
5969.7498,990.71598,0.19610019
5970.0498,990.767,0.196000134
5970.3498,990.81998,0.195900077
5970.6498,990.86802,0.195699965
5970.9498,990.90897,0.195599909
5971.2498,990.97397,0.195399796
5971.5498,991.01798,0.195200191
5971.8498,991.06803,0.195100135
5972.1498,991.12198,0.194900022
5972.4498,991.17197,0.19469991
5972.7498,991.22001,0.194599853
5973.0498,991.26298,0.194499797
5973.3498,991.309,0.194400249
5973.6498,991.361,0.194300192
5973.9498,991.41202,0.194200136
5974.2498,991.46702,0.194200136
5974.5498,991.50699,0.194000024
5974.8498,991.56998,0.193899967
5975.1498,991.60801,0.193799911
5975.4498,991.66398,0.193699855
5975.7498,991.70499,0.193599798
5976.0498,991.76798,0.19350025
5976.3498,991.81199,0.193400194
5976.6498,991.86301,0.193300137
5976.9498,991.91099,0.193200081
5977.2498,991.95701,0.193200081
5977.5498,992.01102,0.193200081
5977.8498,992.06498,0.193200081
5978.1498,992.111,0.193100025
5978.4498,992.15897,0.192999968
5978.7498,992.20902,0.192899912
5979.0498,992.262,0.192899912
5979.3498,992.309,0.192799856
5979.6498,992.36399,0.1926998
5979.9498,992.41703,0.192599743
5980.2498,992.47001,0.192599743
5980.5498,992.51603,0.192500195
5980.8498,992.56699,0.192400139
5981.1498,992.61503,0.192300082
5981.4498,992.66099,0.192300082
5981.7498,992.71,0.192300082
5982.0498,992.76401,0.192300082
5982.3498,992.81901,0.192200026
5982.6498,992.86698,0.192200026
5982.9498,992.91599,0.192200026
5983.2498,992.96,0.192200026
5983.5498,993.012,0.19209997
5983.8498,993.06302,0.192200026
5984.1498,993.11399,0.19209997
5984.4498,993.16001,0.191999913
5984.7498,993.21598,0.191799801
5985.0498,993.26798,0.191600196
5985.3498,993.31901,0.191400083
5985.6498,993.36899,0.191199971
5985.9498,993.40702,0.190999858
5986.2498,993.45603,0.190899802
5986.5498,993.51902,0.190700197
5986.8498,993.57102,0.190500085
5987.1498,993.62601,0.190299972
5987.4498,993.66501,0.189999803
5987.7498,993.71598,0.189899747
5988.0498,993.76499,0.189700142
5988.3498,993.80997,0.189600086
5988.6498,993.866,0.18950003
5988.9498,993.91801,0.189600086
5989.2498,993.96598,0.18950003
5989.5498,994.00999,0.189399973
5989.8498,994.06302,0.189399973
5990.1498,994.11698,0.189299917
5990.4498,994.16501,0.189299917
5990.7498,994.22098,0.189299917
5991.0498,994.26499,0.189199861
5991.3498,994.31602,0.189199861
5991.6498,994.36997,0.189099804
5991.9498,994.41898,0.188999748
5992.2498,994.47098,0.188999748
5992.5498,994.52598,0.188999748
5992.8498,994.56901,0.1889002
5993.1498,994.62498,0.188800143
5993.4498,994.67502,0.188700087
5993.7498,994.71897,0.188600031
5994.0498,994.775,0.188600031
5994.3498,994.81699,0.188499974
5994.6498,994.874,0.188399918
5994.9498,994.92399,0.188299862
5995.2498,994.97202,0.188199806
5995.5498,995.02201,0.188099749
5995.8498,995.06602,0.188099749
5996.1498,995.116,0.188000201
5996.4498,995.17002,0.187900145
5996.7498,995.21897,0.187800088
5997.0498,995.26798,0.187700032
5997.3498,995.32401,0.187599976
5997.6498,995.37101,0.187599976
5997.9498,995.41599,0.187499919
5998.2498,995.46799,0.187399863
5998.5498,995.51499,0.187299807
5998.8498,995.57603,0.18719975
5999.1498,995.61899,0.187100202
5999.4498,995.663,0.187100202
5999.7498,995.72202,0.187000146
6000.0498,995.76603,0.186900089
6000.3498,995.81199,0.186900089
6000.6498,995.86802,0.186800033
6000.9498,995.91898,0.186699977
6001.2498,995.96799,0.186599921
6001.5498,996.01902,0.186499864
6001.8498,996.06302,0.186399808
6002.1498,996.12498,0.186299752
6002.4498,996.17197,0.186200203
6002.7498,996.22599,0.186100147
6003.0498,996.26798,0.186100147
6003.3498,996.32102,0.186000091
6003.6498,996.374,0.186000091
6003.9498,996.42698,0.185900034
6004.2498,996.478,0.185799978
6004.5498,996.525,0.185699922
6004.8498,996.57999,0.185599865
6005.1498,996.62498,0.185599865
6005.4498,996.67502,0.185499809
6005.7498,996.71799,0.185399753
6006.0498,996.77799,0.185300204
6006.3498,996.82401,0.185300204
6006.6498,996.874,0.185000036
6006.9498,996.92502,0.184799923
6007.2498,996.978,0.184699867
6007.5498,997.02,0.184499754
6007.8498,997.07102,0.184400206
6008.1498,997.124,0.184200093
6008.4498,997.171,0.184100037
6008.7498,997.21897,0.183899924
6009.0498,997.27,0.183799868
6009.3498,997.31602,0.183599755
6009.6498,997.37198,0.183500207
6009.9498,997.42002,0.183400151
6010.2498,997.46897,0.183300094
6010.5498,997.52701,0.183099982
6010.8498,997.57798,0.182999925
6011.1498,997.62198,0.182899869
6011.4498,997.67197,0.182699756
6011.7498,997.72703,0.182600208
6012.0498,997.77097,0.182500152
6012.3498,997.81901,0.182400095
6012.6498,997.874,0.182199983
6012.9498,997.91599,0.182099927
6013.2498,997.97898,0.182099927
6013.5498,998.017,0.181899814
6013.8498,998.064,0.181899814
6014.1498,998.12302,0.181899814
6014.4498,998.17502,0.181899814
6014.7498,998.21702,0.181899814
6015.0498,998.27903,0.181899814
6015.3498,998.31803,0.181899814
6015.6498,998.36899,0.181899814
6015.9498,998.42197,0.181899814
6016.2498,998.46097,0.181899814
6016.5498,998.51298,0.181799758
6016.8498,998.572,0.181799758
6017.1498,998.62498,0.181899814
6017.4498,998.67197,0.181799758
6017.7498,998.71897,0.181700209
6018.0498,998.77201,0.181700209
6018.3498,998.82102,0.181600153
6018.6498,998.87198,0.181600153
6018.9498,998.92399,0.181600153
6019.2498,998.97397,0.181500097
6019.5498,999.017,0.18140004
6019.8498,999.07499,0.181299984
6020.1498,999.11301,0.181299984
6020.4498,999.16801,0.181199928
6020.7498,999.22599,0.180999815
6021.0498,999.28,0.180899759
6021.3498,999.33103,0.180899759
6021.6498,999.37498,0.18080021
6021.9498,999.43003,0.180700154
6022.2498,999.48197,0.180500042
6022.5498,999.52701,0.180399985
6022.8498,999.57798,0.180299929
6023.1498,999.629,0.180399985
6023.4498,999.67899,0.180299929
6023.7498,999.72898,0.180199873
6024.0498,999.77097,0.180199873
6024.3498,999.82102,0.180199873
6024.6498,999.88602,0.180199873
6024.9498,999.92197,0.180199873
6025.2498,999.97703,0.180099816
6025.5498,1000.02598,0.180099816
6025.8498,1000.06901,0.17999976
6026.1498,1000.12601,0.17999976
6026.4498,1000.17301,0.17999976
6026.7498,1000.22703,0.179900212
6027.0498,1000.27903,0.179900212
6027.3498,1000.31901,0.179800155
6027.6498,1000.36899,0.179800155
6027.9498,1000.42502,0.179800155
6028.2498,1000.47703,0.179700099
6028.5498,1000.52701,0.179600043
6028.8498,1000.577,0.179499986
6029.1498,1000.62998,0.17939993
6029.4498,1000.67301,0.17939993
6029.7498,1000.728,0.17939993
6030.0498,1000.77799,0.179299874
6030.3498,1000.81803,0.179199818
6030.6498,1000.87601,0.179099761
6030.9498,1000.92502,0.179099761
6031.2498,1000.98398,0.179000213
6031.5498,1001.02299,0.178900157
6031.8498,1001.07499,0.1788001
6032.1498,1001.129,0.178700044
6032.4498,1001.18101,0.178700044
6032.7498,1001.23099,0.178599988
6033.0498,1001.27903,0.178499931
6033.3498,1001.335,0.178399875
6033.6498,1001.37699,0.178299819
6033.9498,1001.43198,0.178000158
6034.2498,1001.48002,0.177900101
6034.5498,1001.53098,0.177699989
6034.8498,1001.57401,0.177499876
6035.1498,1001.62803,0.177200215
6035.4498,1001.67399,0.177000103
6035.7498,1001.73502,0.176900046
6036.0498,1001.77598,0.176599877
6036.3498,1001.835,0.176399765
6036.6498,1001.88602,0.17620016
6036.9498,1001.926,0.176100104
6037.2498,1001.98398,0.176000048
6037.5498,1002.02799,0.175899991
6037.8498,1002.07798,0.175799935
6038.1498,1002.13499,0.175699879
6038.4498,1002.17899,0.175699879
6038.7498,1002.22501,0.175599822
6039.0498,1002.288,0.175699879
6039.3498,1002.33298,0.175599822
6039.6498,1002.37601,0.175599822
6039.9498,1002.42802,0.175599822
6040.2498,1002.47703,0.175599822
6040.5498,1002.525,0.175699879
6040.8498,1002.57499,0.175599822
6041.1498,1002.62998,0.175599822
6041.4498,1002.67899,0.175599822
6041.7498,1002.73698,0.175499766
6042.0498,1002.78599,0.175599822
6042.3498,1002.83799,0.175499766
6042.6498,1002.88199,0.175499766
6042.9498,1002.94498,0.175400218
6043.2498,1002.98899,0.175300161
6043.5498,1003.03599,0.175300161
6043.8498,1003.08799,0.175300161
6044.1498,1003.13297,0.175200105
6044.4498,1003.17698,0.175100049
6044.7498,1003.22898,0.174999992
6045.0498,1003.283,0.174999992
6045.3498,1003.32902,0.174999992
6045.6498,1003.37699,0.174899936
6045.9498,1003.426,0.17479988
6046.2498,1003.48301,0.174699824
6046.5498,1003.525,0.174699824
6046.8498,1003.57902,0.174599767
6047.1498,1003.62302,0.174599767
6047.4498,1003.67502,0.174400163
6047.7498,1003.73197,0.174300106
6048.0498,1003.783,0.17420005
6048.3498,1003.83298,0.174099994
6048.6498,1003.87198,0.173999937
6048.9498,1003.93198,0.173899881
6049.2498,1003.97898,0.173799825
6049.5498,1004.03202,0.173699768
6049.8498,1004.08903,0.17360022
6050.1498,1004.13401,0.173500164
6050.4498,1004.19102,0.173400107
6050.7498,1004.23099,0.173300051
6051.0498,1004.28599,0.173199995
6051.3498,1004.32902,0.173099939
6051.6498,1004.387,0.172999882
6051.9498,1004.42899,0.172999882
6052.2498,1004.47898,0.172899826
6052.5498,1004.53898,0.17279977
6052.8498,1004.58103,0.172700221
6053.1498,1004.642,0.172600165
6053.4498,1004.69199,0.172400052
6053.7498,1004.736,0.172299996
6054.0498,1004.79099,0.172099883
6054.3498,1004.83903,0.172099883
6054.6498,1004.887,0.171899771
6054.9498,1004.934,0.171800222
6055.2498,1004.991,0.171800222
6055.5498,1005.03501,0.171700166
6055.8498,1005.09098,0.171500054
6056.1498,1005.14103,0.171500054
6056.4498,1005.18699,0.171399997
6056.7498,1005.23398,0.171299941
6057.0498,1005.28898,0.171199885
6057.3498,1005.33701,0.171099828
6057.6498,1005.38499,0.171099828
6057.9498,1005.44401,0.170999772
6058.2498,1005.48502,0.170900224
6058.5498,1005.53,0.170800167
6058.8498,1005.59,0.170700111
6059.1498,1005.64298,0.170700111
6059.4498,1005.689,0.170600055
6059.7498,1005.74003,0.170499998
6060.0498,1005.788,0.170399942
6060.3498,1005.84098,0.170299886
6060.6498,1005.89298,0.17019983
6060.9498,1005.94199,0.170299886
6061.2498,1005.99302,0.170299886
6061.5498,1006.04203,0.170299886
6061.8498,1006.085,0.170299886
6062.1498,1006.14103,0.170399942
6062.4498,1006.19102,0.170399942
6062.7498,1006.241,0.170299886
6063.0498,1006.283,0.170399942
6063.3498,1006.33298,0.170399942
6063.6498,1006.37998,0.170399942
6063.9498,1006.426,0.170399942
6064.2498,1006.48502,0.170399942
6064.5498,1006.54502,0.170399942
6064.8498,1006.577,0.170299886
6065.1498,1006.63499,0.170399942
6065.4498,1006.68003,0.170299886
6065.7498,1006.73398,0.170299886
6066.0498,1006.783,0.170099773
6066.3498,1006.82401,0.170000225
6066.6498,1006.88499,0.170000225
6066.9498,1006.93601,0.169800112
6067.2498,1006.98899,0.169800112
6067.5498,1007.02903,0.169700056
6067.8498,1007.08701,0.169700056
6068.1498,1007.14103,0.1696
6068.4498,1007.184,0.169499943
6068.7498,1007.23301,0.169499943
6069.0498,1007.28098,0.169399887
6069.3498,1007.33799,0.169299831
6069.6498,1007.38199,0.169299831
6069.9498,1007.434,0.169199774
6070.2498,1007.486,0.169199774
6070.5498,1007.538,0.169100226
6070.8498,1007.57798,0.169100226
6071.1498,1007.63499,0.169100226
6071.4498,1007.689,0.169100226
6071.7498,1007.741,0.16900017
6072.0498,1007.79099,0.16900017
6072.3498,1007.83402,0.168900113
6072.6498,1007.887,0.16900017
6072.9498,1007.94102,0.168900113
6073.2498,1007.98698,0.168800057
6073.5498,1008.046,0.168800057
6073.8498,1008.08597,0.168800057
6074.1498,1008.14597,0.168700001
6074.4498,1008.18198,0.168599945
6074.7498,1008.23398,0.168499888
6075.0498,1008.27903,0.168499888
6075.3498,1008.34397,0.168399832
6075.6498,1008.39402,0.168299776
6075.9498,1008.44199,0.168299776
6076.2498,1008.486,0.168200227
6076.5498,1008.533,0.168100171
6076.8498,1008.585,0.168100171
6077.1498,1008.64103,0.168000115
6077.4498,1008.68998,0.167900058
6077.7498,1008.73197,0.167800002
6078.0498,1008.78702,0.167800002
6078.3498,1008.82902,0.167599889
6078.6498,1008.895,0.167499833
6078.9498,1008.95298,0.167499833
6079.2498,1008.99802,0.167399777
6079.5498,1009.04398,0.167300228
6079.8498,1009.098,0.167300228
6080.1498,1009.13401,0.167200172
6080.4498,1009.19498,0.167100116
6080.7498,1009.24399,0.167200172
6081.0498,1009.29301,0.167100116
6081.3498,1009.33903,0.167100116
6081.6498,1009.38798,0.16700006
6081.9498,1009.43802,0.166900003
6082.2498,1009.49302,0.166900003
6082.5498,1009.53898,0.166900003
6082.8498,1009.58903,0.166799947
6083.1498,1009.642,0.166799947
6083.4498,1009.69797,0.166699891
6083.7498,1009.74497,0.166599834
6084.0498,1009.79301,0.166599834
6084.3498,1009.84202,0.166499778
6084.6498,1009.89103,0.16640023
6084.9498,1009.94602,0.166300173
6085.2498,1009.99802,0.166300173
6085.5498,1010.04697,0.166200117
6085.8498,1010.09598,0.166100061
6086.1498,1010.142,0.166000004
6086.4498,1010.197,0.165899948
6086.7498,1010.25303,0.165899948
6087.0498,1010.29398,0.165799892
6087.3498,1010.34397,0.165699836
6087.6498,1010.38999,0.165599779
6087.9498,1010.45103,0.165500231
6088.2498,1010.49399,0.165500231
6088.5498,1010.54099,0.165400175
6088.8498,1010.59299,0.165300118
6089.1498,1010.64103,0.165300118
6089.4498,1010.697,0.165200062
6089.7498,1010.74497,0.165100006
6090.0498,1010.80399,0.164999949
6090.3498,1010.85203,0.164999949
6090.6498,1010.90702,0.164899893
6090.9498,1010.95603,0.164799837
6091.2498,1011.00101,0.164799837
6091.5498,1011.04801,0.16469978
6091.8498,1011.09501,0.164600232
6092.1498,1011.15,0.164500176
6092.4498,1011.19199,0.164500176
6092.7498,1011.249,0.164400119
6093.0498,1011.29697,0.164300063
6093.3498,1011.34598,0.164200007
6093.6498,1011.39597,0.164099951
6093.9498,1011.44901,0.163999894
6094.2498,1011.49003,0.163899838
6094.5498,1011.53898,0.163799782
6094.8498,1011.603,0.163799782
6095.1498,1011.64902,0.163700233
6095.4498,1011.70103,0.163600177
6095.7498,1011.75101,0.163500121
6096.0498,1011.796,0.163400064
6096.3498,1011.853,0.163300008
6096.6498,1011.89902,0.163199952
6096.9498,1011.95298,0.162999839
6097.2498,1012.00199,0.162899783
6097.5498,1012.05399,0.162800234
6097.8498,1012.10001,0.162600122
6098.1498,1012.16001,0.162500066
6098.4498,1012.20603,0.162400009
6098.7498,1012.25498,0.162199897
6099.0498,1012.29899,0.16209984
6099.3498,1012.35599,0.161900236
6099.6498,1012.41202,0.161800179
6099.9498,1012.44999,0.161600067
6100.2498,1012.50699,0.16150001
6100.5498,1012.55198,0.161299898
6100.8498,1012.60001,0.161199842
6101.1498,1012.65403,0.161099785
6101.4498,1012.71097,0.161000237
6101.7498,1012.75699,0.160900181
6102.0498,1012.80698,0.160800124
6102.3498,1012.85898,0.160800124
6102.6498,1012.90897,0.160700068
6102.9498,1012.95798,0.160700068
6103.2498,1012.99601,0.160600012
6103.5498,1013.05002,0.160600012
6103.8498,1013.098,0.160600012
6104.1498,1013.14701,0.160499955
6104.4498,1013.202,0.160499955
6104.7498,1013.25602,0.160399899
6105.0498,1013.30302,0.160399899
6105.3498,1013.35203,0.160299843
6105.6498,1013.40201,0.160199786
6105.9498,1013.45902,0.160199786
6106.2498,1013.49698,0.160100238
6106.5498,1013.55399,0.160000182
6106.8498,1013.60099,0.160000182
6107.1498,1013.655,0.159900125
6107.4498,1013.70603,0.159900125
6107.7498,1013.75602,0.159800069
6108.0498,1013.80698,0.159700013
6108.3498,1013.86399,0.159700013
6108.6498,1013.91599,0.159599957
6108.9498,1013.95798,0.1594999
6109.2498,1014.00797,0.159399844
6109.5498,1014.06803,0.159299788
6109.8498,1014.11198,0.159200239
6110.1498,1014.16501,0.159100183
6110.4498,1014.20603,0.159100183
6110.7498,1014.26298,0.159000127
6111.0498,1014.314,0.159000127
6111.3498,1014.36503,0.159000127
6111.6498,1014.40299,0.15890007
6111.9498,1014.45902,0.15890007
6112.2498,1014.50901,0.158800014
6112.5498,1014.55601,0.158800014
6112.8498,1014.61002,0.158699958
6113.1498,1014.65897,0.158599901
6113.4498,1014.71097,0.158599901
6113.7498,1014.75699,0.158499845
6114.0498,1014.81498,0.158399789
6114.3498,1014.85898,0.158499845
6114.6498,1014.913,0.158399789
6114.9498,1014.96403,0.15830024
6115.2498,1015.025,0.15830024
6115.5498,1015.06602,0.15830024
6115.8498,1015.11997,0.15830024
6116.1498,1015.16398,0.15830024
6116.4498,1015.21598,0.15830024
6116.7498,1015.26603,0.15830024
6117.0498,1015.31498,0.15830024
6117.3498,1015.36301,0.15830024
6117.6498,1015.421,0.15830024
6117.9498,1015.46403,0.15830024
6118.2498,1015.51499,0.158200184
6118.5498,1015.56699,0.158200184
6118.8498,1015.61399,0.158000072
6119.1498,1015.66398,0.157900015
6119.4498,1015.723,0.157900015
6119.7498,1015.76902,0.157799959
6120.0498,1015.81699,0.157699903
6120.3498,1015.86802,0.157699903
6120.6498,1015.91001,0.157599846
6120.9498,1015.96299,0.15749979
6121.2498,1016.01499,0.15749979
6121.5498,1016.06199,0.157400242
6121.8498,1016.11198,0.157300185
6122.1498,1016.17002,0.157300185
6122.4498,1016.215,0.157200129
6122.7498,1016.26603,0.157100073
6123.0498,1016.31602,0.157000016
6123.3498,1016.36698,0.157000016
6123.6498,1016.41599,0.15689996
6123.9498,1016.45902,0.156799904
6124.2498,1016.50901,0.156699848
6124.5498,1016.572,0.156699848
6124.8498,1016.61301,0.156599791
6125.1498,1016.67399,0.156500243
6125.4498,1016.715,0.156500243
6125.7498,1016.75797,0.156400187
6126.0498,1016.81998,0.15630013
6126.3498,1016.86399,0.156200074
6126.6498,1016.92002,0.156200074
6126.9498,1016.96201,0.156100018
6127.2498,1017.01401,0.155999961
6127.5498,1017.06498,0.155699792
6127.8498,1017.111,0.155600244
6128.1498,1017.16898,0.155500188
6128.4498,1017.22202,0.155400131
6128.7498,1017.26603,0.155200019
6129.0498,1017.31803,0.155099963
6129.3498,1017.37101,0.15489985
6129.6498,1017.413,0.154799794
6129.9498,1017.47397,0.154700245
6130.2498,1017.51603,0.154500133
6130.5498,1017.56901,0.154400076
6130.8498,1017.61802,0.15430002
6131.1498,1017.66703,0.154199964
6131.4498,1017.71799,0.154099907
6131.7498,1017.77299,0.153899795
6132.0498,1017.81998,0.153800246
6132.3498,1017.87198,0.15370019
6132.6498,1017.92399,0.153600134
6132.9498,1017.96299,0.153500078
6133.2498,1018.01603,0.153400021
6133.5498,1018.07401,0.153199909
6133.8498,1018.12101,0.153099852
6134.1498,1018.17502,0.152999796
6134.4498,1018.21598,0.152900248
6134.7498,1018.26902,0.152800191
6135.0498,1018.32297,0.152700135
6135.3498,1018.37601,0.152500022
6135.6498,1018.42502,0.152399966
6135.9498,1018.47599,0.152399966
6136.2498,1018.52299,0.15229991
6136.5498,1018.57297,0.152199854
6136.8498,1018.61503,0.152199854
6137.1498,1018.67301,0.152099797
6137.4498,1018.72202,0.152000249
6137.7498,1018.76902,0.151900193
6138.0498,1018.82603,0.151900193
6138.3498,1018.87198,0.151800136
6138.6498,1018.92899,0.15170008
6138.9498,1018.97001,0.151600024
6139.2498,1019.02402,0.151600024
6139.5498,1019.07297,0.151499967
6139.8498,1019.124,0.151399911
6140.1498,1019.176,0.151299855
6140.4498,1019.228,0.151199798
6140.7498,1019.27,0.15110025
6141.0498,1019.32603,0.15110025
6141.3498,1019.37498,0.151000194
6141.6498,1019.41801,0.150900137
6141.9498,1019.47501,0.150800081
6142.2498,1019.525,0.150700025
6142.5498,1019.57603,0.150599969
6142.8498,1019.62101,0.150499912
6143.1498,1019.67197,0.150399856
6143.4498,1019.72599,0.1502998
6143.7498,1019.77598,0.150199743
6144.0498,1019.827,0.150100195
6144.3498,1019.88499,0.150000139
6144.6498,1019.92502,0.149900082
6144.9498,1019.97501,0.149800026
6145.2498,1020.02701,0.149599913
6145.5498,1020.08103,0.149399801
6145.8498,1020.12101,0.149299745
6146.1498,1020.17399,0.149200196
6146.4498,1020.22501,0.149000084
6146.7498,1020.27799,0.148900027
6147.0498,1020.32499,0.148699915
6147.3498,1020.374,0.148599858
6147.6498,1020.42698,0.148499802
6147.9498,1020.48002,0.148399746
6148.2498,1020.52799,0.148300197
6148.5498,1020.57499,0.148300197
6148.8498,1020.61899,0.148200141
6149.1498,1020.67698,0.148100085
6149.4498,1020.72098,0.148000028
6149.7498,1020.775,0.148000028
6150.0498,1020.81803,0.147899972
6150.3498,1020.87498,0.147799916
6150.6498,1020.93003,0.14769986
6150.9498,1020.978,0.147599803
6151.2498,1021.02598,0.147499747
6151.5498,1021.07102,0.147400199
6151.8498,1021.129,0.147300142
6152.1498,1021.18003,0.147200086
6152.4498,1021.22898,0.14710003
6152.7498,1021.283,0.146999973
6153.0498,1021.33103,0.146899917
6153.3498,1021.38798,0.146699804
6153.6498,1021.43497,0.146599748
6153.9498,1021.48801,0.146400143
6154.2498,1021.525,0.146099975
6154.5498,1021.58103,0.145899862
6154.8498,1021.62498,0.145699749
6155.1498,1021.68302,0.145500145
6155.4498,1021.73301,0.145300032
6155.7498,1021.78202,0.144999863
6156.0498,1021.82999,0.144799751
6156.3498,1021.88401,0.144600146
6156.6498,1021.93802,0.144400033
6156.9498,1021.98801,0.144199921
6157.2498,1022.03202,0.144099864
6157.5498,1022.085,0.143999808
6157.8498,1022.13401,0.143899752
6158.1498,1022.18198,0.143800203
6158.4498,1022.23801,0.143800203
6158.7498,1022.28702,0.143700147
6159.0498,1022.33201,0.143600091
6159.3498,1022.37803,0.143600091
6159.6498,1022.43699,0.143500034
6159.9498,1022.48698,0.143399978
6160.2498,1022.533,0.143299922
6160.5498,1022.58799,0.143199866
6160.8498,1022.63199,0.143099809
6161.1498,1022.68802,0.142999753
6161.4498,1022.73099,0.142900205
6161.7498,1022.775,0.142800148
6162.0498,1022.83597,0.142700092
6162.3498,1022.88999,0.142600036
6162.6498,1022.93198,0.142499979
6162.9498,1022.991,0.142299867
6163.2498,1023.03501,0.14219981
6163.5498,1023.08103,0.142099754
6163.8498,1023.137,0.142000206
6164.1498,1023.197,0.141900149
6164.4498,1023.24302,0.141800093
6164.7498,1023.29203,0.141800093
6165.0498,1023.34897,0.141700037
6165.3498,1023.38999,0.141599981
6165.6498,1023.44199,0.141499924
6165.9498,1023.48502,0.141399868
6166.2498,1023.538,0.141299812
6166.5498,1023.59598,0.141299812
6166.8498,1023.64402,0.141199755
6167.1498,1023.69102,0.141100207
6167.4498,1023.74003,0.141000151
6167.7498,1023.79001,0.140900094
6168.0498,1023.83799,0.140800038
6168.3498,1023.89597,0.140699982
6168.6498,1023.93802,0.140599925
6168.9498,1023.99497,0.140499869
6169.2498,1024.03599,0.140399813
6169.5498,1024.09501,0.140299757
6169.8498,1024.14902,0.140100152
6170.1498,1024.19602,0.139900039
6170.4498,1024.24302,0.139799983
6170.7498,1024.29398,0.139699927
6171.0498,1024.34897,0.139499814
6171.3498,1024.38999,0.139399758
6171.6498,1024.43601,0.139300209
6171.9498,1024.49497,0.139100097
6172.2498,1024.54502,0.13900004
6172.5498,1024.59397,0.138899984
6172.8498,1024.64103,0.138799928
6173.1498,1024.69199,0.138599815
6173.4498,1024.73698,0.138499759
6173.7498,1024.79301,0.138400211
6174.0498,1024.84,0.138300154
6174.3498,1024.88999,0.138200098
6174.6498,1024.94797,0.138100042
6174.9498,1024.99802,0.137999985
6175.2498,1025.04099,0.137899929
6175.5498,1025.09397,0.137699816
6175.8498,1025.13901,0.137500212
6176.1498,1025.19401,0.137400155
6176.4498,1025.24003,0.137200043
6176.7498,1025.29398,0.137099987
6177.0498,1025.34299,0.136899874
6177.3498,1025.38999,0.136699761
6177.6498,1025.44199,0.136500157
6177.9498,1025.49698,0.136300044
6178.2498,1025.53702,0.136099931
6178.5498,1025.59501,0.135899819
6178.8498,1025.64298,0.135700214
6179.1498,1025.69401,0.135600158
6179.4498,1025.74399,0.135500102
6179.7498,1025.79899,0.135299989
6180.0498,1025.848,0.135299989
6180.3498,1025.89701,0.135099876
6180.6498,1025.94401,0.134899764
6180.9498,1025.99399,0.134800215
6181.2498,1026.04301,0.134700159
6181.5498,1026.09702,0.134600103
6181.8498,1026.13499,0.134500046
6182.1498,1026.18998,0.134299934
6182.4498,1026.24497,0.134199878
6182.7498,1026.29502,0.134099821
6183.0498,1026.35001,0.133999765
6183.3498,1026.39103,0.13380016
6183.6498,1026.44102,0.133700104
6183.9498,1026.50101,0.133600048
6184.2498,1026.55198,0.133499991
6184.5498,1026.59598,0.133399935
6184.8498,1026.64902,0.133399935
6185.1498,1026.70603,0.133299879
6185.4498,1026.75498,0.133199822
6185.7498,1026.79697,0.133099766
6186.0498,1026.85001,0.133099766
6186.3498,1026.89799,0.133000218
6186.6498,1026.95103,0.133000218
6186.9498,1026.99698,0.132900161
6187.2498,1027.05198,0.132800105
6187.5498,1027.09702,0.132599993
6187.8498,1027.15201,0.132499936
6188.1498,1027.20298,0.13239988
6188.4498,1027.24497,0.132299824
6188.7498,1027.301,0.132199767
6189.0498,1027.36002,0.132000163
6189.3498,1027.40897,0.131900106
6189.6498,1027.45298,0.131900106
6189.9498,1027.504,0.13180005
6190.2498,1027.55399,0.13180005
6190.5498,1027.611,0.13180005
6190.8498,1027.65,0.131599937
6191.1498,1027.70402,0.131599937
6191.4498,1027.75199,0.131399825
6191.7498,1027.80601,0.131299769
6192.0498,1027.853,0.131299769
6192.3498,1027.905,0.131100164
6192.6498,1027.96097,0.131000108
6192.9498,1028.004,0.130799995
6193.2498,1028.04502,0.130699939
6193.5498,1028.10801,0.130599882
6193.8498,1028.15702,0.13039977
6194.1498,1028.21097,0.130300221
6194.4498,1028.262,0.130200165
6194.7498,1028.30997,0.130100109
6195.0498,1028.35001,0.130100109
6195.3498,1028.40598,0.130100109
6195.6498,1028.45499,0.130000052
6195.9498,1028.50999,0.130000052
6196.2498,1028.56101,0.130000052
6196.5498,1028.60697,0.130000052
6196.8498,1028.658,0.129899996
6197.1498,1028.69999,0.129899996
6197.4498,1028.75602,0.12979994
6197.7498,1028.80503,0.129699884
6198.0498,1028.85203,0.129699884
6198.3498,1028.90598,0.129699884
6198.6498,1028.94901,0.129599827
6198.9498,1029.00303,0.129499771
6199.2498,1029.04502,0.129400223
6199.5498,1029.10203,0.129400223
6199.8498,1029.15201,0.129300166
6200.1498,1029.20103,0.12920011
6200.4498,1029.25101,0.129100054
6200.7498,1029.29801,0.128999997
6201.0498,1029.35398,0.128999997
6201.3498,1029.39701,0.128799885
6201.6498,1029.44797,0.128599772
6201.9498,1029.49998,0.128500224
6202.2498,1029.54801,0.128500224
6202.5498,1029.59897,0.128300111
6202.8498,1029.658,0.128200055
6203.1498,1029.69498,0.128099999
6203.4498,1029.74497,0.127899886
6203.7498,1029.80503,0.127899886
6204.0498,1029.85099,0.12779983
6204.3498,1029.90702,0.127600225
6204.6498,1029.95103,0.127500169
