Time,Mass,HRR,T_1,T_3,T_4
558,1.23403,22.31383806,570.289,624.074,485.302
559,1.061421,21.21231098,575.415,614.783,485.111
560,1.033908,20.09690343,571.727,618.846,484.839
561,0.944216,19.68617898,572.081,615.006,484.774
562,0.930586,19.51405689,568.891,619.709,484.87
563,0.848451,18.483916,567.746,626.705,484.797
564,0.917312,18.60939775,564.568,619.676,485.016
565,1.020078,17.28729963,556.197,621.702,485.045
566,1.034246,16.36481304,552.198,602.6,485.056
567,1.123659,14.99183897,544.404,591.229,485.16
568,1.136276,13.79911284,546.621,589.805,485.191
569,0.962528,12.78552175,545.059,580.188,485.413
570,0.930542,12.75181084,541.091,576.613,485.387
571,0.931844,10.22874776,540.675,573.895,485.625
572,0.75897,9.491476677,534.134,568.094,485.769
573,0.730797,8.065087397,534.934,576.724,485.837
574,0.819813,6.694308647,539.984,576.499,485.987
575,0.917709,4.578325554,541.851,571.191,486.275
576,0.931088,4.234637967,538.578,577.27,486.481
577,1.020814,3.226303356,535.459,587.633,486.655
578,1.12273,2.617276178,534.163,582.892,486.587
579,1.136699,1.506340911,530.085,591.65,486.709
580,0.960435,1.322937224,529.405,573.086,487.027
581,0.931661,1.439932774,532.43,553.594,487.383
582,0.848322,2.16554651,535.012,560.936,487.607
583,0.745686,3.002933259,533.899,571.392,487.868
584,0.729331,1.880774829,531.793,571.022,488.174
585,0.818468,2.187347151,533.004,554.638,488.539
586,0.915464,1.09666843,537.144,543.63,488.793
587,0.931332,1.369600254,541.001,535.95,489.144
588,0.931583,0.970287068,536.185,540.372,489.513
589,1.020661,0.888180197,538.762,546.973,489.78
590,1.034427,0.153946651,535.047,558.713,490.087
591,0.86356,0.200910306,534.073,573.572,490.267
592,0.834765,0.216876902,531.835,572.853,490.504
593,0.835318,0.490791064,530.143,585.374,490.725
594,0.834856,0.020155417,537.633,583.093,491.014
595,0.743482,-1.048275264,543.877,575.543,491.423
596,0.729637,-1.322100921,541.335,574.718,492.04
597,0.819401,-1.604871215,544.439,573.785,492.277
598,0.917803,-2.101216449,544.929,576.815,492.818
599,0.931488,-2.348293311,546.939,581.332,493.233
600,1.019602,-3.136255367,549.509,572.475,493.607
601,1.122369,-3.28550168,548.604,560.036,494.09
602,1.049224,-3.962227924,550.17,554.933,494.372
603,0.947483,-4.068971895,550.964,557.216,494.884
604,0.931816,-3.641973194,546.608,559.252,495.107
605,0.847642,-3.992624229,545.636,561.607,495.462
606,0.744421,-3.707727443,546.327,563.743,495.72
607,0.819293,-4.126777514,547.814,571.87,496.156
608,0.917741,-3.799960022,546.373,575.595,496.515
609,0.931488,-4.207602333,544.673,582.795,496.734
610,0.931488,-4.098903613,541.565,582.36,497.052
611,0.932152,-4.214391229,540.606,585.95,497.477
612,0.932166,-3.825362522,538.129,585.989,497.898
613,0.849538,-4.089963906,540.18,585.561,498.348
614,0.917196,-3.823349414,543.922,575.23,498.775
615,0.849175,-4.191461535,547.13,553.151,499.256
616,0.745684,-3.879992809,544.131,550.872,499.68
617,0.820793,-4.073889618,547.643,551.716,500.127
618,0.835536,-3.611299748,550.838,558.057,500.611
619,0.835726,-4.10907286,543.983,566.894,501.077
620,0.918085,-4.155042513,539.314,573.811,501.345
621,0.930935,-4.170299664,535.011,583.242,501.596
622,0.848118,-3.915280212,530.483,584.421,501.934
623,0.744721,-4.110295572,533.516,578.321,502.262
624,0.729881,-3.952012558,535.75,576.222,502.575
625,0.730446,-3.670674494,534.852,577.792,502.913
626,0.647703,-3.798029455,538.112,588.823,503.268
627,0.80698,-3.627354705,536.14,589.537,503.598
628,0.8356,-4.091660221,531.159,587.171,503.899
629,0.918069,-3.549607113,532.171,585.196,504.115
630,0.932167,-4.552832735,532.339,591.791,504.484
631,1.020185,-4.431559534,538.729,590.46,504.982
632,0.863511,-4.913658462,546.64,582.93,505.521
633,0.835805,-4.622711961,548.534,564.684,505.944
634,0.835675,-4.832777642,547.176,562.153,506.293
635,0.745498,-4.487430028,546.787,557.475,506.478
636,0.730779,-4.784909033,548.266,553.636,506.699
637,0.904486,-4.502607214,551.026,559.998,507.322
638,0.849395,-4.453723294,549.549,566.826,507.565
639,0.919809,-4.340861776,545.85,564.89,508.033
640,1.020382,-4.304947378,548.614,558.8,508.442
641,0.946504,-4.579769431,547.45,557.577,508.824
642,0.847988,-4.495419131,550.054,557.466,509.251
643,0.746179,-4.49852022,543.01,576.062,509.525
644,0.730973,-4.391212547,545.134,581.362,509.88
645,0.647559,-4.378678211,545.018,577.483,510.334
646,0.63423,-3.864319107,547.258,578.864,510.89
647,0.715838,-4.225073527,545.839,582.568,511.357
648,0.902251,-3.782177191,544.967,585.708,511.664
649,0.931221,-4.179063921,542.701,588.251,512.046
650,1.02033,-3.743971529,539.837,594.319,512.359
651,1.122873,-4.071330359,537.788,595.521,512.6
652,0.960888,-3.647256011,538.956,592.221,513.041
653,0.758263,-3.947731233,539.069,577.395,513.604
654,0.820147,-3.908112587,542.716,563.773,514.025
655,0.83432,-3.951418168,549.626,563.089,514.49
656,0.745244,-3.578816663,551.809,553.311,515.001
657,0.64697,-3.956097856,549.605,567.92,515.267
658,0.80654,-3.605953253,546.16,579.356,515.521
659,0.91864,-3.665499787,541.911,579.134,515.763
660,0.932372,-3.495811434,537.156,585.466,515.847
661,0.932182,-3.580451226,532.442,594.362,515.999
662,1.021505,-3.640625301,531.172,588.388,516.27
663,1.033637,-3.723989842,532.123,591.183,516.715
664,0.946598,-3.520935461,532.119,588.703,517.234
665,0.850161,-3.59973483,537.295,592.082,517.702
666,0.835283,-3.290404726,536.22,591.551,518.104
667,0.745684,-3.243909632,542.209,589.046,518.501
668,0.646533,-3.224640777,546.796,585.77,518.902
669,0.717548,-3.390682105,546.825,588.78,519.204
670,0.820128,-3.37173513,552.09,579.592,519.707
671,0.834953,-3.347000576,552.943,577.088,519.978
672,0.917042,-3.279888263,549.966,565.056,520.212
673,0.93204,-3.358529734,551.055,569.435,520.554
674,0.849618,-3.161471103,545.955,568.196,520.951
675,0.835614,-2.9686632,542.389,582.248,521.086
676,0.746094,-2.839651599,544.162,589.157,521.333
677,0.731128,-3.746816628,551.674,585.254,521.708
678,0.731366,-3.805238342,554.723,579.637,522.29
679,0.648326,-4.02418691,549.588,570.374,522.562
680,0.806552,-4.084855397,544.255,584.322,522.664
681,0.835427,-3.960911253,537.201,584.68,522.802
682,0.834967,-3.880237484,534.44,594.137,523.094
683,0.917296,-3.539332797,532.307,595.876,523.309
684,1.021047,-3.865726474,531.778,585.374,523.626
685,0.772479,-3.511192629,533.617,594.216,523.889
686,0.820794,-3.704109793,532.671,581.597,524.246
687,0.745921,-3.62916767,532.885,575.117,524.605
688,0.6482,-3.971723628,529.727,587.534,524.88
689,0.634862,-3.665789602,532.209,579.744,525.204
690,0.806678,-4.025953935,534.616,575.785,525.469
691,0.835443,-3.569456032,538.479,586.437,525.792
692,0.919299,-3.850887661,536.655,588.821,526.126
693,0.931869,-3.458902641,541.134,595.757,526.501
694,0.932119,-3.84732332,544.355,583.688,526.952
695,0.848874,-3.496926995,541.785,592.653,527.222
696,0.746048,-3.563921751,538.452,600.467,527.521
697,0.82095,-3.457364181,537.031,608.126,527.874
698,0.745921,-3.478973335,538.664,612.673,528.256
699,0.648106,-3.49128783,541.01,595.048,528.659
700,0.716795,-4.283993291,542.482,600.048,529.008
701,0.820889,-4.755673599,543.303,591.396,529.32
702,0.835949,-4.44943468,547.453,582.833,529.639
703,0.835122,-4.587899763,545.911,578.343,529.851
704,0.835363,-4.1574993,541.643,587.491,530.044
705,0.918892,-4.492204844,539.375,597.26,530.271
706,0.932498,-4.122093918,537.282,599.208,530.51
707,0.932292,-4.488490321,532.836,598.019,530.76
708,0.849649,-4.252196042,530.605,604.721,530.912
709,0.835804,-4.615572089,529.923,609.794,531.208
710,0.804141,-4.219178419,525.921,611.195,531.428
711,0.740202,-4.64359113,526.278,612.824,531.65
712,0.647363,-4.275513802,527.408,608.673,532.051
713,0.808546,-4.541317666,531.252,607.156,532.391
714,0.83399,-4.243747887,535.486,596.437,532.822
715,0.834568,-4.504125733,533.844,588.858,533.181
716,0.91788,-4.200532749,539.906,592.069,533.609
717,0.93234,-4.457264507,544.929,586.167,534.043
718,1.021229,-4.249601475,538.162,593.501,534.289
719,0.863008,-4.361802876,535.336,592.729,534.532
720,0.744144,-4.1287325,532.515,581.357,534.824
721,0.647084,-4.45838685,529.902,593.18,535.162
